#File generated by ModelExp v0.6.0
#Read datafile: ../data_rescaling/PMK18_300K_LangevinSAXSscaled.xye
#Started Fit at 2018-12-15 01:23:53.989953
#Finished Fit at 2018-12-15 01:23:54.027267
#[[Fit Statistics]]
#    # fitting method   = leastsq
#    # function evals   = 13
#    # data points      = 4644
#    # variables        = 3
#    chi-square         = 22145.0462
#    reduced chi-square = 4.77161091
#    Akaike info crit   = 7260.10337
#    Bayesian info crit = 7279.43336
#[[Variables]]
#    Ms:     164.143435 +/- 0.14370284 (0.09%) (init = 164)
#    mu:     11354.2625 +/- 57.8461619 (0.51%) (init = 11340)
#    chi:    2.68000000 +/- 0.02645267 (0.99%) (init = 5.16)
#    sigMu:  0 (fixed)
#    T:      300 (fixed)
#[[Correlations]] (unreported correlations are < 0.100)
#    C(Ms, chi) = -0.884
#    C(Ms, mu)  = -0.512
#    C(mu, chi) =  0.415

#[[Data]] 0
#B / T	M / kAm-1	sM / kAm-1	Mmodel / kAm-1
-8.9999542969	-182.6138277267	1.6700528198	-187.54591347022262
-8.9972914062	-184.6158105052	2.1710110845	-187.53856459740504
-8.9883832031	-184.5139760049	2.0666887793	-187.513979402624
-8.9879070312	-183.3309773085	2.1455934927	-187.51266520576786
-8.9779402344	-182.5678805169	2.3423505221	-187.4851567068149
-8.9753988281	-182.6526734739	2.5379299874	-187.47814210639558
-8.9652234375	-184.7340833239	1.8181625822	-187.45005559450698
-8.9619253906	-184.0640052803	2.3907960412	-187.44095179835833
-8.952928125	-185.0142972425	1.7181405194	-187.41611511496018
-8.9503054688	-184.1822611352	1.7774941229	-187.40887507673102
-8.9416597656	-182.8847569687	2.2926082266	-187.38500708972754
-8.9390949219	-180.3696835921	2.0288705351	-187.37792612728268
-8.9286398438	-185.0714717736	2.0856402317	-187.3490607527452
-8.9282027344	-182.6322697766	1.9170530853	-187.34785389637938
-8.9179417969	-182.0308064357	2.2019071048	-187.3195225140693
-8.9174582031	-184.3116327947	1.8374485088	-187.31818722032466
-8.907203125	-183.8330522481	1.819590987	-187.28987001058113
-8.9037136719	-183.6663131788	2.1580700387	-187.28023419263363
-8.89945	-184.9407426076	2.2849820017	-187.26846013513506
-8.895953125	-183.1775717723	2.0949155839	-187.25880332567655
-8.8874367187	-183.8407862155	1.6773802145	-187.23528387019593
-8.8857152344	-183.8175379467	1.8142445299	-187.2305295464365
-8.8767246094	-184.9638192549	2.2029308671	-187.205698725104
-8.8757152344	-182.3682366357	2.2979889126	-187.2029108825208
-8.8659550781	-183.6861672536	1.6253927154	-187.17595285400967
-8.8624984375	-181.8628765905	2.5481672407	-187.16640502084852
-8.8539679688	-184.2201982477	1.9043819062	-187.1428414567603
-8.8502695312	-183.6995073928	1.964944838	-187.1326249069476
-8.8432269531	-183.5902284458	2.1939422745	-187.1131698114578
-8.8400371094	-180.9450215262	2.261726818	-187.10435757564593
-8.8295308594	-182.3421318767	1.4920261152	-187.0753317503333
-8.8285007812	-184.181043764	1.68818068	-187.07248582151163
-8.8172480469	-179.5620263492	1.5549744479	-187.0413951545186
-8.8155691406	-183.1599236257	1.8866161868	-187.0367562273099
-8.8060042969	-182.9577248315	1.9652626379	-187.0103269281623
-8.804803125	-183.8092725094	1.6021635572	-187.00700776259458
-8.7962835937	-182.2026172498	1.9812928822	-186.98346518999085
-8.7945816406	-184.5856486308	1.7889869499	-186.9787619078605
-8.7843402344	-184.8019259491	2.2444951072	-186.9504590123795
-8.7840460937	-185.7409605029	1.6776416887	-186.9496461029714
-8.7738914062	-182.8556561022	1.4940978693	-186.92158083132625
-8.77254375	-182.4930685609	1.9559854788	-186.91785606475395
-8.7633394531	-183.6958196367	2.0865257183	-186.89241551818512
-8.7603722656	-184.2013334586	1.908552672	-186.88421390762744
-8.7525628906	-184.0772111396	1.5774372239	-186.86262718554815
-8.7488652344	-182.7578074703	1.9532448759	-186.85240569216643
-8.7433121094	-180.9280931074	2.2314658136	-186.83705459969678
-8.7378640625	-184.0332043858	1.5409280336	-186.82199340680532
-8.728553125	-182.1195445933	2.0416895997	-186.7962518746373
-8.727134375	-182.1326821586	2.5125447838	-186.7923293723484
-8.7173332031	-184.4409825858	1.7533860482	-186.76523042173466
-8.7141382812	-182.5733973295	1.8760298259	-186.75639647870108
-8.7078269531	-179.741931889	2.6123521286	-186.73894510253393
-8.700365625	-185.0388801503	2.6490545251	-186.71831287043258
-8.69633125	-180.5813462608	2.215275319	-186.70715647154353
-8.6909105469	-181.6687491901	2.2499917563	-186.69216590761735
-8.6830828125	-183.8243298606	2.0759750279	-186.67051785173132
-8.6807011719	-182.5769543788	1.7331473876	-186.66393104613545
-8.6708839844	-184.6609816682	1.3064654483	-186.63677887076767
-8.6684636719	-184.4247318408	2.2018529153	-186.63008452711858
-8.6591304687	-184.5610334011	2.2425088148	-186.60426872712554
-8.6549421875	-181.8005309911	2.2654854756	-186.59268330671745
-8.6466359375	-181.02628927	2.4801754093	-186.5697059266053
-8.6436878906	-181.4217439152	2.4486163958	-186.56155048402357
-8.6349027344	-184.2444561704	2.2607694871	-186.53724629906208
-8.6327019531	-183.1231838091	1.6928746281	-186.53115758270934
-8.6238925781	-182.9185309182	2.3355782912	-186.50678445233814
-8.6224632813	-179.9595341774	2.5464051495	-186.50282983195697
-8.6139351562	-183.5123014566	1.7663892904	-186.479233108877
-8.6069695312	-182.3889857765	1.5976009856	-186.45995862379252
-8.6039105469	-181.8963514418	1.9410737616	-186.45149384004696
-8.5959816406	-184.640356068	1.5560215318	-186.42955218435296
-8.5954671875	-182.8811810204	2.2746131393	-186.42812849460813
-8.5849859375	-184.9844737947	2.0845492971	-186.3991216684467
-8.5841941406	-183.8616602359	1.8156221452	-186.39693028205463
-8.5740089844	-181.2659554219	2.0028577021	-186.36874058180862
-8.57345625	-182.8556642624	1.9506648012	-186.36721070486988
-8.5637054687	-184.4229408669	1.8251992015	-186.34022113264888
-8.559509375	-182.6854978961	2.1496004241	-186.32860599811144
-8.5532316406	-185.3986675023	1.9003517485	-186.31122803276074
-8.5475378906	-184.0774234051	2.2468326291	-186.2954659442572
-8.540984375	-183.0868752273	1.9972400994	-186.27732292458697
-8.5375488281	-181.5423935489	2.4942428914	-186.26781146103588
-8.52755	-182.0221701072	1.7429856388	-186.24012786841078
-8.5249855469	-182.2172523112	2.1370643853	-186.23302737369352
-8.517284375	-183.0905155482	1.586302779	-186.21170343352787
-8.5144949219	-183.4570395284	2.0602339263	-186.2039793513583
-8.5045457031	-181.8368401143	2.3811500823	-186.17642832905835
-8.5017394531	-182.552431626	1.8875977022	-186.16865698610926
-8.4922628906	-180.6450070549	2.6275214128	-186.14241233509546
-8.4920628906	-184.5571682757	2.0909968822	-186.14185842925284
-8.4815878906	-183.7164565961	2.2646801948	-186.11284643039838
-8.4800355469	-184.7854564003	1.9677782314	-186.1085467968854
-8.4707875	-181.3614255657	1.5690617905	-186.08293078443796
-8.4697613281	-180.6686077764	2.3284548938	-186.08008829594505
-8.4587492188	-183.463691202	2.4141589701	-186.0495834251164
-8.4572820312	-183.633596755	1.5862318118	-186.0455189434153
-8.4485394531	-185.1427896444	1.846697299	-186.02129883159927
-8.4465027344	-184.1538801005	1.932065668	-186.01565614731496
-8.4363039063	-179.6803855713	2.7565897822	-185.98739918043646
-8.4320105469	-183.6162928981	2.0034748963	-185.97550329081037
-8.4268179688	-181.566817885	1.5042459383	-185.96111534701296
-8.4215246094	-183.4847017336	1.5403615462	-185.94644755272725
-8.4128042969	-179.290105486	2.9717379432	-185.92228241755734
-8.4110289062	-180.7455935159	1.4656414213	-185.91736237405718
-8.4013277344	-180.2453385906	2.6114140577	-185.89047683609175
-8.3990882813	-183.6874371065	1.6022435118	-185.8842701917154
-8.3903097656	-184.7994462514	1.6057071322	-185.85993948023292
-8.3873210937	-182.4806096082	2.5789154806	-185.85165563264334
-8.37729375	-183.4272678195	1.8706724642	-185.82386092590028
-8.3768359375	-185.3660081214	1.6571407103	-185.82259186675836
-8.3660546875	-182.098399661	2.346744421	-185.79270484106644
-8.3646132812	-183.2763064356	1.8313286623	-185.78870888148947
-8.3560671875	-184.2867992507	1.7543978703	-185.76501590649923
-8.3491398438	-182.1448987428	1.8494574085	-185.7458095273028
-8.3438472656	-183.4019828382	1.9941215843	-185.73113489334173
-8.3386402344	-183.0393146418	1.8033520126	-185.71669684630868
