#File generated by ModelExp v0.6.4
#Read datafile: ../data_rescaling/SC-IOS-7_300K_LangevinSAXSscaled.xye
#Started Fit at 2018-12-24 20:33:27.971944
#Finished Fit at 2018-12-24 20:33:28.040390
#[[Fit Statistics]]
#    # fitting method   = leastsq
#    # function evals   = 17
#    # data points      = 3334
#    # variables        = 3
#    chi-square         = 26003.1867
#    reduced chi-square = 7.80642049
#    Akaike info crit   = 6854.19040
#    Bayesian info crit = 6872.52618
#[[Variables]]
#    Ms:     219.822078 +/- 0.25958437 (0.12%) (init = 219.6)
#    mu:     4373.60234 +/- 15.8292380 (0.36%) (init = 4350)
#    chi:    0.00000000 +/- 0.07241139 (inf%) (init = -16.16)
#    sigMu:  0 (fixed)
#    T:      300 (fixed)
#[[Correlations]] (unreported correlations are < 0.100)
#    C(Ms, chi) = -0.816
#    C(Ms, mu)  = -0.780
#    C(mu, chi) =  0.556

#[[Data]] 0
#B / T	M / kAm-1	sM / kAm-1	Mmodel / kAm-1
-8.9999710938	-218.607739785	6.3313879903	-217.3278981608119
-8.9967589844	-216.6385838721	6.6124186004	-217.32700766485098
-8.987209375	-221.9696207875	6.7994454176	-217.32435645875924
-8.9861726562	-203.8118068996	6.8910685721	-217.32406830109022
-8.9779382812	-231.1901730157	8.4267907459	-217.3217771797343
-8.9748699219	-204.8958525513	7.7869785405	-217.3209223684206
-8.9676765625	-228.5976216497	7.221687066	-217.3189160840641
-8.963925	-207.8649959086	6.4471333776	-217.31786846628034
-8.9585136719	-211.631153373	6.6661754392	-217.31635581604834
-8.9529117188	-220.6858417525	7.8701252763	-217.31478795333445
-8.9475976563	-219.8402608386	5.8069549817	-217.31329885034603
-8.9426699219	-211.8303615433	5.7157902058	-217.31191642250982
-8.9363898437	-210.5922620547	5.0472174034	-217.31015239818004
-8.9316566406	-215.2000375858	5.9269836395	-217.30882123946057
-8.9236992188	-210.9153227764	6.1006076546	-217.30658012383773
-8.9194140625	-212.7643563615	6.0587290523	-217.30537160271712
-8.913446875	-214.5255803941	7.397394463	-217.30368677109544
-8.9074144531	-205.322063394	7.3166150582	-217.30198122605083
-8.9024835938	-203.3337477116	7.3473228447	-217.30058540869325
-8.8969679687	-216.4741610132	6.701506653	-217.29902222377342
-8.8915164063	-222.9745248557	6.5050156077	-217.29747528917554
