#Data reduced with Dominiques SARed v. 1.0
#wavelength: 5.1836
#q/A-1 	 Icorr/a.u. 	 sIcorr /a.u. 	Ispec/a.u. 	 sIspec/a.u. 	 Ibg/a.u. 	 sIbg/a.u. 	 2th/°
0.0	0.0038948718223046786	0.0007146208593676731	0.005572549009282723	0.00034829501001776855	0.0016776771869780442	0.0006239980437790763	0.0
0.0008039135400700481	0.042974240800400104	0.0024620015558760614	0.04865867686448684	0.001029639444580905	0.0056844360640867335	0.0022363573675285606	0.03799999999999981
0.0016078269917362263	0.12408557223703034	0.0033984724537085465	0.1327502428861984	0.0017008591607932907	0.008664670649168073	0.0029422258808190324	0.07599999999999962
0.002411740266594674	0.12483991054013463	0.006037506974489642	0.14149238553604243	0.001755498053024964	0.0166524749959078	0.005776652755085477	0.11399999999999944
0.003215653276241552	0.04287929206475316	0.005893184443500733	0.06216501993368985	0.0011630944758294808	0.019285727868936692	0.0057772687427030765	0.15199999999999925
0.004019565932273047	0.010218546756024106	0.0023568878890986456	0.01920922422479391	0.0006449115925723584	0.008990677468769803	0.0022669383669490562	0.18999999999999906
0.004823478146285387	0.025364518490351883	0.001074145184411161	0.028617143378682645	0.0007822812437514451	0.0032526248883307618	0.0007360869057851656	0.22799999999999887
0.00562738982987485	0.04198497062215608	0.0016401499551880153	0.046787668338424404	0.0009911818963607248	0.004802697716268325	0.0013067709530862727	0.2659999999999987
0.006431300894637767	0.05102035251217395	0.002385110744194649	0.05870581261064316	0.001093167249930141	0.007685460098469213	0.002119844009768861	0.3039999999999985
0.0072352112521705415	0.05814591029505582	0.002855688708706859	0.0678477154031205	0.0011499775170645495	0.00970180510806468	0.0026139069821403175	0.3419999999999983
0.008039120814069654	0.06441821482982886	0.0032393705636756605	0.07570890992903215	0.0011909191309990741	0.011290695099203288	0.0030125127837452867	0.3799999999999981
0.008843029491931675	0.07166775952178045	0.0035822851194821778	0.08419857000180545	0.0012323277235424404	0.012530810480024992	0.0033636490689505864	0.41799999999999793
0.009646937197353262	0.07764743612418205	0.00390709279529883	0.09146851969248046	0.0012595930978610691	0.013821083568298411	0.003698486087427771	0.45599999999999774
0.010450843841931193	0.07988216339156154	0.0042053165464200504	0.09491582645468302	0.0012575566333228104	0.015033663063121476	0.004012884071285895	0.49399999999999755
0.011254749337262357	0.07765428597972526	0.004309181574655114	0.09331252553188836	0.001218814374036697	0.015658239552163104	0.00413322360452331	0.5319999999999974
0.012058653594943762	0.07138188056510693	0.004222859685622991	0.08731050833600962	0.0011465612924874012	0.015928627770902686	0.0040642270023990455	0.5699999999999972
0.012862556526572564	0.07726908868932612	0.004145965784432417	0.0932910240006018	0.0011496928670512783	0.016021935311275676	0.003983370256094168	0.607999999999997
0.01366645804374606	0.10262904331630768	0.004547465198670139	0.11981151156336343	0.0012730945122081804	0.017182468247055764	0.004365623677792379	0.6459999999999968
0.014470358058061702	0.12548661324696586	0.0056242182630022045	0.1460821956959179	0.0013818704792951857	0.020595582448952047	0.0054518130056284975	0.6839999999999966
0.015274256481117106	0.11872777886300859	0.00645890047809821	0.1424138052696995	0.0013412032626152926	0.023686026406690906	0.006318114370152489	0.7219999999999964
0.016078153224510065	0.08358603114086452	0.005773968053529514	0.10525537630668658	0.0011289965646288876	0.021669345165822057	0.005662514798235461	0.7599999999999962
0.01688204819983856	0.04516407793740342	0.003964732901858093	0.06025809068286597	0.0008335978309289384	0.01509401274546255	0.0038761090850679965	0.797999999999996
0.017685941318700757	0.020931089506100585	0.002259282994808722	0.029551439052612514	0.0005687912278595361	0.008620349546511927	0.0021865123346878038	0.8359999999999959
0.018489832492695032	0.011061318308720255	0.001213242001767932	0.01566801499103871	0.00040306031016037086	0.004606696682318455	0.001144333229975991	0.8739999999999957
0.019293721633419976	0.008465638265738495	0.0007686389156058951	0.011308614978306496	0.00033309040910063176	0.0028429767125680012	0.0006927167977961702	0.9119999999999955
0.02009760865247441	0.010098989429547985	0.000611903946311692	0.012215727785033957	0.00033774563327280635	0.0021167383554859718	0.0005102492789970145	0.9499999999999953
0.020901493461457366	0.014950750515231741	0.0006386971471046023	0.016991190539892537	0.0003909338790395046	0.0020404400246607944	0.0005050789521834027	0.9879999999999951
0.021705375971968144	0.01788382079700523	0.0007553859477272335	0.020303944706830217	0.000420857176255507	0.002420123909824985	0.000627285554765939	1.025999999999995
0.022509256095606285	0.014636861055062095	0.0007603220957231164	0.01712894804770735	0.00038066268813825437	0.0024920869926452547	0.0006581683729139147	1.0639999999999947
0.023313133743971592	0.008327388726148128	0.0005825241492265078	0.010266110500852264	0.00028978791046948676	0.001938721774704137	0.0005053289536309941	1.1019999999999945
0.024117008828664143	0.004220190917127427	0.00038312385276879706	0.005479059715496323	0.00020768047072368154	0.0012588687983688962	0.00032195140726575016	1.1399999999999944
0.024920881261284295	0.002805311675943575	0.00026652642965938045	0.0036475017077477884	0.00016619491873545223	0.0008421900318042134	0.0002083640724633042	1.1779999999999942
0.0257247509534327	0.0025109198096434867	0.00021516488609843668	0.0031712938312551406	0.00015194922083024303	0.0006603740216116539	0.00015233962878658747	1.215999999999994
0.026528617816710308	0.0030833157191090966	0.00021134400747063183	0.003693164345047794	0.00016080681001322977	0.0006098486259386971	0.00013714029075044106	1.2539999999999938
0.027332481762718387	0.0054331958522596336	0.00025508984212382153	0.006072555345088314	0.00020294102152967902	0.0006393594928286804	0.00015455021622516921	1.2919999999999936
0.02813634270305852	0.009944271941610827	0.00034479445981140953	0.01078294434792397	0.0002669907177967072	0.0008386724063131428	0.00021817235417678557	1.3299999999999934
0.02894020054933261	0.014114977235930509	0.00044798345516237697	0.015277374447296186	0.00031416547482246654	0.001162397211365677	0.00031935752774718735	1.3679999999999932
0.029744055213142932	0.01409316824330603	0.000499492890860976	0.015469264415063806	0.00031245904114854677	0.0013760961717577762	0.00038969538825239585	1.405999999999993
0.03054790660609207	0.01006857398756657	0.0004527287662195194	0.011365186091253823	0.000264606625892168	0.0012966121036872534	0.00036735088035366205	1.4439999999999928
0.03135175463978301	0.005499849176280861	0.00032010254176987615	0.00643182662874482	0.00019658077216227113	0.0009319774524639596	0.0002526294465489337	1.4819999999999927
0.032155599225819065	0.0028576967010986126	0.00020105702332587285	0.0034160059850678014	0.00014129565579688497	0.0005583092839691887	0.00014303658371755382	1.5199999999999925
0.032959440275803956	0.002220384485554028	0.00014689592168734444	0.002567398023114007	0.00012068781910869863	0.0003470135375599787	8.374283328835051e-05	1.5579999999999923
0.033763277701341785	0.002285134751016729	0.00013247170425489445	0.002555198183706779	0.00011874406551676434	0.0002700634326900499	5.8724776140455354e-05	1.595999999999992
0.03456711141403705	0.0025529754010573604	0.00013954448991799966	0.002844901477485828	0.00012359035795857207	0.00029192607642846774	6.479265456937789e-05	1.633999999999992
0.035370941325494676	0.003742239148706247	0.00016885489293668417	0.00409043919169916	0.00014625118103600397	0.0003482000429929133	8.439530149382171e-05	1.6719999999999917
0.03617476734731996	0.006230310255506738	0.00021284239566093057	0.0066561823739260655	0.00018454721772483062	0.0004258721184193272	0.00010603871849804714	1.7099999999999915
0.03697858939111868	0.008359368120606801	0.0002568358339133205	0.008920619369918933	0.00021157242227523877	0.0005612512493121326	0.00014560822680926658	1.7479999999999913
0.037782407368497015	0.008675980625115117	0.0002726212793238399	0.009321711949979975	0.00021420432454855831	0.0006457313248648575	0.0001686382794174058	1.7859999999999912
0.0385862211910616	0.007318709195692575	0.00024328014720794556	0.007874218705809346	0.00019509219315285212	0.0005555095101167712	0.00014534189415419733	1.823999999999991
0.03939003077041955	0.0048307121009342	0.0001924359017172607	0.005234293528819825	0.0001576430555261731	0.0004035814278856243	0.00011036413962020054	1.8619999999999908
0.040193836018178414	0.0027306490170243224	0.0001438808260322867	0.003006985334997547	0.00011832450701231882	0.0002763363179732246	8.18596551423524e-05	1.8999999999999906
0.040997636845946234	0.0017177355877769154	0.00010466685649281098	0.0018910383337613218	9.284709715787967e-05	0.00017330274598440642	4.8317361242538295e-05	1.9379999999999904
0.04180143316533153	0.0011656488235839617	8.03185086729729e-05	0.001273918195346411	7.531942650260281e-05	0.00010826937176244932	2.789349075984281e-05	1.9759999999999902
0.04260522488794334	0.0008717522973101355	6.834903834051747e-05	0.000957630038051539	6.452408364775232e-05	8.587774074140351e-05	2.2544038491170737e-05	2.01399999999999
0.04340901192539116	0.0007178737952563051	6.134538750222199e-05	0.0007883181563361122	5.777095678808426e-05	7.04443610798071e-05	2.063427051259812e-05	2.05199999999999
0.04421279418928505	0.0005971768434361937	5.4695810619096774e-05	0.000656861458044624	5.206761473485541e-05	5.968461460843044e-05	1.6750975944785053e-05	2.0899999999999896
0.04501657159123558	0.0005353243360341723	5.235125139451209e-05	0.0006000624882436924	4.915380285967568e-05	6.473815220952011e-05	1.8015470768301962e-05	2.1279999999999895
0.04582034404285384	0.0005002312899604289	5.047236574177722e-05	0.0005591317479702292	4.687166986823943e-05	5.890045800980031e-05	1.8721812608145147e-05	2.1659999999999893
0.046624111455751474	0.00045391415963659494	4.568103506860039e-05	0.0005005738809565304	4.387352445534828e-05	4.665972131993549e-05	1.2722846254068117e-05	2.203999999999989
0.0474278737415407	0.00042274753582721345	4.329502492716473e-05	0.00046767742476716654	4.188001409411667e-05	4.492988893995308e-05	1.0978324230974626e-05	2.241999999999989
0.04823163081183427	0.00044339348107390374	4.3362422798215854e-05	0.0004886292943804606	4.216829492911853e-05	4.523581330655687e-05	1.0106167112318422e-05	2.2799999999999887
0.0490353825782455	0.0004938129530031298	4.481269196156646e-05	0.0005375190250562727	4.362145407890195e-05	4.370607205314292e-05	1.026382506108186e-05	2.3179999999999885
0.049839128952388345	0.0005542332473083535	4.6977089015500206e-05	0.0006031954772215793	4.563277554886472e-05	4.8962229913225776e-05	1.1157808390412712e-05	2.3559999999999883
0.050642869845877285	0.0006742293308038586	5.186352371269028e-05	0.0007383023105298369	4.979476003594321e-05	6.40729797259783e-05	1.4501964172470578e-05	2.393999999999988
0.051446605170327474	0.0009547604036202304	6.0825951321836954e-05	0.0010376648226730753	5.821835045825444e-05	8.290441905284489e-05	1.7618740707733433e-05	2.431999999999988
0.052250334837354605	0.0014205647934956744	7.383545765722782e-05	0.0015267462805601956	6.963794467347604e-05	0.00010618148706452128	2.4540404827674962e-05	2.4699999999999878
0.053054058758575044	0.001990756746685339	8.762597237791891e-05	0.0021307566378815663	8.10817985606836e-05	0.00013999989119622714	3.322729265740043e-05	2.5079999999999876
0.05385777684560577	0.0024384850089234733	9.539404290934528e-05	0.0025894412305536244	8.816364560335833e-05	0.00015095622163015118	3.643068784027337e-05	2.5459999999999874
0.05466148901006441	0.002570859386627422	9.677519293334677e-05	0.0027203393552616938	8.909831544216954e-05	0.00014947996863427204	3.7774702548850626e-05	2.583999999999987
0.05546519516356922	0.0024041281285068833	9.22525564429627e-05	0.002544202131918225	8.489111228139872e-05	0.00014007400341134135	3.6111400220553245e-05	2.621999999999987
0.05626889521773917	0.0019499379347892205	8.15955382707106e-05	0.0020688921636136913	7.543798825347327e-05	0.00011895422882447067	3.109568770675169e-05	2.659999999999987
0.05707258908419384	0.0014640421934399568	6.928887030052643e-05	0.001558210754762578	6.448557377645891e-05	9.416856132262125e-05	2.534873413494351e-05	2.6979999999999866
0.05787627667455353	0.0012153445858349371	5.998343038619515e-05	0.0012784627786090541	5.7448905012498505e-05	6.31181927741171e-05	1.7252108096126814e-05	2.7359999999999864
0.058679957900439214	0.00103374663137801	5.354486437889734e-05	0.0010852927464765764	5.203695204877893e-05	5.15461150985662e-05	1.2617770121047165e-05	2.7739999999999863
0.05948363267347256	0.0008197655680104015	4.70905036806214e-05	0.0008678361463830481	4.577461516803186e-05	4.80705783726466e-05	1.1054417357473191e-05	2.811999999999986
0.06028730090527596	0.0007105270883899136	4.3182927695542524e-05	0.0007530750856659284	4.196873937963801e-05	4.254799727601477e-05	1.0168095162933685e-05	2.849999999999986
0.06109096250747252	0.0006626728530005473	4.106094760737423e-05	0.0007029131167625726	3.991482521959754e-05	4.024026376202536e-05	9.633698464479368e-06	2.8879999999999857
0.061894617391686085	0.0006198312573933832	3.9374520770877816e-05	0.0006607205153132821	3.8041078941173704e-05	4.0889257919898866e-05	1.0160177111038926e-05	2.9259999999999855
