#Data reduced with Dominiques SARed v. 1.0
#wavelength: 5.1836
#q/A-1 	 Icorr/a.u. 	 sIcorr /a.u. 	Ispec/a.u. 	 sIspec/a.u. 	 Ibg/a.u. 	 sIbg/a.u. 	 2th/°
0.0	0.023723569405104818	0.003277732234242761	0.03144367323787493	0.0008239786937065959	0.007720103832770116	0.0031724734375108035	0.0
0.0007616023025496474	0.10414482766599448	0.006017829579794112	0.12081869468620593	0.0016150403039564974	0.016673867020211456	0.005797061123365967	0.03600000000000003
0.001523204529932161	0.14332607812453096	0.004185682215495395	0.1540436356817298	0.0018235314109112913	0.010717557557198831	0.0037675812934207962	0.07200000000000006
0.002284806606980415	0.07454511813517217	0.001947644000599008	0.0786949551014268	0.0013034257260774605	0.004149836966254629	0.0014472036932197045	0.1080000000000001
0.003046408458527297	0.014384328197403951	0.0012463443867480586	0.01800924152780497	0.000623429374091644	0.003624913330401018	0.0010792173765734572	0.14400000000000013
0.0038080100094057185	0.012304261422925115	0.0007281918918144628	0.01460427614609841	0.0005589019153165745	0.0023000147231732955	0.00046678911765356187	0.18000000000000016
0.004569611184448619	0.03150495899726941	0.0010427866333512009	0.034051541738907454	0.0008477516681914796	0.0025465827416380426	0.0006072240704834544	0.2160000000000002
0.0053312119084889765	0.05269877067985857	0.0013617081390178173	0.056247447466729265	0.0010796384089810623	0.003548676786870695	0.0008298373103929516	0.2520000000000002
0.006092812106359814	0.06653867310480518	0.00167819799161407	0.07146075516242226	0.0011989202155378638	0.004922082057617066	0.0011742822556064364	0.28800000000000026
0.006854411702894205	0.076316448902888	0.0019268454795668283	0.0823676080156921	0.0012625578067426747	0.006051159112804096	0.001455569059426672	0.3240000000000003
0.007616010622925281	0.08489578993723142	0.002028306159861375	0.0916351875975408	0.0013060604240389395	0.006739397660309386	0.0015518479458023018	0.3600000000000003
0.008377608791286243	0.09162615182974118	0.002150560640720349	0.09900357452586248	0.0013337949498203893	0.007377422696121301	0.0016869801721564903	0.39600000000000035
0.009139206132810369	0.09713188053971868	0.0022559962349919887	0.10498948826945656	0.0013492197839610252	0.00785760772973788	0.0018080721741308317	0.4320000000000004
0.009900802572331011	0.09776638981203434	0.0023111665385949307	0.10601500514301895	0.0013299417270660177	0.00824861533098462	0.0018901708313614225	0.4680000000000004
0.010662398034681612	0.09005406220742636	0.0023416579766531863	0.09885894894839034	0.0012558340388218992	0.008804886740963986	0.001976421753209514	0.5040000000000004
0.011423992444695719	0.08505398694375624	0.002479569114768438	0.09491404808515233	0.0011991132736282257	0.009860061141396096	0.00217034337189352	0.5400000000000005
