#Loaded datafile ./DD205_4_KOELNPPMS_HYST_100OE_100K.DAT
#Rescaled data with factor 5.68279524355581
#B/T	M/kAm-1	sM/kAm-1
2.43580378592014e-05	-191.55896838397047	0.002501057407374016
0.0035306263923644996	-166.24241556844652	0.0014577424463773205
0.0104617645263672	-163.82190405787924	0.0014116640201047885
0.019888053131103502	-162.77648512887393	0.0016131877227314048
0.0318738555908203	-155.74483220806607	0.001567477681340268
0.042596099853515604	-150.79775844964482	0.0016745874053294614
0.052858337402343795	-147.4728234349089	0.0018005718135177024
0.0633100616455078	-143.77748565403445	0.0016349530029556134
0.07228111572265629	-140.50788336310396	0.0015939631330992344
0.0817612426757812	-137.31701209591904	0.001988115359908592
0.0949566070556641	-131.40443425710347	0.0017177986312602892
0.106655523681641	-130.5902549421107	0.0016545754407758797
0.116406103515625	-127.02809898194238	0.0015221878119524629
0.12786560668945302	-123.60531380603737	0.0016818908101462915
0.13757750854492198	-121.11760936984516	0.001733223630235471
0.148515185546875	-120.711235831452	0.001800869874631572
0.156767846679687	-117.303606125062	0.0019635193035170088
0.16525082397460902	-116.92847805752263	0.0019804386759798456
0.176472814941406	-111.15057634392035	0.0019737178853225577
0.187196136474609	-110.14320069218884	0.0019257922657363988
0.200891949462891	-108.21303787815029	0.0019482810955249398
0.2096279296875	-107.90088430630804	0.0023855694092680593
0.21931658935546897	-105.28350304164212	0.0021402057459438935
0.23083057861328102	-98.68181522586409	0.005758006092920823
0.242745361328125	-105.24015332918563	0.0021385523997336123
0.253727880859375	-99.80224116903352	0.002383975099177599
0.263214404296875	-72.75281307569396	0.015137110188508062
0.27270777587890604	-95.41315439108865	0.004087208241205473
0.281914733886719	-96.50270993449135	0.0024942304955836137
0.291433264160156	-96.39375815863716	0.0023524429961931377
0.301398120117188	-97.81093388203831	0.0024710063355336044
0.309661987304687	-92.80787595361436	0.0019326481273834108
0.31914537353515604	-90.9886960172093	0.002194559761042753
0.329391088867188	-89.28894070373649	0.0027513414166146447
0.339408959960937	-87.9089141944449	0.0027358334813989784
0.3506646484375	-88.35712791319729	0.00243298399339204
0.360203015136719	-84.99382937100484	0.0021960423818098217
0.369719140625	-86.23570817045984	0.002025885603752439
0.38019449462890603	-82.99614131580935	0.0024113084570769
0.388730627441406	-82.61182502059421	0.0028592844762799
0.399486889648438	-81.99033758984952	0.0029136209387490767
0.409253344726562	-77.89319197157208	0.003057717017324014
0.418998193359375	-75.31798275661393	0.0028321293447968474
0.42874045410156203	-74.74034164960008	0.003410657866992207
0.43798771972656203	-71.55078763611414	0.0025538764816063486
0.44726630859375	-72.25060660318263	0.0028038165453877707
0.455751513671875	-75.482657350289	0.0031149894037731975
0.46680241699218794	-67.67683866886765	0.004755405371626619
0.47777546386718794	-71.22431376920521	0.0033202843051583237
0.48824465332031297	-67.97935455597525	0.003709761975020442
0.500051953125	-65.35032319666516	0.0037393570333989668
0.509997900390625	-61.915097441259995	0.003378490028304535
0.520022094726562	-64.44620049407604	0.004042800866682478
0.52850634765625	-58.53009828809452	0.003851354742636564
0.5395160888671879	-61.22233917507705	0.003214951967993543
0.549019140625	-57.732614172812376	0.003952563734306823
0.5587486328125	-59.354720307561585	0.003885205382501693
0.570224243164063	-52.11962359120013	0.004017837367132868
0.581727709960937	-53.04692366233919	0.003671102732782776
0.593477026367187	-50.89600122254678	0.00341742927640534
0.6042224609375	-50.42377211411147	0.003923955893049574
0.614989794921875	-50.84722877962176	0.004062377307452713
0.6252196044921879	-49.2434674579658	0.004331086199594789
0.635698413085938	-46.17464641537201	0.003951452719333858
0.646697729492188	-43.925066924133226	0.0037612660970208407
0.657206762695313	-41.01178283613897	0.003571905246195644
0.6686855712890629	-38.26563265958337	0.0038116847468106867
0.678206958007812	-38.00203712097195	0.0031568106289809445
0.6884458251953129	-34.87796981377569	0.004797943610353077
0.699940161132813	-33.815770502505984	0.004026268322823633
0.712412963867187	-27.984449122913286	0.004518042824539575
0.7259451416015621	-24.381415570967295	0.004835149032646683
0.739650634765625	-26.202472100235166	0.0047975229214219815
0.750693090820312	-20.783299365235614	0.004031363399981844
0.761399536132813	-17.924129811498943	0.004796077878411917
0.772401513671875	-16.44923262068833	0.003895519090264529
0.783928442382813	-10.713959985281056	0.0042317750725476624
0.796842211914062	-11.143971247272662	0.00492156109680018
0.8078880859375	-10.783874757126007	0.00443390385325881
0.818621459960937	-9.32510634439301	0.0046865355317821985
0.831873779296875	-2.0797559611169767	0.004568187698840015
0.843840771484375	-6.678108313683436	0.004038860649592414
0.85383701171875	2.771772386160902	0.005059908407099969
0.8653763671875	2.0161487629318207	0.004305277750246711
0.8743291015625	3.882697275801599	0.00510072840222031
0.884831005859375	6.484888804347679	0.004456446466689233
0.895132275390625	11.221189835325244	0.003997552504296541
0.906378076171875	15.723930399160707	0.0056319291766989635
0.917387109375	15.029387800877776	0.005501651954820695
0.92938173828125	20.51322402622762	0.0042720442598905934
0.940101171875	20.93622023626762	0.005968286750224343
0.953334912109375	25.165522452634892	0.006065866578652931
0.96386923828125	25.14280239049008	0.005711337396497174
0.97512109375	26.048912652980803	0.005241484521706366
0.98410712890625	30.51717554405767	0.005710196577920654
0.995351513671875	34.930816104094504	0.005993532350047829
1.00660747070312	32.9706510980079	0.004275232078241591
1.01783461914062	39.73130670611374	0.005559814317299225
1.0313158691406201	46.28549301780158	0.00622635463947331
1.04431279296875	50.585900393105675	0.006640609266174323
1.0562839355468798	50.47265034689769	0.005728142481763321
1.06705532226562	51.39444156124481	0.00559715384615301
1.0775540527343799	53.7461429564505	0.005319635811499665
1.0910248046875	56.15908821581026	0.006987441035393986
1.10251787109375	60.05546172388156	0.00639896075536719
1.11476049804688	68.1385576530739	0.005940481765419115
1.1284911621093798	68.49356961018951	0.0063984728994761885
1.14202333984375	73.94386374013436	0.006004155744774955
1.1525138671875	73.95877756437636	0.006541836166839322
1.1622162109375	76.01499918595403	0.0058577813366058225
1.17348720703125	74.49700102249072	0.006741323368365078
1.185975	84.68238387837518	0.006369694696657886
1.19845595703125	83.00873029920797	0.00591845026151319
1.20824287109375	86.4873831864019	0.006670204770488852
1.21972856445313	94.77984852801525	0.007361391429094603
1.2292059082031201	97.15316005036283	0.006444284126513774
1.24169399414062	99.34940357182586	0.006529945316042584
1.25220424804687	103.96709173620843	0.006912000803982775
1.26346313476563	103.90674390760165	0.0077237992232776
1.2754232421875	105.42786020803776	0.007394842868916088
1.28665834960938	107.9010493910949	0.006910769939123732
1.298419921875	113.83544225973576	0.006745331215944696
1.30865087890625	115.34380019601637	0.008027344759402491
1.31913393554687	119.08679564136072	0.008183058698126964
1.32988168945313	122.96251607383819	0.006575216374252276
1.34166630859375	121.18041551320368	0.007231991466175806
1.35290478515625	124.83153132238122	0.006924950327735362
1.36290791015625	130.99348979921575	0.007713305793017682
1.37388032226563	133.06629795545038	0.007154434519320215
1.38490219726563	136.8318781903629	0.008581728118618636
1.3956525390625	139.0945599779738	0.007730883455630545
1.4076424316406202	143.57491037844312	0.007234281476488928
1.41939233398438	145.30709967438227	0.008656041541091767
1.43137392578125	148.85159681890727	0.007245244251885074
1.4413634277343799	154.2280517201677	0.00771138463257026
1.4531036621093798	159.98046858122004	0.008188126612885895
1.465859375	154.5444617045124	0.007606911852242685
1.47884418945313	156.9784958076816	0.007429501159241213
1.49356762695313	170.23952284114444	0.008919353060126157
1.50406108398438	167.65704393172814	0.008324223639914955
1.5153096191406201	169.8968582021724	0.006970213344643394
1.52731801757813	175.3472359914183	0.008916327692450904
1.540323828125	175.4566540264982	0.009058934712729071
1.55206357421875	171.11599074711472	0.00961505562503692
1.5627853515625	183.93780637403114	0.008199977500910392
1.57702348632812	185.6519309454243	0.009541932443528689
1.58901962890625	193.4065804992007	0.007010104895671552
1.60050068359375	188.47265894529505	0.00721594311060459
1.61052778320313	190.57900983887222	0.007651782877895845
1.6220078125	190.61582431102016	0.006864638076031711
1.6322451171875	193.5690698993028	0.006306061930758807
1.64474609375	195.1309070989189	0.007224225236275853
1.658754296875	203.8291546610658	0.007586672086815132
1.66847666015625	203.7582283066665	0.007940349596084448
1.680435546875	211.26372962825445	0.007661066600401264
1.69192412109375	218.97460226205192	0.007108526968607517
1.70244453125	214.16522968550797	0.007361235422485225
1.713426171875	208.29915455006721	0.007171595077436254
1.72394375	222.0890381524328	0.008762101284185291
1.73470166015625	221.72292528696158	0.007603325452259397
1.7469466796875	221.0452019850562	0.007342976876222152
1.75766435546875	228.59741511867603	0.006880812370992239
1.768647265625	219.3814440032597	0.008484951422760565
1.7804021484375	225.75517050761664	0.009095049994961838
1.790409765625	229.92496070423414	0.007944241862039748
1.80065380859375	230.58569529430068	0.0076810016465181
1.81113818359375	235.76830724470196	0.008077387184446241
1.8218880859375	238.06045224865926	0.007813248880216988
1.83137802734375	241.57650928553016	0.007507663653025659
1.84137421875	234.2287786403136	0.0076165880396867475
1.8523763671875	243.0952593445555	0.007350765169062108
1.86412275390625	250.46698561521052	0.00710288073307019
1.87861064453125	243.96920865773552	0.008182976791249501
1.88863056640625	251.35948572027982	0.008358572584677936
1.90008046875	249.36459618513194	0.007809466872933315
1.91181318359375	256.0990282688251	0.00867678251963193
1.922340234375	254.1108471009254	0.006646587065960233
1.933811328125	247.31182575250816	0.009218338107062515
1.94581865234375	260.33156541594997	0.006670642585662498
1.9555603515625	261.0478280330769	0.008511569546286523
1.9670626953125	282.84146150540033	0.007272652322591187
1.9790591796875	272.1094194310944	0.006327890452337242
1.99231279296875	281.64939864181247	0.007026525793816094
2.0030337890625	273.09826675135616	0.0059490758032947795
2.0142771484375	274.7785271318056	0.0074364829009826655
2.026760546875	268.70808973967087	0.00662342366354849
2.0375201171875	269.47506149471315	0.008375210172240025
2.0502435546875	261.42715088636317	0.007708473115879669
2.059982421875	260.2417818046971	0.007693722654072792
2.07198447265625	256.5577069325318	0.008225533037399526
2.08350166015625	264.6424562689426	0.009360953550805717
2.0962154296875	250.04047460254444	0.006696791399041196
2.1084701171875	261.3361096536003	0.00830818043803392
2.1199400390625	260.80956325282096	0.0075591289568265226
2.13193212890625	266.00330781301426	0.008425235332019505
2.14192509765625	271.33049678589396	0.010902384397075412
2.152666015625	285.9882896770546	0.008180090952083786
2.1646548828125	286.27549857873436	0.007546488698756609
2.17566171875	285.8829567044336	0.00806046545864178
2.18791484375	297.5738528661426	0.006436451501905803
2.2006517578125	284.41317484364197	0.009314375554820925
2.21163955078125	287.08722571946214	0.008111359838775607
2.22190693359375	293.8395436180496	0.008206769672492968
2.23391435546875	296.6926499542477	0.00889957857919406
2.24793134765625	289.5286724288291	0.00857383661688784
2.259916796875	291.6254726867846	0.007325141665840581
2.26991240234375	304.56530636421496	0.009131930216582138
2.28115654296875	289.56519998487573	0.008853372875189792
2.29264111328125	306.14916883738243	0.010118550205821508
2.3026443359375	281.794747950873	0.00913906889418018
2.313135546875	292.07936265710674	0.009555757701523981
2.32362509765625	299.98061103529386	0.009439740855765839
2.334634765625	298.8857534979354	0.008263664199923791
2.34584453125	309.4826870063912	0.010544243856214393
2.3553396484375	304.1306257754207	0.01245170082726281
2.36734970703125	292.48667093606025	0.01135556840363833
2.37732333984375	297.72467605523514	0.010140824448377347
2.3905814453125	296.75893023878496	0.010484518093511424
2.40032470703125	308.30136093587544	0.008537815061436364
2.41181513671875	296.93274749539154	0.009546381149462673
2.42407236328125	308.0297634855346	0.00904550121793819
2.435795703125	304.65259902018727	0.010178419851243788
2.44530576171875	311.3243197174867	0.009131607026125617
2.457539453125	309.72090041431704	0.008431401509006516
2.468783203125	308.92110827845727	0.009994361487341607
2.48125888671875	306.22876831125814	0.009156520531728206
2.49426279296875	303.161247274869	0.011887511643698188
