#Superball Data generated at 2019-01-18 12:22:16.851656
#[[Parameters]]
#particleSize	61.1129719
#dShell	35.6757557
#dSurfactant	14.1
#pVal	2.21883048
#sldCore	8.34845e-06
#sldShell	6.9992e-06
#sldSurfactant	7.8e-08
#sldSolvent	5.664e-06
#sigParticleSize	0.07216709
#i0	0.05571249
#bg	0.0
#orderHermite	10
#orderLegendre	10
#dTheta_sa	0.00150471
#wavelength	5.9984
#dWavelength	0.04247
#dTheta_la	0.00270328
#
#[[Data]] sa
#q	I
0.00382446	1.4385096752824533
0.00434586	1.4165453352802932
0.004846	1.3946235593329228
0.00532187	1.3729108015182772
0.00581188	1.3496728093210382
0.00628665	1.3262244062511628
0.00676881	1.301468806963487
0.00724839	1.2758713060979452
0.00772839	1.2492801175644308
0.0082033	1.2220154412792343
0.00867188	1.1942009046400988
0.00915389	1.1649779164703093
0.00962922	1.1350605860191616
0.0101087	1.1040894494483762
0.0105864	1.0725087873074792
0.0110641	1.0402815680081297
0.0115396	1.0071794033442034
0.0120182	0.9738310549061001
0.012494	0.9402665313134002
0.0129722	0.9062141872121565
0.0134478	0.8721088577932271
0.01392	0.8384596505408405
0.0143967	0.8040952366284633
0.0148725	0.7698331909821517
0.0153512	0.735494414849079
0.0158253	0.7016634900907834
0.0163032	0.6678529815249052
0.0167791	0.6345299691799735
0.0172555	0.6016047959664923
0.0177312	0.5692286602402806
0.0182089	0.5372980833987581
0.0186848	0.5061312299570682
0.0191702	0.47506829457036315
0.0196616	0.4444425108372423
0.020145	0.4151961475820647
0.0206274	0.3867626830365402
0.0211101	0.35942576761131045
0.021589	0.3332829451850782
0.0220681	0.3079856708639309
0.0225489	0.28380437002951925
0.0230275	0.2608041313476762
0.0235058	0.23909681597041235
0.0239863	0.21848679148774774
0.0244643	0.19919094366389248
0.0249422	0.18112766684090845
0.0254191	0.16433407736117675
0.0258967	0.14875691197376603
0.0263744	0.13440205336212144
0.0268521	0.1212547348692929
0.0273284	0.10958286455285582
0.0278058	0.09873139672494502
0.0282833	0.0889459160457705
0.0287593	0.0801876511947651
0.0292365	0.07233772333798748
0.0297161	0.06530628257652908
0.0300673	0.060593704138771035
#
#[[Data]] la
#q	I
0.0208221	0.37763396880222727
0.0237754	0.2583096356401454
0.0264603	0.1724526987294239
0.0290488	0.11515601541922839
0.0316867	0.08075924739440528
0.0344207	0.06887580677337707
0.0371929	0.07578205831548866
0.0399987	0.09474954197284052
0.0427624	0.11777422018371443
0.0454225	0.13807937867224337
0.0480106	0.15214108241335247
0.0507024	0.15825290593336344
0.0532655	0.15582539646251198
0.0558114	0.14598363526864389
0.0583969	0.12999163701428149
0.0610491	0.10986935300409792
0.0635967	0.08925077607232508
0.0661067	0.06975580848559768
0.0686525	0.05243131066521836
0.0711974	0.03861810377190022
0.0737298	0.02882943702168359
0.0762477	0.02291974716028834
0.0787897	0.020305665988718392
0.0813184	0.020256046525361768
0.0838339	0.021840579659933777
0.0863726	0.024194314013862732
0.0889103	0.026554127844696296
0.0916365	0.02838993537796697
0.0943702	0.029151442326988894
0.097026	0.028738625598402717
0.099645	0.027322713188776767
0.10233	0.025060241600414954
0.105094	0.0222850805813636
0.107828	0.019428886159712083
0.110503	0.01682505347923395
0.11314	0.014644979604048813
0.11577	0.01295863654894498
0.118389	0.011785974628795432
0.120989	0.011078249784081787
0.1236	0.010735389616047005
0.126203	0.010643651515685991
0.128774	0.01068887779199869
0.131333	0.010777297936233037
0.133904	0.010808537058168822
0.136496	0.010741119549735069
0.139024	0.010546254809141503
0.141536	0.010231800582068112
0.144184	0.009778612782505003
0.146881	0.009207160275371643
0.149535	0.008581740012657917
0.152115	0.007930482543859727
0.154827	0.007240430031782577
0.157586	0.006543262426010809
0.159565	0.006052956916221744
