#PNR generated at 2019-01-16 10:47:24.674335
#[[Parameters]]
#i0	1.0
#bg	1.3999999999999998e-07
#roughnessSubstrate	20.041031505537347
#roughnessSpacer	23.527612662946385
#roughnessShellCube1	14.57008761856568
#roughnessCubeShell1	22.31642583659761
#roughnessShellPMMA	0.0
#roughnessPMMAShell	0.0
#roughnessShellCube2	14.57008761856568
#roughnessCubeShell2	22.31642583659761
#roughnessShellAir	0
#a	93.84
#packingDensity1	0.506358957399347
#packingDensity2	0.506358957399347
#sldSubstrate	2.079e-06
#sldCore	6.194e-06
#sldSpacer	4.186e-06
#sldShellLower	7.8e-08
#sldShellTop	7.8e-08
#sldPMMA	1.059e-06
#thicknessSpacer	24.25716072643032
#thicknessShell1Lower	36.60100058114454
#thicknessShell1Top	39.6
#thicknessPMMA	721.0
#thicknessShell2Lower	36.60100058114454
#thicknessShell2Top	0
#magSldCore1	9.199999999999997e-07
#magSldCore2	9.199999999999997e-07
#polarization_p	1
#polarizationEfficiency	0.98
#gamma	0
#dTheta	0.0003
#wavelength	5
#dWavelength	0.025
#polarization_m	-1
#
#[[Data]]
#z	rho_nuc	rho_mag
-40.341959804179595	2.112958535766333e-06	8.768827783632913e-19
-35.58911979786282	2.136074116471351e-06	8.392695782945955e-18
-30.836279791546048	2.169712250502871e-06	7.237374470529957e-17
-26.083439785229245	2.2152767985895727e-06	5.624292884612395e-16
-21.33059977891247	2.272340186434826e-06	3.939688525164963e-15
-16.57775977259567	2.3376477552294815e-06	2.4881536707773184e-14
-11.824919766278896	2.404450069072085e-06	1.4172469216140454e-13
-7.072079759962094	2.4625352100499273e-06	7.283153754932399e-13
-2.31923975364532	2.499213990975015e-06	3.378135504327186e-12
2.433600252671482	2.5012520254935725e-06	1.414904740239497e-11
7.186440258988256	2.4574309067731175e-06	5.354472980617176e-11
11.939280265305058	2.3611953549715496e-06	1.8320585900710546e-10
16.69212027162183	2.2128235531117863e-06	5.672141668325579e-10
21.444960277938634	2.0207554160347337e-06	1.5906141048343301e-09
26.197800284255408	1.8019788572811947e-06	4.044916300335065e-09
30.95064029057221	1.5814508755900544e-06	9.341454659205446e-09
35.70348029688898	1.3902615795687648e-06	1.9627318679478418e-08
40.45632030320576	1.2618530655303843e-06	3.760264025827379e-08
45.20916030952256	1.2257270329656603e-06	6.58710827563039e-08
49.96200031583933	1.2993058124055286e-06	1.0587639818397066e-07
54.714840322156135	1.4806352014110712e-06	1.5682403210876389e-07
59.46768032847291	1.7458856366261143e-06	2.1521125022203697e-07
64.22052033478971	2.0543894713865073e-06	2.7542400656194044e-07
68.97336034110651	2.3602087424368018e-06	3.312973809536846e-07
73.72620034742329	2.625324096221784e-06	3.779389013915312e-07
78.47904035374006	2.828490901724001e-06	4.1294106484837495e-07
83.23188036005683	2.966518271558462e-06	4.365014037665952e-07
87.98472036637367	3.04907330315826e-06	4.506107554833527e-07
92.73756037269044	3.090959071771491e-06	4.5789238836525894e-07
97.49040037900721	3.1057111312926274e-06	4.606576908071203e-07
102.24324038532399	3.1022827773236064e-06	4.60433952472214e-07
106.99608039164082	3.0844960128627363e-06	4.579082061938715e-07
111.74892039795759	3.052005481664127e-06	4.5309463172514317e-07
116.50176040427436	3.001688984104484e-06	4.455606837070841e-07
121.25460041059114	2.9289586443355463e-06	4.3463607157089425e-07
126.00744041690791	2.828930030938989e-06	4.1959617051865077e-07
130.76028042322474	2.697529360365123e-06	3.9983310445132646e-07
135.51312042954152	2.5325534013816323e-06	3.750177405766777e-07
140.2659604358583	2.3345709315562717e-06	3.452366539942137e-07
145.01880044217506	2.1074726688212367e-06	3.1107553824939045e-07
149.7716404484919	1.8584845057698762e-06	2.736215245350956e-07
154.52448045480867	1.5975569681602937e-06	2.3437149005272519e-07
159.27732046112544	1.3361983065293977e-06	1.9505659009755789e-07
164.03016046744222	1.0859740269782094e-06	1.5741657629613734e-07
168.78300047375905	8.569940621620318e-07	1.229722395127151e-07
173.53584048007582	6.567125065295513e-07	9.284486376708398e-08
178.2886804863926	4.892722771676471e-07	6.765764815225084e-08
183.04152049270937	3.554729331159357e-07	4.753086652309676e-08
187.7943604990262	2.532794028491063e-07	3.2158393039776864e-08
192.54720050534297	1.786743963008288e-07	2.0935926391786268e-08
197.30004051165974	1.1461203841935292e-06	1.3105093763519182e-08
202.05288051797652	1.1114001907087162e-06	7.882304684751528e-09
206.8057205242933	1.0892666203919837e-06	4.5528598365939734e-09
211.55856053061012	1.0757802384358258e-06	2.524169287272211e-09
216.3114005369269	1.0679258221529513e-06	1.342667818952717e-09
221.06424054324367	1.063553555149912e-06	6.849690545976817e-10
225.81708054956044	1.0612272132451523e-06	3.350288073153391e-10
230.56992055587727	1.0600441326964663e-06	1.570637803710403e-10
235.32276056219405	1.0594690520316036e-06	7.055720553882676e-11
240.07560056851082	1.0592018642055395e-06	3.036544622244395e-11
244.8284405748276	1.0590832114665827e-06	1.2517094384652751e-11
249.58128058114443	1.0590328484412604e-06	4.9412305362989154e-12
254.3341205874612	1.059012416081761e-06	1.867690519995473e-12
259.086960593778	1.0590044929365638e-06	6.758504969018306e-13
263.83980060009475	1.0590015563095256e-06	2.341080385248273e-13
268.5926406064115	1.0590005159780313e-06	7.7616054435756e-14
273.34548061272835	1.059000163715742e-06	2.4626959263299142e-14
278.0983206190451	1.0590000497086996e-06	7.477436869436361e-15
282.8511606253619	1.0590000144417433e-06	2.17240096405351e-15
287.6040006316787	1.0590000040143756e-06	6.038629171082732e-16
292.3568406379955	1.05900000106757e-06	1.6058934704685723e-16
297.1096806443123	1.0590000002715975e-06	4.085515190315348e-17
301.86252065062905	1.0590000000660967e-06	9.942684493107791e-18
306.6153606569458	1.059000000015386e-06	2.3145175283723757e-18
311.36820066326266	1.0590000000034256e-06	5.15313669285835e-19
316.12104066957943	1.0590000000007294e-06	1.0974370622863529e-19
320.8738806758962	1.0590000000001484e-06	2.234049398383217e-20
325.62672068221303	1.0590000000000285e-06	4.341043854678289e-21
330.3795606885298	1.0590000000000052e-06	8.470329472543003e-22
335.1324006948466	1.0590000000000006e-06	1.5881867761018131e-22
339.88524070116335	1.0589999999999997e-06	0.0
344.6380807074801	1.0589999999999997e-06	0.0
349.3909207137969	1.0589999999999997e-06	0.0
354.1437607201137	1.0589999999999997e-06	0.0
358.89660072643045	1.0589999999999997e-06	0.0
363.64944073274734	1.0589999999999997e-06	0.0
368.4022807390641	1.0589999999999997e-06	0.0
373.1551207453809	1.0589999999999997e-06	0.0
377.90796075169766	1.0589999999999997e-06	0.0
382.66080075801443	1.0589999999999997e-06	0.0
387.4136407643312	1.0589999999999997e-06	0.0
392.166480770648	1.0589999999999997e-06	0.0
396.91932077696475	1.0589999999999997e-06	0.0
401.67216078328164	1.0589999999999997e-06	0.0
406.4250007895984	1.0589999999999997e-06	0.0
411.1778407959152	1.0589999999999997e-06	0.0
415.93068080223196	1.0589999999999997e-06	0.0
420.68352080854874	1.0589999999999997e-06	0.0
425.4363608148655	1.0589999999999997e-06	0.0
430.1892008211823	1.0589999999999997e-06	0.0
434.94204082749906	1.0589999999999997e-06	0.0
439.69488083381583	1.0589999999999997e-06	0.0
444.4477208401327	1.0589999999999997e-06	0.0
449.2005608464495	1.0589999999999997e-06	0.0
453.95340085276626	1.0589999999999997e-06	0.0
458.70624085908304	1.0589999999999997e-06	0.0
463.4590808653998	1.0589999999999997e-06	0.0
468.2119208717166	1.0589999999999997e-06	0.0
472.96476087803336	1.0589999999999997e-06	0.0
477.71760088435013	1.0589999999999997e-06	0.0
482.470440890667	1.0589999999999997e-06	0.0
487.2232808969838	1.0589999999999997e-06	0.0
491.97612090330057	1.0589999999999997e-06	0.0
496.72896090961734	1.0589999999999997e-06	0.0
501.4818009159341	1.0589999999999997e-06	0.0
506.2346409222509	1.0589999999999997e-06	0.0
510.98748092856766	1.0589999999999997e-06	0.0
515.7403209348845	1.0589999999999997e-06	0.0
520.4931609412013	1.0589999999999997e-06	0.0
525.246000947518	1.0589999999999997e-06	0.0
529.9988409538348	1.0589999999999997e-06	0.0
534.7516809601516	1.0589999999999997e-06	0.0
539.5045209664684	1.0589999999999997e-06	0.0
544.2573609727851	1.0589999999999997e-06	0.0
549.0102009791019	1.0589999999999997e-06	0.0
553.7630409854187	1.0589999999999997e-06	0.0
558.5158809917355	1.0589999999999997e-06	0.0
563.2687209980525	1.0589999999999997e-06	0.0
568.0215610043692	1.0589999999999997e-06	0.0
572.774401010686	1.0589999999999997e-06	0.0
577.5272410170028	1.0589999999999997e-06	0.0
582.2800810233196	1.0589999999999997e-06	0.0
587.0329210296363	1.0589999999999997e-06	0.0
591.7857610359531	1.0589999999999997e-06	0.0
596.5386010422699	1.0589999999999997e-06	0.0
601.2914410485866	1.0589999999999997e-06	0.0
606.0442810549034	1.0589999999999997e-06	0.0
610.7971210612202	1.0589999999999997e-06	0.0
615.549961067537	1.0589999999999997e-06	0.0
620.3028010738537	1.0589999999999997e-06	0.0
625.0556410801705	1.0589999999999997e-06	0.0
629.8084810864873	1.0589999999999997e-06	0.0
634.5613210928041	1.0589999999999997e-06	0.0
639.3141610991208	1.0589999999999997e-06	0.0
644.0670011054378	1.0589999999999997e-06	0.0
648.8198411117546	1.0589999999999997e-06	0.0
653.5726811180714	1.0589999999999997e-06	0.0
658.3255211243882	1.0589999999999997e-06	0.0
663.0783611307049	1.0589999999999997e-06	0.0
667.8312011370217	1.0589999999999997e-06	0.0
672.5840411433385	1.0589999999999997e-06	0.0
677.3368811496553	1.0589999999999997e-06	0.0
682.089721155972	1.0589999999999997e-06	0.0
686.8425611622888	1.0589999999999997e-06	0.0
691.5954011686056	1.0589999999999997e-06	0.0
696.3482411749224	1.0589999999999997e-06	0.0
701.1010811812391	1.0589999999999997e-06	0.0
705.8539211875559	1.0589999999999997e-06	0.0
710.6067611938727	1.0589999999999997e-06	0.0
715.3596012001894	1.0589999999999997e-06	0.0
720.1124412065062	1.0589999999999997e-06	0.0
724.865281212823	1.0589999999999997e-06	0.0
729.61812121914	1.0589999999999997e-06	0.0
734.3709612254568	1.0589999999999997e-06	0.0
739.1238012317735	1.0589999999999997e-06	0.0
743.8766412380903	1.0589999999999997e-06	0.0
748.6294812444071	1.0589999999999997e-06	0.0
753.3823212507239	1.0589999999999997e-06	0.0
758.1351612570406	1.0589999999999997e-06	0.0
762.8880012633574	1.0589999999999997e-06	0.0
767.6408412696742	1.0589999999999997e-06	0.0
772.393681275991	1.0589999999999997e-06	0.0
777.1465212823077	1.0589999999999997e-06	0.0
781.8993612886245	1.0589999999999997e-06	0.0
786.6522012949413	1.0589999999999997e-06	0.0
791.405041301258	1.0589999999999997e-06	0.0
796.1578813075748	1.0589999999999997e-06	0.0
800.9107213138916	1.0589999999999997e-06	0.0
805.6635613202084	1.0589999999999997e-06	0.0
810.4164013265254	1.0589999999999997e-06	0.0
815.1692413328421	1.0589999999999997e-06	0.0
819.9220813391589	1.0589999999999997e-06	0.0
824.6749213454757	1.0589999999999997e-06	0.0
829.4277613517925	1.0589999999999997e-06	0.0
834.1806013581092	1.0590000000000008e-06	1.5515929901146445e-22
838.933441364426	1.0590000000000137e-06	2.09465053665477e-21
843.6862813707428	1.0590000000001717e-06	2.5859883168577408e-20
848.4391213770596	1.0590000000019197e-06	2.888031752266725e-19
853.1919613833763	1.0590000000193104e-06	2.9048148164431316e-18
857.9448013896931	1.0590000001749834e-06	2.6321947561033548e-17
862.6976413960099	1.0590000014287656e-06	2.1492229067042506e-16
867.4504814023267	1.0590000105143603e-06	1.5816239172790144e-15
872.2033214086434	1.0590000697540974e-06	1.0492768102705848e-14
876.9561614149602	1.0590004172963701e-06	6.277185425839007e-14
881.709001421277	1.0590022519030173e-06	3.3874276913568337e-13
886.4618414275938	1.0590109660511791e-06	1.6495695037727283e-12
891.2146814339105	1.0590482102966488e-06	7.252039391293366e-12
895.9675214402273	1.059191445920438e-06	2.8798274493659754e-11
900.7203614465441	1.0596871307325756e-06	1.0336171909252521e-10
905.4732014528608	1.0612307054902919e-06	3.3555412869014175e-10
910.2260414591778	1.0655560596091676e-06	9.861960170756082e-10
914.9788814654946	1.0764627184252127e-06	2.6268314177887326e-09
919.7317214718114	8.17068011987493e-08	6.349564800502341e-09
924.4845614781282	1.3223974209699468e-07	1.3950988218812631e-08
929.237401484445	2.250922408397923e-07	2.7918335969527765e-08
933.9902414907617	3.7862499041923767e-07	5.101351739743648e-08
938.7430814970785	6.0707889234484e-07	8.537872174203327e-08
943.4959215033953	9.129841354269824e-07	1.3139455294471002e-07
948.248761509712	1.2815920908058193e-06	1.8684244682118645e-07
953.0016015160288	1.681284474581672e-06	2.469662193970178e-07
957.7544415223456	2.071272939870838e-06	3.0563027892383794e-07
962.5072815286624	2.413635936316699e-06	3.571302718489838e-07
967.2601215349791	2.6839446622532047e-06	3.977914928858682e-07
972.0129615412959	2.8756424861701425e-06	4.266276599891355e-07
976.7658015476127	2.9972187660942696e-06	4.4491578581160066e-07
981.5186415539295	3.0650527581514965e-06	4.551197218306734e-07
986.2714815602462	3.0960909351889956e-06	4.597886431639793e-07
991.0243215665632	3.1031551101550233e-06	4.608512724917664e-07
995.77716157288	3.0933894137066943e-06	4.5938226648580457e-07
1000.5300015791968	3.0688326045444243e-06	4.556883056569477e-07
1005.2828415855136	3.0278360340656583e-06	4.4952139185046225e-07
1010.0356815918303	2.966534552399509e-06	4.4030010945463865e-07
1014.7885215981471	2.880137786006896e-06	4.273038659815837e-07
1019.5413616044639	2.764096617042298e-06	4.0984835985872074e-07
1024.2942016107806	2.615214336522612e-06	3.8745272577139066e-07
1029.0470416170974	2.4326566256644437e-06	3.5999146122111026e-07
1033.7998816234142	2.2187008719480792e-06	3.2780714248025755e-07
1038.552721629731	1.9790264438615074e-06	2.9175408920366395e-07
1043.3055616360477	1.722403998380871e-06	2.531516284708017e-07
1048.0584016423645	1.4202788017314918e-06	2.1364560130689538e-07
1052.8112416486813	1.1633771827387605e-06	1.750011458665238e-07
1057.564081654998	9.231809800424298e-07	1.388696045845381e-07
1062.3169216613148	7.085260470201671e-07	1.0658011171657185e-07
1067.0697616676316	5.251717838959319e-07	7.899902570049986e-08
1071.8226016739486	3.754736109382056e-07	5.6480660899795475e-08
1076.5754416802654	2.586535929742279e-07	3.8907996327058485e-08
1081.3282816865822	1.7151847265564917e-07	2.580068588018267e-08
1086.081121692899	1.0939663401566789e-07	1.6456001192677313e-08
1090.8339616992157	6.70644813712188e-08	1.0088182286056502e-08
1095.5868017055325	3.949229127437914e-08	5.94063243499491e-09
1100.3396417118493	2.2327169434684864e-08	3.3585670176438963e-09
1105.092481718166	1.2113140697409615e-08	1.822120575803958e-09
1109.8453217244828	6.303869551355857e-09	9.4826029876515e-10
1114.5981617307996	3.1458092303729993e-09	4.732087135289548e-10
1119.3510017371163	1.5048673613067343e-09	2.2636984506254349e-10
1124.1038417434331	6.899008563243985e-10	1.0377841527447331e-10
1128.85668174975	3.0303546132357817e-10	4.558414395322188e-11
1133.6095217560667	1.2750466281335986e-10	1.9179903497125552e-11
1138.3623617623834	5.13809715068876e-11	7.728988519717882e-12
1143.1152017687002	1.9826627929671155e-11	2.9824227756020123e-12
1147.868041775017	7.324873018408021e-12	1.1018448621840328e-12
1152.620881781334	2.59058103469602e-12	3.8968844866773923e-13
1157.3737217876508	8.769748477652339e-13	1.31919041863824e-13
1162.1265617939675	2.841333289725723e-13	4.274078853942507e-14
1166.8794018002843	8.809658481936456e-14	1.3251938880010777e-14
1171.632241806601	2.613717208395177e-14	3.931687124951271e-15
1176.3850818129179	7.419678572883262e-15	1.116106039020752e-15
1181.1379218192346	2.015143771829257e-15	3.031282631690477e-16
1185.8907618255514	5.235907495149509e-16	7.876119978176351e-17
1190.6436018318682	1.3014140441648661e-16	1.9576572537382186e-17
1195.396441838185	3.0941987831746483e-17	4.65444604516238e-18
1200.1492818445017	7.036600477861992e-18	1.058473546712655e-18
1204.9021218508185	1.5304628042354127e-18	2.302341429755595e-19
1209.6549618571353	3.1835865671450887e-19	4.791030107907136e-20
1214.407801863452	6.297822311733732e-20	9.529120656610879e-21
1219.1606418697688	1.1732729808452145e-20	1.7999450129153882e-21
1223.9134818760856	1.9918509150276906e-21	3.1763735522036263e-22
1228.6663218824024	2.9778502051908996e-22	5.293955920339377e-23
1233.4191618887194	-1.257314531080602e-22	0.0
