 ,Area,Mean,Min,Max,Angle,MinThr,MaxThr,Length
1,163.305,162.265,131,235,-90,0,255,153.884
2,164.416,246.554,181,247,-90,0,255,154.587
3,167.748,186.358,114,234,-90,0,255,158.451
4,165.526,117.711,95,209,-90,0,255,155.992
5,157.750,160.359,124,208,-90,0,255,148.087
6,161.083,247.000,247,247,-90,0,255,151.249
