#File generated by ModelExp v0.7.5
#Generated at 2019-07-05 10:30:28.990971

#[[Data]] 0
#r / nm	SLD / 1e-6 A-2
-7.254884960429282	20.121875850301297
-7.14785787120621	20.121839911383198
-7.040830781983139	20.121794204243336
-6.933803692760067	20.121736260711813
-6.826776603536996	20.12166304104575
-6.719749514313923	20.12157081525349
-6.612722425090851	20.12145502315799
-6.50569533586778	20.121310110173773
-6.398668246644708	20.121129335513434
-6.291641157421636	20.12090454929795
-6.184614068198565	20.1206259348309
-6.077586978975493	20.120281712123266
-5.970559889752421	20.119857798637906
-5.863532800529349	20.119337423178326
-5.756505711306278	20.118700688893266
-5.649478622083206	20.11792408152869
-5.542451532860134	20.11697991935291
-5.4354244436370625	20.11583574163346
-5.3283973544139895	20.114453633180425
-5.221370265190918	20.112789483316195
-5.114343175967846	20.110792178714874
-5.007316086744774	20.108402730906004
-4.900288997521703	20.105553340892587
-4.79326190829863	20.102166405335566
-4.68623481907556	20.09815347116086
-4.579207729852487	20.09341414832315
-4.472180640629416	20.087834993911017
-4.365153551406344	20.081288384931483
-4.258126462183272	20.07363140214123
-4.151099372960201	20.064704753414084
-4.044072283737128	20.0543317726102
-3.9370451945140568	20.0423175390299
-3.8300181052909847	20.028448173572606
-3.722991016067913	20.012490380886046
-3.6159639268448416	19.9941913221166
-3.508936837621769	19.973278920081505
-3.4019097483986975	19.94946271700975
-3.294882659175626	19.922435422978655
-3.1878555699525544	19.891875308446718
-3.0808284807294823	19.857449603429682
-2.9738013915064103	19.81881906435209
-2.8667743022833383	19.775643851909503
-2.7597472130602667	19.727590823275477
-2.652720123837195	19.67434227366893
-2.5456930346141236	19.61560606082512
-2.438665945391052	19.551126909005863
-2.3316388561679795	19.48069851870021
-2.224611766944908	19.404175911657923
-2.117584677721836	19.321487232821642
-2.0105575884987643	19.232644032923137
-1.9035304992756927	19.137748896570226
-1.7965034100526203	19.03699919381828
-1.6894763208295487	18.930685752746225
-1.582449231606477	18.819185406616786
-1.4754221423834053	18.702946681873883
-1.3683950531603337	18.58246836637724
-1.261367963937262	18.45827131342495
-1.1543408747141897	18.33086455460671
-1.0473137854911179	18.20070754799975
-0.9402866962680463	18.068171093189893
-0.8332596070449739	17.933500006247083
-0.7262325178219029	17.796780973187833
-0.6192054285988305	17.657919012799063
-0.5121783393757596	17.516625632244878
-0.4051512501526872	17.37242104621352
-0.29812416092961486	17.22465179452137
-0.1910970717065439	17.072523822848076
-0.0840699824834715	16.915149713945944
0.022957106739599453	16.751607423071306
0.12998419596267183	16.581006736013084
0.2370112851857442	16.402558867456644
0.3440383744088152	16.215644250179874
0.45106546363188754	16.019873677826915
0.5580925528549585	15.815138542285904
0.6651196420780309	15.601646879996721
0.7721467313011032	15.379943191881585
0.8791738205241743	15.150911381518076
0.9862009097472466	14.915761509728604
1.0932279989703175	14.676002247919534
1.20025508819339	14.433401815280337
1.3072821774164622	14.189940737667024
1.4143092666395334	13.94775994824056
1.5213363558626056	13.709107587159192
1.6283634450856765	13.476287412487157
1.735390534308749	13.251611094026392
1.84241762353182	13.03735592296428
1.9494447127548924	12.835728726218672
2.0564718019779646	12.648836103493895
2.163498891201036	12.478660563730825
2.2705259804241082	12.327041757401132
2.377553069647179	12.195661789664037
2.4845801588702514	12.086033544536644
2.591607248093324	11.999491025417528
2.6986343373163946	11.937180887981567
2.805661426539467	11.900054570769235
2.912688515762538	11.88886068217282
3.0197156049856106	11.904137550855669
3.1267426942086827	11.946206067854153
3.233769783431754	12.015163127996807
3.3407968726548263	12.110876107862289
3.447823961877897	12.232978894875757
3.5548510511009694	12.38087000906032
3.661878140324042	12.55371333998641
3.768905229547113	12.750441962863324
3.875932318770185	12.969765406622843
3.982959407993256	13.210180630691267
4.089986497216328	13.469986833358766
4.197013586439401	13.747304070477186
4.304040675662472	14.040095515634022
4.411067764885544	14.346193048619654
4.518094854108615	14.66332572418422
4.6251219433316875	14.989150553506873
