 5.01300001144409E+0000  5336
 5.03900001198053E+0000  5271
 5.06500001251698E+0000  5264
 5.09100001305342E+0000  5152
 5.11700001358986E+0000  5101
 5.14300001412630E+0000  5185
 5.16900001466274E+0000  5101
 5.19500001519918E+0000  5130
 5.22100001573563E+0000  5076
 5.24700001627207E+0000  5107
 5.27300001680851E+0000  5104
 5.29900001734495E+0000  5082
 5.32500001788139E+0000  5086
 5.35100001841784E+0000  5042
 5.37700001895428E+0000  4999
 5.40300001949072E+0000  5016
 5.42900002002716E+0000  4929
 5.45500002056360E+0000  5026
 5.48100002110004E+0000  4961
 5.50700002163649E+0000  4991
 5.53300002217293E+0000  5058
 5.55900002270937E+0000  4994
 5.58500002324581E+0000  4969
 5.61100002378225E+0000  4815
 5.63700002431870E+0000  4840
 5.66300002485514E+0000  4818
 5.68900002539158E+0000  4781
 5.71500002592802E+0000  4794
 5.74100002646446E+0000  4759
 5.76700002700090E+0000  4820
 5.79300002753735E+0000  4767
 5.81900002807379E+0000  4663
 5.84500002861023E+0000  4645
 5.87100002914667E+0000  4754
 5.89700002968311E+0000  4897
 5.92300003021955E+0000  4765
 5.94900003075600E+0000  4609
 5.97500003129244E+0000  4642
 6.00100003182888E+0000  4671
 6.02700003236532E+0000  4677
 6.05300003290176E+0000  4696
 6.07900003343821E+0000  4632
 6.10500003397465E+0000  4616
 6.13100003451109E+0000  4566
 6.15700003504753E+0000  4541
 6.18300003558397E+0000  4542
 6.20900003612041E+0000  4546
 6.23500003665686E+0000  4535
 6.26100003719330E+0000  4482
 6.28700003772974E+0000  4456
 6.31300003826618E+0000  4520
 6.33900003880262E+0000  4529
 6.36500003933907E+0000  4555
 6.39100003987551E+0000  4579
 6.41700004041195E+0000  4486
 6.44300004094839E+0000  4441
 6.46900004148483E+0000  4464
 6.49500004202127E+0000  4503
 6.52100004255772E+0000  4433
 6.54700004309416E+0000  4322
 6.57300004363060E+0000  4241
 6.59900004416704E+0000  4293
 6.62500004470348E+0000  4436
 6.65100004523993E+0000  4439
 6.67700004577637E+0000  4377
 6.70300004631281E+0000  4313
 6.72900004684925E+0000  4371
 6.75500004738569E+0000  4362
 6.78100004792213E+0000  4311
 6.80700004845858E+0000  4202
 6.83300004899502E+0000  4254
 6.85900004953146E+0000  4261
 6.88500005006790E+0000  4275
 6.91100005060434E+0000  4198
 6.93700005114079E+0000  4094
 6.96300005167723E+0000  4026
 6.98900005221367E+0000  4115
 7.01500005275011E+0000  4173
 7.04100005328655E+0000  4201
 7.06700005382299E+0000  4112
 7.09300005435944E+0000  4024
 7.11900005489588E+0000  4152
 7.14500005543232E+0000  4196
 7.17100005596876E+0000  4148
 7.19700005650520E+0000  4119
 7.22300005704165E+0000  4095
 7.24900005757809E+0000  4038
 7.27500005811453E+0000  4036
 7.30100005865097E+0000  4046
 7.32700005918741E+0000  4046
 7.35300005972385E+0000  4028
 7.37900006026030E+0000  4048
 7.40500006079674E+0000  3979
 7.43100006133318E+0000  3972
 7.45700006186962E+0000  3876
 7.48300006240606E+0000  3927
 7.50900006294250E+0000  3954
 7.53500006347895E+0000  3918
 7.56100006401539E+0000  3856
 7.58700006455183E+0000  3952
 7.61300006508827E+0000  3901
 7.63900006562471E+0000  3898
 7.66500006616116E+0000  4024
 7.69100006669760E+0000  3978
 7.71700006723404E+0000  3904
 7.74300006777048E+0000  3947
 7.76900006830692E+0000  3905
 7.79500006884336E+0000  3823
 7.82100006937981E+0000  3888
 7.84700006991625E+0000  3788
 7.87300007045269E+0000  3874
 7.89900007098913E+0000  3837
 7.92500007152557E+0000  3949
 7.95100007206202E+0000  3735
 7.97700007259846E+0000  3807
 8.00300007313490E+0000  3799
 8.02900007367134E+0000  3751
 8.05500007420778E+0000  3635
 8.08100007474422E+0000  3704
 8.10700007528067E+0000  3683
 8.13300007581711E+0000  3624
 8.15900007635355E+0000  3658
 8.18500007688999E+0000  3634
 8.21100007742643E+0000  3732
 8.23700007796288E+0000  3660
 8.26300007849932E+0000  3705
 8.28900007903576E+0000  3691
 8.31500007957220E+0000  3636
 8.34100008010864E+0000  3585
 8.36700008064508E+0000  3614
 8.39300008118153E+0000  3660
 8.41900008171797E+0000  3674
 8.44500008225441E+0000  3631
 8.47100008279085E+0000  3529
 8.49700008332729E+0000  3601
 8.52300008386374E+0000  3638
 8.54900008440018E+0000  3657
 8.57500008493662E+0000  3660
 8.60100008547306E+0000  3620
 8.62700008600950E+0000  3664
 8.65300008654594E+0000  3608
 8.67900008708239E+0000  3541
 8.70500008761883E+0000  3531
 8.73100008815527E+0000  3498
 8.75700008869171E+0000  3577
 8.78300008922815E+0000  3610
 8.80900008976460E+0000  3557
 8.83500009030104E+0000  3457
 8.86100009083748E+0000  3526
 8.88700009137392E+0000  3580
 8.91300009191036E+0000  3526
 8.93900009244680E+0000  3497
 8.96500009298325E+0000  3506
 8.99100009351969E+0000  3507
 9.01700009405613E+0000  3478
 9.04300009459257E+0000  3482
 9.06900009512901E+0000  3464
 9.09500009566545E+0000  3453
 9.12100009620190E+0000  3458
 9.14700009673834E+0000  3472
 9.17300009727478E+0000  3421
 9.19900009781122E+0000  3376
 9.22500009834766E+0000  3405
 9.25100009888411E+0000  3484
 9.27700009942055E+0000  3463
 9.30300009995699E+0000  3377
 9.32900010049343E+0000  3393
 9.35500010102987E+0000  3332
 9.38100010156631E+0000  3366
 9.40700010210276E+0000  3344
 9.43300010263920E+0000  3492
 9.45900010317564E+0000  3605
 9.48500010371208E+0000  3555
 9.51100010424852E+0000  3439
 9.53700010478497E+0000  3313
 9.56300010532141E+0000  3292
 9.58900010585785E+0000  3281
 9.61500010639429E+0000  3294
 9.64100010693073E+0000  3294
 9.66700010746717E+0000  3249
 9.69300010800362E+0000  3201
 9.71900010854006E+0000  3252
 9.74500010907650E+0000  3255
 9.77100010961294E+0000  3424
 9.79700011014938E+0000  3216
 9.82300011068583E+0000  3260
 9.84900011122227E+0000  3264
 9.87500011175871E+0000  3284
 9.90100011229515E+0000  3334
 9.92700011283159E+0000  3200
 9.95300011336803E+0000  3222
 9.97900011390448E+0000  3193
 1.00050001144409E+0001  3331
 1.00310001149773E+0001  3084
 1.00570001155138E+0001  3230
 1.00830001160502E+0001  3176
 1.01090001165866E+0001  3241
 1.01350001171231E+0001  3230
 1.01610001176595E+0001  3210
 1.01870001181960E+0001  3163
 1.02130001187324E+0001  3196
 1.02390001192688E+0001  3167
 1.02650001198053E+0001  3237
 1.02910001203417E+0001  3125
 1.03170001208782E+0001  3188
 1.03430001214146E+0001  3139
 1.03690001219511E+0001  3116
 1.03950001224875E+0001  3037
 1.04210001230239E+0001  3085
 1.04470001235604E+0001  3252
 1.04730001240968E+0001  3074
 1.04990001246333E+0001  3161
 1.05250001251697E+0001  3148
 1.05510001257062E+0001  3080
 1.05770001262426E+0001  3137
 1.06030001267790E+0001  3192
 1.06290001273155E+0001  3097
 1.06550001278519E+0001  3155
 1.06810001283884E+0001  3061
 1.07070001289248E+0001  3039
 1.07330001294612E+0001  3196
 1.07590001299977E+0001  3191
 1.07850001305341E+0001  3189
 1.08110001310706E+0001  3215
 1.08370001316070E+0001  3199
 1.08630001321435E+0001  3091
 1.08890001326799E+0001  3093
 1.09150001332163E+0001  3106
 1.09410001337528E+0001  3097
 1.09670001342892E+0001  3052
 1.09930001348257E+0001  3099
 1.10190001353621E+0001  3131
 1.10450001358985E+0001  3160
 1.10710001364350E+0001  3150
 1.10970001369714E+0001  3212
 1.11230001375079E+0001  3186
 1.11490001380443E+0001  3173
 1.11750001385808E+0001  3136
 1.12010001391172E+0001  3048
 1.12270001396536E+0001  3063
 1.12530001401901E+0001  3070
 1.12790001407265E+0001  3056
 1.13050001412630E+0001  3111
 1.13310001417994E+0001  3124
 1.13570001423358E+0001  3084
 1.13830001428723E+0001  3106
 1.14090001434087E+0001  3154
 1.14350001439452E+0001  3099
 1.14610001444816E+0001  3058
 1.14870001450181E+0001  3112
 1.15130001455545E+0001  3151
 1.15390001460909E+0001  3143
 1.15650001466274E+0001  3149
 1.15910001471638E+0001  3142
 1.16170001477003E+0001  3085
 1.16430001482367E+0001  3074
 1.16690001487731E+0001  3090
 1.16950001493096E+0001  3100
 1.17210001498460E+0001  3152
 1.17470001503825E+0001  3174
 1.17730001509189E+0001  3147
 1.17990001514554E+0001  3154
 1.18250001519918E+0001  3147
 1.18510001525282E+0001  3110
 1.18770001530647E+0001  3110
 1.19030001536011E+0001  3108
 1.19290001541376E+0001  3102
 1.19550001546740E+0001  3031
 1.19810001552105E+0001  3071
 1.20070001557469E+0001  3092
 1.20330001562833E+0001  3049
 1.20590001568198E+0001  3089
 1.20850001573562E+0001  3078
 1.21110001578927E+0001  3135
 1.21370001584291E+0001  3130
 1.21630001589655E+0001  3067
 1.21890001595020E+0001  3094
 1.22150001600384E+0001  3077
 1.22410001605749E+0001  3120
 1.22670001611113E+0001  3100
 1.22930001616478E+0001  3083
 1.23190001621842E+0001  3078
 1.23450001627206E+0001  3072
 1.23710001632571E+0001  3080
 1.23970001637935E+0001  3129
 1.24230001643300E+0001  3039
 1.24490001648664E+0001  3064
 1.24750001654028E+0001  3060
 1.25010001659393E+0001  3155
 1.25270001664757E+0001  2937
 1.25530001670122E+0001  3033
 1.25790001675486E+0001  3010
 1.26050001680851E+0001  3048
 1.26310001686215E+0001  3027
 1.26570001691579E+0001  3114
 1.26830001696944E+0001  2904
 1.27090001702308E+0001  3028
 1.27350001707673E+0001  3048
 1.27610001713037E+0001  3084
 1.27870001718401E+0001  2990
 1.28130001723766E+0001  3118
 1.28390001729130E+0001  2962
 1.28650001734495E+0001  3073
 1.28910001739859E+0001  3045
 1.29170001745224E+0001  3016
 1.29430001750588E+0001  3029
 1.29690001755952E+0001  3112
 1.29950001761317E+0001  3025
 1.30210001766681E+0001  3037
 1.30470001772046E+0001  3123
 1.30730001777410E+0001  3020
 1.30990001782774E+0001  2991
 1.31250001788139E+0001  3038
 1.31510001793503E+0001  3065
 1.31770001798868E+0001  3037
 1.32030001804232E+0001  3027
 1.32290001809597E+0001  3012
 1.32550001814961E+0001  2938
 1.32810001820325E+0001  3053
 1.33070001825690E+0001  3093
 1.33330001831054E+0001  3098
 1.33590001836419E+0001  3082
 1.33850001841783E+0001  3072
 1.34110001847147E+0001  2999
 1.34370001852512E+0001  3107
 1.34630001857876E+0001  3189
 1.34890001863241E+0001  3075
 1.35150001868605E+0001  3083
 1.35410001873970E+0001  3085
 1.35670001879334E+0001  3031
 1.35930001884698E+0001  3001
 1.36190001890063E+0001  3029
 1.36450001895427E+0001  3019
 1.36710001900792E+0001  3050
 1.36970001906156E+0001  2945
 1.37230001911521E+0001  2989
 1.37490001916885E+0001  3044
 1.37750001922249E+0001  3091
 1.38010001927614E+0001  3050
 1.38270001932978E+0001  2958
 1.38530001938343E+0001  2997
 1.38790001943707E+0001  3128
 1.39050001949071E+0001  3067
 1.39310001954436E+0001  2981
 1.39570001959800E+0001  3051
 1.39830001965165E+0001  3060
 1.40090001970529E+0001  3049
