#Generated dipole sums of a layer.
#Number of Sites N = 1000.
#z 	 f(z)
0.1	-995.5985052877662
0.15000000000000002	-292.02986476838146
0.20000000000000004	-120.91290962186551
0.25000000000000006	-60.12804015391382
0.30000000000000004	-33.40662950106338
0.3500000000000001	-19.951725334490632
0.40000000000000013	-12.519719297425343
0.45000000000000007	-8.135556318238626
0.5000000000000001	-5.422375414948473
0.5500000000000002	-3.68254294655442
0.6000000000000002	-2.5366652178419975
0.6500000000000001	-1.7664949846603992
0.7000000000000002	-1.2407125553734222
0.7500000000000002	-0.8774017982233435
0.8000000000000002	-0.6239655826797204
0.8500000000000002	-0.445841365082716
0.9000000000000002	-0.31989292400858393
0.9500000000000003	-0.2304013950378352
1.0000000000000004	-0.16655932395252782
1.0500000000000003	-0.12086433056512469
1.1000000000000005	-0.08806759325386515
1.1500000000000004	-0.06447343987595566
1.2000000000000004	-0.04746605694849915
1.2500000000000004	-0.03518585905400806
1.3000000000000005	-0.026306019773553513
1.3500000000000005	-0.019876910725195818
1.4000000000000006	-0.015217081125925014
1.4500000000000006	-0.011836422292032078
1.5000000000000004	-0.009381757906281707
1.5500000000000005	-0.007598159379619607
1.6000000000000005	-0.006301346961059551
1.6500000000000006	-0.005357941650409592
1.7000000000000006	-0.004671298663625034
1.7500000000000007	-0.004171322440633729
1.8000000000000007	-0.0038071300903907423
1.8500000000000008	-0.0035417577749814466
1.9000000000000008	-0.003348335538664593
1.9500000000000006	-0.0032073196721831287
2.0000000000000004	-0.003104487968673797
2.0500000000000007	-0.0030294861353878932
2.100000000000001	-0.002974772909830059
2.150000000000001	-0.0029348539288945874
2.2000000000000006	-0.0029057249317732126
2.250000000000001	-0.0028844668574167787
2.3000000000000007	-0.0028689512438622167
2.350000000000001	-0.0028576257820229767
2.400000000000001	-0.0028493581515147692
2.450000000000001	-0.002843322257859493
2.500000000000001	-0.0028389153318247318
2.5500000000000007	-0.002835697501772594
2.600000000000001	-0.0028333477360604487
2.650000000000001	-0.0028316317136511393
2.700000000000001	-0.0028303783893876555
2.750000000000001	-0.0028294628977016956
2.800000000000001	-0.0028287940790431565
2.850000000000001	-0.002828305377525514
2.900000000000001	-0.0028279481980307553
2.950000000000001	-0.0028276870577009783
3.000000000000001	-0.0028274960470636434
3.050000000000001	-0.0028273562463406454
3.100000000000001	-0.002827253839425642
3.1500000000000012	-0.0028271787368799872
3.200000000000001	-0.002827123570616319
3.2500000000000013	-0.0028270829597077662
3.300000000000001	-0.002827052974394395
3.350000000000001	-0.00282703074474161
3.4000000000000012	-0.0028270141747011868
3.450000000000001	-0.002827001733445883
3.5000000000000013	-0.00282699230300848
3.550000000000001	-0.0028269850667687613
3.6000000000000014	-0.0028269794283979077
3.6500000000000012	-0.00282697495229281
3.7000000000000015	-0.002826971320340002
3.7500000000000013	-0.0028269683001681117
3.800000000000001	-0.0028269657220846844
3.8500000000000014	-0.002826963462133472
3.9000000000000012	-0.002826961429790553
3.9500000000000015	-0.002826959558927783
4.000000000000001	-0.0028269578012532215
4.050000000000002	-0.0028269561214925853
4.100000000000001	-0.0028269544938851754
4.150000000000001	-0.0028269528996006793
4.200000000000001	-0.0028269513249045003
4.250000000000001	-0.002826949759749328
4.300000000000001	-0.0028269481968165033
4.350000000000001	-0.002826946630750421
4.400000000000001	-0.002826945057631494
4.450000000000001	-0.0028269434745929883
4.500000000000001	-0.0028269418795635187
4.550000000000001	-0.0028269402710150576
4.600000000000001	-0.0028269386478342873
4.650000000000001	-0.0028269370092125212
4.700000000000001	-0.0028269353545354453
4.750000000000001	-0.002826933683399785
4.800000000000002	-0.0028269319954686845
4.850000000000001	-0.002826930290526372
4.900000000000001	-0.0028269285683771017
4.950000000000001	-0.0028269268289224936
