#Generated dipole sums of a layer.
#Number of Sites N = 1000.
#z 	 f(z)
31.200000000000003	-0.0028235804416584707
31.300000000000004	-0.002823558423905457
31.400000000000002	-0.0028235363359926354
31.500000000000004	-0.002823514177923421
31.6	-0.0028234919496994753
31.700000000000003	-0.002823469651322595
31.800000000000004	-0.0028234472827982095
31.900000000000002	-0.0028234248441284062
32.0	-0.0028234023353124263
32.1	-0.002823379756359647
32.2	-0.0028233571072714
32.300000000000004	-0.00282333438804565
32.400000000000006	-0.002823311598687886
32.5	-0.002823288739206067
32.6	-0.002823265809596056
32.7	-0.0028232428098621584
32.800000000000004	-0.002823219740009533
32.900000000000006	-0.0028231966000406535
33.0	-0.0028231733899600313
33.1	-0.0028231501097669373
33.2	-0.002823126759467012
33.300000000000004	-0.002823103339060884
33.400000000000006	-0.0028230798485531228
33.5	-0.0028230562879495926
33.6	-0.0028230326572481006
33.7	-0.0028230089564547085
33.800000000000004	-0.0028229851855713518
33.900000000000006	-0.00282296134460269
34.0	-0.0028229374335493676
34.1	-0.0028229134524157843
34.2	-0.0028228894012056254
34.300000000000004	-0.0028228652799216743
34.400000000000006	-0.002822841088566417
34.5	-0.0028228168271412796
34.6	-0.002822792495655094
34.7	-0.0028227680941029986
34.800000000000004	-0.002822743622495539
34.900000000000006	-0.0028227190808312124
35.0	-0.0028226944691149523
35.1	-0.0028226697873481917
35.2	-0.0028226450355380516
35.300000000000004	-0.002822620213681475
35.400000000000006	-0.002822595321789719
35.5	-0.002822570359858739
35.6	-0.002822545327896101
35.7	-0.002822520225902395
35.800000000000004	-0.002822495053882013
35.900000000000006	-0.0028224698118381924
36.0	-0.0028224444997747636
36.1	-0.0028224191176932584
36.2	-0.0028223936655991182
36.300000000000004	-0.002822368143493422
36.400000000000006	-0.002822342551380283
36.5	-0.0028223168892642586
36.6	-0.002822291157146471
36.7	-0.0028222653550331453
36.800000000000004	-0.0028222394829248002
36.900000000000006	-0.002822213540825985
37.0	-0.002822187528738517
37.1	-0.0028221614466679883
37.2	-0.0028221352946176353
37.300000000000004	-0.0028221090725885126
37.400000000000006	-0.0028220827805862407
37.5	-0.002822056418613264
37.6	-0.002822029986671753
37.7	-0.002822003484766757
37.800000000000004	-0.0028219769129037894
37.900000000000006	-0.002821950271081242
38.0	-0.002821923559304786
38.1	-0.0028218967775811327
38.2	-0.002821869925909959
38.300000000000004	-0.002821843004293079
38.400000000000006	-0.002821816012738344
38.50000000000001	-0.0028217889512458312
38.6	-0.0028217618198215725
38.7	-0.002821734618466781
38.800000000000004	-0.002821707347188322
38.900000000000006	-0.002821680005983946
39.00000000000001	-0.002821652594863348
39.1	-0.0028216251138270623
39.2	-0.0028215975628792292
39.300000000000004	-0.0028215699420200847
39.400000000000006	-0.002821542251259537
39.50000000000001	-0.0028215144905969066
39.6	-0.0028214866600359866
39.7	-0.00282145875958171
39.800000000000004	-0.002821430789236216
39.900000000000006	-0.0028214027490033114
40.00000000000001	-0.00282137463888793
40.1	-0.00282134645889138
40.2	-0.0028213182090214032
40.300000000000004	-0.002821289889277709
40.400000000000006	-0.00282126149966394
40.50000000000001	-0.0028212330401850695
40.6	-0.002821204510845138
40.7	-0.0028211759116489005
40.800000000000004	-0.002821147242596261
40.900000000000006	-0.0028211185036929832
41.00000000000001	-0.0028210896949442486
41.1	-0.0028210608163524806
41.2	-0.0028210318679205114
41.300000000000004	-0.0028210028496508804
41.400000000000006	-0.00282097376155181
41.50000000000001	-0.0028209446036233767
41.6	-0.0028209153758696703
41.7	-0.00282088607829708
41.800000000000004	-0.0028208567109058186
41.900000000000006	-0.0028208272737003945
42.00000000000001	-0.002820797766687046
42.1	-0.002820768189867282
42.2	-0.0028207385432457563
42.300000000000004	-0.002820708826825719
42.400000000000006	-0.0028206790406122345
42.50000000000001	-0.0028206491846070702
42.6	-0.0028206192588153744
42.7	-0.0028205892632420532
42.800000000000004	-0.0028205591978869233
42.900000000000006	-0.00282052906275789
43.00000000000001	-0.0028204988578593663
43.1	-0.002820468583191271
43.2	-0.002820438238759493
43.300000000000004	-0.002820407824569911
43.400000000000006	-0.002820377340623536
43.50000000000001	-0.0028203467869254285
43.6	-0.002820316163477909
43.7	-0.0028202854702875932
43.800000000000004	-0.0028202547073563457
43.900000000000006	-0.0028202238746895987
44.00000000000001	-0.002820192972290517
44.1	-0.0028201620001630226
44.2	-0.002820130958311777
44.300000000000004	-0.002820099846738724
44.400000000000006	-0.002820068665450756
44.50000000000001	-0.002820037414449311
44.6	-0.0028200060937423038
44.7	-0.0028199747033287002
44.800000000000004	-0.0028199432432153325
44.900000000000006	-0.0028199117134042233
45.00000000000001	-0.0028198801139021077
45.1	-0.002819848444712736
45.2	-0.002819816705838731
45.300000000000004	-0.0028197848972821168
45.400000000000006	-0.0028197530190527463
45.50000000000001	-0.002819721071150303
45.6	-0.0028196890535790893
45.7	-0.002819656966345733
45.800000000000004	-0.0028196248094529094
45.900000000000006	-0.002819592582904311
46.00000000000001	-0.002819560286701651
46.1	-0.0028195279208546157
46.2	-0.002819495485363653
46.300000000000004	-0.0028194629802348347
46.400000000000006	-0.002819430405471699
46.50000000000001	-0.002819397761074547
46.6	-0.002819365047053215
46.7	-0.0028193322634090167
46.800000000000004	-0.0028192994101469302
46.900000000000006	-0.002819266487272337
47.00000000000001	-0.0028192334947857393
47.1	-0.002819200432696827
47.2	-0.0028191673010041114
47.300000000000004	-0.0028191340997152
47.400000000000006	-0.00281910082883472
47.50000000000001	-0.002819067488364442
47.6	-0.002819034078310097
47.7	-0.002819000598677762
47.800000000000004	-0.0028189670494680264
47.900000000000006	-0.0028189334306873183
48.00000000000001	-0.002818899742339784
48.1	-0.0028188659844295104
48.2	-0.002818832156961313
48.300000000000004	-0.0028187982599372123
48.400000000000006	-0.0028187642933655433
48.50000000000001	-0.002818730257247613
48.6	-0.0028186961515891808
48.7	-0.0028186619763943413
48.800000000000004	-0.002818627731667308
48.900000000000006	-0.0028185934174121486
49.00000000000001	-0.002818559033632059
49.1	-0.0028185245803348017
49.2	-0.002818490057522407
49.300000000000004	-0.0028184554651979376
49.400000000000006	-0.0028184208033714994
49.50000000000001	-0.0028183860720413225
49.6	-0.0028183512712135024
49.7	-0.0028183164008943806
49.800000000000004	-0.0028182814610867263
49.900000000000006	-0.002818246451796039
50.00000000000001	-0.0028182113730255117
50.1	-0.0028181762247804516
50.2	-0.0028181410070679718
50.300000000000004	-0.0028181057198864174
50.400000000000006	-0.002818070363245492
50.50000000000001	-0.0028180349371474765
50.6	-0.0028179994415963314
50.7	-0.0028179638765998714
50.800000000000004	-0.00281792824215918
50.900000000000006	-0.002817892538280443
51.00000000000001	-0.002817856764968234
51.1	-0.002817820922225515
51.2	-0.002817785010060128
51.300000000000004	-0.0028177490284717666
51.400000000000006	-0.00281771297747027
51.50000000000001	-0.002817676857057626
51.6	-0.0028176406672394483
51.7	-0.002817604408017871
51.800000000000004	-0.0028175680794001933
51.900000000000006	-0.0028175316813905805
52.00000000000001	-0.002817495213991904
52.1	-0.0028174586772133584
52.2	-0.0028174220710542246
52.300000000000004	-0.0028173853955197744
52.400000000000006	-0.002817348650619014
52.50000000000001	-0.0028173118363524967
52.6	-0.002817274952727283
52.7	-0.002817237999747954
52.800000000000004	-0.002817200977416434
52.900000000000006	-0.0028171638857398336
53.00000000000001	-0.0028171267247245535
53.1	-0.0028170894943703386
53.2	-0.002817052194688067
53.300000000000004	-0.0028170148256772528
53.400000000000006	-0.0028169773873464995
53.50000000000001	-0.0028169398796972483
53.6	-0.0028169023027360585
53.7	-0.0028168646564688178
53.800000000000004	-0.0028168269408984483
53.900000000000006	-0.002816789156030177
54.00000000000001	-0.002816751301869974
54.1	-0.0028167133784221515
54.2	-0.002816675385690029
54.300000000000004	-0.002816637323678826
54.400000000000006	-0.0028165991923969867
54.50000000000001	-0.002816560991844682
54.6	-0.0028165227220289845
54.7	-0.0028164843829558035
54.800000000000004	-0.0028164459746262364
54.900000000000006	-0.0028164074970505144
55.00000000000001	-0.0028163689502290145
55.1	-0.002816330334168174
55.2	-0.0028162916488738204
55.300000000000004	-0.0028162528943516184
55.400000000000006	-0.0028162140706019696
55.50000000000001	-0.002816175177634726
55.6	-0.0028161362154546124
55.7	-0.002816097184063141
55.800000000000004	-0.0028160580834668174
55.900000000000006	-0.0028160189136720126
56.00000000000001	-0.002815979674683264
56.1	-0.002815940366504303
56.2	-0.002815900989142237
56.300000000000004	-0.0028158615426004223
56.400000000000006	-0.002815822026883284
56.50000000000001	-0.0028157824419964158
56.6	-0.0028157427879477713
56.7	-0.0028157030647378597
56.800000000000004	-0.002815663272374048
56.900000000000006	-0.002815623410860695
57.00000000000001	-0.0028155834802039027
57.1	-0.0028155434804110454
57.2	-0.0028155034114808923
57.300000000000004	-0.002815463273423227
57.400000000000006	-0.0028154230662429574
57.50000000000001	-0.0028153827899432896
57.6	-0.0028153424445309587
57.7	-0.002815302030010517
57.800000000000004	-0.0028152615463859386
57.900000000000006	-0.002815220993664594
58.00000000000001	-0.002815180371851329
58.1	-0.0028151396809494625
58.2	-0.002815098920965479
58.300000000000004	-0.0028150580919041935
58.400000000000006	-0.002815017193772211
58.50000000000001	-0.002814976226574872
58.6	-0.0028149351903126183
58.7	-0.0028148940849973274
58.800000000000004	-0.002814852910629941
58.900000000000006	-0.0028148116672172168
59.00000000000001	-0.0028147703547634325
59.1	-0.0028147289732752233
59.2	-0.002814687522757836
59.300000000000004	-0.0028146460032154844
59.400000000000006	-0.0028146044146518945
59.50000000000001	-0.0028145627570765846
59.6	-0.002814521030493297
59.7	-0.0028144792349053226
59.800000000000004	-0.002814437370319051
59.900000000000006	-0.002814395436741594
60.00000000000001	-0.0028143534341759863
60.1	-0.002814311362627552
60.2	-0.002814269222104111
60.300000000000004	-0.002814227012607716
60.400000000000006	-0.0028141847341475227
60.50000000000001	-0.002814142386726713
60.6	-0.002814099970347284
60.7	-0.0028140574850234155
60.800000000000004	-0.002814014930752711
60.900000000000006	-0.0028139723075439518
61.00000000000001	-0.002813929615400225
61.1	-0.0028138868543297743
61.2	-0.0028138440243378115
61.300000000000004	-0.002813801125427202
61.400000000000006	-0.002813758157606118
61.50000000000001	-0.0028137151208791436
61.6	-0.0028136720152509703
61.7	-0.0028136288407273635
61.800000000000004	-0.0028135855973147354
61.900000000000006	-0.0028135422850173093
62.00000000000001	-0.002813498903842554
62.1	-0.002813455453794283
62.2	-0.002813411934879193
62.300000000000004	-0.0028133683471004384
62.400000000000006	-0.0028133246904665666
62.50000000000001	-0.002813280964981431
62.6	-0.0028132371706510555
62.7	-0.00281319330748119
62.800000000000004	-0.0028131493754768493
62.900000000000006	-0.0028131053746444767
63.00000000000001	-0.0028130613049880456
63.1	-0.0028130171665163117
63.2	-0.002812972959231696
63.300000000000004	-0.0028129286831414875
63.400000000000006	-0.0028128843382511236
63.50000000000001	-0.0028128399245647795
63.6	-0.0028127954420893056
63.7	-0.002812750890831703
63.800000000000004	-0.002812706270796613
63.900000000000006	-0.002812661581988703
64.0	-0.0028126168244137473
64.1	-0.002812571998079596
64.2	-0.0028125271029894668
64.3	-0.002812482139150818
64.39999999999999	-0.002812437106566663
64.5	-0.0028123920052470744
64.6	-0.002812346835193587
64.7	-0.0028123015964147085
64.8	-0.0028122562889150446
64.89999999999999	-0.002812210912700824
65.0	-0.002812165467777194
65.1	-0.0028121199541498556
65.2	-0.002812074371825047
65.3	-0.0028120287208108752
65.39999999999999	-0.0028119830011091606
65.5	-0.0028119372127272282
65.6	-0.0028118913556712806
65.7	-0.0028118454299455443
65.8	-0.002811799435560265
65.89999999999999	-0.0028117533725157194
66.0	-0.0028117072408228687
66.1	-0.002811661040484826
66.2	-0.0028116147715047542
66.3	-0.0028115684338939346
66.39999999999999	-0.002811522027654686
66.5	-0.0028114755527944876
66.6	-0.0028114290093190814
66.7	-0.002811382397233899
66.8	-0.0028113357165441303
66.89999999999999	-0.002811288967258486
67.0	-0.0028112421493814276
67.1	-0.002811195262916036
67.2	-0.002811148307872865
67.3	-0.002811101284254972
67.39999999999999	-0.00281105419206797
67.5	-0.002811007031321514
67.6	-0.0028109598020177196
67.7	-0.002810912504165552
67.8	-0.0028108651377673375
67.89999999999999	-0.0028108177028320193
68.0	-0.0028107701993655477
68.1	-0.0028107226273724056
68.2	-0.002810674986860284
68.3	-0.0028106272778341827
68.39999999999999	-0.0028105795003016336
68.5	-0.0028105316542666138
68.6	-0.002810483739734882
68.7	-0.002810435756714504
68.8	-0.002810387705210202
68.89999999999999	-0.002810339585230513
69.0	-0.0028102913967782807
69.1	-0.002810243139861188
69.2	-0.0028101948144863627
69.3	-0.0028101464206576427
69.39999999999999	-0.0028100979583831464
69.5	-0.0028100494276675865
69.6	-0.0028100008285184374
69.7	-0.002809952160941157
69.8	-0.0028099034249415983
69.89999999999999	-0.002809854620526302
70.0	-0.002809805747702105
70.1	-0.0028097568064740885
70.2	-0.0028097077968501027
70.3	-0.002809658718833807
70.39999999999999	-0.0028096095724339347
70.5	-0.0028095603576563637
70.6	-0.0028095110745048084
70.7	-0.0028094617229878997
70.8	-0.0028094123031125987
70.89999999999999	-0.0028093628148834044
71.0	-0.0028093132583068264
71.1	-0.0028092636333896487
71.2	-0.0028092139401382906
71.3	-0.002809164178558668
71.39999999999999	-0.0028091143486569654
71.5	-0.002809064450440328
71.6	-0.002809014483914192
71.7	-0.0028089644490847743
71.8	-0.00280891434595867
71.89999999999999	-0.002808864174543826
72.0	-0.002808813934845118
72.1	-0.0028087636268679024
72.2	-0.0028087132506200026
72.3	-0.0028086628061081784
72.39999999999999	-0.0028086122933370797
72.5	-0.002808561712315644
72.6	-0.0028085110630484108
72.7	-0.0028084603455411222
72.8	-0.0028084095598023056
72.89999999999999	-0.0028083587058373768
73.0	-0.002808307783651956
73.1	-0.0028082567932545795
73.2	-0.0028082057346511613
73.3	-0.00280815460784539
73.39999999999999	-0.0028081034128468966
73.5	-0.002808052149661665
73.6	-0.002808000818296239
73.7	-0.0028079494187544505
73.8	-0.002807897951046563
73.89999999999999	-0.002807846415176704
74.0	-0.0028077948111530308
74.1	-0.002807743138980478
74.2	-0.0028076913986666116
74.3	-0.002807639590217295
74.39999999999999	-0.0028075877136408186
74.5	-0.002807535768941669
74.6	-0.0028074837561276444
74.7	-0.002807431675204489
74.8	-0.002807379526179581
74.89999999999999	-0.002807327309059319
75.0	-0.0028072750238493883
75.1	-0.002807222670557007
75.2	-0.0028071702491903024
75.3	-0.002807117759754812
75.39999999999999	-0.0028070652022554707
75.5	-0.0028070125767025926
75.6	-0.0028069598830983648
75.7	-0.0028069071214540395
75.8	-0.0028068542917721122
75.89999999999999	-0.002806801394062772
76.0	-0.0028067484283293364
76.1	-0.002806695394582427
76.2	-0.0028066422928267605
76.3	-0.002806589123069129
76.39999999999999	-0.002806535885314142
76.5	-0.0028064825795726094
76.6	-0.002806429205848543
76.7	-0.0028063757641486656
76.8	-0.002806322254480028
76.9	-0.0028062686768514514
77.0	-0.00280621503126805
77.1	-0.0028061613177369463
77.2	-0.002806107536263893
77.3	-0.0028060536868568715
77.4	-0.002805999769521508
77.5	-0.002805945784266865
77.6	-0.002805891731095259
77.7	-0.0028058376100197754
77.8	-0.002805783421042262
77.9	-0.00280572916417362
78.0	-0.0028056748394170803
78.1	-0.0028056204467803137
78.2	-0.0028055659862715964
78.3	-0.0028055114578979233
78.4	-0.0028054568616637694
78.5	-0.0028054021975787383
78.6	-0.0028053474656479626
78.7	-0.0028052926658800226
78.8	-0.0028052377982795453
78.9	-0.002805182862855549
79.0	-0.0028051278596129174
79.1	-0.002805072788561847
79.2	-0.002805017649706158
79.3	-0.002804962443055717
79.4	-0.002804907168613316
79.5	-0.002804851826388927
79.6	-0.0028047964163905046
79.7	-0.0028047409386246416
79.8	-0.0028046853930938187
79.9	-0.0028046297798109596
80.0	-0.002804574098779991
80.1	-0.0028045183500076502
80.2	-0.002804462533504493
80.3	-0.0028044066492737734
80.4	-0.0028043506973234643
80.5	-0.0028042946776615603
80.6	-0.002804238590293694
80.7	-0.002804182435228806
80.8	-0.0028041262124728567
80.9	-0.0028040699220334697
81.0	-0.002804013563917244
81.1	-0.0028039571381309925
81.2	-0.002803900644682958
81.3	-0.002803844083579207
81.4	-0.0028037874548290675
81.5	-0.0028037307584355678
81.6	-0.002803673994410173
81.7	-0.0028036171627573866
81.8	-0.0028035602634845953
81.9	-0.0028035032966005264
82.0	-0.0028034462621101216
82.1	-0.002803389160022971
82.2	-0.002803331990345926
82.3	-0.002803274753084101
82.4	-0.002803217448246664
82.5	-0.0028031600758407745
82.6	-0.002803102635871914
82.7	-0.0028030451283501475
82.8	-0.002802987553279863
82.9	-0.002802929910669517
83.0	-0.00280287220052855
83.1	-0.002802814422860627
83.2	-0.0028027565776748056
83.3	-0.002802698664979777
83.4	-0.0028026406847783693
83.5	-0.0028025826370836893
83.6	-0.002802524521897318
83.7	-0.0028024663392323774
83.8	-0.002802408089091606
83.9	-0.0028023497714841396
84.0	-0.0028022913864186355
84.1	-0.002802232933899932
84.2	-0.0028021744139366906
84.3	-0.002802115826535329
84.4	-0.0028020571717054764
84.5	-0.0028019984494522124
84.6	-0.002801939659785518
84.7	-0.002801880802709451
84.8	-0.002801821878233387
84.9	-0.002801762886365141
85.0	-0.002801703827111606
85.1	-0.002801644700480182
85.2	-0.0028015855064767946
85.3	-0.002801526245110819
