#Generated dipole sums of a layer.
#Number of Sites N = 1000.
#z 	 f(z)
85.4	-0.0028014669163906438
85.5	-0.0028014075203219944
85.6	-0.0028013480569127657
85.7	-0.0028012885261704825
85.8	-0.0028012289281019176
85.9	-0.002801169262716255
86.0	-0.002801109530019182
86.1	-0.002801049730019255
86.2	-0.0028009898627255995
86.3	-0.0028009299281419255
86.4	-0.0028008699262775626
86.5	-0.002800809857142511
86.6	-0.0028007497207409478
86.7	-0.0028006895170819964
86.8	-0.0028006292461744886
86.9	-0.0028005689080209052
87.0	-0.0028005085026352643
87.1	-0.002800448030022221
87.2	-0.0028003874901891415
87.3	-0.0028003268831426477
87.4	-0.002800266208893592
87.5	-0.00280020546744938
87.6	-0.002800144658812625
87.7	-0.002800083782996121
87.8	-0.002800022840005772
87.9	-0.0027999618298490832
88.0	-0.002799900752535125
88.1	-0.002799839608068585
88.2	-0.0027997783964603565
88.3	-0.0027997171177158073
88.4	-0.002799655771844477
88.5	-0.002799594358853432
88.6	-0.002799532878750867
88.7	-0.002799471331542078
88.8	-0.002799409717237189
88.9	-0.0027993480358444326
89.0	-0.0027992862873708097
89.1	-0.0027992244718227487
89.2	-0.0027991625892094135
89.3	-0.0027991006395380446
89.4	-0.002799038622816788
89.5	-0.002798976539053994
89.6	-0.0027989143882558676
89.7	-0.00279885217043209
89.8	-0.002798789885589082
89.9	-0.0027987275337348055
90.0	-0.002798665114878124
90.1	-0.0027986026290260373
90.2	-0.0027985400761874456
90.3	-0.0027984774563683166
90.4	-0.00279841476957829
90.5	-0.0027983520158248705
90.6	-0.0027982891951154358
90.7	-0.0027982263074567155
90.8	-0.0027981633528587607
90.9	-0.002798100331328516
91.0	-0.002798037242875403
91.1	-0.0027979740875049026
91.2	-0.0027979108652265283
91.3	-0.0027978475760476263
91.4	-0.002797784219977382
91.5	-0.0027977207970210573
91.6	-0.0027976573071892747
91.7	-0.0027975937504882294
91.8	-0.0027975301269281697
91.9	-0.0027974664365132546
92.0	-0.002797402679256077
92.1	-0.002797338855160811
92.2	-0.0027972749642386843
92.3	-0.0027972110064958078
92.4	-0.0027971469819405843
92.5	-0.002797082890579777
92.6	-0.0027970187324227597
92.7	-0.0027969545074790366
92.8	-0.0027968902157541483
92.9	-0.0027968258572577827
93.0	-0.0027967614319964417
93.1	-0.0027966969399805517
93.2	-0.0027966323812144596
93.3	-0.002796567755710585
93.4	-0.002796503063474923
93.5	-0.0027964383045140013
93.6	-0.0027963734788412063
93.7	-0.002796308586458488
93.8	-0.002796243627377507
93.9	-0.0027961786016057334
94.0	-0.002796113509150828
94.1	-0.0027960483500221933
94.2	-0.0027959831242264335
94.3	-0.002795917831772731
94.4	-0.002795852472667304
94.5	-0.002795787046922833
94.6	-0.002795721554543598
94.7	-0.0027956559955384717
94.8	-0.002795590369916757
94.9	-0.0027955246776859904
95.0	-0.0027954589188548006
95.1	-0.0027953930934298855
95.2	-0.002795327201421933
95.3	-0.002795261242838666
95.4	-0.0027951952176872522
95.5	-0.002795129125975223
95.6	-0.002795062967713724
95.7	-0.002794996742909503
95.8	-0.0027949304515699895
95.9	-0.0027948640937045053
96.0	-0.002794797669321481
96.1	-0.0027947311784282535
96.2	-0.0027946646210334465
96.3	-0.002794597997147321
96.4	-0.0027945313067760636
96.5	-0.0027944645499285064
96.6	-0.0027943977266128087
96.7	-0.0027943308368380756
96.8	-0.002794263880613663
96.9	-0.002794196857945159
97.0	-0.0027941297688416247
97.1	-0.002794062613312779
97.2	-0.002793995391368505
97.3	-0.002793928103013324
97.4	-0.0027938607482580844
97.5	-0.002793793327110544
97.6	-0.0027937258395806085
97.7	-0.002793658285673992
97.8	-0.0027935906654009495
97.9	-0.0027935229787705365
98.0	-0.002793455225789978
98.1	-0.00279338740646725
98.2	-0.0027933195208105755
98.3	-0.002793251568831385
98.4	-0.0027931835505373907
98.5	-0.0027931154659344578
98.6	-0.002793047315033091
98.7	-0.0027929790978415163
98.8	-0.0027929108143682773
98.9	-0.0027928424646223404
99.0	-0.002792774048611682
99.1	-0.0027927055663444856
99.2	-0.0027926370178294603
99.3	-0.0027925684030764186
99.4	-0.002792499722092551
99.5	-0.0027924309748875087
99.6	-0.0027923621614678457
99.7	-0.002792293281846211
99.8	-0.0027922243360274943
99.9	-0.0027921553240205605
