#File generated by ModelExp v0.6.6
#Generated at 2018-12-29 20:44:45.822296

#[[Data]] p_la
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	6.132000000000001	0.0	1.2941803843041169
4.28959813	6.132000000000001	4.28959813	1.2941803843041169
4.28959813	0.078	4.28959813	0.0
5.73959813	0.078	5.73959813	0.0
5.73959813	5.664000000000001	5.73959813	0.0
14.289598130000002	5.664000000000001	14.289598130000002	0.0
14.289598130000002	5.664000000000001	14.289598130000002	0.0
5.73959813	5.664000000000001	5.73959813	0.0
5.73959813	0.078	5.73959813	0.0
4.28959813	0.078	4.28959813	0.0
4.28959813	6.132000000000001	4.28959813	1.2941803843041169
0.0	6.132000000000001	0.0	1.2941803843041169
0.0	0.078	0.0	0.0
1.9540292000000001	0.078	1.9540292000000001	0.0
1.9540292000000001	5.664000000000001	1.9540292000000001	0.0
11.954029199999999	5.664000000000001	11.954029199999999	0.0

#[[Data]] m_la
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	6.132000000000001	0.0	1.2941803843041169
4.28959813	6.132000000000001	4.28959813	1.2941803843041169
4.28959813	0.078	4.28959813	0.0
5.73959813	0.078	5.73959813	0.0
5.73959813	5.664000000000001	5.73959813	0.0
14.289598130000002	5.664000000000001	14.289598130000002	0.0
14.289598130000002	5.664000000000001	14.289598130000002	0.0
5.73959813	5.664000000000001	5.73959813	0.0
5.73959813	0.078	5.73959813	0.0
4.28959813	0.078	4.28959813	0.0
4.28959813	6.132000000000001	4.28959813	1.2941803843041169
0.0	6.132000000000001	0.0	1.2941803843041169
0.0	0.078	0.0	0.0
1.9540292000000001	0.078	1.9540292000000001	0.0
1.9540292000000001	5.664000000000001	1.9540292000000001	0.0
11.954029199999999	5.664000000000001	11.954029199999999	0.0

#[[Data]] p_sa
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	6.132000000000001	0.0	1.2941803843041169
4.28959813	6.132000000000001	4.28959813	1.2941803843041169
4.28959813	0.078	4.28959813	0.0
5.73959813	0.078	5.73959813	0.0
5.73959813	5.664000000000001	5.73959813	0.0
14.289598130000002	5.664000000000001	14.289598130000002	0.0
14.289598130000002	5.664000000000001	14.289598130000002	0.0
5.73959813	5.664000000000001	5.73959813	0.0
5.73959813	0.078	5.73959813	0.0
4.28959813	0.078	4.28959813	0.0
4.28959813	6.132000000000001	4.28959813	1.2941803843041169
0.0	6.132000000000001	0.0	1.2941803843041169
0.0	0.078	0.0	0.0
1.9540292000000001	0.078	1.9540292000000001	0.0
1.9540292000000001	5.664000000000001	1.9540292000000001	0.0
11.954029199999999	5.664000000000001	11.954029199999999	0.0

#[[Data]] m_sa
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	6.132000000000001	0.0	1.2941803843041169
4.28959813	6.132000000000001	4.28959813	1.2941803843041169
4.28959813	0.078	4.28959813	0.0
5.73959813	0.078	5.73959813	0.0
5.73959813	5.664000000000001	5.73959813	0.0
14.289598130000002	5.664000000000001	14.289598130000002	0.0
14.289598130000002	5.664000000000001	14.289598130000002	0.0
5.73959813	5.664000000000001	5.73959813	0.0
5.73959813	0.078	5.73959813	0.0
4.28959813	0.078	4.28959813	0.0
4.28959813	6.132000000000001	4.28959813	1.2941803843041169
0.0	6.132000000000001	0.0	1.2941803843041169
0.0	0.078	0.0	0.0
1.9540292000000001	0.078	1.9540292000000001	0.0
1.9540292000000001	5.664000000000001	1.9540292000000001	0.0
11.954029199999999	5.664000000000001	11.954029199999999	0.0
