#File generated by ModelExp v0.3.9
#Generated at 2018-08-31 13:40:36.850886

#[[Data]] p_la
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	6.4525	0.0	0.3124292511803576
5.62265926	6.4525	5.62265926	0.3124292511803576
5.62265926	0.078	5.62265926	0.0
7.25586843	0.078	7.25586843	0.0
7.25586843	5.664000000000001	7.25586843	0.0
15.62265926	5.664000000000001	15.62265926	0.0

#[[Data]] m_la
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	6.4525	0.0	0.3124292511803576
5.62265926	6.4525	5.62265926	0.3124292511803576
5.62265926	0.078	5.62265926	0.0
7.25586843	0.078	7.25586843	0.0
7.25586843	5.664000000000001	7.25586843	0.0
15.62265926	5.664000000000001	15.62265926	0.0

#[[Data]] p_sa
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	6.4525	0.0	0.3124292511803576
5.62265926	6.4525	5.62265926	0.3124292511803576
5.62265926	0.078	5.62265926	0.0
7.25586843	0.078	7.25586843	0.0
7.25586843	5.664000000000001	7.25586843	0.0
15.62265926	5.664000000000001	15.62265926	0.0

#[[Data]] m_sa
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	6.4525	0.0	0.3124292511803576
5.62265926	6.4525	5.62265926	0.3124292511803576
5.62265926	0.078	5.62265926	0.0
7.25586843	0.078	7.25586843	0.0
7.25586843	5.664000000000001	7.25586843	0.0
15.62265926	5.664000000000001	15.62265926	0.0
