# counted on 19.06.18 at 19:00
#     Area    Mean    Min    Max    Angle    MinThr    MaxThr    Length
1    1.880    1181.548    1089    1413    -60.945    0    65535    11.535
2    2.215    1154.779    1049    1566    28.664    0    65535    13.717
3    1.622    1078.587    967    1145    -41.100    0    65535    9.949
4    1.597    1192.742    1058    1341    -136.975    0    65535    9.820
5    1.932    1127.373    1031    1290    -54.372    0    65535    11.800
6    1.725    1126.567    1050    1542    31.264    0    65535    10.514
7    1.648    1112.438    1026    1268    30.651    0    65535    10.142
8    1.829    1113.028    940    1545    -59.036    0    65535    11.160
9    1.700    976.621    813    1239    -49.399    0    65535    10.409
10    1.777    900.304    736    1670    38.928    0    65535    10.840
11    2.009    941.295    865    1282    34.931    0    65535    12.352
12    1.442    991.821    852    1665    -42.825    0    65535    8.858
13    1.700    974.879    871    1183    -51.203    0    65535    10.451
14    1.725    1019.254    923    1529    -140.528    0    65535    10.541
15    1.468    1053.930    980    1203    47.936    0    65535    8.917
16    1.983    959.182    849    1125    -38.660    0    65535    12.218
17    2.163    1149.405    1072    1244    -42.553    0    65535    13.289
18    1.494    1111.569    1017    1611    50.711    0    65535    9.174
19    1.880    1084.438    995    1193    -48.366    0    65535    11.481
20    1.468    1076.105    980    1335    42.825    0    65535    8.912
21    1.700    988.197    916    1266    -46.848    0    65535    10.500
22    1.700    994.803    930    1469    39.352    0    65535    10.377
23    1.519    1049.068    922    1223    -36.469    0    65535    9.228
24    1.236    1018.375    907    1541    51.911    0    65535    7.531
25    1.829    1116.155    1042    1238    -57.216    0    65535    11.262
26    1.803    1097.514    988    1469    31.390    0    65535    11.050
27    1.725    994.657    921    1224    -49.304    0    65535    10.531
28    1.751    951.985    872    1338    -137.437    0    65535    10.736
29    1.751    1126.338    1038    1306    -47.437    0    65535    10.736
30    2.009    1063.103    984    1350    -141.340    0    65535    12.394
31    1.700    1094.879    1000    1258    -50.648    0    65535    10.377
32    1.648    1184.000    1077    1557    -136.273    0    65535    10.160
33    1.803    1083.900    1019    1177    18.699    0    65535    11.012
34    1.777    1067.710    965    1619    -72.646    0    65535    10.861
35    2.447    1082.463    979    1330    29.291    0    65535    15.089
36    1.777    1060.348    926    1465    -57.011    0    65535    10.906
37    1.571    1097.361    1027    1187    -53.130    0    65535    9.629
38    2.112    1067.415    946    1425    -144.545    0    65535    13.022
39    1.725    1111.910    1029    1254    21.161    0    65535    10.565
40    1.725    1127.791    1033    1773    -63.825    0    65535    10.586
41    1.648    1064.391    962    1174    -99.162    0    65535    10.158
42    1.700    1070.030    980    1572    -8.881    0    65535    10.395
43    1.803    1020.129    887    1106    -2.490    0    65535    11.080
44    1.777    1044.391    908    1768    -88.290    0    65535    10.835
45    1.519    1153.068    1089    1258    1.975    0    65535    9.316
46    1.545    1067.567    972    1875    -87.089    0    65535    9.481
47    1.545    1105.683    1034    1231    -37.451    0    65535    9.388
48    1.313    1125.882    1056    1581    -127.776    0    65535    8.058
49    1.983    1121.455    1020    1235    -42.879    0    65535    12.264
50    1.519    1084.966    938    1352    45.690    0    65535    9.362
51    1.751    1097.426    994    1164    -3.417    0    65535    10.691
52    2.009    1111.513    1029    1500    -94.456    0    65535    12.394
53    2.266    1123.102    1004    1308    -5.254    0    65535    13.948
54    1.519    1148.203    1029    1875    -94.927    0    65535    9.336
55    1.854    1154.319    993    1325    9.728    0    65535    11.411
56    1.957    1149.592    1008    1792    -80.789    0    65535    12.110
57    1.829    1210.535    1114    1342    6.520    0    65535    11.307
58    1.571    1200.525    1106    1584    -83.234    0    65535    9.614
59    2.369    1025.163    928    1282    -19.822    0    65535    14.623
60    1.622    1038.540    881    1506    72.429    0    65535    10.024
61    1.957    1081.526    1013    1193    10.713    0    65535    12.007
62    2.035    1116.962    1019    1658    -78.977    0    65535    12.589
63    1.571    1054.623    970    1185    -28.686    0    65535    9.695
64    1.880    1013.699    864    1538    -115.844    0    65535    11.519
65    1.854    1109.528    1038    1218    -35.727    0    65535    11.380
66    1.983    1087.468    958    1447    -129.130    0    65535    12.268
67    1.957    919.276    781    1143    -3.814    0    65535    12.068
68    1.803    885.871    726    1732    -94.205    0    65535    11.022
69    1.932    857.880    754    1250    -1.548    0    65535    11.800
70    1.983    887.909    768    1340    84.738    0    65535    12.241
71    2.344    1060.110    952    1181    -8.940    0    65535    14.458
72    1.519    1057.085    953    1563    -98.820    0    65535    9.328
73    1.880    1088.274    1003    1195    -3.180    0    65535    11.497
74    1.622    1130.810    1021    1802    -91.878    0    65535    9.878
75    2.060    1070.588    1009    1149    -38.320    0    65535    12.682
76    1.803    1073.257    953    1584    -126.703    0    65535    11.026
77    1.700    1065.985    974    1159    -5.356    0    65535    10.403
78    1.906    1076.919    1002    1608    -95.477    0    65535    11.689
79    1.622    1067.063    927    1195    -2.770    0    65535    9.958
80    1.829    1055.887    943    1875    -90.818    0    65535    11.235
81    2.138    921.651    848    1081    -6.263    0    65535    13.238
82    1.674    1007.231    916    1410    -93.576    0    65535    10.291
83    2.060    994.375    866    1168    22.341    0    65535    12.740
84    1.880    1045.973    945    1529    -65.556    0    65535    11.595
85    1.391    941.389    814    1154    -41.987    0    65535    8.523
86    1.932    927.960    814    1532    -135.000    0    65535    11.858
87    2.060    1050.088    942    1193    -41.934    0    65535    12.728
88    1.700    1055.606    958    1454    -136.245    0    65535    10.498
89    1.906    988.216    903    1069    -62.387    0    65535    11.772
90    1.519    1024.034    932    1844    -147.680    0    65535    9.373
91    1.648    1024.406    954    1215    -13.815    0    65535    10.081
92    1.957    999.513    880    1389    -109.654    0    65535    11.978
93    2.035    815.987    716    1137    -22.906    0    65535    12.443
94    1.803    875.714    699    1383    -112.874    0    65535    11.147
95    1.854    982.167    893    1157    -9.728    0    65535    11.318
96    2.035    974.063    877    1533    -100.437    0    65535    12.466
97    2.060    997.750    925    1185    -35.287    0    65535    12.714
98    1.622    993.937    901    1439    -127.794    0    65535    9.951
99    1.803    843.786    695    1212    -34.380    0    65535    11.063
100    1.854    803.528    690    1321    -129.289    0    65535    11.393
101    1.803    899.843    830    1067    -44.409    0    65535    11.010
102    1.777    872.246    793    1241    -133.807    0    65535    10.896
103    1.545    852.250    775    1095    -51.953    0    65535    9.424
104    2.318    864.200    785    1353    -142.745    0    65535    14.315
105    2.138    939.036    829    1064    7.038    0    65535    13.098
106    1.545    974.017    897    1395    -84.193    0    65535    9.517
107    2.318    994.167    931    1165    11.056    0    65535    14.241
108    1.725    976.403    887    1423    -75.964    0    65535    10.665
109    1.906    1016.973    938    1106    2.353    0    65535    11.722
110    1.803    1024.129    922    1875    -87.510    0    65535    11.080
111    1.932    974.413    876    1177    22.087    0    65535    11.876
112    1.700    944.288    842    1367    -65.772    0    65535    10.486
