#Scaled file summed_nuclear20_la.dat
#Using factor: 0.8596564519696263
#q / A-1 	 I / cm-1 	 sI / cm-
0.0967276	0.0781644348266	0.00193141594033
0.0977733	0.0796706388961	0.00183239211363
0.0988083	0.0840912502691	0.00190217042784
0.0998538	0.0887406162239	0.0018183711169
0.100906	0.0879832588897	0.00186286693485
0.101953	0.0905622282456	0.00180033552454
0.103015	0.0871038303394	0.00182948647482
0.104059	0.0895933954243	0.00180522696975
0.105102	0.0898315202615	0.00181991849851
0.106137	0.0907573702602	0.00177458021724
0.107187	0.0886529312658	0.00180196027523
0.108231	0.0853221923427	0.0017408129118
0.109291	0.0848548830954	0.00179136071118
0.110329	0.0803911169685	0.00171827271963
0.111398	0.0786721479272	0.00175893446981
0.112424	0.0762206656231	0.00171457619689
0.113471	0.0740887176222	0.00174719156268
0.114489	0.0696524605018	0.00169053160593
0.115556	0.0680639873099	0.00169355759664
0.116578	0.0626691272799	0.00169366075541
0.117636	0.0616362500528	0.0016694356366
0.118662	0.0580343754847	0.00166287645787
0.119735	0.0544046480476	0.00163305497555
0.120761	0.051233203465	0.00165997941562
0.121831	0.0508469598211	0.00160299278942
0.122862	0.0507983892316	0.00164082626987
0.123925	0.0467635916742	0.00157987662743
0.124959	0.0418225442853	0.00163138724203
0.12601	0.0431466731182	0.00156788441992
0.127048	0.0415479700145	0.00162102838179
0.128098	0.0383716253901	0.00154055594132
0.129146	0.0379187583712	0.00160584684884
0.130192	0.0376611193326	0.00163223830192
0.131225	0.0367869346866	0.00170863597081
0.132284	0.0366567826997	0.00175798884771
0.133325	0.0337145225272	0.00185696109503
0.134359	0.0359313186199	0.001861087446
0.135405	0.0372650756051	0.00191787635122
0.13645	0.0347044169317	0.00195066364829
0.137512	0.0337754721697	0.00197652211437
0.138551	0.0373748537341	0.0020813056393
0.139585	0.0371099935812	0.00207084362028
0.14064	0.0380440962819	0.0021101385167
0.141687	0.038063954346	0.00217181027056
0.142735	0.0385369373258	0.00219676609736
0.143782	0.0400820838326	0.00224733108987
0.144818	0.0343278014401	0.00231463359349
0.145873	0.037863568427	0.00197981459858
0.14691	0.0355167063131	0.00218531547342
0.148007	0.0395767777701	0.00204526884083
0.149011	0.0365696135355	0.0020649033942
0.150063	0.0350972799302	0.00220339404861
0.151119	0.0389037527339	0.00196155549554
0.152153	0.0387372372791	0.00213358134814
0.153238	0.0367032041481	0.00206529883616
0.154236	0.0380595700981	0.00203143696852
0.155285	0.0366221385447	0.00220748601332
0.156341	0.0341990249035	0.00195822002851
0.157367	0.0357310186666	0.00213315151992
0.158458	0.0373519009068	0.00205275644853
0.159442	0.0354001368982	0.00203264908412
0.160509	0.0347761122798	0.00214394880495
0.161582	0.0303324621139	0.00193620422677
0.162607	0.0356260546138	0.00214962253754
0.163686	0.0333345543754	0.00206519567739
0.164681	0.0315183581894	0.00199064626987
0.165739	0.0331826530804	0.00221685626865
0.166789	0.0296477457499	0.0019387402133
0.1678	0.0317845937925	0.00212725427666
0.168901	0.030884361556	0.00203290698105
0.169901	0.0299466482982	0.00195908828152
0.170975	0.02810285714	0.00216922270464
0.172033	0.0288660601381	0.00191438614602
0.173011	0.0280390706313	0.00220553459317
0.174127	0.0292064840931	0.00191692213255
0.175145	0.0259415948542	0.00198676062271
0.17622	0.0296440492271	0.00208872447448
0.17726	0.0264186182193	0.00195778160372
0.17826	0.0253285738383	0.00203439418672
0.179371	0.022913712899	0.00202179162313
0.180341	0.0251863006955	0.00192165024304
0.181415	0.0251243194653	0.00210448197724
0.182476	0.0265082803873	0.00189132156341
0.183483	0.0266981784975	0.00201223224338
0.184607	0.0282955061509	0.00194193813531
0.185588	0.0252574802497	0.00185722758853
0.186651	0.0238500507065	0.00208808832871
0.187715	0.0246879578502	0.00173077212444
0.188751	0.0207399855946	0.00199757510088
0.189863	0.0230064698302	0.00181924796648
0.190825	0.022454570388	0.00187062103605
0.191884	0.0234227154842	0.00194376920355
0.192925	0.0246497031381	0.00171899483105
0.193956	0.02206110563	0.00191347491018
0.195091	0.0210545338903	0.00159403516919
0.196028	0.0242736034404	0.00163210075689
0.197092	0.0234810861573	0.00173554321775
0.198148	0.0223589765906	0.00143021903571
0.199183	0.0230279612415	0.00158442421006
0.200285	0.0223282008896	0.00155461992087
0.201269	0.0224730530017	0.00140708568058
0.202316	0.0214675128499	0.00159939082889
0.203386	0.0221447502027	0.0013647304072
0.204423	0.0219171131743	0.00143219624555
0.205518	0.0243715183103	0.00143150852038
0.206564	0.0237143109527	0.00133692052097
0.207582	0.0225940066645	0.00149251833878
0.208588	0.0198059688595	0.00132963923083
0.209669	0.0204385040769	0.00135652068808
0.210714	0.0203739438773	0.00133733315607
0.211748	0.0224035067948	0.00137385136215
0.212812	0.0211521048976	0.00126812221512
0.21384	0.0203394716536	0.00134766622662
0.21491	0.0217237764382	0.00134441672524
0.215928	0.021281397228	0.00125041329221
0.216954	0.0207190099771	0.00137567383383
0.218039	0.0202556551495	0.0012496653911
0.219057	0.0199678421694	0.00125127294866
0.22012	0.0188134095201	0.00140631198978
0.221151	0.0212335143636	0.00118575853046
0.222196	0.0199049153171	0.0013141138353
0.223298	0.0196499412135	0.00127576456098
0.224247	0.019876116826	0.00123556702529
0.22531	0.0190097550537	0.00133249329025
0.226394	0.0192927539577	0.00116739626865
0.227429	0.0200199373504	0.00128017459858
0.228465	0.0197953950851	0.00135335715234
0.229497	0.0190243692134	0.00126107303222
0.230559	0.0199687877915	0.00131403646622
0.231671	0.0199084399086	0.00133223539331
0.232668	0.0197725282235	0.00132585674244
0.233715	0.0186444010616	0.0013816656393
0.234789	0.0179204843634	0.00134386654511
0.235771	0.0186491291721	0.00137229538397
0.236852	0.0161655816824	0.00136945851768
0.237902	0.0182839471113	0.00136284775957
0.238918	0.0187241771804	0.00138237055759
0.240012	0.0177506162485	0.00138972921682
0.24103	0.0166186206325	0.00133881176517
0.242068	0.0184214921436	0.00145741856585
0.243148	0.0166016854004	0.00134224179441
0.244141	0.0182243729192	0.00142667725112
0.245196	0.016220427764	0.00143118185093
0.24627	0.0160832265943	0.00133834755068
0.247294	0.0183052665913	0.00147229062247
0.248344	0.0169621393507	0.00142054790062
0.249372	0.0164668912688	0.00134280057111
0.250433	0.0166181908043	0.00148033700686
0.251515	0.0157209673654	0.00137636155899
0.2525	0.0137091133709	0.00144731760254
0.253582	0.0171019194898	0.00143401871722
0.254643	0.016185525712	0.00136625199912
0.25566	0.0171095704323	0.00147752593026
0.256757	0.0167736166908	0.00141380819404
0.25777	0.0158524948025	0.00140326880594
0.258782	0.0160607035952	0.00152867548915
0.259879	0.0175387109331	0.00135909106087
0.260866	0.0170891965743	0.00148037998968
0.261902	0.0156371508613	0.00149999734991
0.262961	0.0162135505124	0.00134699569459
0.264056	0.0169993624751	0.00141862227017
0.265131	0.0179538390337	0.00153418588701
0.266097	0.0167271092768	0.00136948430737
0.267167	0.016361927216	0.00152749775981
0.268244	0.0164131627405	0.00141257888531
0.269231	0.0186128516698	0.00146488898041
0.270298	0.0168146223036	0.00153799416509
0.271333	0.0176354222839	0.00140847832404
0.272386	0.0158739862138	0.00150444177377
0.273485	0.0153936961541	0.00153973926769
0.274448	0.0175725813973	0.00145172764013
0.275514	0.0145186518517	0.00156728266041
0.276619	0.0152606213354	0.00141978280638
0.277641	0.0177116738112	0.00152395597523
0.278675	0.0137685156317	0.00164155697786
0.279673	0.0169983308874	0.00139207607893
0.280767	0.0171284828742	0.00153619748311
0.281842	0.0162141522719	0.00152997357039
0.282815	0.0157150357359	0.00143567785418
0.283883	0.0172261398471	0.00161693641707
0.284936	0.012963791227	0.00162355577175
0.28595	0.012939548915	0.00172153081759
0.286992	0.0142379740201	0.00172608699678
0.288077	0.0122479552994	0.00171068195316
0.289145	0.0127095048485	0.00184269079793
0.290155	0.0127312541567	0.00187373299241
0.291215	0.0148235719952	0.00182480994372
0.292277	0.012889173047	0.00195160067383
0.293301	0.0180372257096	0.00195614825646
0.294325	0.011718664822	0.00200466726661
0.295388	0.0126642009535	0.00203092117465
0.296441	0.0147016727103	0.00203431681763
0.29747	0.0139103589463	0.00217332326592
0.298526	0.0126557763203	0.00206725025631
0.299632	0.0161691062738	0.00214451617821
0.300616	0.0110305098322	0.00243362723957
0.301645	0.0130545709483	0.00215355116752
0.302739	0.0156106734426	0.00233468078195
0.303805	0.0142141615364	0.0023884093102
0.304804	0.0137385136215	0.00244341872656
0.305816	0.0113193544	0.00256112288797
0.306862	0.0110923191311	0.00245497250928
0.307936	0.0136290793552	0.00256790557737
0.308998	0.0155959733173	0.00263360052343
0.310045	0.0154115770083	0.00265050996584
0.311097	0.0162681386971	0.00289855523849
0.312169	0.0109947481238	0.00266884643796
0.313193	0.00780298126263	0.00326335905045
0.314199	0.0129418699875	0.0029091891888
0.315278	0.00760974768535	0.00304178259996
0.316257	0.0113693864055	0.00356405828079
0.317341	0.0130749448062	0.00290952445482
0.318437	0.0108488644239	0.0037770295702
0.319496	0.0173721095127	0.00325018051704
0.320507	0.0166784527216	0.00397623775981
0.321482	0.0136528058732	0.00398572836704
0.322473	0.0149532081881	0.00377641061755
0.323587	0.0100327065884	0.00421928842848
0.324687	0.014889765542	0.00401799127368
0.325791	0.0167842764308	0.0050335034404
0.326733	0.0225201621753	0.00502023034478
0.327792	0.0166941844347	0.00501567416558
0.328776	0.0132671639889	0.00655291183299
0.329877	0.0083388137257	0.00564268179195
0.330955	0.0161169251272	0.00805554832821
0.332058	0.0221240324822	0.0078313843118
0.33314	0.0114781329467	0.0113760917258
