#q/A-1	 I/cm-1 	sI/cm-1 
0.069169939	0.141853418798	0.000690752301047
0.069851416	0.137221582641	0.000679273452972
0.070532894	0.13321180841	0.00067302370263
0.071214372	0.130906032465	0.000662835691024
0.07189585	0.134060948723	0.000663109332653
0.072577327	0.138470657659	0.000665550840599
0.073258799	0.140262858709	0.000667386169541
0.073940277	0.147644372136	0.000668412325213
0.074621755	0.153869358779	0.000673737981785
0.075303233	0.156107378035	0.000677395478293
0.07598471	0.164374073464	0.000681845448108
0.076666188	0.173414323478	0.0006882585675
0.077347666	0.17987093523	0.000695494172333
0.078029144	0.188868822714	0.000697159243064
0.078710622	0.195980346157	0.000705241414403
0.079392099	0.206143620282	0.000712140018799
0.080073571	0.213554803968	0.000715760591939
0.080755049	0.218232760416	0.000719128697628
0.081436527	0.224401643661	0.000723233400209
0.082118005	0.231106857958	0.000726819645573
0.082799482	0.23410285801	0.000726511243076
0.08348096	0.239145071427	0.000728397051625
0.084162438	0.242394372618	0.000729079989999
0.084843916	0.244656345703	0.000727064578286
0.085525393	0.249270363798	0.000729192433501
0.086206871	0.250297244903	0.000733567509202
0.086888349	0.252048224913	0.000752113089796
0.087569821	0.250322366866	0.000760353292671
0.088251299	0.251026620167	0.00077158292722
0.088932776	0.249887765439	0.000775157253405
0.089614254	0.246036793045	0.00077703071051
0.090295732	0.241555353401	0.000776978851991
0.09097721	0.23932935836	0.000776530059178
0.091658688	0.238984333615	0.000779193054011
0.092340165	0.234411498451	0.000776378558429
0.093021643	0.229476603718	0.000773201613304
0.093703121	0.224932493091	0.000772920910661
0.094384599	0.218832920706	0.000765827962298
0.095066071	0.212340192073	0.00076234893624
0.095747548	0.203955026856	0.000750439523214
0.096429026	0.199145916351	0.000744783190634
0.097110504	0.190533376032	0.000738212494742
0.097791982	0.186060945452	0.000732769414595
0.098473459	0.175945088704	0.000721283434803
0.099154937	0.171301557832	0.000715071694968
0.099836415	0.163385235167	0.000708682358097
0.10051789	0.157871063641	0.000702064674029
0.10119936	0.149382642343	0.000691503612294
0.10188085	0.144810182334	0.000686887394298
0.10256232	0.13406232378	0.000673542222605
0.1032438	0.12871137548	0.000666469951558
0.10392528	0.121310191904	0.000668897566965
0.10460676	0.116460511053	0.000667925344355
0.10528823	0.111770457851	0.000668183907326
0.1059697	0.102684961902	0.000661223446257
0.10665119	0.0984001117413	0.000660821416688
0.10733266	0.0919510984949	0.000654154141782
0.10801414	0.0849547730552	0.000629400375243
0.10869561	0.0790955292125	0.000614892560943
0.1093771	0.0742485381413	0.000604421799595
0.11005857	0.0686654087382	0.000591641253335
0.11074005	0.0646127565454	0.000585359295643
0.11142153	0.0599269076715	0.000577348125204
0.11210301	0.0575762571361	0.000566719062915
0.11278448	0.052778816677	0.000558238461441
0.11346595	0.0488963292923	0.000552440500771
0.11414744	0.0474339227573	0.000549031879345
0.11482891	0.0441614919639	0.000541246525109
0.11551039	0.0410890887259	0.000535595402568
0.11619186	0.0384177216233	0.000530735942871
0.11687335	0.0357087471901	0.000524832694549
0.11755482	0.0333497129606	0.00052166619459
0.1182363	0.0317486325212	0.000522227985137
0.11891778	0.0318773369737	0.000514687255054
0.11959926	0.0288316840001	0.000511016779541
0.12028073	0.0272810760938	0.000508495335205
0.1209622	0.0269686439121	0.000510543469372
0.12164369	0.0245993649559	0.000503114776767
0.12232516	0.0236038351461	0.000504631172762
0.12300664	0.0242973781093	0.000499027456673
0.12368811	0.024312007413	0.000498826102809
0.1243696	0.024917186601	0.000497214221816
0.12505107	0.0244461046608	0.000496237977913
0.12573255	0.0234170314365	0.000493512154707
0.12641402	0.0225688056863	0.000496614239752
0.12709551	0.0234833398553	0.000497737279781
0.12777698	0.0241817125569	0.000494848225874
0.12845845	0.0223147347245	0.000491257948863
0.12913994	0.0256056804732	0.00048961257043
0.12982141	0.0238244292075	0.000492567220034
0.13050289	0.0251920315691	0.000493929894551
0.13118436	0.0241782021642	0.000491463947993
0.13186585	0.0240718425616	0.000492846829161
0.13254732	0.0244963270591	0.000491527422909
0.1332288	0.0270589710664	0.000490982308849
0.13391027	0.0266857307708	0.000492995498768
0.13459175	0.0279696674651	0.000492312114761
0.13527323	0.0273335153027	0.000489043484385
0.1359547	0.0265273714485	0.000490081960684
0.13663619	0.0285397697061	0.000488359264048
0.13731766	0.0280293587657	0.000493257601112
0.13799914	0.0297932979818	0.000502138720643
0.13868061	0.0304011157582	0.000507512694971
0.1393621	0.0297693442172	0.000509066904951
0.14004357	0.029032558392	0.000521314500924
0.14072505	0.0298415731732	0.000523823792972
0.14140652	0.0301385428028	0.000534938228577
0.142088	0.0317204945021	0.000534737821914
0.14276948	0.0292073670011	0.00054304202074
0.14345095	0.0297488908671	0.000543123452894
0.14413244	0.0287547635894	0.000551034458781
0.14481391	0.0308888046721	0.000558503282531
0.14549539	0.0284630525635	0.000563980068942
0.14617686	0.029623540317	0.000574002191289
0.14685835	0.0288376439394	0.000579173031842
0.14753982	0.0262115989503	0.000580248654311
0.1482213	0.0272539288816	0.000578474267966
0.14890277	0.0256837147503	0.000571752975565
0.14958425	0.0242581320377	0.000571999233194
0.15026573	0.0275396816955	0.000575262013352
0.1509472	0.026939260621	0.000568927466598
0.15162868	0.0256997503884	0.00058183438485
0.15231016	0.0275106253021	0.000613417142701
0.15299164	0.0247490279843	0.000621901364499
0.15367311	0.0227753794311	0.000626000005045
0.1543546	0.0238100298475	0.000635315099094
0.15503607	0.0241426968842	0.000653877878556
0.15571755	0.022097966188	0.000663175725928
0.15639902	0.0219830779791	0.000667853608484
0.1570805	0.0209353499787	0.000680103599681
0.15776198	0.0220864938974	0.000686292919453
0.15844345	0.0184799149038	0.000703619274891
0.15912493	0.0195871034013	0.000718311559084
0.15980641	0.018738455256	0.000716390341587
0.16048789	0.0172927947582	0.000738654540704
0.16116936	0.0181155299279	0.000730064468056
0.16185085	0.0163811725458	0.000750694521112
0.16253232	0.0174946039565	0.000751079949221
0.1632138	0.0152696793087	0.000760522842811
0.16389527	0.0192726181005	0.000788159449588
0.16457675	0.0161264283481	0.000781684874893
0.16525823	0.0153675617258	0.000808811222449
0.1659397	0.0159365576588	0.000814269479535
0.16662118	0.0163288695128	0.000831575487763
0.16730266	0.0120215244973	0.000839140322057
0.16798414	0.0130625660936	0.000848477090001
0.16866561	0.013439799401	0.000850731809114
0.1693471	0.0123555437348	0.000889566565853
#0.17002857	0.0144941606833	0.000904963585505
#0.17071005	0.0126769039935	0.000901100977698
#0.17139152	0.0098829341477	0.000944757174968
#0.17207299	0.0117908532647	0.000958855973445
#0.17275448	0.0082511612279	0.000958644346396
#0.17343595	0.0106073542192	0.000964171899885
#0.17411743	0.0109334624273	0.00098493669896
#0.17479891	0.0088689381314	0.00101048808092
#0.17548039	0.0089406897682	0.00103542609493
#0.17616186	0.0105325178935	0.00102643035337
#0.17684335	0.0094984563481	0.00103262337463
#0.17752482	0.0094414581893	0.00107372380649
#0.17820629	0.0079947204567	0.00107775242171
#0.17888777	0.004734288208	0.00106083422421
#0.17956924	0.0071974085628	0.00109823097092
#0.18025073	0.0093958476199	0.00110408057879
#0.1809322	0.0062655252813	0.00113622007751
#0.18161368	0.0068390936175	0.00116703667515
#0.18229516	0.0119206569451	0.00112555901629
#0.18297664	0.0071578231568	0.00119261869431
#0.18365811	0.0050006621479	0.00122930867975
#0.18433959	0.0047660064869	0.0012627321399
#0.18502107	0.0077343376875	0.00130841284752
#0.18570254	0.0130770239161	0.00134089866292
#0.18638402	0.0071129892792	0.00139633382292
#0.18706549	0.006813322208	0.0014644353617
#0.18774698	0.0066446826008	0.00153959709318
#0.18842845	0.0061214663083	0.00161858708683
#0.18910993	0.0058678902421	0.00161147904231
#0.18979141	0.004966000857	0.00201863186973
#0.19047289	0.012719705383	0.00303839695309

#0.013780597	32.8581546934	0.0968470833444
#0.016842951	30.4185318447	0.0572930627361
#0.019905306	27.3218454086	0.0396722349143
#0.02296766	24.0972502071	0.0253859785035
#0.026030016	20.8636456097	0.0203901932231
#0.029092371	17.746008177	0.0182008443664
0.032154724	14.8331871589	0.0176382786604
0.03521708	12.0773275493	0.0170791724388
0.038279435	9.60190089457	0.0166248362455
0.041341791	7.42164316127	0.0161212729567
0.044404143	5.54645686866	0.0156527013704
0.047466499	3.98072816321	0.0150521340343
0.050528854	2.75670121766	0.0138118859621
0.05359121	1.81184923858	0.013030888771
0.056653565	1.13456101609	0.0124244147261
0.059715921	0.675481908317	0.0118828817337
0.06277827	0.381462636802	0.0113740109013
0.065840626	0.21927326714	0.0109530461129
0.068902981	0.148851999663	0.0105453198558
0.071965337	0.134181977871	0.0101963335064
0.075027692	0.153234575099	0.00980674654834
0.078090048	0.185348996511	0.00948885693759
0.081152403	0.215492194021	0.00917968752579
0.084214759	0.23665924693	0.00888617742737
0.087277108	0.245849561364	0.00859595042372
0.090339464	0.239204478326	0.00831570794027
0.093401819	0.222647107343	0.0080685831721
0.096464175	0.196871272062	0.00781958727293
0.099526531	0.166926983676	0.00759072734966
0.10258888	0.134546949643	0.00733626408329
0.10565124	0.105702832873	0.00712314526352
0.10871359	0.0797871137044	0.00691774813271
0.11177595	0.0608382294717	0.00689673473297
0.1148383	0.0434758243422	0.00681274362348
0.11790066	0.0338787288932	0.00656705357086
0.12096301	0.0274055238635	0.00623231579095
0.12402537	0.0249929793702	0.00604997000515
0.12708772	0.0247737659479	0.00588027461608
0.13015008	0.025940142184	0.00566956162322
0.13321244	0.0284777448825	0.00549516528071
0.13627479	0.0293257345755	0.00531887759304
0.13933715	0.0299520647885	0.00515743924649
0.1423995	0.0300749024999	0.00498245002706
0.14546186	0.0293083361905	0.00481660885715
0.1485242	0.0279332576316	0.00466837681873
0.15158656	0.0263063879431	0.00451366898129
0.15464891	0.0232066518222	0.00435647369364
0.15771127	0.0214797991669	0.00421145841412
0.16077362	0.0192590001539	0.00407143645479
0.16383598	0.0169739590643	0.00393376665661
0.16689833	0.0149090052677	0.00379816494507
0.16996069	0.0131716131404	0.00370812390012
0.17302305	0.011789510019	0.00365669891003
0.1760854	0.0107271465227	0.00357164398764
0.17914776	0.0100874751024	0.00348333654491
0.18221011	0.0092006185924	0.00338048362307
0.18527247	0.0085805326722	0.00327466940854
0.18833482	0.0082883542464	0.00310266802579
0.19139718	0.0083575367225	0.00294517245945
0.19445953	0.0081667565092	0.00281169290646
0.19752188	0.0083444953654	0.00268170034232
0.20058424	0.0086906305635	0.00257037067438
0.20364659	0.0079074378675	0.00245283955596
0.20670896	0.0079809669627	0.00233931417138
0.2097713	0.0072303707393	0.00223869827125
0.21283367	0.0072351118149	0.00213295623978
0.21589601	0.0064892611558	0.00203798406526
0.21895838	0.00604001021	0.00194735728955
0.22202072	0.0060405047742	0.00185619727895
0.22508307	0.0053950088273	0.00176674057597
0.22814543	0.0055539958558	0.00168472585729
0.23120778	0.0045978578679	0.00159928847265
0.23427014	0.0045894087617	0.0015227716726
0.23733249	0.0041794817902	0.00144433382703
0.24039485	0.0039177426782	0.00137275688577
0.2434572	0.0041766180474	0.00129812499837
0.24651957	0.0041882363614	0.00123094130959
0.24958191	0.0036888756412	0.00118672561226
0.25264428	0.0036719218586	0.00113934727459
0.25570662	0.0037667916604	0.0010857020942
0.25876899	0.0035287070032	0.00103634156972
0.26183133	0.0031536506528	0.000986039667074
0.2648937	0.0035619212203	0.000930879146817
0.26795604	0.0036053678269	0.000865914840346
0.27101839	0.0032699162306	0.000808238782646
0.27408075	0.003209105339	0.000760177916926
0.2771431	0.0031150810086	0.000716616151807
0.28020546	0.0031443227796	0.000675394644942
0.28326781	0.0030622387298	0.000637921986882
0.28633018	0.0030778467801	0.000604672722549
0.28939252	0.002661730034	0.000576859224246
0.29245489	0.0027445502388	0.000551910712925
0.29551723	0.0025490183136	0.000526029389575
0.2985796	0.0024578654096	0.000504832235382
0.30164194	0.0026787412432	0.000490030325037
0.30470431	0.0024784377227	0.000474294369243
0.30776665	0.0023365286737	0.00046074750954
0.31082902	0.0023637281433	0.000451035523381
0.31389136	0.0021830645655	0.000443734101514
0.31695373	0.0025388369139	0.000438842013342
0.32001607	0.0025529039712	0.00043294014142
0.32307842	0.0020864843896	0.000433463123898
0.32614079	0.0024731573739	0.000433276701
0.32920313	0.0025658658602	0.000433553690217
0.3322655	0.0021899670388	0.000434853836934
0.33532784	0.0024985476789	0.000438593676623
0.33839021	0.0022332355678	0.000439312077319
0.34145255	0.0015660589054	0.000441725749576
0.34451492	0.0021986576573	0.000446377272403
0.34757726	0.0020775086478	0.000450186721609
0.35063963	0.0017998878127	0.000451131940143
0.35370197	0.0017425839028	0.000454620650058
0.35676434	0.0020435057088	0.000459028065445
0.35982668	0.0020318770133	0.000462353822035
0.36288905	0.0015959544226	0.00046378975233
0.3659514	0.0017323235653	0.000466007420133
0.36901374	0.0021467077839	0.000467711382918
0.37207611	0.002270479712	0.000468842871933
0.37513845	0.0022576142764	0.000471711308882
0.37820082	0.0023082892949	0.000469429777331
0.38126316	0.0017317026819	0.000468256888977
0.38432553	0.0020416234238	0.00046908792694
0.38738787	0.0016926173829	0.000472377731121
0.39045024	0.0015562932891	0.000483495994385
0.39351258	0.0022594102008	0.000487972845311
0.39657495	0.0020939901264	0.000495210437797
0.39963729	0.0014878721391	0.00049834141851
0.40269966	0.0017379084233	0.000498638557249
0.405762	0.001807782973	0.000497758652691
0.40882435	0.0021519365371	0.000498940781498
0.41188674	0.0017910941323	0.000500059118281
0.41494908	0.0014625610616	0.00049859908311
0.41801143	0.0019741963041	0.000496193785086
0.42107377	0.0017604027226	0.000496555590772
0.42413611	0.0019435720234	0.00049379366318
0.42719851	0.0017257352786	0.000490060449717
0.43026085	0.0015517382727	0.000482738905513
0.43332319	0.0015365298578	0.000479783858056
0.43638554	0.0020722472246	0.000474599427576
0.43944793	0.0018592340185	0.000473504333116
0.44251027	0.0016079367706	0.000465594382206
0.44557261	0.0017765486299	0.000461616925612
0.44863496	0.0015863890422	0.000457761085256
0.45169735	0.0011766602742	0.000455126723205
0.45475969	0.0014832707742	0.000447498997698
0.45782204	0.0015642341672	0.000445908435902
0.46088438	0.0017603737028	0.000437724594806
0.46394677	0.0017119280733	0.00043308381794
0.46700912	0.001980342365	0.000434295055098
0.47007146	0.0012878175751	0.000435331443954
0.4731338	0.001627423009	0.000436027694517
0.47619615	0.0013831612775	0.000431225479255
0.47925854	0.0015312642816	0.000431748909724
0.48232088	0.0018207598506	0.000426990655755
0.48538322	0.0017331115321	0.0004118895244
0.48844557	0.0013967152319	0.000403002771595
0.49150796	0.0016766105779	0.000397442976985
0.4945703	0.0017065265193	0.000389069484739
0.49763265	0.0018788610472	0.000385683962395
0.50069499	0.0018280962801	0.000380096419896
0.50375738	0.0015243893031	0.000375689954968
0.50681973	0.001244271654	0.00036929556419
0.50988207	0.0015371124004	0.000366229808967
0.51294441	0.0018161388588	0.000365234097465
0.51600676	0.0020053539661	0.000362207236374
0.51906915	0.0015296122576	0.000359588273083
0.52213149	0.0016209646931	0.000355213583108
0.52519383	0.001376544109	0.000350057951874
0.52825618	0.0012521637171	0.000350506695996
0.53131857	0.001550918216	0.00034651105832
0.53438091	0.0016801429746	0.000345938226155
0.53744326	0.0016976251681	0.000341297563614
0.5405056	0.0013574879918	0.00034236476759
0.54356799	0.0015723773135	0.000342545501712
0.54663033	0.0019267882362	0.000339823087044
0.54969268	0.0019072393981	0.000340556743432
0.55275502	0.0014799599792	0.000336856790636
0.55581741	0.0015168829671	0.000335613333652
0.55887976	0.0013746535718	0.000332441672611
0.5619421	0.0018908493336	0.000332207739768
0.56500444	0.0017046670216	0.000331771447287
0.56806679	0.0019694804392	0.000330703717069
0.57112918	0.0013893425126	0.000331683402355
0.57419152	0.0013302284158	0.000331360263803
0.57725387	0.0017135658204	0.000329061333837
0.58031621	0.0012801228292	0.000330354315964
0.5833786	0.0010754874309	0.000329480336113
0.58644094	0.0015977106267	0.000331290698544
0.58950329	0.0018328196994	0.000330358362298
0.59256563	0.0015051695359	0.000328415395749
0.59562802	0.0014341339425	0.00032938532097
0.59869037	0.0014640400669	0.000332414221445
0.60175271	0.0014881925148	0.000332208817561
0.60481505	0.00117885154	0.000331660231893
0.60787745	0.0016412703179	0.000332541569458
0.61093979	0.0017408708147	0.000332359040176
0.61400213	0.0015297786684	0.000332574097379
0.61706448	0.0016450824437	0.000333428463985
0.62012682	0.0020025301114	0.000338866893051
0.62318921	0.0012512173464	0.00034462708432
0.62625155	0.0015871827758	0.000346299387999
0.6293139	0.0017956429469	0.000351122576833
0.63237624	0.0015194861586	0.000354888725601
0.63543863	0.0017163313951	0.000360951236833
0.63850098	0.001312336826	0.00036364086001
0.64156332	0.0021032619563	0.000367297468373
0.64462566	0.001525484062	0.00036891248471
0.64768806	0.0012764446671	0.000372145002113
0.6507504	0.0017575175919	0.000377282414058
0.65381274	0.0016300397627	0.000380565567294
0.65687509	0.0018739196738	0.000385829460539
0.65993748	0.0021416449847	0.000389807171377
0.66299982	0.0018387118061	0.000390668050685
0.66606216	0.0020105901683	0.000389730956134
0.66912451	0.0016641433417	0.000387312053072
0.67218685	0.0017195943851	0.000387526109784
0.67524924	0.0015555734729	0.000386966829644
0.67831159	0.002038589037	0.000386359772231
0.68137393	0.0014506287124	0.000391128625423
0.68443627	0.0014629836454	0.000409764955331
0.68749866	0.0016321085337	0.000415908216506
0.69056101	0.0012925886992	0.000419160508092
0.69362335	0.001910583673	0.0004260187288
0.6966857	0.0018391827111	0.000437484260188
0.69974809	0.0018900210808	0.000442486610282
0.70281043	0.0013555344195	0.00044927774004
0.70587277	0.0017690059105	0.000454775499582
0.70893512	0.0014278908856	0.000460558621091
0.71199746	0.0013825487779	0.000467591040854
0.71505985	0.0017353716476	0.000476149531988
0.7181222	0.0019011548689	0.000481347396369
0.72118454	0.002021631372	0.000490001739083
0.72424688	0.0015769953141	0.000490316583317
0.72730927	0.0019333252654	0.000501541196642
0.73037162	0.0012775118271	0.000512183984222
0.73343396	0.0015730076135	0.000516577637157
0.73649631	0.0021039751611	0.000533114796662
0.7395587	0.001643577299	0.000531653773127
0.74262104	0.0019739100439	0.000545005126548
0.74568338	0.0004799666781	0.00055489910948
#0.74874573	0.0017751652557	0.000562869856353
#0.75180812	0.0006816385707	0.00055843876066
#0.75487046	0.0011792029988	0.000570079379672
#0.75793281	0.0018496650926	0.000576628795186
#0.76099515	0.0007521472295	0.000603805832533
#0.76405749	0.0008832183613	0.000624873291917
#0.76711988	0.0015406165718	0.000646929592597
#0.77324457	6.1277728396e-05	0.000618443755382
