#Loaded raw file: ES_S14_30K_730mT_ZFC_reduced_in_x_ai_dd_qz_I.xy
#Loaded data range: 0.005 .. inf
#Divided data by: 3.5333221082
#Performed footprint correction
#Beamwidth: 1.0
#Samplelength: 14.0
#Wavelength: 5.1386
#q / A-1 	 I / a.u. 	 sI / a.u. 
0.00507734505523	0.956694306196	0.00886634756764
0.00592356766726	1.0	0.0120847867974
0.00676978955753	0.997090482363	0.0098658376689
0.00761601062293	0.968137946299	0.00966542469646
0.00846223076033	0.988872604703	0.00955767415328
0.00930844986663	0.975621514811	0.00942702759335
0.0101546678387	0.903378371089	0.00646039371145
0.0110008845735	0.736617063943	0.00586008301668
0.0118894107006	0.559248954893	0.00532234993566
0.012651003257	0.407169421134	0.00374090669581
0.0135818369007	0.261088540236	0.00323227452873
0.0143434265804	0.171182992471	0.00197701522073
0.0152742564811	0.0944016437396	0.00133187524097
0.0160358429129	0.0494315925309	0.000997632306782
0.0169666686171	0.0250768077213	0.000606358245472
0.0177282514298	0.0132784487198	0.000590070014718
0.0186590724837	0.00692267282407	0.000393980477035
0.0194206513061	0.00621864587101	0.000433006392506
0.0203091575043	0.00541293631258	0.000409437737524
0.0211553513489	0.00692403598583	0.000341415912355
0.0220015426157	0.0069924491048	0.000373224620757
0.0228477312017	0.00738227871141	0.000430373465602
0.0236939170038	0.00649107477579	0.00026352405988
0.0245400999189	0.00525661676651	0.000277201701798
0.0253862798438	0.00391715545915	0.000165548304805
0.0262324566755	0.00364904559275	0.000215935447643
0.0270786303108	0.00278299232015	0.000182787742694
0.0279248006467	0.00190449131569	0.000146477046378
0.02877096758	0.000947943059679	0.000101689087792
0.0296171310077	0.000960018943702	9.88600991523e-05
0.0304632908267	0.000508129596368	7.02361862954e-05
0.0313094469337	0.000345695509179	5.74452039896e-05
0.0321555992258	0.000269319649202	4.87125052167e-05
0.0330017475999	0.000357194307193	5.49936611762e-05
0.0338478919527	0.000371688587947	5.46996841774e-05
0.0346940321814	0.000655317351286	6.9259785353e-05
0.0355401681826	0.000572262580954	6.34637803404e-05
0.0363862998534	0.000712224453494	6.86865213125e-05
0.0372324270906	0.000683001771212	6.71961285363e-05
0.0380785497912	0.000671306585008	6.35020126562e-05
0.038924667852	0.000577264589085	5.82868000842e-05
0.03977078117	0.000529491096078	5.45255305658e-05
0.040616889642	0.000401794332407	4.66087711161e-05
0.041462993165	0.000334709510168	4.17333029696e-05
0.0423090916358	0.00022056426689	3.34973496157e-05
0.0431551849514	0.000125755917352	2.43055225139e-05
0.0440012730087	0.000103259679629	2.22972615234e-05
0.0448473557045	7.39776781183e-05	1.87865138759e-05
0.0456934329358	7.25015166926e-05	1.91058272138e-05
0.0465395045996	6.77972581355e-05	1.72170060363e-05
0.0474278737415	0.000133765842004	2.23673998618e-05
0.0481893279396	0.000142088260978	2.28834897794e-05
0.0490776851542	0.000199425499209	2.62909551043e-05
0.0499660357759	0.000251818544284	2.90928324365e-05
0.050727473828	0.000270061327519	2.96929736284e-05
0.0516581135296	0.0002726904922	2.91169462765e-05
0.0524195403539	0.000352198849217	3.21971782012e-05
0.0533501661057	0.000363309207803	3.13248388598e-05
0.054153882021	0.000265489613255	2.63783346155e-05
0.0549998923388	0.000260723004276	2.603049926e-05
0.0558458959549	0.000219857259832	2.27060450168e-05
0.0566918927665	0.000155450543504	1.89460375154e-05
0.0575378826703	0.000133172051152	1.71456106735e-05
0.0583838655633	9.91234639166e-05	1.45875400716e-05
0.0592298413424	0.000102097104664	1.44155617296e-05
