#Loading data from DD205_5_HYST_100OE_300K.DAT
#
#Found columns:
#Comment
#Time Stamp (sec)
#Temperature (K)
#Magnetic Field (Oe)
#Moment (emu)
#M. Std. Err. (emu)
#Transport Action
#Averaging Time (sec)
#Frequency (Hz)
#Peak Amplitude (mm)
#Center Position (mm)
#Coil Signal' (mV)
#Coil Signal" (mV)
#Range (mV)
#M. Quad. Signal (emu)
#M. Raw' (emu)
#M. Raw" (emu)
#Min. Temperature (K)
#Max. Temperature (K)
#Min. Field (Oe)
#Max. Field (Oe)
#Mass (grams)
#Motor Lag (deg)
#Pressure (Torr)
#VSM Status (code)
#Motor Status (code)
#Measure Status (code)
#Measure Count
#System Temp. (K)
#Temp. Status (code)
#Field Status (code)
#Chamber Status (code)
#Motor Current (amps)
#Motor Heatsink Temp. (C)
#Map 01
#Map 02
#Map 03
#Map 04
#Map 05
#Map 06
#Map 07
#Map 08
#Map 09
#Map 10
#Map 11
#Map 12
#Map 13
#Map 14
#Map 15
#Map 16
#
#Transformed data from column 'Moment (emu)' from emu to memu by multiplication with 1000.
#Transformed data from column 'Magnetic Field (Oe)' from Oe to Tesla by division with 10000.
#Loaded 8975 datapoints.
#Loading Magnetic Field (Oe) and Moment (emu)
#Running linear fit between B=(6.000750390625 .. 8.99995234375) with LM algorithm.
#[[Fit Statistics]]
#    # function evals   = 8
#    # data points      = 1791
#    # variables        = 2
#    chi-square         = 0.000
#    reduced chi-square = 0.000
#    Akaike info crit   = -27129.449
#    Bayesian info crit = -27118.468
#[[Variables]]
#    m:  -0.03777519 +/- 1.40e-05 (0.04%) (init=-0.03782475)
#    b:   0.07458125 +/- 0.000106 (0.14%) (init= 0.07474587)
#[[Correlations]] (unreported correlations are <  0.100)
#    C(m, b)                      = -0.993 
#Running linear fit between B=(-8.99939296875 .. -6.0002373046875) with LM algorithm.
#[[Fit Statistics]]
#    # function evals   = 8
#    # data points      = 1198
#    # variables        = 2
#    chi-square         = 0.000
#    reduced chi-square = 0.000
#    Akaike info crit   = -17882.890
#    Bayesian info crit = -17872.713
#[[Variables]]
#    m:  -0.03781492 +/- 1.91e-05 (0.05%) (init=-0.0377752)
#    b:  -0.07556762 +/- 0.000144 (0.19%) (init=-0.07458125)
#[[Correlations]] (unreported correlations are <  0.100)
#    C(m, b)                      =  0.993 
#Mean diamagnetic slope: -0.037791122089376745 +/- 1.1355958703816894e-05
#Exporting data to DD205_8_extracted.dat
#
#B / T	M / memu	T / K
3.1454636156559004e-05	0.00063870349034292	300.278259277344
0.0011256709754467	-0.0048166954838892405	300.301361083984
0.0044668212890625	0.00558728517924013	300.303939819336
0.00920217819213867	0.010304185702731101	300.307006835937
0.0141956157684326	0.015629999816132098	300.308471679687
0.019449940490722697	0.0197053289975784	300.31005859375
0.024446945190429697	0.0221440824402157	300.312606811523
0.0291896499633789	0.023620347128463597	300.315444946289
0.034185385131835895	0.0262148070018326	300.318023681641
0.0394336074829102	0.0274736402660043	300.320220947266
0.0444305877685547	0.0286717855572348	300.321838378906
0.049174652099609396	0.0296365792276037	300.323928833008
0.054171875	0.0310477321144587	300.326965332031
0.059174377441406203	0.031797150383737205	300.329498291016
0.0641633819580078	0.031873373764986196	300.331497192383
0.0691534973144531	0.032062841174314204	300.333114624023
0.07415478515625	0.0336087736675633	300.335342407227
0.07914241027832031	0.0331618319781248	300.337921142578
0.0841371185302734	0.0335954284594499	300.339385986328
0.0891364990234375	0.0343163740994118	300.341003417969
0.0941273101806641	0.0347148756854384	300.343322753906
0.0991313018798828	0.034827610640669596	300.345062255859
0.10413678588867199	0.0352582692173076	300.346755981445
0.10912318725585901	0.035730678522052695	300.349060058594
0.11411572265625	0.0362448170157872	300.350891113281
0.11911564331054698	0.0368305905075325	300.352676391602
0.124108441162109	0.036485197888736096	300.35514831543
0.129354290771484	0.037605226770006404	300.357116699219
0.134344848632812	0.0369999874712319	300.358001708984
0.139348254394531	0.0371014786453731	300.358764648438
0.144344384765625	0.037517746834145896	300.36100769043
0.149080450439453	0.037998249901644604	300.362670898438
0.154071337890625	0.0372117278588096	300.364898681641
0.159068676757813	0.037883452373498	300.366882324219
0.164326104736328	0.0386025339433217	300.368240356445
0.169322344970703	0.0385554187607272	300.37028503418
0.17408746948242199	0.0384848622319607	300.372192382812
0.179115148925781	0.0393105317872334	300.374542236328
0.184355322265625	0.0393573289767541	300.375671386719
0.18935639038085902	0.038988932790568295	300.377075195313
0.19411103515625	0.0389758736075944	300.378387451172
0.199344586181641	0.0394742938966041	300.379211425781
0.204596392822266	0.0402612701330579	300.380737304687
0.209587548828125	0.039255199393894095	300.382202148438
0.214333911132813	0.0398913311908793	300.384094238281
0.21907283935546898	0.039995626226209	300.386260986328
0.22404986572265603	0.0391604773112877	300.387268066406
0.22905938720703103	0.0399808017981067	300.38818359375
0.23406817626953103	0.0405982933097165	300.389907836914
0.239313842773438	0.0397989461046769	300.391723632812
