#PNR generated at 2019-01-16 15:38:59.784524
#[[Parameters]]
#i0	1.0
#bg	1.3999999999999998e-07
#roughnessSubstrate	20.041031505537347
#roughnessSpacer	23.527612662946385
#roughnessShellCube1	14.57008761856568
#roughnessCubeShell1	22.31642583659761
#roughnessShellPMMA	0.0
#roughnessPMMAShell	0.0
#roughnessShellCube2	14.57008761856568
#roughnessCubeShell2	22.31642583659761
#roughnessShellAir	0
#a	93.84
#packingDensity1	0.506358957399347
#packingDensity2	0.506358957399347
#sldSubstrate	2.079e-06
#sldCore	6.194e-06
#sldSpacer	4.186e-06
#sldShellLower	7.8e-08
#sldShellTop	7.8e-08
#sldPMMA	1.059e-06
#thicknessSpacer	24.25716072643032
#thicknessShell1Lower	36.60100058114454
#thicknessShell1Top	39.6
#thicknessPMMA	124.0
#thicknessShell2Lower	36.60100058114454
#thicknessShell2Top	0
#magSldCore1	9.199999999999997e-07
#magSldCore2	-9.200000000000001e-07
#polarization_p	1
#polarizationEfficiency	0.98
#gamma	0
#dTheta	0.0003
#wavelength	5
#dWavelength	0.025
#polarization_m	-1
#
#[[Data]]
#z	rho_nuc	rho_mag
341.50742168105063	5.938834467088418e-07	-8.33937953219682e-08
344.2636061689727	7.601625293525441e-07	-1.0840634535993518e-07
347.0197906568948	9.509831853136517e-07	-1.3711056437305144e-07
349.775975144817	1.1622915180986175e-06	-1.6889664451729087e-07
352.53215963273914	1.3880842761802114e-06	-2.0286154599457446e-07
355.2883441206613	1.6208950836567522e-06	-2.3788213835533602e-07
358.04452860858345	1.8525233781363593e-06	-2.7272485106319055e-07
360.8007130965055	2.0748887948957742e-06	-3.061741943298128e-07
363.55689758442765	2.28086382651967e-06	-3.371580120364812e-07
366.3130820723498	2.4649426617940857e-06	-3.648480919011743e-07
369.06926656027196	2.6236426158714502e-06	-3.8872055065708913e-07
371.8254510481941	2.7555949490394287e-06	-4.0856949547634034e-07
374.58163553611627	2.861346763032223e-06	-4.2447722419991305e-07
377.3378200240384	2.942947912333636e-06	-4.367520864231472e-07
380.09400451196046	3.0034249774086106e-06	-4.4584935585888567e-07
382.8501889998826	3.046245315294628e-06	-4.5229061008634413e-07
385.6063734878048	3.0748530613521902e-06	-4.565939335613208e-07
388.36255797572693	3.092325708242121e-06	-4.592222584695511e-07
391.1187424636491	3.1011654455919748e-06	-4.605519769721452e-07
393.87492695157124	3.1032122061213093e-06	-4.6085986115903005e-07
396.6311114394934	3.099649476465944e-06	-4.603239371428534e-07
399.38729592741544	3.091069359786089e-06	-4.5903327210925853e-07
402.1434804153376	3.077567243243132e-06	-4.5700221468291445e-07
404.89966490325975	3.0588447535692255e-06	-4.5418588203085525e-07
407.6558493911819	3.0343088707957808e-06	-4.504950690564325e-07
410.41203387910406	3.003162681069835e-06	-4.458098999021045e-07
413.1682183670262	2.964488184104763e-06	-4.399922842696869e-07
415.92440285494826	2.917323785749151e-06	-4.32897574248895e-07
418.6805873428704	2.860739176017973e-06	-4.243858278537538e-07
421.43677183079257	2.7939090121948325e-06	-4.143328928116855e-07
424.1929563187147	2.7161849478933856e-06	-4.026412415433188e-07
426.9491408066369	2.6271636626322433e-06	-3.89250204519079e-07
429.70532529455903	2.526747058400414e-06	-3.741450253344349e-07
432.4615097824812	2.415189945086441e-06	-3.573640337960347e-07
435.21769427040323	2.2931304523128407e-06	-3.39003220625382e-07
437.9738787583254	2.1615990928609585e-06	-3.192176008255567e-07
440.73006324624754	2.0220037822345445e-06	-2.9821896024735185e-07
443.4862477341697	1.8760900275403292e-06	-2.762698669970775e-07
446.24243222209185	1.7258777063941986e-06	-2.536741613962861e-07
448.998616710014	1.534082089614038e-06	-2.3076447391185663e-07
451.75480119793616	1.3820007221541595e-06	-2.0788761680540014e-07
454.5109856858582	1.2324332540217897e-06	-1.8538891329300963e-07
457.26717017378036	1.087562001859522e-06	-1.6359663860542192e-07
460.0233546617025	9.493609895685754e-07	-1.4280773551391255e-07
462.77953914962467	8.195163060043642e-07	-1.2327583412753686e-07
465.5357236375468	6.993670578318221e-07	-1.0520236971963314e-07
468.291908125469	5.898701439636708e-07	-8.873128391866861e-08
471.04809261339113	4.915898073808641e-07	-7.39474530396329e-08
473.8042771013132	4.047107050638923e-07	-6.08786541299511e-08
476.56046158923533	3.2907132746597666e-07	-4.9500592097563574e-08
479.3166460771575	2.6421318618481033e-07	-3.974429877207745e-08
482.07283056507964	2.094403816848475e-07	-3.1505093386209897e-08
484.8290150530018	1.6388398305724686e-07	-2.465226690854603e-08
487.58519954092395	1.2656603858475968e-07	-1.9038710840088094e-08
490.341384028846	9.645886649591724e-08	-1.4509836032740976e-08
493.09756851676815	7.253639013508661e-08	-1.0911294788142524e-08
495.8537530046903	5.3815511893838866e-08	-8.09520453602547e-09
498.60993749261246	3.938671183060945e-08	-5.924750635081919e-09
501.3661219805346	2.8434089278092127e-08	-4.2772011340492046e-09
504.12230646845677	2.0245861173098317e-08	-3.0454859841809198e-09
506.8784909563789	1.4216856151763993e-08	-2.138572213803609e-09
509.63467544430097	9.844804779033649e-09	-1.480905885662346e-09
512.3908599322231	6.7222593830745865e-09	-1.0111966370877625e-09
515.1470444201452	4.525835512668611e-09	-6.807993249926883e-10
517.9032289080674	3.004211217423851e-09	-4.519088162246849e-10
520.6594133959895	1.9660074675762272e-09	-2.9573689832736997e-10
523.4155978839117	1.2683509948358961e-09	-1.9079184356594982e-10
526.1717823718338	8.066247795471137e-10	-1.2133662478474287e-10
528.927966859756	5.05663029613562e-10	-7.606441910475616e-11
531.6841513476782	3.1245644048802564e-10	-4.7001295822263874e-11
534.4403358356003	1.9029998636389457e-10	-2.862589722935985e-11
537.1965203235225	1.1423325574460653e-10	-1.7183550569848892e-11
539.9527048114446	6.758268885719092e-11	-1.0166133706458293e-11
542.7088892993668	3.940515781577533e-11	-5.927525374521569e-12
545.4650737872889	2.264288988906028e-11	-3.4060593031263042e-12
548.2212582752109	1.282209947852488e-11	-1.928765781582273e-12
550.977442763133	7.155220683099823e-12	-1.0763248902193058e-12
553.7336272510552	3.934706508867782e-12	-5.918786769597598e-13
556.4898117389773	2.1321441052765885e-12	-3.2072802105558406e-13
559.2459962268995	1.1384809245340937e-12	-1.712561234253373e-13
562.0021807148216	5.990052397812458e-13	-9.01054317879686e-14
564.7583652027438	3.1054342451522325e-13	-4.671353018665945e-14
567.514549690666	1.5863265549670566e-13	-2.3862335369093075e-14
570.2707341785881	7.984239104990654e-14	-1.2010300811201484e-14
573.0269186665103	3.959476124619347e-14	-5.956046529219871e-15
575.7831031544324	1.9346310316587914e-14	-2.910170949216301e-15
578.5392876423546	9.313397332839753e-15	-1.400968883715208e-15
581.2954721302767	4.417345727384924e-15	-6.644797182477839e-16
584.0516566181986	2.0642001084859636e-15	-3.1050756126596796e-16
586.8078411061208	9.503289129569828e-16	-1.4295332699163464e-16
589.564025594043	4.3104435321441966e-16	-6.483994859584306e-17
592.3202100819651	1.9261558999064842e-16	-2.897424426849104e-17
595.0763945698873	8.47963426181749e-17	-1.2755469152702509e-17
597.8325790578094	3.677677428890773e-17	-5.532130997195446e-18
600.5887635457316	1.5713182473061418e-17	-2.3636983788723285e-18
603.3449480336537	6.614354553655723e-18	-9.94999015227786e-19
606.1011325215759	2.7429904682299436e-18	-4.1261092443125105e-19
608.857317009498	1.1204988577643313e-18	-1.6855955650360577e-19
611.6135014974202	4.509193129598069e-19	-6.786851489875081e-20
614.3696859853424	1.785982204175493e-19	-2.6893296075324036e-20
617.1258704732645	6.975448669537172e-20	-1.0482032722271967e-20
619.8820549611867	2.65558063854024e-20	-4.0234064994579266e-21
622.6382394491086	1.0038663913943544e-20	-1.5352472168984194e-21
625.3944239370308	3.685916809536291e-21	-5.823351512373315e-22
628.1506084249529	1.1448179677733903e-21	-2.117582368135751e-22
630.9067929128751	7.213014941462401e-22	-1.0587911840678754e-22
633.6629774007972	-1.257314531080602e-22	0.0
636.4191618887194	-1.257314531080602e-22	0.0
