#File generated by ModelExp v0.6.7
#Generated at 2018-12-31 00:44:23.733661

#[[Data]] m
#r / nm	SLD / 1e-6 A-2	SLDmag / 1-6 A-2
-8.110257876384336	2.079039227748722	0.0
-7.99103937510164	2.079050808429941	0.0
-7.871820873818945	2.0790655546406676	0.0
-7.752602372536248	2.0790842576618846	0.0
-7.633383871253552	2.0791078861361627	0.0
-7.514165369970856	2.0791376205183	0.0
-7.3949468686881605	2.079174892926311	0.0
-7.275728367405463	2.0792214329419036	0.0
-7.156509866122766	2.0792793198970454	0.0
-7.037291364840071	2.079351042150833	0.0
-6.9180728635573745	2.0794395638042733	0.0
-6.798854362274679	2.0795483992154833	0.0
-6.679635860991982	2.0796816955597213	0.0
-6.5604173597092865	2.0798443235231825	0.0
-6.44119885842659	2.0800419760227102	0.0
-6.321980357143894	2.0802812746018176	0.0
-6.202761855861198	2.080569882864231	0.0
-6.083543354578501	2.080916625967772	0.0
-5.964324853295805	2.08133161481388	0.0
-5.845106352013109	2.081826373132977	0.0
-5.725887850730413	2.0824139651870115	0.0
-5.606669349447716	2.0831091212940147	0.0
-5.48745084816502	2.0839283578342354	0.0
-5.3682323468823245	2.0848900878350882	0.0
-5.249013845599628	2.086014717667439	0.0
-5.129795344316932	2.08732472483651	0.0
-5.010576843034236	2.0888447113374546	0.0
-4.891358341751539	2.090601426591953	0.0
-4.772139840468843	2.092623753613485	0.0
-4.652921339186147	2.0949426517927163	0.0
-4.5337028379034505	2.0975910495788503	0.0
-4.414484336620754	2.1006036803862047	0.0
-4.295265835338059	2.1040168553048857	0.0
-4.1760473340553625	2.1078681666651145	0.0
-4.056828832772666	2.112196117217918	0.0
-3.93761033148997	2.117039670666785	0.0
-3.818391830207274	2.1224377205254465	0.0
-3.6991733289245774	2.12842847578839	0.0
-3.579954827641881	2.135048763676302	0.0
-3.460736326359185	2.1423332517417144	0.0
-3.341517825076489	2.1503135938632516	0.0
-3.2222993237937927	2.1590175070816215	0.0
-3.103080822511097	2.168467788787182	0.0
-2.9838623212284006	2.178681286397266	0.0
-2.864643819945704	2.1896678342913964	0.0
-2.7454253186630075	2.2014291753256794	0.0
-2.6262068173803117	2.213957886639229	0.0
-2.5069883160976154	2.22723633160677	0.0
-2.387769814814919	2.2412356615926243	0.0
-2.2685513135322233	2.255914892534256	0.0
-2.149332812249527	2.271220082246098	0.0
-2.030114310966831	2.287083634613052	0.0
-1.9108958096841349	2.3034237564769247	0.0
-1.7916773084014381	2.320144091963286	0.0
-1.6724588071187427	2.337133557224577	0.0
-1.5532403058360458	2.3542663960833745	0.0
-1.434021804553349	2.3714024738662465	0.0
-1.3148033032706536	2.3883878228673923	0.0
-1.1955848019879567	2.405055448440614	0.0
-1.0763663007052613	2.421226399781437	0.0
-0.9571477994225646	2.4367111041442566	0.0
-0.8379292981398692	2.451310957678782	0.0
-0.7187107968571723	2.4648201604193374	0.0
-0.5994922955744769	2.477027777385762	0.0
-0.48027379429178013	2.487720002429444	0.0
-0.3610552930090833	2.4966825965575516	0.0
-0.2418367917263879	2.503703468163294	0.0
-0.12261829044369107	2.5085753590388435	0.0
-0.003399789160995681	2.511098597390701	0.0
0.11581871212170114	2.511083877429542	0.0
0.23503721340439654	2.5083550245503012	0.0
0.3542557146870934	2.5027517056972908	0.0
0.4734742159697888	2.4941320462229943	0.0
0.5926927172524856	2.482375117348755	0.0
0.7119112185351824	2.4673832621196277	0.0
0.8311297198178778	2.4490842323598576	0.0
0.9503482211005746	2.4274331143725507	0.0
1.06956672238327	2.402414026730632	0.0
1.1887852236659668	2.374041579176685	0.0
1.3080037249486622	2.3423620870536044	0.0
1.427222226231359	2.3074545404732163	0.0
1.546440727514056	2.2694313312398786	0.0
1.6656592287967513	2.2284387430420276	0.0
1.784877730079448	2.18465721130967	0.0
1.9040962313621435	2.1383013581806063	0.0
2.0233147326448404	2.0896198050885992	0.0
2.142533233927536	2.0388947605706673	0.0
2.2617517352102325	1.9864413741218747	0.0
2.3809702364929293	1.9326068386032942	0.0
2.5001887377756247	1.8777692143062692	0.0
2.6194072390583214	1.8223359379437967	0.0
2.738625740341017	1.7667419703902776	0.0
2.857844241623714	1.7114475288706126	0.0
2.9770627429064094	1.6569353435454053	0.0
3.096281244189106	1.6037073761165697	0.0
3.2154997454718015	1.5522809402079125	0.0
3.3347182467544982	1.5031841707483826	0.0
3.453936748037195	1.4569508030701948	0.0
3.5731552493198904	1.414114242286442	0.0
3.692373750602587	1.3752009296961931	0.0
3.8115922518852825	1.3407230449842555	0.0
3.9308107531679797	1.3111706198465887	0.0
4.050029254450675	1.2870031788867689	0.0
4.169247755733371	1.2686410652315843	0.0
4.288466257016067	1.2564566489487232	0.0
4.407684758298764	1.2507656533838745	0.0
4.526903259581461	1.2518188652135942	0.0
4.6461217608641565	1.2597945156406805	0.0
4.765340262146852	1.2747916303098188	0.0
4.884558763429548	1.2968246422290695	0.0
5.003777264712245	1.3258195439391853	0.0
5.122995765994942	1.3616118218842481	0.0
5.242214267277639	1.4039463678342337	0.0
5.3614327685603325	1.4524795006971412	0.0
5.48065126984303	1.5067831594916363	0.0
5.599869771125727	1.5663512478442199	0.0
5.719088272408423	1.6306080260319296	0.0
5.838306773691118	1.6989183626790636	0.0
5.957525274973814	1.7705995792884845	0.0
6.076743776256511	1.8449345512848707	0.0
6.195962277539207	1.921185673190339	0.0
6.3151807788219045	1.9986092562616917	0.0
6.434399280104598	2.076469906772272	0.0
6.553617781387295	2.1540544333847707	0.0
6.6728362826699925	2.2306848527908016	0.0
6.792054783952689	2.305730102830423	0.0
6.911273285235383	2.378616129358802	0.0
7.03049178651808	2.4488340839378853	0.0
7.149710287800777	2.5159464499989044	0.0
7.268928789083473	2.579591000988727	0.0
7.38814729036617	2.6394825805649154	0.0
7.507365791648864	2.6954127776762635	0.0
7.626584292931561	2.747247644322525	0.0
7.745802794214258	2.794923667562784	0.0
7.8650212954969545	2.8384422574155552	0.0
7.984239796779649	2.8778630470974274	0.0
8.103458298062346	2.913296321000016	0.0
8.222676799345042	2.9448948892744413	0.0
8.341895300627739	2.9728457170938722	0.0
8.461113801910436	2.997361593509193	0.0
8.58033230319313	3.0186730917227695	0.0
8.699550804475827	3.037021032310511	0.0
8.818769305758524	3.052649616257579	0.0
8.937987807041221	3.0658003483892355	0.0
9.057206308323915	3.076706826382321	0.0
9.176424809606612	3.085590428172695	0.0
9.295643310889307	3.0926568929140412	0.0
9.414861812172004	3.0980937588837745	0.0
9.534080313454702	3.1020685965630324	0.0
9.653298814737395	3.104727956763876	0.0
9.772517316020092	3.1061969419509823	0.0
9.89173581730279	3.1065793032865012	0.0
10.010954318585487	3.105957965645854	0.0
10.130172819868182	3.1043958869787858	0.0
10.249391321150878	3.1019371659169286	0.0
10.368609822433573	3.0986083214453246	0.0
10.48782832371627	3.094419679807227	0.0
10.607046824998967	3.089366815747306	0.0
10.726265326281661	3.0834320069991037	0.0
10.845483827564358	3.0765856720170075	0.0
10.964702328847055	3.068787770920806	0.0
11.083920830129752	3.0599891581855023	0.0
11.203139331412448	3.0501328826229024	0.0
11.322357832695143	3.0391554356264305	0.0
11.441576333977839	3.0269879525363916	0.0
11.560794835260536	3.0135573744446256	0.0
11.680013336543233	2.998787578955019	0.0
11.799231837825927	2.9826004885363018	0.0
11.918450339108624	2.9649171643427814	0.0
12.037668840391321	2.945658891934119	0.0
12.156887341674018	2.9247482633831168	0.0
12.276105842956714	2.9021102579924314	0.0
12.395324344239409	2.877673321399108	0.0
12.514542845522104	2.8513704403626603	0.0
12.633761346804802	2.823140208119913	0.0
12.752979848087499	2.792927872941634	0.0
12.872198349370194	2.7606863605181076	0.0
12.991416850652888	2.7263772590933963	0.0
13.110635351935588	2.689971754908012	0.0
13.229853853218282	2.6514515045310025	0.0
13.349072354500981	2.610809430088272	0.0
13.468290855783675	2.5680504232373367	0.0
13.58750935706637	2.523191944002612	0.0
13.706727858349069	2.4762645012645645	0.0
13.825946359631763	2.427312002775522	0.0
13.945164860914463	2.376391964031746	0.0
14.064383362197157	2.3235755671341938	0.0
14.18360186347985	2.2689475628795086	0.0
14.30282036476255	2.212606011692059	0.0
14.422038866045245	2.1546618615835955	0.0
14.541257367327939	2.0952383640506196	0.0
14.660475868610638	2.0344703316278028	0.0
14.779694369893331	1.972503243642063	0.0
14.898912871176032	1.9094922094887763	0.0
15.018131372458726	1.8456008014116634	0.0
15.13734987374142	1.7809997712452852	0.0
15.25656837502412	1.7158656678128423	0.0
15.375786876306814	1.6503793736052799	0.0
15.495005377589512	1.5847245809521322	0.0
15.614223878872206	1.5190862290896174	0.0
15.733442380154901	1.4536489243061326	0.0
15.8526608814376	1.388595365680442	0.0
15.971879382720294	1.3241047988138144	0.0
16.091097884002995	1.2603515193977004	0.0
16.210316385285687	1.1975034474673982	0.0
16.329534886568382	1.1357207917942087	0.0
16.44875338785108	1.0751548221001936	0.0
16.567971889133776	1.0159467646842701	0.0
16.68719039041647	0.9582268346789341	0.0
16.80640889169917	0.9021134155713586	0.0
16.925627392981863	0.8477123938836936	0.0
17.04484589426456	0.7951166540802592	0.0
17.164064395547257	0.744405735920025	0.0
17.283282896829952	0.6956456536654326	0.0
17.40250139811265	0.6488888738554791	0.0
17.521719899395343	0.6041744458083564	0.0
17.64093840067804	0.5615282766881313	0.0
17.760156901960737	0.5209635408945734	0.0
17.879375403243433	0.4824812117504894	0.0
17.998593904526132	0.44607070199365334	0.0
18.117812405808827	0.41171059844812513	0.0
18.23703090709152	0.3793694754603386	0.0
18.356249408374218	0.34900677123857354	0.0
18.475467909656913	0.32057371112058425	0.0
18.594686410939612	0.2940142619966356	0.0
18.713904912222308	0.2692661026100507	0.0
18.833123413505	0.246261595214945	0.0
18.952341914787702	0.2249287450572194	0.0
19.071560416070394	0.2051921353223419	0.0
19.19077891735309	0.1869738265225656	0.0
19.30999741863579	0.1701942107366312	0.0
19.429215919918484	0.15477281262638767	0.0
19.548434421201183	0.14062903069866803	0.0
19.667652922483875	0.12768281382063595	0.0
19.78687142376657	0.11585526949946018	0.0
19.90608992504927	0.10506920187318516	0.0
20.025308426331964	0.09524957870366592	0.0
20.144526927614663	0.08632392789383059	0.0
20.26374542889736	0.07822266515431792	0.0
20.38296393018005	0.07087935540722261	0.0
20.50218243146275	0.0642309113306764	0.0
20.621400932745445	0.05821773311445311	0.0
20.740619434028144	0.052783794015298875	0.0
20.85983793531084	0.04787667667573351	0.0
20.97905643659353	0.04344756540962432	0.0
21.098274937876234	0.03945119977172482	0.0
21.217493439158925	0.03584579472885511	0.0
21.33671194044162	0.03259293265055965	0.0
21.45593044172432	0.02965743215124905	0.0
21.575148943007015	0.027007198558390764	0.0
21.694367444289714	0.024613060466702003	0.0
21.813585945572406	0.0224485964805526	0.0
21.9328044468551	0.020489955859002082	0.0
22.0520229481378	0.018715676372369247	0.0
22.171241449420496	0.017106502266871722	0.0
22.290459950703195	0.015645204824436418	0.0
22.40967845198589	0.014316407606436946	0.0
22.528896953268582	0.013106418089767076	0.0
22.64811545455128	0.012003067046751385	0.0
22.767333955833976	0.010995556690987845	0.0
22.886552457116675	0.010074318312219525	0.0
23.00577095839937	0.009230879856393703	0.0
23.124989459682062	0.00845774367295205	0.0
23.244207960964765	0.007748274449875066	0.0
23.363426462247457	0.007096597187191576	0.0
23.482644963530156	0.0064975049200704255	0.0
23.60186346481285	0.005946375791216589	0.0
23.721081966095547	0.005439098986882122	0.0
23.840300467378245	0.004972008988746842	0.0
23.959518968660937	0.004541827552664259	0.0
24.078737469943633	0.004145612802099119	0.0
24.19795597122633	0.0037807148163542686	0.0
24.317174472509027	0.003444737098878048	0.0
24.436392973791726	0.0031355033266938243	0.0
24.55561147507442	0.002851028806045922	0.0
24.674829976357113	0.0025894960897698987	0.0
24.794048477639812	0.002349234246834803	0.0
24.913266978922508	0.0021287013124678	0.0
25.032485480205207	0.0019264694868557123	0.0
25.151703981487902	0.0017412126905643132	0.0
25.270922482770594	0.00157169612453734	0.0
25.390140984053296	0.0014167675211498526	0.0
25.509359485335988	0.0012753498096590068	0.0
25.628577986618687	0.001146434954170335	0.0
25.747796487901383	0.001029078754535964	0.0
25.867014989184078	0.0009223964303510572	0.0
25.986233490466777	0.0008255588351886159	0.0
26.10545199174947	0.0007377891725646777	0.0
26.224670493032164	0.0006583601067359458	0.0
26.343888994314863	0.0005865911805528177	0.0
26.46310749559756	0.0005218464692327412	0.0
26.582325996880257	0.0004635324133332117	0.0
26.701544498162953	0.00041109578651525233	0.0
26.820762999445645	0.0003640217640930553	0.0
26.939981500728344	0.0003218320670705641	0.0
27.05920000201104	0.0002840831635251908	0.0
27.178418503293738	0.000250364515032748	0.0
27.297637004576433	0.0002202968604507562	0.0
27.416855505859125	0.00019353053301586116	0.0
27.536074007141828	0.00016974380947266254	0.0

#[[Data]] p
#r / nm	SLD / 1e-6 A-2	SLDmag / 1-6 A-2
-8.110257876384336	2.079039227748722	0.0
-7.99103937510164	2.079050808429941	0.0
-7.871820873818945	2.0790655546406676	0.0
-7.752602372536248	2.0790842576618846	0.0
-7.633383871253552	2.0791078861361627	0.0
-7.514165369970856	2.0791376205183	0.0
-7.3949468686881605	2.079174892926311	0.0
-7.275728367405463	2.0792214329419036	0.0
-7.156509866122766	2.0792793198970454	0.0
-7.037291364840071	2.079351042150833	0.0
-6.9180728635573745	2.0794395638042733	0.0
-6.798854362274679	2.0795483992154833	0.0
-6.679635860991982	2.0796816955597213	0.0
-6.5604173597092865	2.0798443235231825	0.0
-6.44119885842659	2.0800419760227102	0.0
-6.321980357143894	2.0802812746018176	0.0
-6.202761855861198	2.080569882864231	0.0
-6.083543354578501	2.080916625967772	0.0
-5.964324853295805	2.08133161481388	0.0
-5.845106352013109	2.081826373132977	0.0
-5.725887850730413	2.0824139651870115	0.0
-5.606669349447716	2.0831091212940147	0.0
-5.48745084816502	2.0839283578342354	0.0
-5.3682323468823245	2.0848900878350882	0.0
-5.249013845599628	2.086014717667439	0.0
-5.129795344316932	2.08732472483651	0.0
-5.010576843034236	2.0888447113374546	0.0
-4.891358341751539	2.090601426591953	0.0
-4.772139840468843	2.092623753613485	0.0
-4.652921339186147	2.0949426517927163	0.0
-4.5337028379034505	2.0975910495788503	0.0
-4.414484336620754	2.1006036803862047	0.0
-4.295265835338059	2.1040168553048857	0.0
-4.1760473340553625	2.1078681666651145	0.0
-4.056828832772666	2.112196117217918	0.0
-3.93761033148997	2.117039670666785	0.0
-3.818391830207274	2.1224377205254465	0.0
-3.6991733289245774	2.12842847578839	0.0
-3.579954827641881	2.135048763676302	0.0
-3.460736326359185	2.1423332517417144	0.0
-3.341517825076489	2.1503135938632516	0.0
-3.2222993237937927	2.1590175070816215	0.0
-3.103080822511097	2.168467788787182	0.0
-2.9838623212284006	2.178681286397266	0.0
-2.864643819945704	2.1896678342913964	0.0
-2.7454253186630075	2.2014291753256794	0.0
-2.6262068173803117	2.213957886639229	0.0
-2.5069883160976154	2.22723633160677	0.0
-2.387769814814919	2.2412356615926243	0.0
-2.2685513135322233	2.255914892534256	0.0
-2.149332812249527	2.271220082246098	0.0
-2.030114310966831	2.287083634613052	0.0
-1.9108958096841349	2.3034237564769247	0.0
-1.7916773084014381	2.320144091963286	0.0
-1.6724588071187427	2.337133557224577	0.0
-1.5532403058360458	2.3542663960833745	0.0
-1.434021804553349	2.3714024738662465	0.0
-1.3148033032706536	2.3883878228673923	0.0
-1.1955848019879567	2.405055448440614	0.0
-1.0763663007052613	2.421226399781437	0.0
-0.9571477994225646	2.4367111041442566	0.0
-0.8379292981398692	2.451310957678782	0.0
-0.7187107968571723	2.4648201604193374	0.0
-0.5994922955744769	2.477027777385762	0.0
-0.48027379429178013	2.487720002429444	0.0
-0.3610552930090833	2.4966825965575516	0.0
-0.2418367917263879	2.503703468163294	0.0
-0.12261829044369107	2.5085753590388435	0.0
-0.003399789160995681	2.511098597390701	0.0
0.11581871212170114	2.511083877429542	0.0
0.23503721340439654	2.5083550245503012	0.0
0.3542557146870934	2.5027517056972908	0.0
0.4734742159697888	2.4941320462229943	0.0
0.5926927172524856	2.482375117348755	0.0
0.7119112185351824	2.4673832621196277	0.0
0.8311297198178778	2.4490842323598576	0.0
0.9503482211005746	2.4274331143725507	0.0
1.06956672238327	2.402414026730632	0.0
1.1887852236659668	2.374041579176685	0.0
1.3080037249486622	2.3423620870536044	0.0
1.427222226231359	2.3074545404732163	0.0
1.546440727514056	2.2694313312398786	0.0
1.6656592287967513	2.2284387430420276	0.0
1.784877730079448	2.18465721130967	0.0
1.9040962313621435	2.1383013581806063	0.0
2.0233147326448404	2.0896198050885992	0.0
2.142533233927536	2.0388947605706673	0.0
2.2617517352102325	1.9864413741218747	0.0
2.3809702364929293	1.9326068386032942	0.0
2.5001887377756247	1.8777692143062692	0.0
2.6194072390583214	1.8223359379437967	0.0
2.738625740341017	1.7667419703902776	0.0
2.857844241623714	1.7114475288706126	0.0
2.9770627429064094	1.6569353435454053	0.0
3.096281244189106	1.6037073761165697	0.0
3.2154997454718015	1.5522809402079125	0.0
3.3347182467544982	1.5031841707483826	0.0
3.453936748037195	1.4569508030701948	0.0
3.5731552493198904	1.414114242286442	0.0
3.692373750602587	1.3752009296961931	0.0
3.8115922518852825	1.3407230449842555	0.0
3.9308107531679797	1.3111706198465887	0.0
4.050029254450675	1.2870031788867689	0.0
4.169247755733371	1.2686410652315843	0.0
4.288466257016067	1.2564566489487232	0.0
4.407684758298764	1.2507656533838745	0.0
4.526903259581461	1.2518188652135942	0.0
4.6461217608641565	1.2597945156406805	0.0
4.765340262146852	1.2747916303098188	0.0
4.884558763429548	1.2968246422290695	0.0
5.003777264712245	1.3258195439391853	0.0
5.122995765994942	1.3616118218842481	0.0
5.242214267277639	1.4039463678342337	0.0
5.3614327685603325	1.4524795006971412	0.0
5.48065126984303	1.5067831594916363	0.0
5.599869771125727	1.5663512478442199	0.0
5.719088272408423	1.6306080260319296	0.0
5.838306773691118	1.6989183626790636	0.0
5.957525274973814	1.7705995792884845	0.0
6.076743776256511	1.8449345512848707	0.0
6.195962277539207	1.921185673190339	0.0
6.3151807788219045	1.9986092562616917	0.0
6.434399280104598	2.076469906772272	0.0
6.553617781387295	2.1540544333847707	0.0
6.6728362826699925	2.2306848527908016	0.0
6.792054783952689	2.305730102830423	0.0
6.911273285235383	2.378616129358802	0.0
7.03049178651808	2.4488340839378853	0.0
7.149710287800777	2.5159464499989044	0.0
7.268928789083473	2.579591000988727	0.0
7.38814729036617	2.6394825805649154	0.0
7.507365791648864	2.6954127776762635	0.0
7.626584292931561	2.747247644322525	0.0
7.745802794214258	2.794923667562784	0.0
7.8650212954969545	2.8384422574155552	0.0
7.984239796779649	2.8778630470974274	0.0
8.103458298062346	2.913296321000016	0.0
8.222676799345042	2.9448948892744413	0.0
8.341895300627739	2.9728457170938722	0.0
8.461113801910436	2.997361593509193	0.0
8.58033230319313	3.0186730917227695	0.0
8.699550804475827	3.037021032310511	0.0
8.818769305758524	3.052649616257579	0.0
8.937987807041221	3.0658003483892355	0.0
9.057206308323915	3.076706826382321	0.0
9.176424809606612	3.085590428172695	0.0
9.295643310889307	3.0926568929140412	0.0
9.414861812172004	3.0980937588837745	0.0
9.534080313454702	3.1020685965630324	0.0
9.653298814737395	3.104727956763876	0.0
9.772517316020092	3.1061969419509823	0.0
9.89173581730279	3.1065793032865012	0.0
10.010954318585487	3.105957965645854	0.0
10.130172819868182	3.1043958869787858	0.0
10.249391321150878	3.1019371659169286	0.0
10.368609822433573	3.0986083214453246	0.0
10.48782832371627	3.094419679807227	0.0
10.607046824998967	3.089366815747306	0.0
10.726265326281661	3.0834320069991037	0.0
10.845483827564358	3.0765856720170075	0.0
10.964702328847055	3.068787770920806	0.0
11.083920830129752	3.0599891581855023	0.0
11.203139331412448	3.0501328826229024	0.0
11.322357832695143	3.0391554356264305	0.0
11.441576333977839	3.0269879525363916	0.0
11.560794835260536	3.0135573744446256	0.0
11.680013336543233	2.998787578955019	0.0
11.799231837825927	2.9826004885363018	0.0
11.918450339108624	2.9649171643427814	0.0
12.037668840391321	2.945658891934119	0.0
12.156887341674018	2.9247482633831168	0.0
12.276105842956714	2.9021102579924314	0.0
12.395324344239409	2.877673321399108	0.0
12.514542845522104	2.8513704403626603	0.0
12.633761346804802	2.823140208119913	0.0
12.752979848087499	2.792927872941634	0.0
12.872198349370194	2.7606863605181076	0.0
12.991416850652888	2.7263772590933963	0.0
13.110635351935588	2.689971754908012	0.0
13.229853853218282	2.6514515045310025	0.0
13.349072354500981	2.610809430088272	0.0
13.468290855783675	2.5680504232373367	0.0
13.58750935706637	2.523191944002612	0.0
13.706727858349069	2.4762645012645645	0.0
13.825946359631763	2.427312002775522	0.0
13.945164860914463	2.376391964031746	0.0
14.064383362197157	2.3235755671341938	0.0
14.18360186347985	2.2689475628795086	0.0
14.30282036476255	2.212606011692059	0.0
14.422038866045245	2.1546618615835955	0.0
14.541257367327939	2.0952383640506196	0.0
14.660475868610638	2.0344703316278028	0.0
14.779694369893331	1.972503243642063	0.0
14.898912871176032	1.9094922094887763	0.0
15.018131372458726	1.8456008014116634	0.0
15.13734987374142	1.7809997712452852	0.0
15.25656837502412	1.7158656678128423	0.0
15.375786876306814	1.6503793736052799	0.0
15.495005377589512	1.5847245809521322	0.0
15.614223878872206	1.5190862290896174	0.0
15.733442380154901	1.4536489243061326	0.0
15.8526608814376	1.388595365680442	0.0
15.971879382720294	1.3241047988138144	0.0
16.091097884002995	1.2603515193977004	0.0
16.210316385285687	1.1975034474673982	0.0
16.329534886568382	1.1357207917942087	0.0
16.44875338785108	1.0751548221001936	0.0
16.567971889133776	1.0159467646842701	0.0
16.68719039041647	0.9582268346789341	0.0
16.80640889169917	0.9021134155713586	0.0
16.925627392981863	0.8477123938836936	0.0
17.04484589426456	0.7951166540802592	0.0
17.164064395547257	0.744405735920025	0.0
17.283282896829952	0.6956456536654326	0.0
17.40250139811265	0.6488888738554791	0.0
17.521719899395343	0.6041744458083564	0.0
17.64093840067804	0.5615282766881313	0.0
17.760156901960737	0.5209635408945734	0.0
17.879375403243433	0.4824812117504894	0.0
17.998593904526132	0.44607070199365334	0.0
18.117812405808827	0.41171059844812513	0.0
18.23703090709152	0.3793694754603386	0.0
18.356249408374218	0.34900677123857354	0.0
18.475467909656913	0.32057371112058425	0.0
18.594686410939612	0.2940142619966356	0.0
18.713904912222308	0.2692661026100507	0.0
18.833123413505	0.246261595214945	0.0
18.952341914787702	0.2249287450572194	0.0
19.071560416070394	0.2051921353223419	0.0
19.19077891735309	0.1869738265225656	0.0
19.30999741863579	0.1701942107366312	0.0
19.429215919918484	0.15477281262638767	0.0
19.548434421201183	0.14062903069866803	0.0
19.667652922483875	0.12768281382063595	0.0
19.78687142376657	0.11585526949946018	0.0
19.90608992504927	0.10506920187318516	0.0
20.025308426331964	0.09524957870366592	0.0
20.144526927614663	0.08632392789383059	0.0
20.26374542889736	0.07822266515431792	0.0
20.38296393018005	0.07087935540722261	0.0
20.50218243146275	0.0642309113306764	0.0
20.621400932745445	0.05821773311445311	0.0
20.740619434028144	0.052783794015298875	0.0
20.85983793531084	0.04787667667573351	0.0
20.97905643659353	0.04344756540962432	0.0
21.098274937876234	0.03945119977172482	0.0
21.217493439158925	0.03584579472885511	0.0
21.33671194044162	0.03259293265055965	0.0
21.45593044172432	0.02965743215124905	0.0
21.575148943007015	0.027007198558390764	0.0
21.694367444289714	0.024613060466702003	0.0
21.813585945572406	0.0224485964805526	0.0
21.9328044468551	0.020489955859002082	0.0
22.0520229481378	0.018715676372369247	0.0
22.171241449420496	0.017106502266871722	0.0
22.290459950703195	0.015645204824436418	0.0
22.40967845198589	0.014316407606436946	0.0
22.528896953268582	0.013106418089767076	0.0
22.64811545455128	0.012003067046751385	0.0
22.767333955833976	0.010995556690987845	0.0
22.886552457116675	0.010074318312219525	0.0
23.00577095839937	0.009230879856393703	0.0
23.124989459682062	0.00845774367295205	0.0
23.244207960964765	0.007748274449875066	0.0
23.363426462247457	0.007096597187191576	0.0
