#File generated by ModelExp v0.6.6
#Read datafile: ../../../data/footprint_corrected/ES_S17_30K_ZFC_7300Oe_reduced_in_x_ai_uu_masked_qz_I_fcorrected.xye
#Read datafile: ../../../data/footprint_corrected/ES_S17_30K_ZFC_7300Oe_reduced_in_x_ai_du_masked_qz_I_fcorrected.xye
#Started Fit at 2018-12-27 22:52:43.750874
#Finished Fit at 2018-12-27 22:52:43.975123
#[[Fit Statistics]]
#    # fitting method   = leastsq
#    # function evals   = 9
#    # data points      = 379
#    # variables        = 1
#    chi-square         = 16100.1340
#    reduced chi-square = 42.5929471
#    Akaike info crit   = 1422.88869
#    Bayesian info crit = 1426.82622
#[[Variables]]
#    i0:                      1 (fixed)
#    bg:                      1.991524e-06 (fixed)
#    roughness:               9.185407 (fixed)
#    roughnessSlope:          0 (fixed)
#    packingDensity1:         0.8562203 (fixed)
#    packingDensity2:         0.7312421 (fixed)
#    packingDensity3:         0.6558945 (fixed)
#    packingDensity4:         0.6482608 (fixed)
#    packingDensity5:         0.689336 (fixed)
#    packingDensity6:         0.6680603 (fixed)
#    packingDensity7:         0.6460491 (fixed)
#    packingDensity8:         0.6046271 (fixed)
#    packingDensity9:         0.5501931 (fixed)
#    packingDensity10:        0.4291909 (fixed)
#    packingDensity11:        0 (fixed)
#    layerDistance1:         -8.910443 (fixed)
#    layerDistance2:         -23.84106 (fixed)
#    layerDistance3:         -32.7 (fixed)
#    layerDistance4:         -34.2 (fixed)
#    layerDistance5:         -31.35853 (fixed)
#    layerDistance6:         -27.86385 (fixed)
#    layerDistance7:         -26.46565 (fixed)
#    layerDistance8:         -25.20717 (fixed)
#    layerDistance9:         -25.02415 (fixed)
#    layerDistance10:        -26.86636 (fixed)
#    layerDistance11:        -50 (fixed)
#    r:                       35.4 (fixed)
#    d:                       16.9 (fixed)
#    dSpacer:                 36.38959 (fixed)
#    sldCore:                 7e-06 (fixed)
#    sldShell:                7.8e-08 (fixed)
#    sldSubstrate:            2.072e-06 (fixed)
#    sldSpacer:               0 (fixed)
#    sldBackground:           0 (fixed)
#    magSldCore:              8.1000e-08 +/- 2.2300e-08 (27.53%) (init = 2.7e-08)
#    magSldShell:             3e-06 (fixed)
#    polarization_p:          1 (fixed)
#    polarizationEfficiency:  1 (fixed)
#    gamma:                   0 (fixed)
#    dTheta:                  0.0003 (fixed)
#    wavelength:              5.14 (fixed)
#    dWavelength:             0.0021 (fixed)
#    polarization_m:         -1 (fixed)

#[[Data]] p
#q / A-1	I / cm-1	sI / cm-1	Imodel / cm-1
0.00719290019978	0.9854687865021405	0.007765988299049534	1.0000019915244325
0.00761601062293	1.0018210357616142	0.0102581949168398	1.000001991524416
0.00803912081407	0.984344395606433	0.008718764838498438	1.000001991524408
0.00846223076033	0.9907779564082256	0.006011914693819206	0.996529589081008
0.00888534044881	1.0158384301719534	0.006929597283620099	0.9811864742237658
0.00930844986663	1.0020788073204983	0.008133066854971692	0.9323152973215921
0.0097315590009	0.9842903292231822	0.008058005363453108	0.8208927628453875
0.0101546678387	0.7739832267535331	0.008270441891924859	0.6393532896852171
0.0105777763672	0.3859758344779347	0.004116707620623161	0.428320379773933
0.0110008845735	0.06907724743408239	0.0022669565910737916	0.2535412244761779
0.0114239924447	0.062163628029608176	0.0018041918119891301	0.1500021606605609
0.0118470999679	0.07166264907600792	0.0012347452510691954	0.1042323777707357
0.0122702071302	0.07414581863789359	0.001413086167403792	0.08514955077381699
0.0126933139187	0.06508520708112596	0.0015013617654772895	0.07249629425177413
0.0131164203206	0.06547076968231659	0.0017101557373426074	0.06008477590887957
0.0135395263229	0.05044273749438596	0.0007282533912858822	0.04719373275006087
0.0139626319128	0.03902457496864216	0.0007457067578736482	0.035054449115057416
0.0143857370773	0.031106292274413704	0.0008499554935794334	0.024556346134427535
0.0148088418037	0.024341634102845455	0.0005416220944649633	0.016140562712033152
0.0152319460789	0.01456884198670196	0.0004302870031010053	0.009925419790165714
0.0156550498901	0.009393755759402775	0.00035403482856264035	0.005799631989037875
0.0160781532245	0.005634381322276287	0.0003272565431332229	0.003500038244576645
0.0165012560691	0.003498330614863539	0.0002945178806531919	0.002677630338869217
0.016924358411	0.0029454800426723373	0.00022857999502875733	0.002951468152650944
0.0173474602374	0.0026555500142722557	0.00025852615113300566	0.003949716915114769
0.0177705615354	0.00416110184850163	0.0002094964256544508	0.0053380239514464025
0.018193662292	0.005417021489539899	0.0002908003938860604	0.00683656162946823
0.0186167624945	0.006758483553446206	0.00017407699486638196	0.0082277908393999
0.0190398621298	0.008769022007810198	0.0002424870088781521	0.009357242773919099
0.0194629611851	0.008782066763706483	0.00027656093088245626	0.010129477636779736
0.0198860596476	0.010953836193080248	0.0002938011490611976	0.010501022931006588
0.0203091575043	0.011752820754483006	0.00022978682939908156	0.010471670235125794
0.0207322547423	0.011499664384723303	0.0002752721191483558	0.010075117477510984
0.0211553513489	0.011349936621014611	0.0002120838493397558	0.009369632251313905
0.0215784473109	0.009373588587968978	0.0001978308917573397	0.008429190618475435
0.0220015426157	0.008749757982977883	0.00018296006516501433	0.007335401970182632
0.0224246372503	0.00827194751317042	0.00020813094605990468	0.006170440754454211
0.0228477312017	0.006437274474109447	0.000141120891232224	0.0050111461969034885
0.0232708244572	0.005345485548554595	0.00016156098514637083	0.003924402052237345
0.0236939170038	0.004055554495360993	0.00013358861034690132	0.002963857355460555
0.0241170088287	0.0031182541609787945	0.00010533321539338572	0.0021679909425800126
0.0245400999189	0.0023087435212386844	0.00010653512216260491	0.0015594584034208656
0.0249631902615	0.001744322792721126	0.00011025587144174442	0.0011455956323113724
0.0253862798438	0.0008326046222386238	7.436361632729888e-05	0.0009198957957405033
0.0258093686527	0.0008160472466572146	8.479145421139785e-05	0.0008642334540078355
0.0262324566755	0.0005773006182113635	6.696424266941026e-05	0.000951585752660139
0.0266555438991	0.0007513880938741593	8.070147254443948e-05	0.0011489979049159433
0.0270786303108	0.0008286620694863696	8.478546164043756e-05	0.0014205572727008472
0.0275017158976	0.0014269372304528806	8.036576321148515e-05	0.0017301733253925083
0.0279248006467	0.0019611936339237798	7.746673121809311e-05	0.002044004213923032
0.0283478845451	0.0020704327835913065	8.057944645734767e-05	0.0023324189061483223
0.02877096758	0.0024746556786160163	8.486245040648857e-05	0.002571431691982054
0.0291940497385	0.0028642342820338756	9.769297882748636e-05	0.0027435895124126534
0.0296171310077	0.0031827197178985254	8.748814626396303e-05	0.0028383295948247976
0.0300402113747	0.002886415477503921	7.117367201662496e-05	0.0028518542132263012
0.0304632908267	0.0034124420706118696	8.273813336984598e-05	0.0027865909943214986
0.0308863693506	0.0033291127999146085	9.909489431959792e-05	0.0026503216368181535
0.0313094469337	0.002830595766941555	7.060745747738022e-05	0.0024550700476182368
0.0317325235631	0.0029492875312957865	8.427963163979534e-05	0.0022158435787666925
0.0321555992258	0.002725683655118223	5.070028881410685e-05	0.0019493189961555077
0.032578673909	0.0021930797005170525	7.012995392440592e-05	0.0016725586097217303
0.0330017475999	0.0018807662598609848	6.409725870859401e-05	0.0014018321475104338
0.0334248202854	0.001438286191084825	5.152663964592276e-05	0.001151606985439143
0.0338478919527	0.0010369373027950372	4.606319484904288e-05	0.0009337538960896209
0.034270962589	0.000855274458303899	4.699173235250498e-05	0.0007569983735759001
0.0346940321814	0.0006457826309204906	5.241811215204985e-05	0.0006266298133101541
0.0351171007168	0.0004846718115889274	4.6479759305975334e-05	0.0005444634891141484
0.0355401681826	0.00037777415348030013	3.1952400179630646e-05	0.0005090344901319573
0.0359632345658	0.0002907207223622357	3.1522677779324656e-05	0.0005159895643992861
0.0363862998534	0.00035386608805672965	3.1009826545595436e-05	0.0005586329417468125
0.0368093640327	0.0004515880708120163	3.108737956362077e-05	0.0006285761472740517
0.0372324270906	0.0005774375820600091	3.5440469075102606e-05	0.0007164396818939929
0.0376554890144	0.0008102045790380971	3.6597728652486623e-05	0.0008125560245543884
0.0380785497912	0.0008498455266323954	3.118258434752952e-05	0.0009076282007557617
0.038501609408	0.0010962973520926777	4.030691799580364e-05	0.000993305473714634
0.038924667852	0.0012078953162661648	4.0229471502670976e-05	0.0010626467511643516
0.0393477251103	0.0011638406405347786	4.166683622437024e-05	0.0011104522579194751
0.03977078117	0.001285071651065095	3.7815695256671465e-05	0.0011334541548847369
0.0401938360182	0.0014301077291788606	3.686369217166913e-05	0.001130366445604812
0.040616889642	0.0011667035917983445	4.297481512450728e-05	0.0011018031884180892
0.0410399420286	0.001166341844904845	3.369756031859208e-05	0.0010500813418901733
0.041462993165	0.0011386224577898136	4.3743950416679545e-05	0.0009789302530071422
0.0418860430383	0.0009845867295063674	3.3768038522799865e-05	0.0008931336994422393
0.0423090916358	0.0009039349269232007	4.022630320586333e-05	0.0007981324634694701
0.0427321389444	0.0007331183841140257	3.837812273758848e-05	0.00069961567515667
0.0431551849514	0.0006623427873832051	2.405964815176392e-05	0.0006031277250110315
0.0435782296438	0.0005442393125769268	3.33898409806182e-05	0.0005137145992176835
0.0440012730087	0.00043659701989299897	3.025257944794435e-05	0.0004356292858603739
0.0444243150332	0.0003605419355793956	3.127203288386053e-05	0.0003721107603157645
0.0448473557045	0.0002590460619091832	2.451180260896059e-05	0.00032524534335198
0.0452703950097	0.0003602547974916637	2.3160030444066662e-05	0.0002959133286793073
0.0456934329358	0.0003506439123557123	2.6007144241411425e-05	0.0002838180861827621
0.0461164694701	0.00029964024371358734	1.9617705349613873e-05	0.0002875897238576798
0.0465395045996	0.0003402339993989201	2.4598257680322013e-05	0.0003049511391895656
0.0469625383114	0.0003652055827732422	2.4520980801251734e-05	0.0003329311356233021
0.0473855705926	0.000391264619800235	3.0237129097187305e-05	0.00036810735584641614
0.0478086014304	0.00036760955867556823	3.15693056002012e-05	0.0004068611274821986
0.0482316308118	0.0005279974595227204	2.2119464118263376e-05	0.00044562687347438713
0.0486546587241	0.0005823017083275801	2.8025758410809184e-05	0.0004811203744719361
0.0490776851542	0.0005103023380426284	2.4992948712918918e-05	0.0005105326875438928
0.0495007100893	0.000615902510489317	2.287250601559248e-05	0.0005316796898843765
0.0499237335166	0.0005571648489645282	2.823444608087468e-05	0.0005431007715708889
0.0503467554231	0.0006374677732513395	3.072771318348628e-05	0.0005441038950636106
0.0507697757959	0.0006095996624781563	1.9631164340225004e-05	0.000534757831277552
0.0511927946222	0.000577778015180643	1.901508144120005e-05	0.0005158356629605108
0.0516158118891	0.0005462891572668687	2.502999532333632e-05	0.0004887164418008066
0.0520388275837	0.0005108533840312456	1.758972229758015e-05	0.0004552540636294045
