#File generated by ModelExp v0.4.1
#Generated at 2018-11-09 14:19:12.491708

#[[Data]] p_la
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	6.713768	0.0	0.5022299493559601
5.56445128	6.713768	5.56445128	0.5022299493559601
5.56445128	1.040158	5.56445128	0.0
7.02545128	1.040158	7.02545128	0.0
7.02545128	5.664000000000001	7.02545128	0.0
17.02545128	5.664000000000001	17.02545128	0.0

#[[Data]] m_la
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	6.713768	0.0	0.5022299493559601
5.56445128	6.713768	5.56445128	0.5022299493559601
5.56445128	1.040158	5.56445128	0.0
7.02545128	1.040158	7.02545128	0.0
7.02545128	5.664000000000001	7.02545128	0.0
17.02545128	5.664000000000001	17.02545128	0.0

#[[Data]] p_sa
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	6.713768	0.0	0.5022299493559601
5.56445128	6.713768	5.56445128	0.5022299493559601
5.56445128	1.040158	5.56445128	0.0
7.02545128	1.040158	7.02545128	0.0
7.02545128	5.664000000000001	7.02545128	0.0
17.02545128	5.664000000000001	17.02545128	0.0

#[[Data]] m_sa
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	6.713768	0.0	0.5022299493559601
5.56445128	6.713768	5.56445128	0.5022299493559601
5.56445128	1.040158	5.56445128	0.0
7.02545128	1.040158	7.02545128	0.0
7.02545128	5.664000000000001	7.02545128	0.0
17.02545128	5.664000000000001	17.02545128	0.0
