 ,Area,Mean,Min,Max,Angle,MinThr,MaxThr,Length
1,349.939,247,247,247,90,0,255,330.956
2,349.939,247,247,247,-90,0,255,330.956
3,348.828,247,247,247,-90,0,255,329.902
4,323.277,247,247,247,-90,0,255,305.660
5,336.608,247,247,247,-90,0,255,318.308
6,343.273,247,247,247,-90,0,255,324.632
