#Superball Data generated at 2018-11-29 18:07:00.697327
#[[Parameters]]
#r	85.40959382541047
#pVal	2.0
#sldCore	1
#sldSolvent	0
#sigR	0.05
#i0	6.13117485923323e-14
#bg	0
#orderHermite	30
#orderLegendre	30
#Particle Volume: 4038574.9659699816
#Guinier Radius: 63.2455532033676
#
#[[Model]]
#q	I
0.0010000000000000002	1.0438786011609769
0.0010059109689432005	1.0438529585587966
0.001011856877440248	1.0438270124747286
0.001017837932017761	1.0438007593238001
0.0010238543404231292	1.0437741954787803
0.001029906311631731	1.0437473172697753
0.001035994055854191	1.0437201209837317
0.0010421177845436852	1.0436926028638938
0.0010482777104032796	1.043664759109312
0.0010544740473933225	1.0436365858743268
0.001060707010738875	1.0436080792680629
0.0010669768169371872	1.043579235353857
0.0010732836837652176	1.0435500501487738
0.0010796278302871972	1.0435205196230493
0.0010860094768622393	1.0434906396995025
0.0010924288451519932	1.0434604062530797
0.0010988861581283419	1.0434298151101882
0.001105381640081151	1.0433988620482222
0.0011119155166260544	1.0433675427949176
0.0011184880147122934	1.0433358530278158
0.0011250993626305994	1.0433037883736689
0.0011317497900211232	1.0432713444078694
0.0011384395278814115	1.0432385166538074
0.00114516880857443	1.0432053005822934
0.001151937865836635	1.0431716916109643
0.0011587469347860918	1.043137685103619
0.0011655962519306398	1.0431032763696455
0.0011724860551761123	1.0430684606633376
0.0011794165838345937	1.0430332331833048
0.0011863880786327353	1.0429975890717493
0.0011934007817201162	1.0429615234139225
0.0012004549366776548	1.0429250312373715
0.0012075507885260677	1.0428881075112821
0.0012146885837343822	1.0428507471458686
0.001221868570228496	1.0428129449915675
0.0012290909973997892	1.0427746958384896
0.0012363561161137851	1.0427359944156105
0.0012436641787188694	1.042696835390084
0.0012510154390550472	1.042657213366572
0.0012584101524627657	1.0426171228864576
0.0012658485757917808	1.0425765584271802
0.0012733309674100802	1.0425355144014414
0.0012808575872128563	1.0424939851564272
0.0012884286966315338	1.042451964973158
0.0012960445586428508	1.0424094480656343
0.0013037054377779923	1.0423664285800731
0.0013114116001317793	1.0423229005941554
0.0013191633133719095	1.0422788581162052
0.00132696084674826	1.0422342950843886
0.0013348044711022316	1.042189205365942
0.0013426944588761616	1.042143582756303
0.0013506310841227857	1.0420974209782916
0.0013586146225147563	1.042050713681294
0.0013666453513542188	1.0420034544404284
0.0013747235495824425	1.0419556367556106
0.0013828494977895101	1.0419072540507583
0.001391023478224063	1.0418582996729506
0.0013992457748031077	1.041808766891406
0.0014075166731218728	1.041758648896708
0.0014158364604637326	1.0417079387998653
0.0014242054258101844	1.04165662963137
0.0014326238598508856	1.0416047143403182
0.001441092054993752	1.041552185793413
0.0014496103053751124	1.0414990367740657
0.0014581789068699278	1.0414452599814488
0.0014667981571020656	1.0413908480294496
0.001475468355454639	1.0413357934457752
0.0014841898030804048	1.0412800886709328
0.0014929628029122276	1.0412237260572268
0.001501787659673595	1.0411666978677612
0.0015106646798892069	1.04110899627535
0.0015195941718956214	1.0410506133616018
0.0015285764458519645	1.0409915411157609
0.0015376118137507028	1.0409317714337203
0.0015467005894284809	1.0408712961169237
0.0015558430885770221	1.040810106871289
0.0015650396287540936	1.0407481953061457
0.0015742905293945366	1.0406855529330463
0.0015835961118213606	1.0406221711647416
0.0015929566992569093	1.0405580413140236
0.0016023726168340796	1.0404931545925666
0.0016118441916076203	1.0404275021097626
0.0016213717525654905	1.040361074871608
0.0016309556306402873	1.0402938637794792
0.0016405961587207395	1.0402258596289438
0.0016502936716632714	1.0401570531085642
0.0016600485063036328	1.040087434798719
0.001669861001468598	1.04001699517026
0.00167973149798774	1.0399457245834092
0.0016896603387052608	1.0398736132864095
0.0016996478684919048	1.039800651414258
0.001709694434256937	1.039726828987441
0.0017198003849601918	1.0396521359106554
0.0017299660716241954	1.0395765619714703
0.001740191847346356	1.0395000968389336
0.0017504780673112306	1.0394227300623846
0.0017608250888028604	1.0393444510699716
0.0017712332712171818	1.0392652491672894
0.001781702976074508	1.0391851135360637
0.0017922345670320916	1.0391040332326948
0.0018028284098967483	1.0390219971868453
0.001813484872637567	1.038938994200056
0.001824204325398691	1.038855012944197
0.001834987140512174	1.0387700419601305
0.0018458336925109135	1.0386840696561765
0.001856744358141658	1.0385970843065793
0.0018677195163780956	1.0385090740500655
0.0018787595484340137	1.0384200268882926
0.0018898648377765497	1.0383299306843274
0.0019010357701394914	1.0382387731610305
0.0019122727335366984	1.0381465418995515
0.0019235761182755625	1.0380532243377019
0.001934946316970571	1.037958807768408
0.0019463837245569436	1.037863279337934
0.00195788873830435	1.0377666260444158
0.0019694617578307084	1.0376688347361434
0.0019811031851160663	1.0375698921098597
0.0019928134245165625	1.0374697847090537
0.0020045928827784705	1.037368498922328
0.0020164419690523344	1.0372660209815854
0.0020283610949071683	1.03716233696036
0.00204035067434476	1.03705743277198
0.0020524111238140494	1.0369512941678618
0.002064542862225593	1.0368439067356248
0.002076746310966114	1.036735255897356
0.0020890218939131405	1.0366253269077081
0.0021013700374497265	1.036514104852094
0.002113791170479263	1.036401574644756
0.002126285724440377	1.036287721026946
0.002138854133321912	1.0361725285649055
0.002151496833678013	1.0360559816480945
0.0021642142646432776	1.0359380644870118
0.0021770068679480147	1.0358187611114897
0.002189875087933589	1.0356980553684534
0.0022028193715678524	1.0355759309200716
0.0022158401684606696	1.035452371241672
0.002228937930879536	1.0353273596196533
0.0022421131137652863	1.0352008791494982
0.0022553661747478928	1.0350729127335765
0.002268697574162372	1.0349434430791071
0.002282107775064759	1.0348124526960087
0.0022955972432482027	1.0346799238947086
0.0023091664472591387	1.034545838783989
0.0023228158584135674	1.0344101792687947
0.002336545950813423	1.0342729270479996
0.0023503572013630417	1.034134063612159
0.0023642500897857253	1.033993570241259
0.002378225098640407	1.0338514280024338
0.00239228271333841	1.0337076177476254
0.002406423422160306	1.0335621201112646
0.002420647716272885	1.0334149155079666
0.0024349560897462025	1.0332659841300607
0.0024493490395707486	1.033115305945296
0.0024638270656747083	1.0329628606943
0.0024783906709413277	1.0328086278882846
0.002493040361226379	1.032652586806423
0.0025077766453757326	1.0324947164934553
0.0025226000352430314	1.0323349957571477
