#Loaded datafile ../DD205_4_KOELNPPMS_HYST_100OE_300K.DAT
#B/T	M/memu	sM/memu
4.49101328849793e-05	-16.994297836796402	0.00040624382570295
0.0026200865745544403	-0.370562809640753	0.000360760567145283
0.00587035255432129	1.31168821014981	0.00033672366934761296
0.016735097503662102	6.60556793570407	0.000324099934530978
0.0266520309448242	10.4580601306888	0.000410971783889314
0.0383800094604492	14.456457643171401	0.000397924861130367
0.0478709838867188	16.845471927352598	0.000366712353565294
0.057848348999023406	16.7101582701142	0.000366161186537809
0.0668183807373047	19.212409542735	0.000317566881427089
0.0768339599609375	20.5112614064389	0.000344242665020121
0.08603351440429689	21.1420991916012	0.000276940328029872
0.0945364532470703	22.0809912231586	0.000366650149947984
0.10422909545898401	22.563135346577802	0.000376132915361461
0.11345256958007802	23.265567174580298	0.000412283180643794
0.125144165039062	24.0056009695659	0.00038650597588003004
0.133602618408203	24.617382748787502	0.000416017617219602
0.145113061523438	24.799151663894303	0.00048265331149579307
0.155043646240234	25.6279683734061	0.000335878152434576
0.164029779052734	25.2252297367654	0.000448229435217833
0.173762487792969	26.2344618457727	0.000396573729913653
0.18218964233398402	25.8930899625275	0.000392831628760133
0.192707409667969	26.718474020536302	0.000455739357458365
0.20193406372070302	26.4148404017528	0.000465697734832583
0.21162666015625	26.101963971702098	0.00045627211366294903
0.22054644775390603	26.7327864830844	0.000425982259585827
0.232036669921875	26.784314100851603	0.000490498975797756
0.241045971679687	26.8957373655134	0.000497844876264666
0.25123341064453103	26.662675685644803	0.000476797746959286
0.261240600585938	26.9370427018549	0.000517344544370564
0.270926123046875	27.0246352331135	0.0005368779523449041
0.280715307617187	26.749978631652898	0.000492833495199413
0.29047940673828104	26.992738244005604	0.00042091293294140296
0.299714733886719	27.2258955712655	0.000500176138628259
0.310479809570313	26.7299745053429	0.000699605567344711
0.320437548828125	26.8623037725884	0.00047832747951859103
0.327734228515625	26.6146670159878	0.0004906384909114889
0.3392109375	26.9850759160605	0.0005101870388648061
0.34895400390625	26.964950477611303	0.000539999551128975
0.36000157470703104	26.9815513692399	0.0005197803224273941
0.369736779785156	26.671812542471997	0.000455461590750533
0.38023116455078104	26.4784374519629	0.000467415919326147
0.389502844238281	25.6557025524846	0.000549234347409855
0.398768591308594	25.8127565157406	0.000635226299898295
0.407564050292969	26.012450738476	0.000635685731066137
0.41744509277343794	26.3083367235222	0.000559960219356837
0.42828308105468704	26.2617421557009	0.0005605015735670749
0.43797390136718795	25.6747376050614	0.0006332071918409801
0.4498037109375	25.105134202201	0.000659778058845519
0.4572673828125	24.6603838318811	0.0006526447188439409
0.46807607421875	25.3752910731478	0.000557978812087327
0.47731096191406297	24.9116648741434	0.00065962037248811
0.48659855957031295	24.1361751946676	0.0006940177545994699
0.49707819824218796	24.5615683518807	0.000712120360521948
0.5068246826171879	23.4662688763161	0.000821126279702084
0.517582006835937	24.4067958746127	0.0005933266608376139
0.527539868164063	23.1523601673387	0.000763237493463907
0.53734169921875	24.7124091829223	0.000743884528631583
0.54704248046875	23.838802203894097	0.000783000125564354
0.556507299804687	23.116506711547302	0.000673285449120176
0.5655223876953129	23.375197248259102	0.000762196347745746
0.575041918945313	23.5122691834628	0.0009445014178771849
0.586266162109375	23.509667802152002	0.000636699074671635
0.5965185546875	22.7840251682495	0.000759542967260284
0.606979736328125	22.349595565599003	0.0007707031174943499
0.616989990234375	22.2279942987887	0.000683740254080006
0.6265190673828129	22.3999873327369	0.000925861865609067
0.63575791015625	22.1382214980843	0.000862383959441994
0.648481274414062	21.6771372108165	0.000909720275311493
0.660211059570312	21.6078639265218	0.000799779947127449
0.670259204101562	21.806711814989796	0.0009721133590107849
0.6809773681640621	21.511972638933198	0.000758349184828268
0.6904481689453129	20.9178749471763	0.000929820778582861
0.700982763671875	19.6175174992593	0.000875925423719234
0.7104195068359379	19.932125460899698	0.0007996042145604439
0.7202314453125	20.177343036575998	0.000838114644885948
0.72969404296875	19.571533423720503	0.000945190680495134
0.74022080078125	19.625489194912397	0.00104178920415023
0.751170263671875	18.9558390616762	0.00091751137685813
0.7631970947265629	18.875480443430103	0.000951330475001592
0.772192895507812	19.3805898736451	0.000989265533199269
0.781908984375	18.6147233149509	0.00088658872002093
0.792880810546875	18.0129495135822	0.00100135925804871
0.803346899414062	17.2500058310371	0.000800786223896968
0.81391279296875	18.2301945804327	0.000915680366716532
0.823378515625	17.4465473903708	0.00129352647689989
0.834425244140625	17.8352903782625	0.000976482485381968
0.84485390625	16.091008542126602	0.00104400936160311
0.85540205078125	16.771012002900598	0.0009759101059162101
0.8656064453125	15.790789550351597	0.00113712359461216
0.8753736328125	16.772073737706698	0.0010490401362489201
0.885356982421875	15.643530758667	0.0009652687762936929
0.895133544921875	15.3002481833723	0.00108359122580139
0.90569765625	15.7923219204405	0.00117863346895488
0.91590703125	14.635354973703901	0.00109207415988448
0.926393701171875	14.715037949066401	0.00108255211319669
0.935657470703125	14.4559135294132	0.000999332781299044
0.944881494140625	15.0140972355274	0.000998656548975551
0.956405712890625	14.040311019623601	0.0010720969864805201
0.965619384765625	13.2017605837998	0.00121090334480385
0.97613408203125	12.835721822328	0.00121806188866097
0.98713876953125	12.4936196115756	0.0011731887121623301
0.997405029296875	12.453989148526201	0.0011777069145852501
1.00736235351562	12.247240805338102	0.0011994751806623
1.01685322265625	12.6507196412177	0.00107707328848359
1.02707548828125	10.599295603976	0.00102068175635583
1.0370326171875	10.9376585617933	0.0011371744027742201
1.04836181640625	11.3915721713852	0.0012591891220485399
1.0588310546875	10.7809376158424	0.00122791838275021
1.07060302734375	9.556450225607549	0.00124221731057052
1.08129931640625	10.1077213320706	0.0012419144376321898
1.0908366699218701	10.541612189825	0.00133295982860511
1.1000669921875	9.8555926221856	0.00151101105156686
1.10954877929688	8.716544037520341	0.00118613194940964
1.11929140625	8.10236259320166	0.00119922038053498
1.1305245605468799	9.10349714899045	0.00127334616153033
1.141766796875	8.31784284554302	0.00124083705388073
1.15176254882813	8.72070839456666	0.00128514190603821
1.16303706054687	7.117265791328769	0.00101377027226209
1.17428491210938	6.8099333810921605	0.0014259866198624402
1.18304140625	7.14763945957075	0.00117583287893775
1.19250659179688	8.34342804290278	0.00134391233374189
1.20173530273437	6.7759920839596095	0.00121200306933723
1.21150908203125	5.285233623208411	0.00129381525450082
1.2232545410156201	5.58964302269024	0.00154298158727287
1.23223037109375	5.66533863411473	0.0013499968297841
1.24271381835938	6.88794777731995	0.00137125608462224
1.25145874023437	4.341331622305599	0.00143747727486037
1.26193598632812	5.010200567248931	0.0013802371367666602
1.27295830078125	4.32766439870131	0.0012963137126982501
1.2834275390625	4.09926951175532	0.0013499822485142198
1.29194609375	3.42900389421547	0.00126513590153197
1.30344028320312	2.83501479291776	0.0013803588001071899
1.31139819335938	3.56769412392408	0.00141589841808306
1.32120327148438	1.9505799399847898	0.00144955261624661
1.330918359375	3.1652643012166997	0.0014832985446885
1.3412010253906201	3.52487968434096	0.0014066014396713201
1.351187890625	2.39353662188422	0.00168732353275757
1.36216640625	2.64840790040394	0.0013987681056937
1.3727013671875	2.16214037108469	0.00152143817909383
1.38367817382812	1.1719820257467102	0.00121459057101739
1.39362421875	-0.530019651404646	0.0014087413001249102
1.405146484375	0.755105501557154	0.0016343758797887102
1.4154138183593798	-0.577660882299992	0.00146727129694265
1.4256486328125	-0.673057535005202	0.0017082719960270902
1.43565517578125	-0.0798082988463197	0.00152216940050853
1.44536171875	0.15408526348572	0.00154475091236896
1.45612885742187	-1.57718031275783	0.00158161325013255
1.46613095703125	0.8178214279191439	0.00127746237640793
1.47608657226562	-1.98550052661356	0.001622304607695
1.48584125976562	-2.02232386286579	0.0016101180869135
1.495851953125	-0.457623820155177	0.00124817046361437
1.50660434570313	-3.17326194684764	0.0016185096132283199
1.51659697265625	-3.1307085105150696	0.0018456813692774
1.527085546875	-3.8762587262980803	0.00174062198056513
1.5360798828125	-3.94876819673572	0.00148987662321839
1.546064453125	-3.86676905310518	0.00151530695716781
1.555573828125	-3.22121779929722	0.00172688715286517
1.56606494140625	-3.16628483406717	0.0013661918923634098
1.5755557128906201	-4.12213465251342	0.00157295408335057
1.58606245117188	-5.25243038675692	0.0015988422870261
1.59630029296875	-5.69724103614488	0.00155810334022802
1.60704970703125	-6.01164460676896	0.0016045289881623098
1.61630698242187	-8.30292050038363	0.00162289937620848
1.62029331054687	-6.6616040603762405	0.0017951890228738
1.6342806640625	-6.51372431239757	0.00157968792247047
1.6455052734375	-7.02339921542401	0.00165630899648557
1.6572716796875	-7.40713015483227	0.00152977956815173
1.6672853515625	-7.668250433458651	0.0017175589188658
1.67774130859375	-7.9141403416651706	0.00186054999287426
1.68898740234375	-10.478779134127501	0.00155506889751167
1.69696171875	-7.91548829726167	0.0019087578534449999
1.7067162109375	-7.49438375198593	0.00162065762652381
1.71621044921875	-7.6781646645748305	0.00174741021597238
1.72672021484375	-10.3648693560416	0.00174263078327237
1.7369474609375	-11.289605702722701	0.0017566534407296801
1.7464486328125	-10.5314013530746	0.00210762932014374
1.75670400390625	-11.208415754450499	0.00191698929831257
1.76619892578125	-9.30160358483371	0.0018608313444739
1.776190625	-12.4255801370818	0.0019576740102170602
1.7864263671875	-11.859821151001801	0.0019401713386804698
1.79719130859375	-12.9363995124172	0.00177941134121939
1.80942158203125	-13.0685510488095	0.00189542165057312
1.81917265625	-14.2918502587658	0.00199061896350112
1.8304255859375	-12.301004194443099	0.0019396782922446898
1.84017314453125	-11.998361859293102	0.0018089615617834201
1.850416796875	-13.3220438721562	0.00192853011643156
1.86066181640625	-14.3703298731941	0.00198551861456298
1.869396484375	-16.161948251989603	0.0017938469496463498
1.87887822265625	-14.1414026764837	0.00203579839129298
1.887896484375	-14.000112059028199	0.00175350829172807
1.8996326171875	-14.8226366338478	0.0020572803253236602
1.91010625	-14.7817035936764	0.0018364999295888299
1.91960517578125	-16.2683271662106	0.00243673960096361
1.92937236328125	-17.2768484439388	0.0026793228293826897
1.9390951171875	-17.417198262537703	0.0018947925387272399
1.9478419921875	-15.737988268314501	0.00239641415650965
1.95833955078125	-16.6607504267837	0.0022402334199305603
1.9683384765625	-15.1248484275517	0.00211352961380263
1.9803265625	-18.9279769408854	0.00241703805927128
1.990823828125	-16.3875846124148	0.00186057233595713
2.0010763671875	-18.970667746953296	0.00250964681974502
2.01028125	-19.6651157530532	0.00226485532406386
2.02079580078125	-20.3159748610135	0.00235723668090227
2.0307876953125	-21.1677250900963	0.00217309278553005
2.0410466796875	-19.1584045694741	0.0022193151143995297
2.0512826171875	-18.7677659767418	0.00296009795594938
2.06126884765625	-18.9509259641065	0.00239780601679395
2.07125927734375	-21.9596903273989	0.00240326845922349
2.0802658203125	-19.609618831797402	0.00245612074114768
2.0842486328125	-19.2159059790669	0.0019320636948555502
2.09923408203125	-21.803749763905603	0.00254056619232119
2.11025439453125	-21.0537685815589	0.00237678773208461
2.122208984375	-22.232387430954798	0.0026084654484922402
2.1332130859375	-21.932651135210197	0.0025176141195925703
2.14545849609375	-22.259132127828003	0.00260111050015981
2.155980078125	-21.6070241332607	0.0021186598409811503
2.1661943359375	-24.508586603720403	0.0024755557065507202
2.175479296875	-25.744092101061504	0.00296214519225653
2.18594599609375	-26.029547406703898	0.00260263916084352
2.19494375	-24.084608908804597	0.00218402007501265
2.20544296875	-24.9296462624227	0.00245325319352533
2.2169009765625	-23.9548842029152	0.00247826553722682
2.2259291015625	-26.4672470940484	0.00276626725427368
2.23621220703125	-27.5499002546085	0.00268526966883097
2.24594267578125	-26.621322339748602	0.0020232737055444197
2.25620966796875	-28.379264268452	0.00237679449616724
2.2666966796875	-25.385974125334002	0.00220801366639974
2.27520830078125	-26.4898002512999	0.00305115973980364
2.28595830078125	-26.370047362598	0.00276583043680843
2.29593115234375	-28.8904653071019	0.00230775627075394
2.30542431640625	-30.095906636134398	0.00231177942203714
2.3161779296875	-28.7769242405299	0.0022308362417047803
2.32666650390625	-27.725410031181802	0.00276613756881945
2.33713828125	-27.9638192089395	0.00236710056889523
2.3493720703125	-30.6398445601886	0.00282081374034513
2.35739638671875	-29.360512680737198	0.00272923142359468
2.3691162109375	-31.614107675582204	0.0025105865398356297
2.37962451171875	-30.721390387817497	0.00276505762377361
2.38935126953125	-29.5381191813545	0.00280186296528772
2.39962431640625	-30.532659137032297	0.0030757787092604
2.4096291015625	-29.984505785974797	0.0027685220120902097
2.4213494140625	-30.171770920863096	0.0026241787273010003
2.4335759765625	-31.238786139569797	0.00238628357563161
2.44184677734375	-32.421534305852	0.00286075882789576
2.451580859375	-34.9557638709031	0.0032795710238570698
2.46233671875	-34.6315706879713	0.0025160887874683302
2.47179990234375	-32.44936053349569	0.00305290349300849
2.481550390625	-35.2530200712548	0.00280857802461855
2.4915603515625	-33.329407135577405	0.00294842657421153
2.5017953125	-35.122871159042504	0.00290400952850473
2.5125533203125	-36.075389385617996	0.00308729041371765
2.52578212890625	-34.37122509421081	0.0028982151102343403
2.52953828125	-37.1497337214065	0.00289597044208468
2.54352275390625	-35.14575308129049	0.0025665451224509803
2.5520166015625	-34.7125265207908	0.00313749397752312
2.56124091796875	-35.608926103917	0.00274189922226878
2.5729728515625	-39.496218092887695	0.00242538847407111
2.58223330078125	-37.695340648647004	0.0029378739009579703
2.593493359375	-37.6297096750708	0.0028902339769573
2.6044708984375	-37.6247392621227	0.0027287077537611303
2.61297109375	-37.980957049485	0.00215008738545975
2.6237150390625	-40.175556305229996	0.00327324243372957
2.635226171875	-37.41306286008071	0.0032744367963492
2.64495400390625	-40.9319215194622	0.0030896342441600897
2.654955859375	-38.2709192739073	0.0031282413173991898
2.66520859375	-41.36845543834281	0.00296714047883137
2.6689728515625	-39.84194255483	0.0030883985044639
2.68276572265625	-39.708539598142	0.00285768560928027
2.69274521484375	-42.3282517614058	0.0032485787396642
2.70224580078125	-42.0294281224051	0.00326557422399584
2.7129947265625	-42.4900255763421	0.00294158722679087
2.72273466796875	-40.107001065435604	0.00267840267211466
2.73596591796875	-42.5340766742615	0.00250701271301067
2.745969921875	-40.736979998643896	0.00284120727622395
2.75646494140625	-44.3448734474041	0.00295693560473615
2.76697216796875	-42.6663654698726	0.00318292977011208
2.77522353515625	-43.4447917215707	0.00320736084166186
2.7854298828125	-43.78395487467721	0.00309632640161412
2.79567978515625	-45.052735764200996	0.0028934223512201702
2.80691572265625	-45.410099555619	0.00331496346634075
