#Extracted Yoneda between qz = 0.008 .. 0.013 A-1
#q/A-1	I/a.u.	sI/a.u.
-0.0658429098667	0.00472222222222	0.00114530711823
-0.0653223885095	0.00527777777778	0.00121080526209
-0.0648018185411	0.00527777777778	0.00121080526209
-0.0642812003429	0.00555555555556	0.0012422599875
-0.0637605342964	0.00583333333333	0.00127293769304
-0.0632398207834	0.00666666666667	0.00136082763488
-0.0627190601859	0.00583333333333	0.00127293769304
-0.0621982528859	0.00611111111111	0.00130289326662
-0.0616773992658	0.00444444444444	0.00111111111111
-0.0611564997081	0.00472222222222	0.00114530711823
-0.0606355545954	0.00583333333333	0.00127293769304
-0.0601145643104	0.00555555555556	0.0012422599875
-0.0595935292361	0.00527777777778	0.00121080526209
-0.0590724497558	0.00583333333333	0.00127293769304
-0.0585513262527	0.00666666666667	0.00136082763488
-0.0580301591102	0.00888888888889	0.00157134840264
-0.0575089487119	0.0075	0.00144337567297
-0.0569876954418	0.00722222222222	0.00141639430933
-0.0564663996837	0.00777777777778	0.00146986183948
-0.0559450618216	0.00694444444444	0.00138888888889
-0.05542368224	0.00833333333333	0.00152145154863
-0.0549022613232	0.00944444444444	0.00161970885968
-0.0543807994557	0.00833333333333	0.00152145154863
-0.0538592970223	0.0102777777778	0.00168965625842
-0.0533377544079	0.0119444444444	0.00182151070119
-0.0528161719975	0.0141666666667	0.00198373011904
-0.0522945501762	0.0138888888889	0.0019641855033
-0.0517728893294	0.0122222222222	0.00184256932798
-0.0512511898426	0.0175	0.00220479275922
-0.0507294521012	0.0180555555556	0.00223951604119
-0.0502076764912	0.0166666666667	0.00215165741456
-0.0496858633983	0.0177777777778	0.00222222222222
-0.0491640132087	0.0213888888889	0.00243749010761
-0.0486421263084	0.0205555555556	0.0023895347964
-0.0481202030837	0.0194444444444	0.00232405562926
-0.0475982439212	0.02	0.00235702260396
-0.0470762492074	0.0225	0.0025
-0.0465542193289	0.0213888888889	0.00243749010761
-0.0460321546727	0.0177777777778	0.00222222222222
-0.0455100556256	0.0163888888889	0.00213365159663
-0.0449879225749	0.0147222222222	0.00202225274702
-0.0444657559076	0.0141666666667	0.00198373011904
-0.0439435560112	0.0138888888889	0.0019641855033
-0.043421323273	0.0125	0.00186338998125
-0.0428990580808	0.0108333333333	0.00173472166622
-0.0423767608222	0.0111111111111	0.00175682092232
-0.0418544318851	0.00972222222222	0.00164335549531
-0.0413320716573	0.00944444444444	0.00161970885968
-0.040809680527	0.00805555555556	0.00149587911309
-0.0402872588824	0.00722222222222	0.00141639430933
-0.0397648071116	0.00777777777778	0.00146986183948
-0.0392423256033	0.00611111111111	0.00130289326662
-0.0387198147458	0.00666666666667	0.00136082763488
-0.0381972749278	0.00916666666667	0.00159571184626
-0.037674706538	0.00666666666667	0.00136082763488
-0.0371521099653	0.00722222222222	0.00141639430933
-0.0366294855986	0.0075	0.00144337567297
-0.036106833827	0.00555555555556	0.0012422599875
-0.0355841550397	0.00833333333333	0.00152145154863
-0.0350614496258	0.00861111111111	0.0015466012119
-0.0345387179748	0.00777777777778	0.00146986183948
-0.0340159604761	0.00694444444444	0.00138888888889
-0.0334931775192	0.00805555555556	0.00149587911309
-0.0329703694938	0.00888888888889	0.00157134840264
-0.0324475367896	0.0102777777778	0.00168965625842
-0.0319246797965	0.00888888888889	0.00157134840264
-0.0314017989044	0.0105555555556	0.00171233722305
-0.0308788945033	0.0111111111111	0.00175682092232
-0.0303559669832	0.00888888888889	0.00157134840264
-0.0298330167345	0.00722222222222	0.00141639430933
-0.0293100441473	0.00805555555556	0.00149587911309
-0.028787049612	0.00805555555556	0.00149587911309
-0.028264033519	0.00833333333333	0.00152145154863
-0.0277409962589	0.00916666666667	0.00159571184626
-0.0272179382222	0.00944444444444	0.00161970885968
-0.0266948597997	0.00888888888889	0.00157134840264
-0.026171761382	0.00833333333333	0.00152145154863
-0.02564864336	0.0108333333333	0.00173472166622
-0.0251255061247	0.0108333333333	0.00173472166622
-0.0246023500669	0.0102777777778	0.00168965625842
-0.0240791755777	0.0108333333333	0.00173472166622
-0.0235559830482	0.01	0.00166666666667
-0.0230327728696	0.0111111111111	0.00175682092232
-0.0225095454331	0.0116666666667	0.00180020574956
-0.0219863011301	0.0113888888889	0.00177864562151
-0.0214630403519	0.0122222222222	0.00184256932798
-0.0209397634899	0.0113888888889	0.00177864562151
-0.0204164709357	0.0133333333333	0.0019245008973
-0.0198931630808	0.0108333333333	0.00173472166622
-0.0193698403168	0.0116666666667	0.00180020574956
-0.0188465030353	0.0127777777778	0.00188398055087
-0.0183231516281	0.0122222222222	0.00184256932798
-0.017799786487	0.0141666666667	0.00198373011904
-0.0172764080037	0.0169444444444	0.00216951379886
-0.0167530165702	0.0186111111111	0.0022737091033
-0.0162296125784	0.0211111111111	0.00242161052419
-0.0157061964202	0.0247222222222	0.00262055031446
-0.0151827684877	0.0236111111111	0.00256098457147
-0.0146593291729	0.0191666666667	0.00230739551748
-0.0141358788679	0.025	0.00263523138347
-0.0136124179648	0.0263888888889	0.00270744287356
-0.0130889468559	0.0261111111111	0.00269315547634
-0.0125654659334	0.0311111111111	0.00293972367896
-0.0120419755895	0.0313888888889	0.00295281828132
-0.0115184762164	0.0358333333333	0.003154949081
-0.0109949682066	0.0405555555556	0.00335640165933
-0.0104714519525	0.0466666666667	0.00360041149912
-0.00994792784625	0.0502777777778	0.00373711779085
-0.00942439628045	0.0636111111111	0.00420354054178
-0.0089008576475	0.0744444444444	0.0045474182066
-0.00837731233987	0.0797222222222	0.00470585398503
-0.00785376075006	0.0969444444444	0.00518931713674
-0.0073302032706	0.126111111111	0.00591868770907
-0.00680664029402	0.161111111111	0.006689774766
-0.0062830722129	0.248611111111	0.00831015294536
-0.00575949941981	0.550277777778	0.0123634517135
-0.00523592230736	1.66722222222	0.0215201599425
-0.00471234126817	5.39138888889	0.038698940873
-0.00418875669487	18.7127777778	0.0720971138615
-0.0036651689801	65.8672222222	0.135264373052
-0.00314157851652	121.933611111	0.184039255407
-0.0026179856968	187.772222222	0.228383341374
-0.00209439091362	266.227222222	0.271941181458
-0.00157079455965	340.259722222	0.307435504628
-0.0010471970276	398.692222222	0.33278797981
-0.000523598710148	433.696388889	0.347089641355
0.0	453.418611111	0.35489380693
0.000523598710148	462.718333333	0.358514811926
0.0010471970276	451.658055556	0.354204137451
0.00157079455965	416.439166667	0.340114019553
0.00209439091362	395.662777778	0.33152123184
0.0026179856968	379.327222222	0.324605410983
0.00314157851652	343.194722222	0.308758590624
0.0036651689801	269.509722222	0.273612521147
0.00418875669487	178.874444444	0.222906585096
0.00471234126817	100.914166667	0.167426739092
0.00523592230736	39.6805555556	0.104987506605
0.00575949941981	7.47888888889	0.0455792621244
0.0062830722129	2.54777777778	0.0266029330974
0.00680664029402	0.735277777778	0.014291389966
0.0073302032706	0.299722222222	0.0091244820587
0.00785376075006	0.189444444444	0.00725420269844
0.00837731233987	0.140555555556	0.00624845659956
0.0089008576475	0.119444444444	0.00576012259815
0.00942439628045	0.0936111111111	0.00509932215297
0.00994792784625	0.0788888888889	0.00468119431843
0.0104714519525	0.0652777777778	0.0042582526991
0.0109949682066	0.06	0.00408248290464
0.0115184762164	0.0516666666667	0.00378838380472
0.0120419755895	0.0444444444444	0.00351364184463
0.0125654659334	0.0352777777778	0.00313039657488
0.0130889468559	0.0336111111111	0.00305555555556
0.0136124179648	0.0333333333333	0.00304290309725
0.0141358788679	0.0308333333333	0.0029265704869
0.0146593291729	0.0286111111111	0.00281913654586
0.0151827684877	0.0238888888889	0.00257600513764
0.0157061964202	0.0175	0.00220479275922
0.0162296125784	0.0208333333333	0.00240562612162
0.0167530165702	0.0197222222222	0.00234059715922
0.0172764080037	0.0172222222222	0.00218722440945
0.017799786487	0.0147222222222	0.00202225274702
0.0183231516281	0.0161111111111	0.00211549252941
0.0188465030353	0.0127777777778	0.00188398055087
0.0193698403168	0.0116666666667	0.00180020574956
0.0198931630808	0.0113888888889	0.00177864562151
0.0204164709357	0.0133333333333	0.0019245008973
0.0209397634899	0.0161111111111	0.00211549252941
0.0214630403519	0.0144444444444	0.00200308404192
0.0219863011301	0.0108333333333	0.00173472166622
0.0225095454331	0.0102777777778	0.00168965625842
0.0230327728696	0.0108333333333	0.00173472166622
0.0235559830482	0.0102777777778	0.00168965625842
0.0240791755777	0.00833333333333	0.00152145154863
0.0246023500669	0.0102777777778	0.00168965625842
