#From 023564_N.dat
#Mod_Q   	I       	Err_I   	Sigma_Q 
# 0.00433883	4.04452	0.228398	0.00148731
# 0.00477027	1.96	0.176876	0.00148852
# 0.00519896	1.05969	0.183976	0.00148941
# 0.00552131	0.855305	0.166495	0.00148993
# 0.00582223	1.1134	0.120603	0.00149034
# 0.0061447	1.02125	0.117982	0.001495
# 0.00646721	0.768356	0.111868	0.00149921
# 0.00678976	0.657111	0.107522	0.00150258
# 0.00711234	0.6833	0.106635	0.00150534
# 0.00743495	0.7449	0.102985	0.00150764
# 0.00775759	0.790967	0.101832	0.00150959
# 0.00808025	0.652417	0.0997739	0.00151126
# 0.00840294	0.649109	0.0964623	0.00151271
# 0.00872563	0.626051	0.097369	0.00151397
0.00904834	0.659721	0.0963201	0.00151896
0.00937107	0.654643	0.0951815	0.0015242
0.00969381	0.50256	0.0883437	0.00152871
0.0100166	0.563066	0.0881007	0.00153262
0.0103393	0.628823	0.0885811	0.00153605
0.0106738	0.569545	0.0715106	0.00153919
0.0109963	0.489567	0.0700315	0.00154187
0.0113187	0.556308	0.0691792	0.00154427
0.0116483	0.606767	0.059995	0.00154648
0.0119706	0.602242	0.062201	0.00155211
0.0122929	0.512287	0.0583885	0.00155825
0.0126153	0.506397	0.0570615	0.00156372
0.0129377	0.528743	0.0582499	0.00156863
0.0132601	0.556351	0.0584341	0.00157305
0.0135825	0.526379	0.058503	0.00157706
0.013905	0.581671	0.0579203	0.00158071
0.0142274	0.462135	0.0568977	0.00158405
0.0145499	0.429619	0.0552756	0.00158712
0.0148724	0.479621	0.0541726	0.00159309
0.0151949	0.519987	0.0535698	0.00160011
0.0155174	0.431914	0.0523235	0.0016065
0.0158399	0.432675	0.052244	0.00161234
0.0161625	0.488515	0.0529147	0.00161769
0.016485	0.528221	0.0530378	0.00162263
0.0168076	0.481746	0.0519266	0.00162719
0.0171302	0.448009	0.0488034	0.00163142
0.0174527	0.456572	0.0496174	0.00163535
0.0177753	0.473817	0.0507737	0.00164167
0.0181087	0.450977	0.0452863	0.00164972
0.0184311	0.437241	0.0438502	0.00165691
0.0187535	0.504606	0.044497	0.00166356
0.0190839	0.499456	0.0402668	0.0016699
0.0194062	0.471876	0.039816	0.00167565
0.0197285	0.441095	0.0392501	0.00168102
0.0200508	0.425905	0.0405905	0.00168605
0.0203732	0.434257	0.0403283	0.00169077
0.0206955	0.423726	0.0388854	0.00169762
0.0210179	0.447821	0.0384572	0.00170609
0.0213403	0.407109	0.0389683	0.001714
0.0216626	0.409405	0.0377814	0.0017214
0.021985	0.421987	0.0373817	0.00172834
0.0223074	0.337838	0.0367699	0.00173486
0.0226298	0.378227	0.0372319	0.00174099
0.0229522	0.412725	0.0367578	0.00174678
0.0232746	0.39736	0.037173	0.00175225
0.0236367	0.372701	0.0333043	0.00176049
0.0239732	0.403799	0.0360648	0.00176991
0.0242957	0.37219	0.0362789	0.00177839
0.0246366	0.35921	0.0345137	0.00178683
0.024984	0.291644	0.0319721	0.00179492
0.0253167	0.325673	0.0344783	0.00180223
0.0256341	0.384589	0.032788	0.00180884
0.0259564	0.291588	0.0320474	0.0018152
0.0262788	0.305757	0.0316402	0.00182125
0.0266334	0.339874	0.0274012	0.00183077
0.0269906	0.322509	0.0293698	0.0018412
0.027323	0.335144	0.0300359	0.00185036
0.027663	0.33474	0.0278709	0.00185923
0.0280077	0.329632	0.0291629	0.00186775
0.02833	0.288943	0.0285056	0.00187531
0.0286522	0.295553	0.0286701	0.00188251
0.0289745	0.26277	0.0281906	0.00188938
0.029313	0.271159	0.02662	0.00189626
0.0296716	0.273447	0.0262374	0.00190758
0.0300218	0.246092	0.0275666	0.00191814
0.030344	0.280979	0.0278507	0.00192737
0.0306663	0.272893	0.027923	0.00193617
0.0309885	0.254319	0.0279373	0.00194456
0.0313108	0.252227	0.027227	0.00195259
0.0316331	0.233908	0.0266818	0.00196026
0.0319615	0.265348	0.0254982	0.00196775
0.032303	0.234922	0.0249621	0.00197583
0.0326401	0.230095	0.0262516	0.00198689
0.0329665	0.224634	0.0253391	0.0019971
0.0332768	0.253647	0.024162	0.00200639
0.033599	0.236763	0.0244353	0.00201563
0.0339255	0.236056	0.023687	0.00202459
0.0342375	0.227343	0.0234189	0.00203281
0.0345655	0.212277	0.0225135	0.0020411
0.0349032	0.230868	0.0223259	0.00204929
0.035236	0.203544	0.02262	0.00205767
0.0355581	0.222178	0.0220034	0.00206858
0.0358802	0.213057	0.0220611	0.00207904
0.0362023	0.202947	0.0230276	0.00208907
0.0365244	0.206534	0.0224065	0.0020987
0.0368465	0.147904	0.0213625	0.00210795
0.0371686	0.180113	0.0215919	0.00211685
0.0374907	0.174212	0.0214777	0.00212542
0.0378127	0.176529	0.0215344	0.00213367
0.0381348	0.16909	0.0215157	0.00214186
0.0384569	0.178935	0.0209958	0.00215311
0.038779	0.181749	0.0205347	0.00216392
0.0391011	0.169769	0.0203866	0.00217432
0.0394232	0.170187	0.0205446	0.00218433
0.0397453	0.14618	0.0204756	0.00219398
0.0400674	0.167971	0.0213053	0.00220328
0.0403994	0.134044	0.0196675	0.00221252
0.0407214	0.149702	0.0195202	0.00222117
0.0410434	0.137644	0.0192851	0.00222952
