#File generated by ModelExp v0.7.2
#Read datafile: ../../rescale/Ac_CoFe_C_DisorderedWafer_300K_LangevinSAXSscaled.xye
#Started Fit at 2019-01-15 18:27:28.699358
#Finished Fit at 2019-01-15 18:27:28.713779
#[[Fit Statistics]]
#    # fitting method   = leastsq
#    # function evals   = 0
#    # data points      = 3980
#    # variables        = 0
#    chi-square         = 223025.740
#    reduced chi-square = 56.0366182
#    Akaike info crit   = 16023.5014
#    Bayesian info crit = 16023.5014
#[[Variables]]
#    Ms:            297.6 (fixed)
#    mu:            23100 (fixed)
#    chi:           0 (fixed)
#    sigMu:         0 (fixed)
#    orderHermite:  50 (fixed)
#    T:             300 (fixed)

#[[Data]] 0
#B / T	M / kAm-1	sM / kAm-1	Mmodel / kAm-1
-8.9999507812	-356.2601966205	26.1019100643	-296.96068098207064
-8.9951175781	-354.2331636631	13.3708783052	-296.96033746697674
-8.9855421875	-341.814377832	16.2336821897	-296.959655814331
-8.9819617188	-335.4792383646	21.9394129127	-296.95940055469106
-8.9733339844	-365.2120967592	16.2937403697	-296.9587846273356
-8.9692574219	-364.8244842247	18.6540737119	-296.95849319244644
-8.9602800781	-351.0191234214	17.9530132622	-296.95785046397015
-8.9592332031	-370.250206477	18.7598793644	-296.95777542961395
-8.9490234375	-363.2888113057	18.365604222	-296.9570427281776
-8.9478703125	-364.697128355	17.9941668121	-296.9569598693433
-8.9385	-371.4750494731	17.9280555709	-296.95628576440686
-8.9361511719	-342.4603906509	18.1122514775	-296.9561165669464
-8.9257429688	-332.7840069651	27.2755360112	-296.9553657421055
-8.9239480469	-363.6773779406	16.7537682081	-296.95523608333326
-8.913028125	-356.6473953072	22.3090201998	-296.9544461417427
-8.9127183594	-351.7281939115	16.9790934756	-296.95442370522335
-8.9026789062	-351.6463969818	18.9097856321	-296.9536956959279
-8.9017617188	-354.2731314699	22.3301022388	-296.9536291043718
-8.8914960937	-364.3456146366	22.3033198758	-296.9528828406137
-8.8902746094	-355.4636819461	16.5340203061	-296.9527939295862
-8.8813027344	-347.3372386487	19.6364417465	-296.95214012325437
-8.8790128906	-366.3097962108	21.8621788174	-296.9519730441048
-8.8663078125	-367.4841366314	19.5118213267	-296.9510444464
-8.8645402344	-356.6779088807	19.453118793	-296.9509150454842
-8.8542703125	-342.7947247643	20.7575697293	-296.9501621825656
-8.8538015625	-347.2001401514	15.9286819481	-296.9501277779683
-8.8442933594	-349.9487140807	17.0666822087	-296.94942912214304
-8.8422914063	-366.6610590679	20.2309416293	-296.94928182860497
-8.8335472656	-365.7245426888	16.1275798396	-296.94863769651676
-8.8297976562	-361.3841955117	19.7995351675	-296.9483610928718
-8.8205714844	-339.4753984639	14.7869802592	-296.947679489359
-8.815084375	-346.883373336	20.8093240483	-296.9472734406074
