#File generated by ModelExp v0.2.7
#Generated at 2018-07-13 09:56:09.098265

#[[Data]] p_sa
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	6.941000000000001	0.0	0.20267328111702176
3.4900752236236796	6.941000000000001	3.4900752236236796	0.20267328111702176
3.4900752236236796	3.3751693454419205	3.4900752236236796	0.0
5.3860752236236795	3.3751693454419205	5.3860752236236795	0.0
5.3860752236236795	5.664000000000001	5.3860752236236795	0.0
15.386075223623681	5.664000000000001	15.386075223623681	0.0
15.386075223623681	5.664000000000001	15.386075223623681	0.0
5.3860752236236795	5.664000000000001	5.3860752236236795	0.0
5.3860752236236795	3.3751693454419205	5.3860752236236795	0.0
3.4900752236236796	3.3751693454419205	3.4900752236236796	0.0
3.4900752236236796	6.941000000000001	3.4900752236236796	0.20267328111702176
0.0	6.941000000000001	0.0	0.20267328111702176
0.0	6.941000000000001	0.0	0.20267328111702176
1.248	6.941000000000001	1.248	0.20267328111702176
1.248	3.3751693454419205	1.248	0.0
3.144	3.3751693454419205	3.144	0.0
3.144	5.664000000000001	3.144	0.0
13.144	5.664000000000001	13.144	0.0

#[[Data]] p_la
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	6.941000000000001	0.0	0.20267328111702176
3.4900752236236796	6.941000000000001	3.4900752236236796	0.20267328111702176
3.4900752236236796	3.3751693454419205	3.4900752236236796	0.0
5.3860752236236795	3.3751693454419205	5.3860752236236795	0.0
5.3860752236236795	5.664000000000001	5.3860752236236795	0.0
15.386075223623681	5.664000000000001	15.386075223623681	0.0
15.386075223623681	5.664000000000001	15.386075223623681	0.0
5.3860752236236795	5.664000000000001	5.3860752236236795	0.0
5.3860752236236795	3.3751693454419205	5.3860752236236795	0.0
3.4900752236236796	3.3751693454419205	3.4900752236236796	0.0
3.4900752236236796	6.941000000000001	3.4900752236236796	0.20267328111702176
0.0	6.941000000000001	0.0	0.20267328111702176
0.0	6.941000000000001	0.0	0.20267328111702176
1.248	6.941000000000001	1.248	0.20267328111702176
1.248	3.3751693454419205	1.248	0.0
3.144	3.3751693454419205	3.144	0.0
3.144	5.664000000000001	3.144	0.0
13.144	5.664000000000001	13.144	0.0

#[[Data]] m_sa
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	6.941000000000001	0.0	0.20267328111702176
3.4900752236236796	6.941000000000001	3.4900752236236796	0.20267328111702176
3.4900752236236796	3.3751693454419205	3.4900752236236796	0.0
5.3860752236236795	3.3751693454419205	5.3860752236236795	0.0
5.3860752236236795	5.664000000000001	5.3860752236236795	0.0
15.386075223623681	5.664000000000001	15.386075223623681	0.0
15.386075223623681	5.664000000000001	15.386075223623681	0.0
5.3860752236236795	5.664000000000001	5.3860752236236795	0.0
5.3860752236236795	3.3751693454419205	5.3860752236236795	0.0
3.4900752236236796	3.3751693454419205	3.4900752236236796	0.0
3.4900752236236796	6.941000000000001	3.4900752236236796	0.20267328111702176
0.0	6.941000000000001	0.0	0.20267328111702176
0.0	6.941000000000001	0.0	0.20267328111702176
1.248	6.941000000000001	1.248	0.20267328111702176
1.248	3.3751693454419205	1.248	0.0
3.144	3.3751693454419205	3.144	0.0
3.144	5.664000000000001	3.144	0.0
13.144	5.664000000000001	13.144	0.0

#[[Data]] m_la
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	6.941000000000001	0.0	0.20267328111702176
3.4900752236236796	6.941000000000001	3.4900752236236796	0.20267328111702176
3.4900752236236796	3.3751693454419205	3.4900752236236796	0.0
5.3860752236236795	3.3751693454419205	5.3860752236236795	0.0
5.3860752236236795	5.664000000000001	5.3860752236236795	0.0
15.386075223623681	5.664000000000001	15.386075223623681	0.0
15.386075223623681	5.664000000000001	15.386075223623681	0.0
5.3860752236236795	5.664000000000001	5.3860752236236795	0.0
5.3860752236236795	3.3751693454419205	5.3860752236236795	0.0
3.4900752236236796	3.3751693454419205	3.4900752236236796	0.0
3.4900752236236796	6.941000000000001	3.4900752236236796	0.20267328111702176
0.0	6.941000000000001	0.0	0.20267328111702176
0.0	6.941000000000001	0.0	0.20267328111702176
1.248	6.941000000000001	1.248	0.20267328111702176
1.248	3.3751693454419205	1.248	0.0
3.144	3.3751693454419205	3.144	0.0
3.144	5.664000000000001	3.144	0.0
13.144	5.664000000000001	13.144	0.0
