# GRASP V.7.05    Instrument:  ILL_d33

# ***** Sample, Backgrounds and Transmissions Data: *****
# Subtitle:  KWI338 Vpol Col5.3 Det 2 RF-
# Start: 10-Sep-15   13:52:06   End: 10-Sep-15   14:02:06

# Foreground:  23567 , Loaded: 23567,23568
# Background:  23562 , Loaded: 23561+23562
# Cadmium: No Cadmium Subtraction
# Det: 1 : Applying Deadtime Correction per (horizontal) Tube: 1/[1-tau/detector_rate], tau = 1.5e-06 (seconds)
# Det: 2 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 1.5e-06 (seconds)
# Det: 3 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 1.5e-06 (seconds)
# Det: 4 : Applying Deadtime Correction per (horizontal) Tube: 1/[1-tau/detector_rate], tau = 1.5e-06 (seconds)
# Det: 5 : Applying Deadtime Correction per (horizontal) Tube: 1/[1-tau/detector_rate], tau = 1.5e-06 (seconds)
# Data Normalisation: Exposure Time (1) seconds
# Attenuator: 0 is In.  Attenuation factor 1
# Attenuator: 0 is In. Up-scaling data by 1
# Attenuator: 0 is In. Up-scaling data by 1
# Attenuator: 0 is In. Up-scaling data by 1
# Attenuator: 0 is In. Up-scaling data by 1
# Attenuator: 0 is In. Up-scaling data by 1
# Attenuator2: is Out
# Attenuator2: Up-scaling data by 1
# Attenuator2: Up-scaling data by 1
# Attenuator2: Up-scaling data by 1
# Attenuator2: Up-scaling data by 1
# Attenuator2: Up-scaling data by 1

# Beam Centre1 :  Cx = 127.9334  Cy = 65.436       Cm Translation :  Tx = 0  Ty = 0 [mm]
# Beam Centre2 :  Cx = 16.5  Cy = 128.5       Cm Translation :  Tx = 0  Ty = 0 [mm]
# Beam Centre3 :  Cx = 16.5  Cy = 128.5       Cm Translation :  Tx = 0  Ty = 0 [mm]
# Beam Centre4 :  Cx = 128.5  Cy = 16.5       Cm Translation :  Tx = 0  Ty = 0 [mm]
# Beam Centre5 :  Cx = 128.5  Cy = 16.5       Cm Translation :  Tx = 0  Ty = 0 [mm]
# Transmissions:  Ts = 0.99488 +/- 0.0017198  Te = 0.8812 +/- 0.0014755
# Transmissions Thickness Correction is:  on
# Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd]

# ***** Calibrations: *****
# Data: Corrected for D33 Detector Paralax
# Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction)
# Data: Divided by Volume 0.1 cm3
# Solid Angle Correction:
# Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 2
# Applying Default Instrument Mask
# Applying User Defined Mask
# Applying NanInf Mask
# Intensity units are:  cm-1 \\ \Delta\Omega

# ***** Analysis *****
# Averaging I vs. Q.  Bin size:  1 [Pixel(s)]


# Mod_Q   	I       	Err_I   	Sigma_Q


0.018582	0.502969	0.0243131	0.00283295
0.0208745	0.458348	0.0167983	0.00285654
0.023324	0.374325	0.0160006	0.0028913
0.0257738	0.379284	0.0158556	0.00291978
0.028244	0.349986	0.0132685	0.00296338
0.0307059	0.310395	0.0113894	0.00300048
0.0331531	0.268649	0.010694	0.00304594
0.0356003	0.249365	0.0104505	0.00309134
0.037891	0.214896	0.0135953	0.00313545
0.0382041	0.215705	0.0139503	0.00314064
0.040338	0.179376	0.0130144	0.00318762
0.0406511	0.152785	0.0131221	0.00319457
0.0429377	0.156324	0.00870116	0.00323908
0.0432197	0.153806	0.0204933	0.00324481
0.045421	0.15108	0.00756363	0.00329984
0.0478654	0.121503	0.00715093	0.00335329
0.0503097	0.10073	0.00682562	0.0034152
0.0527535	0.0923651	0.00669033	0.00347528
0.0552178	0.0757503	0.00624445	0.00353777
0.0576747	0.0565691	0.00544176	0.00360426
0.0599013	0.0713108	0.0106263	0.00366121
0.0601982	0.0573042	0.00633973	0.00366813
0.0624003	0.0349967	0.00730396	0.00373328
0.0627125	0.0450204	0.00748174	0.00374193
0.0649327	0.0427575	0.00580307	0.00380055
0.0652195	0.0437461	0.0108282	0.00380986
0.067436	0.0354787	0.00518439	0.00389339
0.0698938	0.0337439	0.00476128	0.00403529
0.0723475	0.0323448	0.00461134	0.00417695
0.0747839	0.0349351	0.00451468	0.00418996
0.0772195	0.038083	0.0045215	0.00415075
0.0796544	0.0333601	0.00450448	0.00428163
0.0818913	0.028131	0.00749259	0.00440187
0.0822012	0.0315112	0.00549474	0.00441853
0.0843662	0.0414015	0.00631962	0.0045349
0.0846876	0.0370405	0.00583117	0.00455218
0.0869345	0.0262134	0.00445893	0.00453633
0.0872849	0.0367865	0.010724	0.00455461
0.0894052	0.0382464	0.00421308	0.00452036
0.0897637	0.0277877	0.0202406	0.00453849
0.0918486	0.0326073	0.00408125	0.0046439
0.0942772	0.0396127	0.00413526	0.0047667
0.0967049	0.0325723	0.00396039	0.00488944
0.0991664	0.0381177	0.0037731	0.0050139
0.101329	0.0212371	0.00772493	0.00509534
0.101671	0.0284194	0.004218	0.00511255
0.103826	0.0343732	0.005583	0.00507568
0.104159	0.0346194	0.00481121	0.00509193
0.106367	0.0312556	0.00410279	0.00519989
0.106717	0.0204955	0.00773556	0.0050633
0.108833	0.036888	0.00382013	0.00516368
0.109219	0.0342871	0.0140498	0.00518201
0.111297	0.0273967	0.00345502	0.0052806
0.113732	0.0301832	0.00342563	0.00539614
0.116149	0.0219958	0.00328561	0.00551081
0.118565	0.0250344	0.00324988	0.00562543
0.12073	0.0322649	0.00631659	0.00572814
0.121083	0.0219385	0.00383141	0.00574491
0.12324	0.0165867	0.00452788	0.00584722
0.123564	0.0216532	0.00459655	0.00586261
0.125747	0.020968	0.00353517	0.00596619
0.126133	0.00170342	0.00667394	0.00598451
0.128213	0.0124889	0.00309909	0.00608319
0.128664	0.0103639	0.00988332	0.0061046
0.130657	0.0177005	0.00299707	0.00604437
0.133063	0.0140173	0.0029724	0.00615571
0.135469	0.0185324	0.00298983	0.0061023
0.137594	0.0127951	0.00606565	0.00619806
0.137959	0.0114246	0.0033438	0.00621446
0.140062	0.0071608	0.0049444	0.0063092
0.140445	0.00761902	0.00338038	0.00632647
0.142597	0.0086935	0.00324568	0.00642339
0.142991	0.00291863	0.00486941	0.00644114
0.145063	0.00999399	0.00289144	0.00653449
0.145532	0.0115987	0.0086005	0.0065556
0.147504	0.00563502	0.00270274	0.00664446
0.149899	0.00509034	0.00274358	0.00670602
0.152306	0.0111782	0.00266022	0.00681366
0.154406	0.00204206	0.00547777	0.00690763
0.154713	0.00549287	0.00525937	0.00692136
