#Scaled file ./AH11_minus_1.2T_LA.dat
#Using factor: 0.8596564519696263
#q / A-1 	 I / cm-1 	 sI / cm-1 	 dI / cm-1
0.0286063	0.15439343911729292	0.004157255618902515	0.0038516
0.0304932	0.13981882363059986	0.003385438863195144	0.0038568
0.032183	0.11874434571056448	0.003197750070036616	0.00386032
0.0338738	0.10353788273167376	0.0030426250632786967	0.0038631
0.0355654	0.08846122787703045	0.0028868295244882415	0.00386534
0.0372577	0.07299411706190254	0.0027945024215467033	0.00386719
0.0391524	0.0637147274224068	0.002408748781854373	0.0038689
0.0410656	0.057173601479369916	0.0026314685754306637	0.00387033
0.0427593	0.05590010641142212	0.0026251586970732067	0.0038714
0.0444531	0.05693263977588283	0.002635130711916054	0.00387232
0.046147	0.0566222178310766	0.002606134499791119	0.00387311
0.047841	0.057614347342294744	0.00257100893716364	0.00387381
0.0495637	0.061365458270464204	0.002374766562308014	0.00387442
0.0511369	0.06817771985845232	0.0022036863318015383	0.00387492
0.0529786	0.06962374797631042	0.0020562036709016293	0.00387994
0.0547917	0.07336170616076475	0.0022568302936623007	0.00388765
0.0564798	0.07578473383628634	0.002260569799228369	0.00389381
0.0581679	0.07966505112918684	0.0023085472258127936	0.00389916
0.0599982	0.08026259832895093	0.002123463191703733	0.00390423
0.0618265	0.08175831458973289	0.002317307125058364	0.00390866
0.0635144	0.08287432059567985	0.0023243391148354757	0.00391229
0.0653317	0.0814120449708795	0.0021440347705993664	0.00391577
0.0671711	0.07864326347037574	0.0023165850136387094	0.00391891
0.0689133	0.07482733444572777	0.0019453337782911065	0.00392158
0.0705955	0.0707081186248249	0.0019334791158184454	0.00392391
0.0722776	0.06544263689086575	0.0018978979352714228	0.00392604
0.0739596	0.06281011093799917	0.0018776874120856168	0.00392798
0.075741	0.058146130823483154	0.0017342623296390043	0.00392986
0.0775329	0.054329686004964	0.001834377920035387	0.00393159
0.0792142	0.05134040262453002	0.0018064046990882952	0.00393869
0.0808951	0.04773749646868012	0.0017645394298773744	0.00394685
0.0825757	0.04061042868798073	0.0017287175455238002	0.00395425
0.0842559	0.03583082478067481	0.001701320294399528	0.00396099
0.0860549	0.03156546736293712	0.001584725089818888	0.00396757
0.0879771	0.030554769272356425	0.0014854003833583173	0.00397396
0.089696	0.02921473679502617	0.0014912804334897894	0.00397918
0.0914526	0.027112446941734453	0.0013961766402083896	0.0039841
0.0932129	0.025086838443958422	0.0014580719047502027	0.00398865
0.0948867	0.02272020423168604	0.0014369415491607895	0.00399265
0.096645	0.02249600582901236	0.0013812616007667167	0.00399656
0.0984735	0.02143192307276436	0.0013683667539871724	0.00400033
0.100238	0.021741485361118622	0.0014303737738677413	0.00400371
0.10191	0.02109304649939793	0.0014334513439657928	0.0040067
0.103581	0.020282218533900182	0.0014255940839947904	0.0040095
0.105251	0.020932376708524807	0.0014301502631902292	0.00401822
0.10701	0.023439134922468238	0.0013871158612046297	0.00402788
0.108771	0.019721722527215983	0.001265070434718502	0.00403685
0.110573	0.021812664915341704	0.0012644944648956824	0.00404536
0.112374	0.02333210769419802	0.0012715608409308728	0.00405327
0.11411	0.021281483193669674	0.0013279543041800801	0.00406037
0.115837	0.022405913832845945	0.0012543677118914802	0.00406699
0.117636	0.020886728950925224	0.001255021050794977	0.00407344
0.119374	0.020736546968766128	0.0013120076769960434	0.00407929
0.121035	0.02043867600815865	0.0013014768854594156	0.00408455
0.122769	0.02014432963900425	0.001251229965841791	0.00408973
0.124557	0.019724989221733467	0.0012386789816430344	0.00409476
0.126303	0.019851788548398988	0.001268019056348758	0.00409939
0.12794	0.01853505276091711	0.001204112195709336	0.00410351
0.129724	0.015895821487725163	0.0011150861735433613	0.00410796
0.131484	0.01513089917676259	0.0011908734863490034	0.00411932
0.133251	0.014465954911164085	0.0011018560607475487	0.00413003
0.13508	0.01635780086501364	0.001148208736637751	0.00414044
0.136792	0.014414805352271891	0.0011804630467156514	0.00414962
0.138498	0.012873871162116335	0.0011375060138107292	0.00415826
0.140265	0.012839570869682746	0.001131935440001966	0.00416673
0.141973	0.012564652736342859	0.0011813828791192589	0.00417447
0.143619	0.012450662290811687	0.0011664334534195072	0.00418156
0.145434	0.011274480333226845	0.0010607472892143611	0.00418897
0.147254	0.012315954124788048	0.001037717092866095	0.00419601
0.149004	0.011064466262010665	0.0010973170746811493	0.00420244
0.150695	0.010585895515199175	0.0010633176620057504	0.00420836
0.152437	0.010221916973435236	0.0010597242980365173	0.00421417
0.154222	0.010601455296979825	0.0010264727864743323	0.00421984
0.155967	0.009874099972968325	0.0011019506229572654	0.0042274
0.157603	0.006646433858403165	0.0010916691317917088	0.00423876
0.159343	0.006910872779593543	0.001025544357506205	0.00425025
0.161129	0.008293131581844543	0.0010539388101147619	0.00426145
0.162862	0.008551681856338929	0.001067547171749441	0.00427177
0.164674	0.009446678785049026	0.0010069327953210626	0.00428204
0.166422	0.007189298311257465	0.001001688890964048	0.00429148
0.168143	0.007427268410291696	0.0010082308765635368	0.00430034
0.16986	0.008196050578723614	0.001011110725677635	0.00430879
0.171577	0.007435426550020888	0.000999565539527683	0.00431687
0.173286	0.007520068324281818	0.0010006229169636056	0.00432456
0.175045	0.00842652447349667	0.00097474725775932	0.00433215
0.176878	0.009443669987467132	0.000952636893814661	0.0043397
0.17864	0.008139304656329099	0.0010300403607500061	0.00434665
0.180302	0.007953945532155409	0.0010029611825129628	0.00435295
0.182054	0.00974205674194579	0.0009734749662104048	0.00436331
0.183813	0.006978149493524686	0.0009555855154449168	0.0043763
0.185457	0.0074685663062443175	0.0009748160302754774	0.00438791
0.187237	0.006571084970388027	0.0008927360322414175	0.00439994
0.189074	0.006530620941193817	0.0009235805057380876	0.00441181
0.190845	0.005881202071117883	0.0009238384026736786	0.00442276
0.192569	0.004999693152139189	0.000937498343695476	0.00443298
0.194256	0.005722397734745534	0.0009399139783255106	0.00444258
0.195943	0.006163900095348095	0.0009409369695033543	0.00445181
0.197742	0.007145249514658541	0.0008814143567689775	0.00446126
0.199536	0.005872459365001352	0.0009420201366328361	0.00447032
0.200453	0.005052054826628659	0.002544179059297668	0.00447481
