#[[Fit Statistics]]
#    # fitting method   = leastsq
#    # function evals   = 81
#    # data points      = 20
#    # variables        = 5
#    chi-square         = 9.56069014
#    reduced chi-square = 0.63737934
#    Akaike info crit   = -4.76144717
#    Bayesian info crit = 0.21721420
#[[Variables]]
#    logmu0:   6.96988472 +/- 0.06316341 (0.91%) (init = 7)
#    logstd0:  0.10771219 +/- 0.01117556 (10.38%) (init = 0.13)
#    N1:       0.30634687 +/- 0.11148540 (36.39%) (init = 1)
#    logmu1:   6.05844707 +/- 0.59584577 (9.83%) (init = 2.5)
#    logstd1:  0.28720942 +/- 0.04123949 (14.36%) (init = 0.3)
#[[Correlations]] (unreported correlations are < 0.100)
#    C(N1, logmu1)       =  0.903
#    C(logstd0, N1)      = -0.841
#    C(logstd0, logmu1)  = -0.748
#    C(logmu1, logstd1)  =  0.625
#    C(logmu0, logstd1)  = -0.563
#    C(logmu0, logmu1)   = -0.437
#    C(N1, logstd1)      =  0.412
#    C(logstd0, logstd1) = -0.306
#    C(logmu0, N1)       = -0.248
#    C(logmu0, logstd0)  =  0.129

#bin_center	count	error
2.8404749999999996	0.0184260979881465	0.013029218838226192
3.173425	0.00921304899407325	0.00921304899407325
3.5063750000000002	0.02763914698221975	0.015957468950356206
3.8393249999999997	0.0184260979881465	0.013029218838226192
4.172275	0.04606524497036625	0.020601003830783844
4.505225	0.073704391952586	0.026058437676452384
4.838175	0.08291744094665925	0.02763914698221975
5.171125	0.0552782939644395	0.0225672690107413
5.504075	0.147408783905172	0.036852195976293
5.837025000000001	0.21190012686368476	0.044184230791601026
6.169975000000001	0.2763914698221975	0.050461947574541983
6.502925	0.34088281278071025	0.056040789210950466
6.835875	0.4238002537273695	0.06248593842850509
7.168825	0.41458720473329624	0.06180301149235153
7.501775	0.35930891076885674	0.05753547252713382
7.834725000000001	0.184260979881465	0.04120200766156769
8.167675000000001	0.17504793088739176	0.04015874952705436
8.500625000000001	0.06449134295851275	0.02437543645497161
8.833575	0.036852195976293	0.0184260979881465
9.166525	0.036852195976293	0.0184260979881465
