#File generated by ModelExp v0.6.4
#Read datafile: ../data_rescaling/SC-IOS-11_300K_LangevinSAXSscaled.xye
#Started Fit at 2018-12-24 20:20:29.528297
#Finished Fit at 2018-12-24 20:20:29.673313
#[[Fit Statistics]]
#    # fitting method   = leastsq
#    # function evals   = 17
#    # data points      = 4952
#    # variables        = 3
#    chi-square         = 42070.6145
#    reduced chi-square = 8.50083137
#    Akaike info crit   = 10601.0911
#    Bayesian info crit = 10620.6137
#[[Variables]]
#    Ms:     192.400000 +/- 0.10002522 (0.05%) (init = 164)
#    mu:     13650.0000 +/- 45.9391667 (0.34%) (init = 11340)
#    chi:    0.00000000 +/- 0.03202890 (inf%) (init = 2.68)
#    sigMu:  0 (fixed)
#    T:      300 (fixed)
#[[Correlations]] (unreported correlations are < 0.100)
#    C(Ms, chi) = -0.775
#    C(Ms, mu)  = -0.640
#    C(mu, chi) =  0.434

#[[Data]] 0
#B / T	M / kAm-1	sM / kAm-1	Mmodel / kAm-1
-8.9999660156	-179.4624169801	4.2466156361	-191.70053118320604
-8.9963339844	-181.423355657	4.2061248662	-191.7002487912261
-8.9924433594	-176.7129723659	4.1207240186	-191.69994604041213
-8.9878972656	-180.6081606163	4.1640402678	-191.69959195192277
-8.98244375	-182.1511816738	3.1369289736	-191.6991667128316
-8.9777671875	-175.579745946	4.0241470285	-191.69880164537096
-8.9729574219	-180.3115868073	3.7344213071	-191.69842578270203
-8.9671566406	-180.7496854868	3.6986580721	-191.6979719399999
-8.9616960937	-183.975662438	4.4993627511	-191.69754417977384
-8.9570074219	-174.5436854068	4.5662665366	-191.69717646937238
-8.9522183594	-183.9992170815	4.1683152679	-191.6968004881709
-8.9453511719	-179.3739837664	3.8539127973	-191.6962606543729
-8.94170625	-177.5390623699	4.2779456949	-191.69597378798733
-8.9354304688	-179.5503529922	3.2954358486	-191.69547931662623
-8.9321921875	-181.8238819575	3.4381523582	-191.69522389935503
-8.923396875	-179.0444225343	4.0738945531	-191.69452923944755
-8.9212277344	-178.4562956082	3.7727895217	-191.69435770865445
-8.9129550781	-183.0168015144	4.1860520505	-191.6937027590787
-8.9107492188	-178.0433327863	3.8704818699	-191.69352791493267
-8.9046757813	-179.7116975329	4.1273769179	-191.69304606537864
-8.8972398438	-180.1247196323	3.4188656577	-191.69245522312133
-8.8932332031	-181.3097185618	3.2796437247	-191.6921364551732
-8.8882546875	-177.9500213591	3.4603193153	-191.69173996454322
-8.8825242187	-180.5078484645	3.5736058005	-191.69128303789313
-8.8777554687	-183.394469436	4.3304019605	-191.69090234549574
-8.8712484375	-180.5275072253	3.5933734785	-191.69038222472645
-8.8687621094	-181.6422495181	3.3419434536	-191.69018328573213
-8.8597644531	-181.4490011104	3.4757877809	-191.68946242155286
-8.8592652344	-176.4999735688	3.9054115847	-191.6894223828322
-8.8502863281	-183.0757578946	4.4495479457	-191.68870147849
-8.8484929687	-175.3285115198	3.3394239299	-191.6885573167786
-8.8403121094	-183.7218946513	3.5706999371	-191.6878989449452
-8.8382851563	-179.8376630645	3.7390458167	-191.6877356332376
-8.8285410156	-180.070789384	2.8391919671	-191.68694950060333
-8.828046875	-184.3654851709	3.9683277585	-191.6869095883547
-8.8175546875	-181.1417686698	3.3996618031	-191.68606106758352
-8.8170800781	-184.567682903	4.2709053249	-191.6860226373861
-8.8067730469	-180.4216784355	3.5828214436	-191.68518703200448
-8.8063039062	-182.5213464455	3.6382033004	-191.6851489515726
-8.7966046875	-180.3809774079	3.2691171029	-191.68436075011272
-8.7958425781	-183.1661039475	4.0796294502	-191.68429874406897
-8.7866039063	-180.2234142807	3.3752369522	-191.6835462202178
-8.7850910156	-184.3288747224	3.2054231874	-191.68342283888248
-8.7773597656	-182.3645337914	2.8708598743	-191.68279166534913
-8.7755871094	-177.278451513	4.5789460023	-191.68264679027862
-8.7656035156	-178.8021844536	3.7119770179	-191.68182976004857
-8.7651078125	-181.7160058503	4.0360705358	-191.68178914455106
-8.7561171875	-179.6269823761	4.345220839	-191.68105169845094
-8.7538539063	-182.0656110616	3.3158195738	-191.68086581664483
-8.7453914063	-180.4143109046	3.5683991346	-191.68016994464276
-8.7443285156	-182.2330791293	3.6667812555	-191.68008244785327
-8.7356023437	-181.5199997195	3.0736954765	-191.67936330748185
-8.7333652344	-182.5816083942	2.9392190414	-191.67917871162408
-8.7238648438	-183.1665066285	3.37600136	-191.6783937288309
-8.7236433594	-184.0601002371	4.1191728108	-191.67837540798428
-8.7141300781	-183.9251708165	4.106807365	-191.6775876049936
-8.7131484375	-181.8600550545	4.1097053955	-191.67750621657905
-8.7031269531	-182.4986502253	3.6238989085	-191.6766742787918
