#Loaded datafile ../../DD205_4_KOELNPPMS_FCW_100OE_TOUCHDOWN.DAT
#Rescaled data with factor 5.68279524355581
#T/K	M/kAm-1	sM/kAm-1
4.9932599	63.96086527151365	0.0015097437608439326
5.0017838	64.61021161714622	0.0016108484852538421
5.0347795	63.36245881208472	0.0017431066255228366
5.1083331	63.79983461612946	0.0014633976716892892
5.2047634	66.0721184320218	0.0016504712035588722
5.3566499	65.02633084815719	0.0011989871486322717
5.4360881	66.22604892127487	0.001532995471807305
5.4288545	67.08972897954	0.0014912468934611606
5.4376297	63.867227470016	0.0013746792918743179
5.4802632	65.57292898343556	0.0015274751576603248
5.560112	63.92586853378122	0.001700102515545081
5.6372786	65.0757633259536	0.0016500321528566861
5.7083945	65.9047054336537	0.0017638430456853368
5.769207	65.79501575086108	0.0016292211806393246
5.8324618	64.61841209052952	0.0017235058239959103
5.8979397	63.382045257800364	0.0015501364684353581
5.962688	66.05354907106609	0.0015705847320590287
6.0281143	64.89881764227447	0.0018077766163565408
6.05940005	65.45939522460122	0.0015656105024781301
6.1244552	65.25803274890964	0.0015489426508159862
6.18350055	65.22514646075818	0.0016110549497617105
6.2087765	62.445221851810956	0.0016103587134413835
6.2411842	64.83407474721092	0.0015733444924993668
6.2935843	66.86867233808937	0.001595326222799222
6.3822074	63.84843093935622	0.0017014998081736506
6.4570975	66.90375173587303	0.0017390006720810539
6.5326877	64.9761107520117	0.0013722912203522274
6.5876465	61.3246492857818	0.0015397872546488202
6.6540875	66.24589944384866	0.0020752085566032395
6.68682575	64.17943197280724	0.0016661983103741047
6.719564	65.56900553207045	0.0014443426381826106
6.7789907	64.20934414289171	0.0017111879658836305
6.8403225	63.38478804741644	0.0014824594539786149
6.9044399	64.87447941054982	0.0016552194894228229
6.9662356	64.99043337832424	0.0020640968403185236
7.0267568	67.03804228167604	0.0016906027671136801
7.0880027	63.18757678324385	0.0016785986265499672
7.1347966	65.2527974250087	0.0017520397007426969
7.2032537	65.97243393766843	0.0017684035384982492
7.2618914	68.1422814752682	0.0018064095520521977
7.3217072	65.79590928019364	0.0017957389196768174
7.3910718	63.986618110190996	0.0016452041068702578
7.4623132	65.5439372984302	0.0015807045656987082
7.49016145	64.16775435364985	0.0016055142667892762
7.5517893	65.26127031415037	0.0017210752867927424
7.5855689	64.09529649622166	0.0016345943303511673
7.6490493	67.44304880188062	0.0015405357157730862
7.7219844	65.51041007935638	0.0016057243816366914
7.7880964	64.24027749718242	0.001637553228858902
7.8398156	63.76206702253781	0.0016555814002919323
7.9064746	64.67513109555613	0.0015345690728726547
7.9580579	64.65808417467788	0.0017898093352496762
8.0207243	66.12290682509689	0.001474999385214956
8.0780535	64.18159784244973	0.0015845797620039732
8.1439686	63.777821371499215	0.0012909943180524873
8.17651035	63.21628841678202	0.0017459141279443724
8.2090521	65.39781555483722	0.0015510578549633729
8.2647839	65.22830273791996	0.001846207117219078
8.3267899	65.64403470707613	0.001824186368767408
8.3958807	66.76333174697031	0.0015902236000035269
8.4633455	65.86016951667382	0.0014880113511152055
8.5277243	65.59280535214408	0.0017460993910417965
8.5983047	65.5391406278728	0.0014003000097010674
8.6599874	64.84370336517564	0.001396167846710712
8.690639	64.77032443973974	0.0014078476105252602
8.7529712	66.07443681932523	0.0016059180692733414
8.8170629	64.39928214206886	0.0017519833784957258
8.849474	65.06214437582813	0.0018590195374098891
8.9128599	64.54370239963903	0.0018614542347183457
8.9746561	65.8092746870277	0.0018304326784993354
9.0444002	65.4986109751037	0.001824513632060684
9.1065693	65.82609606079508	0.0016457149041968389
9.1686764	65.7929467924888	0.0017783656120846259
9.2256889	64.76965572056407	0.0014181582117286113
9.2934999	65.36361768093336	0.001950018396357083
9.3464842	64.32290657666817	0.001537948381762485
