#Loaded datafile ../../DD205_4_KOELNPPMS_ZFCW_100OE_TOUCHDOWN.DAT
#Rescaled data with factor 5.68279524355581
#T/K	M/kAm-1	sM/kAm-1
4.9908276	2.369843014525642	0.0016383511086671982
5.0319939	4.849686624902359	0.0014713849514718393
5.5438199	3.8224692588091482	0.0014102434107652938
6.0461206	3.2812962969164756	0.001661616625784268
6.5262961	2.7806141446004426	0.0014138825794613654
7.0507607	3.18593483753692	0.0013868781038926044
7.5419517	3.0412943569673745	0.0012290916668976826
8.0369244	3.667578189235187	0.0013699391835587974
8.5565796	3.6239580290967863	0.0013962384510600588
9.0098047	3.7932566106545846	0.0014374738157855156
9.5351725	3.274116395130458	0.0016663621279317585
10.0556717	3.369533330030438	0.0016965244841433756
10.5049686	5.777929703127471	0.00190548147887717
11.0132475	4.353321488765691	0.00180198240868728
11.5532093	2.459843918998486	0.0013649735961085703
12.0109882	2.632112723624855	0.0014978769058145611
12.5259323	2.6301099558901	0.001356378012391687
13.0195436	4.276815881300912	0.0019192756769803255
13.515276	1.4307356896233248	0.0014978892115414847
14.0123444	3.293003733254704	0.0017611973922724551
14.5187016	3.2425232804401323	0.0015683251944463336
15.8147087	1.909045504306214	0.0014859879621424163
16.0624237	1.7248476377652544	0.001642932797360502
16.5577965	2.146568745092276	0.001514667499870386
17.0154057	4.808035998326926	0.0016238155972309756
17.5018902	2.582356853959789	0.0014757175713032416
18.0443363	3.798611988642733	0.0012289855797822122
18.5033073	3.512373874383357	0.0015071547366149087
19.02483655	4.672742423550303	0.0015533195855487662
19.5123425	0.2292342035033356	0.0015069661217265468
20.0414524	3.155965262188907	0.0013932119668267913
20.5679569	2.4905468360845973	0.0014138052725698447
21.0110855	2.415651403506942	0.001460606975137941
21.5108852	4.868575062149594	0.0014700836208742247
22.0402203	5.452795930407988	0.0013705217382375843
22.5713253	3.249925008500758	0.0016411167764887968
23.010561	3.29138774322503	0.0014618293421309065
23.5388794	2.7631170829877174	0.0014009563612789075
24.0319977	3.608738372679595	0.0015502857551871483
24.5429688	2.4750241030289226	0.0014853858228107788
25.0258121	2.177893434769022	0.0017332986340956094
26.1726379	2.965271015672629	0.0013987036637922693
26.5200558	3.8935816545492283	0.001392180958548852
27.0506382	4.022790481168972	0.0012694365287427227
27.5557346	4.541071259591719	0.0017740037741617574
28.0563622	2.485631308954167	0.0012672272547366976
28.5696564	3.0977729068976654	0.001458771485020057
29.0607166	3.384348061454612	0.0015202465485971996
29.5200844	3.924063388373157	0.001413566570204499
30.0342922	3.5612265474831135	0.0015655642897893633
30.5519991	2.39917101572232	0.0012501964440071443
31.026289	2.055827285256282	0.0013422000232983244
31.5233002	1.9216883759894967	0.001514245892039864
32.0205307	3.753390023018688	0.001599469930189864
32.5252609	3.074832974896281	0.0016855855420772551
33.0296364	4.21623372189906	0.001413470985434476
33.5660133	4.591863434879826	0.0014344732480869248
34.007473	2.6675026198329395	0.0016322266768570703
34.5027122	3.7206248659371495	0.001672043895377164
35.0668602	3.2583088541872547	0.0017941691127386
35.5064201	1.7795522002471664	0.0012950824411025296
36.6643715	3.4548996972864146	0.0013562801013073404
37.0491829	5.6168393662916305	0.0015698526111389609
37.5029106	3.7459416563816674	0.0013088367439922219
38.050106	2.5693913679088083	0.0015670949499333293
38.542572	4.4187086636565365	0.0019250750082258007
39.0433884	3.9978882316325905	0.001792059176117115
39.5480194	3.0386691607592677	0.0016851329374716905
40.0445442	2.6228487490184	0.0014562042784173684
40.5496216	3.3401573733470067	0.001336944008139704
41.0751095	2.640215837187896	0.0012450064850884786
41.542141	3.237682376207307	0.0014417771975308948
42.0267448	2.5043402051119283	0.0016402511676328498
42.5301704	1.8338636866896045	0.0014855515375620948
43.034256	1.8490835616429324	0.001570145389907869
43.5394745	1.3343096287079341	0.0015232442852784246
44.0285873	1.1159472636788694	0.0016045601900854137
44.5252838	4.33481049166667	0.0016759330377240135
45.015522	4.698283748919885	0.00133222178620746
45.5235939	3.4353615532374007	0.0016628729655135618
46.020546	4.806703136682432	0.0014996305720311408
47.0742874	2.0590677974516853	0.001439933321975434
47.5023842	4.01794169239302	0.0014095834458066928
48.0421753	4.378273547917022	0.0014908353605905921
48.5333138	3.709149519338183	0.001527517036325071
49.0362663	3.1038557440285843	0.0016525105241327318
49.5256996	4.168557956082243	0.0014425715373061034
50.0223007	2.567094397405187	0.0015255483283722017
50.5591393	3.6858571551984145	0.001540586672325788
51.02521135	3.422256227631224	0.0015503998028051802
51.5482864	4.35435270722033	0.0014972037645511055
52.0418892	3.110394450039697	0.0013571133386180011
52.5439644	3.0609605174810275	0.0016597697334532766
53.0843391	2.3902765253262652	0.0015353534208296812
53.512188	3.4153746927017172	0.0015292687092025939
54.0598831	3.46176279385285	0.0015931213418249024
54.5177116	3.0006034541548456	0.0015756149653303657
55.0099792	2.4483295032118377	0.0015875585561643537
55.5486755	3.4399873185478125	0.0014458322356014875
56.0403481	5.519925196143269	0.0018906065994043896
56.5308342	3.3224516997153484	0.0014778494682453065
57.4304199	4.665652738188209	0.0016073200222526181
57.5611954	2.891167100709425	0.0012246946245605596
58.0314522	1.6861344823966655	0.0012455663736767838
58.5772095	3.0273406309820925	0.0014957233957120428
59.0012703	4.621905223826632	0.0015350088005995502
59.5235214	5.636171225090129	0.0014749256050002883
60.0588913	4.557292357277751	0.0016488715183389183
60.5437088	3.187905727449072	0.00143887301591552
61.0484085	2.542848725705263	0.0013403225641587214
61.5576706	4.290464501997004	0.0014412644681537604
62.0321732	4.445305659071469	0.0015435056529797524
62.5043221	2.415174137943923	0.0016007385449567032
63.0049667	5.511252746071404	0.0016861440572207202
63.5450706	3.9857470073459167	0.0014991547480411802
64.0073471	4.334584049574234	0.0015902736054071095
64.5434723	4.759968146130012	0.0016307776251069973
65.0155411	3.1279837910475212	0.0013458282308315345
65.5201263	1.8218624328091297	0.0012911215590568792
66.0373611	4.359809688459001	0.0015211881595282354
66.5162354	3.193248804126784	0.0015267739014679712
67.7732697	3.3230521766285874	0.0015067995759967614
68.0172501	2.763108235343814	0.001604890951062751
68.5321579	4.007415379463815	0.0013281124894078712
69.0262909	4.403688701356335	0.0014198025087291055
69.5091248	5.085983229521636	0.0017212138669606006
70.0068741	4.218487425295347	0.0017006747282764811
70.5613632	4.830837778811272	0.0013447813290872745
71.0093079	4.15318038788181	0.0019335569403630683
71.5537949	6.071942358879262	0.0015876155620119664
72.038826	4.662037568611174	0.0015552934269548267
72.5609818	4.548382816528539	0.0016002207598717162
73.0690002	4.576937673559228	0.0017876374521841655
73.5150604	3.69098327678946	0.0016257538162607896
74.0083466	3.7200069873097954	0.001224744934107014
74.5171356	3.1240482652193817	0.0014070384397083797
75.0206528	6.06440139673022	0.001815205871490873
75.5168686	4.862187941783641	0.001260432094577128
76.0085602	3.4594242471616132	0.0015119967579072997
76.5309296	1.545918166357979	0.00156217245632309
77.0453949	2.4547360425366813	0.0013806747235693539
78.265213	5.6451056269887845	0.0016826088834355018
78.571701	3.714180447987653	0.0015005289771856305
79.0324631	2.9456362747376215	0.0014485014216794915
79.6396027	3.7938325576700094	0.001818566506479822
80.04319	3.9678726033621543	0.0016202074011663979
80.58656695	3.773016806079096	0.0015415631525649337
81.0238037	4.123801214395411	0.001511664178180952
81.566597	3.3483680673957044	0.0014565428060862012
82.0357742	2.8744471717526756	0.0016623798405686735
82.5632553	3.860676564749637	0.0014999646071965909
83.0368118	3.2167359080911715	0.0012700913250920027
83.6092529	2.566984485823079	0.001646274233093761
84.037323	5.505107375881335	0.0015978581631461769
84.5269089	3.7112393507518275	0.0017046762962825395
85.09478	3.265689032786918	0.0014738033529810171
85.61351775	3.9534259973829737	0.0013644443472833803
86.0634079	2.916901891830348	0.0014553534321161985
86.5127792	4.363992820721178	0.0013024959551791774
87.0619431	5.7347752480897904	0.0014830609550221796
87.5410843	6.9106689405881525	0.0012790958195253858
88.6743851	5.020045814995219	0.001301819773707861
89.060936	4.5057143381141564	0.0015174576006862907
89.5699692	3.7156369904338127	0.001367200420224095
90.11007695	3.407567908866436	0.001578942117844824
90.535408	6.133327866030126	0.001324860854535365
91.0823517	6.058876193445379	0.001393435875322743
91.575386	4.263779997065805	0.0016452587809220934
92.0609818	3.4586830342695536	0.0013825636600816574
92.5125427	5.008801781375912	0.0017321430968226198
93.0458298	3.8205578513162206	0.0015928208005425357
93.5073853	2.89743719061262	0.0014232332633990934
94.1089859	3.4087397958804004	0.0015226879846623866
94.5578232	4.656386402475585	0.0015552187559551111
95.040123	3.4695350982554793	0.0014112454003799926
95.54109575	3.8605367229166347	0.0017745212496763424
96.0757675	6.798409889292341	0.0018109397042097516
96.5501404	4.145986913706247	0.0013529640492009293
97.0491562	4.690862877732146	0.0016937364769573108
97.5286255	4.5467226873865005	0.0013184071208760168
98.0274811	6.879016181359645	0.001651213352412996
99.0025253	6.317163884472525	0.0013777430254287508
99.5282059	4.129930222545075	0.0015452019538271778
100.0578308	3.280001737765985	0.0015230246270623287
100.5178528	5.682778982546728	0.0014569664837155052
101.0062714	4.191674070004776	0.0014994730738644268
101.5418701	4.626107792023458	0.001513749464247549
102.0196838	4.216339267763876	0.0018036239285496893
102.5610046	4.0090373889175535	0.001411846393082617
103.0468979	6.125096375121937	0.0012563331561819596
103.5629044	4.442648007069625	0.0013310535434725124
104.0359116	3.1293939685425203	0.0014939652615281634
104.5249939	3.863219249348858	0.0012697028302498822
105.0099106	2.934448566395204	0.001806755582374867
105.562149	5.0808581472250465	0.0012371521759911705
106.043602	4.143894962192835	0.001392140029385334
106.5467834	6.258831113364549	0.0016839653379727402
107.019783	5.021960334103517	0.0015601604004807066
107.5067825	6.97960634363782	0.0015830046358604629
108.0118523	3.2328505559136143	0.0014460500102154287
108.5110016	3.098237590532137	0.0015078069787338951
109.42170335	4.846066738776291	0.0015695463450371874
109.5028229	4.15255814480692	0.0015434959326354732
110.0414505	3.8066256158079015	0.0014187074685164216
110.5242691	4.723564363501658	0.0015616590730348275
111.0051193	4.808798225430721	0.0015325222984468887
111.5074844	6.8908018026751785	0.0015149999130917142
112.0294876	3.659309312413569	0.001659387474079553
112.5460129	5.645606043007399	0.0015311712638876554
113.033287	4.182438852348797	0.0016635931514653614
113.5366287	4.72991420391228	0.0014740596318591234
114.0397339	5.295303026853159	0.001739403365534616
114.5012512	4.096075471660585	0.0016706383752772224
115.0356903	5.219455047850713	0.0013454810393307827
115.5111771	2.1765543060768096	0.0019214028749000057
116.0159531	6.945584766208139	0.0010424901392246907
116.5515289	3.0962319761844377	0.001481200412301868
117.0316162	4.6456031011832515	0.0016100426555615034
117.5195923	5.674526996926197	0.0016583207371430881
118.0015106	5.22171125277913	0.0015891975712857
118.5568161	4.587609006263234	0.0011796703470726472
119.7903976	3.33281479041558	0.0012206266547865536
120.0245438	5.35540581649297	0.0018019970160661728
120.5138397	4.296185559891433	0.0016575907649558452
121.0629959	3.5182831993480006	0.0015257227424037702
121.5517883	4.450868975683925	0.0014963690772976347
122.0028763	3.0027663083061564	0.0015783295333445758
122.5221329	3.4546558572452315	0.0014838627092642956
123.0245667	4.830719356027407	0.0012312895603193133
123.5129013	5.044179050669192	0.0013756450733026409
124.0141068	3.172501502417919	0.0016928873083362317
124.5228882	5.836243233365936	0.0012932653499487224
125.0131836	7.108178437457952	0.001684214990676785
125.5344391	5.8372475450154395	0.0015721642368500275
126.0263214	5.405357434889586	0.0016805895900892163
126.5563812	5.037492392469665	0.0015862253931320529
127.0680237	5.273971201671789	0.0018222086126621106
127.5351944	5.5108311875797735	0.0015081000843532384
128.0196533	3.758014151420319	0.0015006680099286308
128.5672455	5.81019180160896	0.0014886866785395806
129.0605621	4.047669231533859	0.0015459645220279826
130.1763611	5.342905128507408	0.0015860004131563327
