#File generated by ModelExp v0.4.0
#Generated at 2018-10-29 16:02:54.682715

#[[Data]] p_la
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	6.4351400000000005	0.0	0.2879999999999999
6.255219477636062	6.4351400000000005	6.255219477636062	0.2879999999999999
6.255219477636062	0.078	6.255219477636062	0.0
8.076219477636062	0.078	8.076219477636062	0.0
8.076219477636062	5.664000000000001	8.076219477636062	0.0
18.076219477636062	5.664000000000001	18.076219477636062	0.0

#[[Data]] m_la
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	6.4351400000000005	0.0	0.2879999999999999
6.255219477636062	6.4351400000000005	6.255219477636062	0.2879999999999999
6.255219477636062	0.078	6.255219477636062	0.0
8.076219477636062	0.078	8.076219477636062	0.0
8.076219477636062	5.664000000000001	8.076219477636062	0.0
18.076219477636062	5.664000000000001	18.076219477636062	0.0

#[[Data]] p_sa
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	6.4351400000000005	0.0	0.2879999999999999
6.255219477636062	6.4351400000000005	6.255219477636062	0.2879999999999999
6.255219477636062	0.078	6.255219477636062	0.0
8.076219477636062	0.078	8.076219477636062	0.0
8.076219477636062	5.664000000000001	8.076219477636062	0.0
18.076219477636062	5.664000000000001	18.076219477636062	0.0

#[[Data]] m_sa
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	6.4351400000000005	0.0	0.2879999999999999
6.255219477636062	6.4351400000000005	6.255219477636062	0.2879999999999999
6.255219477636062	0.078	6.255219477636062	0.0
8.076219477636062	0.078	8.076219477636062	0.0
8.076219477636062	5.664000000000001	8.076219477636062	0.0
18.076219477636062	5.664000000000001	18.076219477636062	0.0
