#File generated by ModelExp v0.7.2
#Read datafile: 
#Started Fit at 2019-01-17 18:00:10.353083
#Finished Fit at 2019-01-17 18:00:10.382168
#[[Fit Statistics]]
#    # fitting method   = leastsq
#    # function evals   = 9
#    # data points      = 2274
#    # variables        = 2
#    chi-square         = 1072.73607
#    reduced chi-square = 0.47215496
#    Akaike info crit   = -1704.51972
#    Bayesian info crit = -1693.06113
#[[Variables]]
#    Ms:            0.08340000 +/- 2.5766e-04 (0.31%) (init = 0.087)
#    mu:            23130.23 (fixed)
#    chi:          -0.03560000 +/- 3.6878e-05 (0.10%) (init = -0.0362)
#    sigMu:         0 (fixed)
#    orderHermite:  50 (fixed)
#    T:             300 (fixed)
#[[Correlations]] (unreported correlations are < 0.100)
#    C(Ms, chi) = -0.986

#[[Data]] 0
#B / T	M / kAm-1	sM / kAm-1	Mmodel / kAm-1
6.909581640625	-0.159773815277779	0.00237969628992304	-0.16281416824931477
6.912831640625	-0.16047249657472	0.00314706822797679	-0.16292975867757492
6.919062109375	-0.160367376463311	0.0028063583598111996	-0.16315135359649305
6.925315234375	-0.16514777057972502	0.00339419306538216	-0.1633737546946208
6.93132578125	-0.16109459497700002	0.00307873261053804	-0.16358752852134167
6.937582421875	-0.160591446691484	0.00242998811201119	-0.16381005540074745
6.943831640625	-0.159939692704443	0.00276370565950325	-0.16403231868686302
6.9498375	-0.16553832906961902	0.00342584106915183	-0.16424592686836678
6.959561328125	-0.163746816520941	0.00338399189725081	-0.16459177140415693
6.962802734375	-0.16075524129527202	0.0031985600162345402	-0.16470705774812225
6.968303515625	-0.16324717165751698	0.00292993781727433	-0.16490270298778958
6.973813671875	-0.164444300163719	0.0032671380867872	-0.16509868195505245
6.98430390625	-0.16468952851122098	0.00283479162021493	-0.1654717874704024
6.987795703125	-0.16470870189898001	0.00230468420752579	-0.165595980224272
6.993275	-0.160220480740236	0.00297485285889991	-0.1657908626307732
7.00279765625	-0.165258458537825	0.0032499858454312	-0.16612955606026347
7.011291015625	-0.167210687694611	0.00341896094504548	-0.1664316410849665
7.019025390625	-0.165509607863733	0.00271995156387707	-0.1667067317459215
7.025988671875	-0.16410699969332102	0.0035780440429733	-0.16695439717824073
7.02899375	-0.16501073981169298	0.00279957588166593	-0.1670612799703174
7.034500390625	-0.16613424947648	0.0031595382813184698	-0.16725713703405548
7.04452421875	-0.166549495571119	0.00275070657051971	-0.16761365957491253
7.047773828125	-0.164409342125093	0.00354460141496032	-0.16772924026627145
7.0532546875	-0.164128774822131	0.00295750903892638	-0.1679241813061837
7.05875625	-0.168774740491174	0.00381008600168365	-0.168119858983955
7.06476171875	-0.16729150722782601	0.0027900762479772	-0.1683334597418393
7.070234765625	-0.168584202994311	0.00352343017534619	-0.16852812376096266
