 ,Area,Mean,Min,Max,Angle,MinThr,MaxThr,Length
1,71.099,200.938,173,251,90,0,255,66.402
2,76.653,246.058,182,247,-90,0,255,71.145
3,78.875,165.549,116,249,-90,0,255,73.517
4,81.097,171.041,136,249,-90,0,255,75.888
5,79.986,179.431,125,237,-90,0,255,74.834
6,75.542,245.971,177,247,-90,0,255,70.618
7,73.320,220.333,112,249,-90,0,255,68.246
