#Loaded raw file: ES_S16_30K_FC_7Oe_Remanence_tranformed_angs_du_masked_qz_I.xy
#Loaded data range: 0.005 .. inf
#Divided data by: 2.19456626213
#Performed footprint correction
#Beamwidth: 1.0
#Samplelength: 14.0
#Wavelength: 5.1386
#q / A-1 	 I / a.u. 	 sI / a.u. 
0.00533121190849	0.948296259365	0.0266524745174
0.00571201207789	0.972785043098	0.029282156401
0.00609281210636	1.0	0.0316549514529
0.00647361198449	0.955691698963	0.0259373478245
0.00685441170289	0.926945930728	0.0267426779495
0.00723521125217	0.898486644964	0.0284936687372
0.00761601062293	0.800882216286	0.0240258563723
0.00799680980576	0.705399991648	0.0209969137445
0.00837760879129	0.576600632224	0.0146933281409
0.0087584075701	0.525355869934	0.0176166884124
0.00913920613281	0.524221671025	0.0134440617793
0.00952000447002	0.650432245812	0.015873678802
0.00990080257233	0.812124156412	0.0225084077178
0.0102816004304	0.824027567155	0.0196412804135
0.0106623980347	0.721032988029	0.0189702113767
0.0110431953759	0.518894099738	0.0155275661348
0.0114239924447	0.296613036274	0.00913225600619
0.0118047892316	0.154037995099	0.00671234508373
0.0121855857272	0.0660484722916	0.00396885182612
0.0125663819222	0.0326666495224	0.00304636624228
0.012947177807	0.0286804610607	0.00291045119217
0.0133279733725	0.0486268164929	0.00307536869087
0.0137087686091	0.0772077120613	0.002906001996
0.0140895635074	0.143973400023	0.00494978440324
0.0144703580581	0.170220568698	0.00462800171302
0.0148511522517	0.164276817704	0.00501352651523
0.0152319460789	0.103172916149	0.00309102999061
0.0156127395303	0.056933527131	0.00292947887632
0.0159935325964	0.025738698039	0.00126164574501
0.0163743252679	0.0182289807135	0.00109868208074
0.0167551175354	0.0147469999303	0.000929389991733
0.0171359093895	0.0112981232087	0.000793064272935
0.0175167008208	0.0121601780349	0.000947458333272
0.0178974918198	0.0138585003108	0.000808942470683
0.0182782823773	0.0263308635798	0.0017095591151
0.0186590724837	0.0322612165725	0.00125860893179
0.0190398621298	0.048944421254	0.0015441374611
0.0194206513061	0.058100234893	0.0017508710784
0.0198014400032	0.0511530765474	0.00167054702847
0.0201822282117	0.0316384743215	0.00122465343995
0.0205630159222	0.0159693069593	0.000763273957426
0.0209438031253	0.00798496222805	0.000524593086523
0.0213245898117	0.00577900648915	0.000463771432086
0.021705375972	0.00301832455341	0.0
0.0220861615966	0.00169389899751	0.000237979297937
0.0224669466764	0.00145148496965	0.000229256846394
0.0228477312017	0.000555533118978	0.000170885886201
0.0232285151633	0.00192233408326	0.000264093012317
0.0236092985518	0.00351993261264	0.000290793934155
0.0239900813578	0.00644565353964	0.000344751626066
0.0243708635718	0.00962143236174	0.000464191282159
0.0247516451845	0.0124375549741	0.000526851757562
0.0251324261864	0.0132835244205	0.000543181363221
0.0255132065683	0.0120481142649	0.00050807617498
0.0258939863206	0.0092675201281	0.00040033357658
0.026274765434	0.00747172535043	0.000405264906141
0.0266555438991	0.00456859064456	0.000260480003637
0.0270363217066	0.00327298457771	0.000206096559829
0.0274170988469	0.00299598433462	0.000215293500637
0.0277978753107	0.00250976500328	0.000169257494987
0.0281786510887	0.00327083550578	0.000241914301895
0.0285594261713	0.00249956539534	0.000153734735011
0.0289402005493	0.00309353813153	0.000163360618296
0.0293209742133	0.00379588407614	0.000175058072822
0.0297017471537	0.00416658767415	0.000265414133289
0.0300825193613	0.00410807726258	0.000221162470349
0.0304632908267	0.00403962691643	0.000212013729076
0.0308440615403	0.00339828274196	0.000199675376218
0.031224831493	0.00271015983019	0.000152238478666
0.0316056006752	0.0016632484757	0.000114969868686
0.0319863690775	0.000957642540911	8.92291770605e-05
0.0323671366907	0.000657053121026	7.82649247187e-05
0.0327479035052	0.000528064339101	6.87434334306e-05
0.0331286695117	0.000718437996815	7.18671259209e-05
0.0335094347007	0.000758241946605	7.53067641572e-05
0.033890199063	0.000905950693604	7.70909492624e-05
0.034270962589	0.00144327390399	0.000112459985485
0.0346517252695	0.00134222939044	9.29363218412e-05
0.0350324870949	0.00201046385789	0.000117926481376
0.035413248056	0.00327835710641	0.000178122813298
0.0357940081432	0.00338437006997	0.000137061210819
0.0361747673473	0.00333300329168	0.000161738693614
0.0365555256588	0.0036423478221	0.000181867500637
0.0369362830684	0.00341315747112	0.000140808542437
0.0373170395665	0.00268728393517	0.000112531136676
0.0376977951439	0.0021754144266	9.56161622818e-05
0.0380785497912	0.00223729916114	0.000123092151951
0.0384593034989	0.00141044871956	8.04061802637e-05
0.0388400562577	0.0011387302338	7.38594198092e-05
0.0392208080581	0.000894260797798	6.19850845134e-05
0.0396015588908	0.000955310941283	6.93697127686e-05
0.0399823087463	0.000778695237122	6.77767719153e-05
0.0403630576154	0.00070008029485	6.04718687525e-05
0.0407438054885	0.000727645888384	5.46957502765e-05
0.0411245523563	0.000756521599272	6.25837799407e-05
0.0415052982094	0.000750426799615	6.69298350633e-05
0.0418860430383	0.000540866215933	4.87543854154e-05
0.0422667868338	0.000512347731668	4.55926774189e-05
0.0426475295864	0.00038429555727	3.70035820118e-05
0.0430282712868	0.000450421738076	4.13581322597e-05
0.0434090119254	0.000381179559978	4.2003463008e-05
0.043789751493	0.000421462932401	4.19713607538e-05
0.04417048998	0.000528128874223	4.62695574235e-05
0.0445512273773	0.000619316721238	5.09308398953e-05
0.0449319636752	0.000538342324742	4.11208352923e-05
0.0453126988646	0.000571259575773	4.51032287584e-05
0.0456934329358	0.000690926686552	4.81679826709e-05
0.0460741658797	0.000914940794755	6.57100603507e-05
0.0464548976867	0.00094754028934	6.39504246652e-05
0.0468356283474	0.00107374622652	6.92787746745e-05
0.0472163578526	0.00112828488777	6.3193699481e-05
0.0475970861927	0.00117832536646	6.45269775542e-05
0.0479778133584	0.00126926499091	7.36762801619e-05
0.0483585393404	0.00114473418702	5.98913156714e-05
0.0487392641291	0.000942659058082	5.61314098025e-05
0.0491199877152	0.000714965719453	5.10439811842e-05
0.0495007100893	0.000694587966933	4.57073944528e-05
0.0498814312421	0.000518068806056	4.07771900585e-05
0.0502621511641	0.000461800073532	3.86303125371e-05
0.0506428698459	0.00039843913066	3.71237771094e-05
0.0510235872781	0.000263270616422	3.26221011773e-05
0.0514043034514	0.000198121719612	2.41482168188e-05
0.0517850183564	0.000149317413104	2.45997609727e-05
0.0521657319836	0.000147281415518	2.53150150737e-05
0.0525464443236	0.000210251430363	2.7306095584e-05
0.0529271553671	0.000181196968439	2.20968540573e-05
0.0533078651047	0.000224314356447	2.62319950727e-05
0.053688573527	0.000246719701276	2.77847965161e-05
0.0540692806246	0.000316865980894	2.97683570543e-05
0.0544499863881	0.000336250747669	2.95780807339e-05
0.054830690808	0.000387034357133	3.30764464115e-05
0.0552113938751	0.000280030619041	2.60526632486e-05
0.0555920955799	0.000325436683027	2.75127109466e-05
0.055972795913	0.00027113048785	2.54145001855e-05
0.056353494865	0.000305542300105	3.51737018508e-05
0.0567341924266	0.000362121791025	2.8738598109e-05
0.0571148885883	0.000319982182548	3.16684885625e-05
0.0574955833407	0.000478937264623	3.93516919089e-05
0.0578762766746	0.000536307555607	3.5228368677e-05
0.0582569685803	0.000407163523233	3.22161139621e-05
0.0586376590487	0.000366830400761	3.13159623064e-05
0.0590183480702	0.000391778513772	3.12512712485e-05
0.0593990356354	0.000402725292181	2.84588528465e-05
0.0597797217351	0.000299467479794	2.5780624539e-05
0.0601604063598	0.000302264200908	2.53858030155e-05
0.0605410895001	0.000320171770565	3.05723165275e-05
0.0609217711465	0.000281389441194	2.65503650152e-05
0.0613024512898	0.000152036936072	2.02253511241e-05
0.0616831299206	0.000151796926961	1.88577128956e-05
0.0620638070293	5.28977012883e-05	1.49320080302e-05
0.0624444826067	0.000159264178888	3.8726575885e-05
0.0628251566433	0.000143532431935	3.94908697491e-05
0.0632058291298	0.000129098752801	3.74298321874e-05
0.0635865000567	0.000135610860463	3.50492087941e-05
0.0639671694147	0.000138550391185	3.62482417957e-05
0.0643478371944	0.000118603325548	3.58826283951e-05
0.0647285033864	9.25100710873e-05	3.38651547342e-05
0.0651091679812	9.27246325929e-05	3.3058544096e-05
0.0654898309696	0.000116220741937	3.25580061051e-05
0.065870492342	0.000109834092442	3.255143304e-05
0.0662511520892	0.000121051211663	3.56187593015e-05
0.0666318102016	0.000173032356367	3.83794632816e-05
0.06701246667	0.00017213132552	3.80932631127e-05
0.067393121485	0.000128012135034	3.61407759896e-05
0.067773774637	0.000103732521481	3.3602872213e-05
0.0681544261169	0.000117045915054	3.26488942935e-05
0.068535075915	0.000144777392361	3.47358014637e-05
0.0689157240222	0.000140755068095	3.27964081941e-05
0.0692963704289	0.000113904249338	2.90844188869e-05
0.0696770151258	7.91747742052e-05	2.97268970238e-05
0.0700576581035	9.59665302928e-05	3.07055629292e-05
0.0704382993526	0.000114395028915	2.99115858251e-05
0.0708189388637	8.72911647467e-05	2.81925291243e-05
0.0711995766274	6.90506389264e-05	2.6064779389e-05
0.0715802126343	6.85437104344e-05	2.4896657316e-05
0.0719608468751	4.99029939727e-05	2.35244368716e-05
0.0723414793402	5.78309764888e-05	2.33505750272e-05
0.0727221100205	8.87055304134e-05	2.39086510512e-05
0.0731027389064	7.13464085921e-05	2.42944558378e-05
0.0734833659885	7.04277618721e-05	2.46083928108e-05
0.0738639912575	7.75310361069e-05	2.26789046203e-05
0.074244614704	7.82248656512e-05	2.27114499706e-05
0.0746252363186	9.2716363874e-05	2.42153875984e-05
0.0750058560919	0.000100934103084	2.50095696406e-05
0.0753864740145	9.15221736982e-05	2.48541378805e-05
0.075767090077	8.09992782547e-05	2.35064553483e-05
0.07614770427	6.32538240996e-05	2.12817506356e-05
0.0765283165842	6.22997056765e-05	2.20149732261e-05
0.0769089270101	0.0001072427144	2.58272273424e-05
0.0772895355383	0.000120930620633	2.71213508607e-05
0.0776701421595	0.000109774318559	2.62414978863e-05
0.0780507468643	9.1730289865e-05	2.60144412549e-05
0.0784313496432	8.88043248019e-05	2.60957716266e-05
0.078811950487	9.55015468774e-05	2.44918644114e-05
0.0791925493861	8.49926259784e-05	2.22761301939e-05
0.0795731463312	9.64144493762e-05	2.30606948437e-05
0.0799537413129	8.56192956935e-05	2.37357690522e-05
0.0803343343219	6.68423005098e-05	2.22302313867e-05
0.0807149253487	5.97232631569e-05	2.15627265347e-05
0.0810955143839	4.89642918624e-05	2.13521917536e-05
0.0814761014181	5.35290901605e-05	1.88709905804e-05
0.0818566864421	5.88553024896e-05	1.8197784486e-05
0.0822372694463	5.96484530165e-05	2.12775956991e-05
0.0826178504213	5.11646673725e-05	2.23051728132e-05
0.0829984293579	3.96816947935e-05	2.04846712433e-05
0.0833790062465	3.90714481111e-05	1.76975494061e-05
0.0837595810779	3.01615851391e-05	1.77271333025e-05
0.0841401538426	3.33281948888e-05	1.83111924853e-05
0.0845207245312	4.95767754169e-05	1.81511794407e-05
0.0849012931343	4.96123841031e-05	1.75553142202e-05
0.0852818596426	3.97341322151e-05	1.81392059628e-05
0.0856624240466	2.29223957264e-05	1.86344265716e-05
0.086042986337	2.96923683074e-05	1.82496209813e-05
0.0864235465044	4.37081342839e-05	1.9336630703e-05
0.0868041045393	4.79789981202e-05	1.86223018864e-05
0.0871846604325	4.12336944212e-05	1.67423460135e-05
0.0875652141745	3.64488496812e-05	1.61245167784e-05
0.0879457657558	4.00736705018e-05	1.58392321116e-05
0.0883263151672	3.49132196924e-05	1.64656439221e-05
0.0887068623992	3.77899834719e-05	1.85268424548e-05
0.0890874074425	4.8588865513e-05	1.84305366513e-05
0.0894679502877	4.35607502958e-05	1.65849713883e-05
0.0898484909253	3.71199945655e-05	1.60120832805e-05
0.0902290293459	3.83895966493e-05	1.58997906508e-05
0.0906095655403	3.20316816311e-05	1.626152615e-05
0.090990099499	2.72460647975e-05	1.66238307617e-05
0.0913706312125	2.58891058337e-05	1.58108808064e-05
0.0917511606716	3.17352068341e-05	1.49601504235e-05
0.0921316878669	2.79983236353e-05	1.44943301403e-05
0.0925122127888	2.46382034174e-05	1.43517504922e-05
0.0928927354281	3.44539444528e-05	1.49351085951e-05
0.0932732557754	3.21075663099e-05	1.52985089484e-05
0.0936537738213	2.52673714834e-05	1.50971770081e-05
0.0940342895563	3.2501773951e-05	1.44996107598e-05
0.0944148029712	3.36343508963e-05	1.36935787684e-05
0.0947953140564	2.69689185066e-05	1.36952565558e-05
0.0951758228027	2.04370177037e-05	1.36273724018e-05
0.0955563292006	2.17103416442e-05	1.32878190985e-05
0.0959368332407	2.78888538957e-05	1.32274866642e-05
0.0963173349137	3.58653165436e-05	1.37188619877e-05
0.0966978342102	2.95616865046e-05	1.40178164586e-05
0.0970783311207	2.25793028252e-05	1.44300830606e-05
0.0974588256359	2.46906340269e-05	1.3946542422e-05
0.0978393177464	2.07631946477e-05	1.31497665372e-05
0.0982198074429	1.53926954362e-05	1.40740272846e-05
0.0986002947158	1.14187000625e-05	1.38760048249e-05
0.0989807795559	1.62198248487e-05	1.3220076536e-05
0.0993612619538	1.93427691727e-05	1.31351130257e-05
0.0997417419	2.43545060372e-05	1.188580661e-05
0.100122219385	1.88890215683e-05	1.07317015387e-05
0.1005026944	9.00923083249e-06	1.04550938916e-05
