#Extracted data using VSM extraction tool v1.1 
#Loaded parameter file: extractVSM.dat
#Desired unit of B: T
#Desired unit of M: memu
#Reading column for B: Applied Field
#Reading column for M: Raw Signal Mx
#Estimate noise level: 5e-3 memu
#Loading data from file: DD67-Hys-00.VHD
#Save data to file: DD67.xye
#Extraction performed at: Fri Nov 18 16:38:45 2016
#Unit of B in data: Oe
#Changing unit by multiplying with factor: 0.0001
#Unit of M in data: memu
#Applied image correction factors to M by linear interpolation of following values
#14999.0	1.0
#15247.0	1.000145
#15498.0	1.000209
#15748.0	1.000417
#15998.0	1.000699
#16248.0	1.001107
#16497.0	1.001462
#16747.0	1.001735
#16997.0	1.002153
#17247.0	1.002709
#17497.0	1.003192
#17747.0	1.003685
#17996.0	1.004307
#18246.0	1.004801
#18495.0	1.005497
#18746.0	1.006341
#18995.0	1.007251

#Substracted file: DD67.xye
#Using Slope: -1.4515
#BG Scalefactor: 1
#BG Sigma Slope: 0.0
#B / T	M_sub / memu	sM_sub / memu	M_extracted / memu	sM_extracted / memu	M_raw / memu	sM_raw / memu
1.3	7.487848	0.005	5.600898	0.005	5.600898	0.005
1.2	7.240015	0.005	5.498215	0.005	5.498215	0.005
1.1	6.955269	0.005	5.358619	0.005	5.358619	0.005
1.0	6.679105	0.005	5.227605	0.005	5.227605	0.005
0.95	6.443433	0.005	5.064508	0.005	5.064508	0.005
0.9	6.348735	0.005	5.042385	0.005	5.042385	0.005
0.85	6.149717	0.005	4.915942	0.005	4.915942	0.005
0.8	5.98498	0.005	4.82378	0.005	4.82378	0.005
0.75	5.802449	0.005	4.713824	0.005	4.713824	0.005
0.7	5.616002	0.005	4.599952	0.005	4.599952	0.005
0.65	5.401963	0.005	4.458488	0.005	4.458488	0.005
0.6	5.17633	0.005	4.30543	0.005	4.30543	0.005
0.55	4.992169	0.005	4.193844	0.005	4.193844	0.005
0.5	4.736988	0.005	4.011238	0.005	4.011238	0.005
0.45	4.493153	0.005	3.839978	0.005	3.839978	0.005
0.4	4.228585	0.005	3.647985	0.005	3.647985	0.005
0.35	3.931036	0.005	3.423011	0.005	3.423011	0.005
0.3	3.595763	0.005	3.160313	0.005	3.160313	0.005
0.25	3.234792	0.005	2.871917	0.005	2.871917	0.005
0.2001	2.80457815	0.005	2.514133	0.005	2.514133	0.005
0.15	2.298647	0.005	2.080922	0.005	2.080922	0.005
0.1	1.68486	0.005	1.53971	0.005	1.53971	0.005
0.0974	1.6509661	0.005	1.50959	0.005	1.50959	0.005
0.0949	1.62235735	0.005	1.48461	0.005	1.48461	0.005
0.0924	1.5808516	0.005	1.446733	0.005	1.446733	0.005
0.0899	1.53853085	0.005	1.408041	0.005	1.408041	0.005
0.0874	1.5111471	0.005	1.384286	0.005	1.384286	0.005
0.0849	1.47625335	0.005	1.353021	0.005	1.353021	0.005
0.0824	1.4451986	0.005	1.325595	0.005	1.325595	0.005
0.0799	1.39503985	0.005	1.279065	0.005	1.279065	0.005
0.0774	1.3617791	0.005	1.249433	0.005	1.249433	0.005
0.0749	1.32125335	0.005	1.212536	0.005	1.212536	0.005
0.0724	1.2910166	0.005	1.185928	0.005	1.185928	0.005
0.0699	1.24224385	0.005	1.140784	0.005	1.140784	0.005
0.0674	1.2070241	0.005	1.109193	0.005	1.109193	0.005
0.0649	1.16992735	0.005	1.075725	0.005	1.075725	0.005
0.0624	1.1271146	0.005	1.036541	0.005	1.036541	0.005
0.0599	1.08830485	0.005	1.00136	0.005	1.00136	0.005
0.0574	1.0461463	0.005	0.9628302	0.005	0.9628302	0.005
0.0549	1.00398905	0.005	0.9243017	0.005	0.9243017	0.005
0.0524	0.9667292	0.005	0.8906706	0.005	0.8906706	0.005
0.0499	0.92048855	0.005	0.8480587	0.005	0.8480587	0.005
0.0474	0.8789821	0.005	0.810181	0.005	0.810181	0.005
0.0449	0.83878275	0.005	0.7736104	0.005	0.7736104	0.005
0.0424	0.7954817	0.005	0.7339381	0.005	0.7339381	0.005
0.0399	0.74997625	0.005	0.6920614	0.005	0.6920614	0.005
0.0374	0.7022675	0.005	0.6479814	0.005	0.6479814	0.005
0.0349	0.66247675	0.005	0.6118194	0.005	0.6118194	0.005
0.0324	0.6176254	0.005	0.5705968	0.005	0.5705968	0.005
0.0299	0.57489525	0.005	0.5314954	0.005	0.5314954	0.005
0.0274	0.5286556	0.005	0.4888845	0.005	0.4888845	0.005
0.0249	0.48241615	0.005	0.4462738	0.005	0.4462738	0.005
0.0224	0.4382159	0.005	0.4057023	0.005	0.4057023	0.005
0.0199	0.39115995	0.005	0.3622751	0.005	0.3622751	0.005
0.0174	0.345002	0.005	0.3197459	0.005	0.3197459	0.005
0.0149	0.29598705	0.005	0.2743597	0.005	0.2743597	0.005
0.0124	0.2502373	0.005	0.2322387	0.005	0.2322387	0.005
0.0099	0.20497635	0.005	0.1906065	0.005	0.1906065	0.005
0.0074	0.1571042	0.005	0.1463631	0.005	0.1463631	0.005
0.0049	0.10972135	0.005	0.102609	0.005	0.102609	0.005
0.0039	0.08908723	0.005	0.08342638	0.005	0.08342638	0.005
0.0029	0.06918717	0.005	0.06497782	0.005	0.06497782	0.005
0.002	0.05171789	0.005	0.04881489	0.005	0.04881489	0.005
0.0009	0.0301219	0.005	0.02881555	0.005	0.02881555	0.005
0.0	0.01134661	0.005	0.01134661	0.005	0.01134661	0.005
-0.0008	-0.01234455	0.005	-0.01118335	0.005	-0.01118335	0.005
-0.0019	-0.03287949	0.005	-0.03012164	0.005	-0.03012164	0.005
-0.0028	-0.05173627	0.005	-0.04767207	0.005	-0.04767207	0.005
-0.0039	-0.07218951	0.005	-0.06652866	0.005	-0.06652866	0.005
-0.0048	-0.09014849	0.005	-0.08318129	0.005	-0.08318129	0.005
-0.0073	-0.14153105	0.005	-0.1309351	0.005	-0.1309351	0.005
-0.0098	-0.187036	0.005	-0.1728113	0.005	-0.1728113	0.005
-0.0123	-0.23670475	0.005	-0.2188513	0.005	-0.2188513	0.005
-0.0149	-0.28317105	0.005	-0.2615437	0.005	-0.2615437	0.005
-0.0173	-0.32951035	0.005	-0.3043994	0.005	-0.3043994	0.005
-0.0199	-0.37760945	0.005	-0.3487246	0.005	-0.3487246	0.005
-0.0223	-0.42566295	0.005	-0.3932945	0.005	-0.3932945	0.005
-0.0249	-0.47009015	0.005	-0.4339478	0.005	-0.4339478	0.005
-0.0274	-0.5171461	0.005	-0.477375	0.005	-0.477375	0.005
-0.0299	-0.56558945	0.005	-0.5221896	0.005	-0.5221896	0.005
-0.0323	-0.61176545	0.005	-0.564882	0.005	-0.564882	0.005
-0.0349	-0.65659875	0.005	-0.6059414	0.005	-0.6059414	0.005
-0.0373	-0.69698055	0.005	-0.6428396	0.005	-0.6428396	0.005
-0.0399	-0.74320095	0.005	-0.6852861	0.005	-0.6852861	0.005
-0.0424	-0.7869095	0.005	-0.7253659	0.005	-0.7253659	0.005
-0.0449	-0.83012845	0.005	-0.7649561	0.005	-0.7649561	0.005
-0.0474	-0.8703278	0.005	-0.8015267	0.005	-0.8015267	0.005
-0.0499	-0.91877615	0.005	-0.8463463	0.005	-0.8463463	0.005
-0.0524	-0.9574241	0.005	-0.8813655	0.005	-0.8813655	0.005
-0.0549	-1.00235655	0.005	-0.9226692	0.005	-0.9226692	0.005
-0.0573	-1.03922695	0.005	-0.956056	0.005	-0.956056	0.005
-0.0599	-1.07516275	0.005	-0.9882179	0.005	-0.9882179	0.005
-0.0624	-1.1264616	0.005	-1.035888	0.005	-1.035888	0.005
-0.0649	-1.15996735	0.005	-1.065765	0.005	-1.065765	0.005
-0.0674	-1.1984531	0.005	-1.100622	0.005	-1.100622	0.005
-0.0699	-1.23865085	0.005	-1.137191	0.005	-1.137191	0.005
-0.0724	-1.2772186	0.005	-1.17213	0.005	-1.17213	0.005
-0.0749	-1.32166135	0.005	-1.212944	0.005	-1.212944	0.005
-0.0774	-1.3557401	0.005	-1.243394	0.005	-1.243394	0.005
-0.0799	-1.39544785	0.005	-1.279473	0.005	-1.279473	0.005
-0.0824	-1.4234846	0.005	-1.303881	0.005	-1.303881	0.005
-0.0849	-1.46645935	0.005	-1.343227	0.005	-1.343227	0.005
-0.0874	-1.5042921	0.005	-1.377431	0.005	-1.377431	0.005
-0.0899	-1.53420485	0.005	-1.403715	0.005	-1.403715	0.005
-0.0924	-1.5654256	0.005	-1.431307	0.005	-1.431307	0.005
-0.0949	-1.59827435	0.005	-1.460527	0.005	-1.460527	0.005
-0.0974	-1.6385561	0.005	-1.49718	0.005	-1.49718	0.005
-0.0999	-1.67891785	0.005	-1.533913	0.005	-1.533913	0.005
-0.1497	-2.28278355	0.005	-2.065494	0.005	-2.065494	0.005
-0.1997	-2.79085455	0.005	-2.50099	0.005	-2.50099	0.005
-0.2498	-3.2081337	0.005	-2.845549	0.005	-2.845549	0.005
-0.2998	-3.5646987	0.005	-3.129539	0.005	-3.129539	0.005
-0.3498	-3.8717277	0.005	-3.363993	0.005	-3.363993	0.005
-0.3997	-4.19304855	0.005	-3.612884	0.005	-3.612884	0.005
-0.4498	-4.4654347	0.005	-3.81255	0.005	-3.81255	0.005
-0.4998	-4.7206157	0.005	-3.995156	0.005	-3.995156	0.005
-0.5498	-4.9532677	0.005	-4.155233	0.005	-4.155233	0.005
-0.5998	-5.1664907	0.005	-4.295881	0.005	-4.295881	0.005
-0.6498	-5.3723687	0.005	-4.429184	0.005	-4.429184	0.005
-0.6998	-5.5673057	0.005	-4.551546	0.005	-4.551546	0.005
-0.7498	-5.7505717	0.005	-4.662237	0.005	-4.662237	0.005
-0.7998	-5.9580797	0.005	-4.79717	0.005	-4.79717	0.005
-0.8498	-6.1361197	0.005	-4.902635	0.005	-4.902635	0.005
-0.8998	-6.2922027	0.005	-4.986143	0.005	-4.986143	0.005
-0.9498	-6.4606117	0.005	-5.081977	0.005	-5.081977	0.005
-0.9998	-6.6525297	0.005	-5.20132	0.005	-5.20132	0.005
-1.0998	-6.9088587	0.005	-5.312499	0.005	-5.312499	0.005
-1.1997	-7.16936955	0.005	-5.428005	0.005	-5.428005	0.005
-1.2998	-7.4606277	0.005	-5.573968	0.005	-5.573968	0.005
-1.3997	-7.81084155	0.005	-5.779177	0.005	-5.779177	0.005
-1.4997	-8.01763055	0.005	-5.840816	0.005	-5.840816	0.005
-1.5996	-8.26611416805	0.005	-5.94429476805	0.005	-5.940156	0.005
-1.6997	-8.49687373116	0.005	-6.02975918116	0.005	-6.016805	0.005
-1.7997	-8.6413633283	0.005	-6.0290987783	0.005	-6.003231	0.005
-1.8996	-8.84137365881	0.005	-6.08410425881	0.005	-6.040306	0.005
-1.8	-8.63143568894	0.005	-6.01873568894	0.005	-5.992877	0.005
-1.7	-8.42994406575	0.005	-5.96239406575	0.005	-5.949545	0.005
-1.6	-8.18602192082	0.005	-5.86362192082	0.005	-5.859507	0.005
-1.5	-7.97830939175	0.005	-5.80105939175	0.005	-5.801056	0.005
-1.3999	-7.74640285	0.005	-5.714448	0.005	-5.714448	0.005
-1.3	-7.495035	0.005	-5.608085	0.005	-5.608085	0.005
-1.2	-7.221724	0.005	-5.479924	0.005	-5.479924	0.005
-1.1	-6.929966	0.005	-5.333316	0.005	-5.333316	0.005
-0.9999	-6.59267685	0.005	-5.141322	0.005	-5.141322	0.005
-0.9499	-6.48597985	0.005	-5.1072	0.005	-5.1072	0.005
-0.8999	-6.28655185	0.005	-4.980347	0.005	-4.980347	0.005
-0.8499	-6.12377585	0.005	-4.890146	0.005	-4.890146	0.005
-0.7999	-5.94393985	0.005	-4.782885	0.005	-4.782885	0.005
-0.7499	-5.78214385	0.005	-4.693664	0.005	-4.693664	0.005
-0.7	-5.570371	0.005	-4.554321	0.005	-4.554321	0.005
-0.65	-5.408248	0.005	-4.464773	0.005	-4.464773	0.005
-0.5999	-5.16655385	0.005	-4.295799	0.005	-4.295799	0.005
-0.5499	-4.96655485	0.005	-4.168375	0.005	-4.168375	0.005
-0.5	-4.739028	0.005	-4.013278	0.005	-4.013278	0.005
-0.4499	-4.48378385	0.005	-3.830754	0.005	-3.830754	0.005
-0.3999	-4.20239885	0.005	-3.621944	0.005	-3.621944	0.005
-0.3499	-3.91342285	0.005	-3.405543	0.005	-3.405543	0.005
-0.2999	-3.59129285	0.005	-3.155988	0.005	-3.155988	0.005
-0.25	-3.217321	0.005	-2.854446	0.005	-2.854446	0.005
-0.1999	-2.80665485	0.005	-2.5165	0.005	-2.5165	0.005
-0.1499	-2.30511385	0.005	-2.087534	0.005	-2.087534	0.005
-0.1	-1.687718	0.005	-1.542568	0.005	-1.542568	0.005
-0.0974	-1.6535751	0.005	-1.512199	0.005	-1.512199	0.005
-0.0949	-1.62015135	0.005	-1.482404	0.005	-1.482404	0.005
-0.0924	-1.5847696	0.005	-1.450651	0.005	-1.450651	0.005
-0.0899	-1.54269285	0.005	-1.412203	0.005	-1.412203	0.005
-0.0874	-1.5144121	0.005	-1.387551	0.005	-1.387551	0.005
-0.0849	-1.47853835	0.005	-1.355306	0.005	-1.355306	0.005
-0.0824	-1.4336876	0.005	-1.314084	0.005	-1.314084	0.005
-0.0799	-1.40197885	0.005	-1.286004	0.005	-1.286004	0.005
-0.0774	-1.3694541	0.005	-1.257108	0.005	-1.257108	0.005
-0.0749	-1.32892835	0.005	-1.220211	0.005	-1.220211	0.005
-0.0724	-1.2924026	0.005	-1.187314	0.005	-1.187314	0.005
-0.0699	-1.24705985	0.005	-1.1456	0.005	-1.1456	0.005
-0.0674	-1.2095521	0.005	-1.111721	0.005	-1.111721	0.005
-0.0649	-1.17172335	0.005	-1.077521	0.005	-1.077521	0.005
-0.0624	-1.1396876	0.005	-1.049114	0.005	-1.049114	0.005
-0.0599	-1.08781385	0.005	-1.000869	0.005	-1.000869	0.005
-0.0574	-1.0537378	0.005	-0.9704217	0.005	-0.9704217	0.005
-0.0549	-1.00937505	0.005	-0.9296877	0.005	-0.9296877	0.005
-0.0524	-0.9689314	0.005	-0.8928728	0.005	-0.8928728	0.005
-0.0499	-0.92595685	0.005	-0.853527	0.005	-0.853527	0.005
-0.0474	-0.8818384	0.005	-0.8130373	0.005	-0.8130373	0.005
-0.0449	-0.84449635	0.005	-0.779324	0.005	-0.779324	0.005
-0.0424	-0.7970331	0.005	-0.7354895	0.005	-0.7354895	0.005
-0.0399	-0.75258705	0.005	-0.6946722	0.005	-0.6946722	0.005
-0.0374	-0.7092049	0.005	-0.6549188	0.005	-0.6549188	0.005
-0.0349	-0.66843475	0.005	-0.6177774	0.005	-0.6177774	0.005
-0.0324	-0.6224406	0.005	-0.575412	0.005	-0.575412	0.005
-0.0299	-0.57938495	0.005	-0.5359851	0.005	-0.5359851	0.005
-0.0274	-0.531268	0.005	-0.4914969	0.005	-0.4914969	0.005
-0.0249	-0.48666105	0.005	-0.4505187	0.005	-0.4505187	0.005
-0.0224	-0.4403382	0.005	-0.4078246	0.005	-0.4078246	0.005
-0.0199	-0.39213965	0.005	-0.3632548	0.005	-0.3632548	0.005
-0.0174	-0.3490019	0.005	-0.3237458	0.005	-0.3237458	0.005
-0.0149	-0.30047685	0.005	-0.2788495	0.005	-0.2788495	0.005
-0.0124	-0.2536657	0.005	-0.2356671	0.005	-0.2356671	0.005
-0.0099	-0.20718055	0.005	-0.1928107	0.005	-0.1928107	0.005
-0.0074	-0.1596349	0.005	-0.1488938	0.005	-0.1488938	0.005
-0.0049	-0.11012965	0.005	-0.1030173	0.005	-0.1030173	0.005
-0.004	-0.0938033	0.005	-0.0879973	0.005	-0.0879973	0.005
-0.003	-0.07292386	0.005	-0.06856936	0.005	-0.06856936	0.005
-0.002	-0.0526158	0.005	-0.0497128	0.005	-0.0497128	0.005
-0.001	-0.03418529	0.005	-0.03273379	0.005	-0.03273379	0.005
0.0	-0.01444859	0.005	-0.01444859	0.005	-0.01444859	0.005
0.0009	0.007755158	0.005	0.006448808	0.005	0.006448808	0.005
0.0019	0.02904283	0.005	0.02628498	0.005	0.02628498	0.005
0.0029	0.04910601	0.005	0.04489666	0.005	0.04489666	0.005
0.0039	0.07088354	0.005	0.06522269	0.005	0.06522269	0.005
0.0049	0.08906907	0.005	0.08195672	0.005	0.08195672	0.005
0.0074	0.1385744	0.005	0.1278333	0.005	0.1278333	0.005
0.0099	0.18775245	0.005	0.1733826	0.005	0.1733826	0.005
0.0124	0.2351358	0.005	0.2171372	0.005	0.2171372	0.005
0.0149	0.28496685	0.005	0.2633395	0.005	0.2633395	0.005
0.0174	0.3299004	0.005	0.3046443	0.005	0.3046443	0.005
0.0199	0.37703775	0.005	0.3481529	0.005	0.3481529	0.005
0.0224	0.4272774	0.005	0.3947638	0.005	0.3947638	0.005
0.0249	0.47270225	0.005	0.4365599	0.005	0.4365599	0.005
0.0274	0.5202478	0.005	0.4804767	0.005	0.4804767	0.005
0.0299	0.56460995	0.005	0.5212101	0.005	0.5212101	0.005
0.0324	0.6137074	0.005	0.5666788	0.005	0.5666788	0.005
0.0349	0.65700855	0.005	0.6063512	0.005	0.6063512	0.005
0.0374	0.7009615	0.005	0.6466754	0.005	0.6466754	0.005
0.0399	0.74328195	0.005	0.6853671	0.005	0.6853671	0.005
0.0424	0.7871528	0.005	0.7256092	0.005	0.7256092	0.005
0.0449	0.83510915	0.005	0.7699368	0.005	0.7699368	0.005
0.0474	0.8794719	0.005	0.8106708	0.005	0.8106708	0.005
0.0499	0.91665395	0.005	0.8442241	0.005	0.8442241	0.005
0.0524	0.9553008	0.005	0.8792422	0.005	0.8792422	0.005
0.0549	1.00398905	0.005	0.9243017	0.005	0.9243017	0.005
0.0574	1.0447592	0.005	0.9614431	0.005	0.9614431	0.005
0.0599	1.08144715	0.005	0.9945023	0.005	0.9945023	0.005
0.0624	1.1173206	0.005	1.026747	0.005	1.026747	0.005
0.0648	1.1647192	0.005	1.070662	0.005	1.070662	0.005
0.0673	1.20083695	0.005	1.103151	0.005	1.103151	0.005
0.0698	1.2304257	0.005	1.129111	0.005	1.129111	0.005
0.0724	1.2816256	0.005	1.176537	0.005	1.176537	0.005
0.0749	1.31554035	0.005	1.206823	0.005	1.206823	0.005
0.0774	1.3512491	0.005	1.238903	0.005	1.238903	0.005
0.0799	1.38891885	0.005	1.272944	0.005	1.272944	0.005
0.0823	1.42505345	0.005	1.305595	0.005	1.305595	0.005
0.0849	1.45821535	0.005	1.334983	0.005	1.334983	0.005
0.0874	1.4995561	0.005	1.372695	0.005	1.372695	0.005
0.0899	1.53755185	0.005	1.407062	0.005	1.407062	0.005
0.0924	1.5695066	0.005	1.435388	0.005	1.435388	0.005
0.0949	1.60309135	0.005	1.465344	0.005	1.465344	0.005
0.0974	1.6479451	0.005	1.506569	0.005	1.506569	0.005
0.0999	1.67189885	0.005	1.526894	0.005	1.526894	0.005
0.1499	2.27572885	0.005	2.058149	0.005	2.058149	0.005
0.1999	2.76877785	0.005	2.478623	0.005	2.478623	0.005
0.2498	3.1967887	0.005	2.834204	0.005	2.834204	0.005
0.2998	3.5641287	0.005	3.128969	0.005	3.128969	0.005
0.3499	3.88321985	0.005	3.37534	0.005	3.37534	0.005
0.3999	4.19252085	0.005	3.612066	0.005	3.612066	0.005
0.4498	4.4690267	0.005	3.816142	0.005	3.816142	0.005
0.4998	4.6809437	0.005	3.955484	0.005	3.955484	0.005
0.5499	4.91994385	0.005	4.121764	0.005	4.121764	0.005
0.5998	5.1692657	0.005	4.298656	0.005	4.298656	0.005
0.6498	5.3619187	0.005	4.418734	0.005	4.418734	0.005
0.6998	5.5571837	0.005	4.541424	0.005	4.541424	0.005
0.7499	5.76459185	0.005	4.676112	0.005	4.676112	0.005
0.7999	5.96524685	0.005	4.804192	0.005	4.804192	0.005
0.8498	6.1226527	0.005	4.889168	0.005	4.889168	0.005
0.8998	6.2651827	0.005	4.959123	0.005	4.959123	0.005
0.9499	6.44287985	0.005	5.0641	0.005	5.0641	0.005
0.9999	6.58345285	0.005	5.132098	0.005	5.132098	0.005
1.0998	6.8842887	0.005	5.287929	0.005	5.287929	0.005
1.1998	7.1894337	0.005	5.447924	0.005	5.447924	0.005
1.2997	7.42870955	0.005	5.542195	0.005	5.542195	0.005
1.3998	7.7463337	0.005	5.714524	0.005	5.714524	0.005
1.4997	7.94431155	0.005	5.767497	0.005	5.767497	0.005
1.5998	8.13726365331	0.005	5.81515395331	0.005	5.811092	0.005
1.6996	8.36680663796	0.005	5.89983723796	0.005	5.887172	0.005
1.7997	8.61915805684	0.005	6.00689350684	0.005	5.981121	0.005
1.8997	8.79827047262	0.005	6.04085592262	0.005	5.997369	0.005
