 ,Area,Mean,Min,Max,Angle,MinThr,MaxThr,Length
1,27.773,247.000,247,247,-90,0,255,25.296
2,36.660,168.424,124,223,-90,0,255,33.201
3,35.549,204.656,155,238,-90,0,255,32.323
4,35.549,247.000,247,247,-90,0,255,32.323
5,33.327,205.133,188,238,-90,0,255,30.215
6,37.771,166.324,116,204,-90,0,255,34.255
