#Data reduced with Dominiques SARed v. 1.0
#wavelength: 5.1836
#q/A-1 	 Icorr/a.u. 	 sIcorr /a.u. 	Ispec/a.u. 	 sIspec/a.u. 	 Ibg/a.u. 	 sIbg/a.u. 	 2th/°
0.0	0.030275854926585542	0.004093874602833973	0.04007307172679525	0.0009068472067289682	0.009797216800209708	0.003992172016255924	0.0
0.0007616023025496381	0.1403270220578089	0.007930177663414594	0.16222573235630938	0.0018247387365638045	0.021898710298500504	0.00771738597690975	0.03599999999999959
0.0015232045299321424	0.203020882592394	0.005704476262482647	0.21832451740247727	0.002115383119802298	0.015303634810083264	0.005297754589038971	0.07199999999999918
0.0022848066069803864	0.11315244873917478	0.0031136744330659844	0.12079303095330238	0.0015712967795636832	0.0076405822141276	0.0026881210734752215	0.10799999999999876
0.0030464084585272596	0.02393875706045158	0.0021097625203485436	0.03033210298353868	0.0007861313792886677	0.006393345923087101	0.001957829243515669	0.14399999999999835
0.0038080100094056712	0.015151183733568569	0.0008571494851775167	0.017980945920547928	0.0006021910705726177	0.002829762186979358	0.0006099763556587145	0.17999999999999794
0.004569611184448563	0.04108065616785291	0.0009766203599755271	0.042532951696712964	0.0009204499586405858	0.0014522955288600505	0.00032643406862224424	0.21599999999999753
0.0053312119084889115	0.07790645880285509	0.001286601572473269	0.07915343461114485	0.001244438147025181	0.001246975808289763	0.0003266761462354152	0.2519999999999971
0.006092812106359739	0.1080796389433444	0.0015154140092303076	0.10986836958198067	0.0014448626193368376	0.001788730638636265	0.0004570028781250374	0.2879999999999967
0.006854411702894121	0.12627210701697741	0.0016914950070444584	0.12887414582194895	0.0015331965772613755	0.0026020388049715405	0.0007144673640764393	0.3239999999999963
0.007616010622925187	0.14034278048063661	0.0017842548176558246	0.14340459891750792	0.001582034618565849	0.00306181843687131	0.0008250646762449765	0.3599999999999959
0.00837760879128614	0.15405207458293127	0.0018695409715363124	0.15749207766576756	0.001626379936456423	0.003440003082836301	0.0009219933549353489	0.39599999999999547
0.009139206132810255	0.16762930887170216	0.001962672287986553	0.17144733403085183	0.0016708414292243528	0.0038180251591496722	0.001029743379885442	0.43199999999999505
0.009900802572330888	0.17782395014901323	0.002023040946110916	0.1819414419569752	0.0016942960236641948	0.004117491807961973	0.0011054662608316224	0.46799999999999464
0.010662398034681482	0.18363824672419496	0.002022812567668048	0.18777528974946903	0.0016871974211007384	0.004137043025274068	0.0011158564182487008	0.5039999999999942
0.011423992444695578	0.18508100506265437	0.001984004635735352	0.18910450549575308	0.0016519607924308526	0.004023500433098722	0.0010987720122439398	0.5399999999999938
0.012185585727206821	0.1778314358788929	0.0019081206112122853	0.1816076708184921	0.0015779351016412177	0.0037762349395991917	0.0010728676907902788	0.5759999999999934
0.012947177807048968	0.16026617458692313	0.0018062221700407477	0.1637696017143263	0.001465297858453833	0.003503427127403165	0.0010560969243195997	0.611999999999993
0.013708768609055899	0.13551734608496535	0.0016571810832839702	0.13872008996975466	0.001324147776110885	0.0032027438847893027	0.0009964345486858785	0.6479999999999926
0.01447035805806161	0.10855169519777651	0.001430751142815882	0.1111624492703136	0.001164814143747197	0.002610754072537091	0.0008308169733433693	0.6839999999999922
0.015231946078900232	0.08039628311251301	0.0011527233535314444	0.08230249146644913	0.0009826785450148447	0.0019062083539361262	0.0006025894182146639	0.7199999999999918
0.01599353259640605	0.05377797667571703	0.0009030688235306488	0.05517766816201615	0.0007872046739862217	0.0013996914862991234	0.000442540508074997	0.7559999999999913
0.016755117535413484	0.03246521685413552	0.0006998276021570226	0.03360859992149108	0.0006009736372143612	0.0011433830673555658	0.0003585935862702917	0.7919999999999909
0.017516700820757115	0.01756086354139975	0.0004965732620347105	0.01837929242945714	0.00043546951320045757	0.0008184288880573867	0.00023864473101401108	0.8279999999999905
0.018278282377271683	0.008644167815453832	0.0003308528038867241	0.009159707360600268	0.00030117944560212117	0.0005155395451464356	0.00013694714084823396	0.8639999999999901
0.019039862129792105	0.004508198816125465	0.00022527138013110114	0.004814481014553234	0.00021325627725464244	0.0003062821984277695	7.258756723890212e-05	0.8999999999999897
0.019801440003153474	0.003248404940897419	0.0001815453588757105	0.00343153850521468	0.0001754567516923355	0.0001831335643172613	4.662237247164339e-05	0.9359999999999893
0.02056301592219106	0.003360272003221316	0.00017516692251077115	0.003479316132536601	0.00017264367022188772	0.000119044129315285	2.96245485064428e-05	0.9719999999999889
0.02132458981174034	0.004174908215549098	0.00019101470481211393	0.0042966359568897584	0.00018819604156693738	0.00012172774134066015	3.269353748058771e-05	1.0079999999999885
0.022086161596636983	0.00510405454086768	0.0002065046358556495	0.005215224238668891	0.00020368641056480263	0.00011116969780121112	3.400015854523409e-05	1.043999999999988
0.02284773120171687	0.005595692480656109	0.00021283463078045558	0.005704861340420403	0.00020969303349809818	0.00010916885976429402	3.6433662481533886e-05	1.0799999999999876
