#Data reduced with Dominiques SARed v. 1.0
#wavelength: 5.1836
#q/A-1 	 Icorr/a.u. 	 sIcorr /a.u. 	Ispec/a.u. 	 sIspec/a.u. 	 Ibg/a.u. 	 sIbg/a.u. 	 2th/°
0.0	0.03127312342293413	0.004372593234780432	0.04164161485140487	0.0009291287694795782	0.01036849142847074	0.004272738153289173	0.0
0.0007616023025496381	0.14285419390479465	0.008178153942713219	0.16541798078744058	0.0018518517208051045	0.022563786882645917	0.007965729540655202	0.03599999999999959
0.0015232045299321424	0.21010809763530644	0.005718490134098937	0.22511012849058298	0.002160033123335502	0.01500203085527655	0.005294845259295153	0.07199999999999918
0.0022848066069803864	0.12073756113770608	0.0030371146756589156	0.12774636060825736	0.001626534861035585	0.007008799470551282	0.002564848903724878	0.10799999999999876
0.0030464084585272596	0.02578766901680029	0.002141721614047442	0.03194123080225998	0.0008128819046326318	0.0061535617854596904	0.0019814627125431367	0.14399999999999835
0.0038080100094056712	0.013039206856067615	0.0008511999540833258	0.015844840255937347	0.0005696354463218576	0.002805633399869731	0.0006325004506916607	0.17999999999999794
0.004569611184448563	0.03570343490105798	0.0009241511278544874	0.03716990312217923	0.0008660247667895658	0.0014664682211212514	0.0003225777587215199	0.21599999999999753
0.0053312119084889115	0.07174230123547436	0.0012456597991235133	0.07302685096974135	0.0012027075669455564	0.0012845497342669956	0.0003242882106465355	0.2519999999999971
0.006092812106359739	0.10102938130264616	0.0014768641256063548	0.102790476289168	0.0014067242286035107	0.001761094986521842	0.0004497272397385781	0.2879999999999967
0.006854411702894121	0.11766296033984885	0.0016496934765029855	0.12025752360587894	0.0014937326634490722	0.002594563266030078	0.0007001794745362415	0.3239999999999963
0.007616010622925187	0.13078668772818702	0.001786770603185373	0.13408102466713523	0.0015482040328721894	0.0032943369389482067	0.0008919716705174613	0.3599999999999959
0.00837760879128614	0.14545356770000256	0.0019044232439397208	0.1493162071393498	0.001604349873266801	0.0038626394393472285	0.0010261039792373327	0.39599999999999547
0.009139206132810255	0.16278036169644766	0.0019373472054807581	0.1664921152179989	0.0016625378828539715	0.0037117535215512223	0.0009946265543708036	0.43199999999999505
0.009900802572330888	0.17635654963606745	0.001938725161915932	0.17979870131544495	0.0016945545372831973	0.0034421516793775	0.0009418811886957321	0.46799999999999464
