#Extracted Yoneda between qz = 0.008 .. 0.013 A-1
#q/A-1	I/a.u.	sI/a.u.
-0.0658429098667	0.00611111111111	0.00130289326662
-0.0653223885095	0.00472222222222	0.00114530711823
-0.0648018185411	0.00305555555556	0.000921284663988
-0.0642812003429	0.00388888888889	0.0010393492741
-0.0637605342964	0.00305555555556	0.000921284663988
-0.0632398207834	0.00388888888889	0.0010393492741
-0.0627190601859	0.00472222222222	0.00114530711823
-0.0621982528859	0.00527777777778	0.00121080526209
-0.0616773992658	0.005	0.00117851130198
-0.0611564997081	0.00388888888889	0.0010393492741
-0.0606355545954	0.00472222222222	0.00114530711823
-0.0601145643104	0.00722222222222	0.00141639430933
-0.0595935292361	0.00611111111111	0.00130289326662
-0.0590724497558	0.00555555555556	0.0012422599875
-0.0585513262527	0.00611111111111	0.00130289326662
-0.0580301591102	0.00694444444444	0.00138888888889
-0.0575089487119	0.005	0.00117851130198
-0.0569876954418	0.00527777777778	0.00121080526209
-0.0564663996837	0.00611111111111	0.00130289326662
-0.0559450618216	0.00722222222222	0.00141639430933
-0.05542368224	0.00777777777778	0.00146986183948
-0.0549022613232	0.00722222222222	0.00141639430933
-0.0543807994557	0.01	0.00166666666667
-0.0538592970223	0.00861111111111	0.0015466012119
-0.0533377544079	0.00888888888889	0.00157134840264
-0.0528161719975	0.01	0.00166666666667
-0.0522945501762	0.0119444444444	0.00182151070119
-0.0517728893294	0.0141666666667	0.00198373011904
-0.0512511898426	0.0138888888889	0.0019641855033
-0.0507294521012	0.0136111111111	0.00194444444444
-0.0502076764912	0.0152777777778	0.0020600551353
-0.0496858633983	0.0166666666667	0.00215165741456
-0.0491640132087	0.0161111111111	0.00211549252941
-0.0486421263084	0.0183333333333	0.00225667733462
-0.0481202030837	0.0169444444444	0.00216951379886
-0.0475982439212	0.0177777777778	0.00222222222222
-0.0470762492074	0.0141666666667	0.00198373011904
-0.0465542193289	0.0163888888889	0.00213365159663
-0.0460321546727	0.0158333333333	0.00209717623202
-0.0455100556256	0.0116666666667	0.00180020574956
-0.0449879225749	0.0138888888889	0.0019641855033
-0.0444657559076	0.0116666666667	0.00180020574956
-0.0439435560112	0.0127777777778	0.00188398055087
-0.043421323273	0.00972222222222	0.00164335549531
-0.0428990580808	0.00944444444444	0.00161970885968
-0.0423767608222	0.0105555555556	0.00171233722305
-0.0418544318851	0.00916666666667	0.00159571184626
-0.0413320716573	0.00972222222222	0.00164335549531
-0.040809680527	0.005	0.00117851130198
-0.0402872588824	0.00777777777778	0.00146986183948
-0.0397648071116	0.00444444444444	0.00111111111111
-0.0392423256033	0.005	0.00117851130198
-0.0387198147458	0.00611111111111	0.00130289326662
-0.0381972749278	0.00666666666667	0.00136082763488
-0.037674706538	0.00583333333333	0.00127293769304
-0.0371521099653	0.00638888888889	0.00133217542314
-0.0366294855986	0.00611111111111	0.00130289326662
-0.036106833827	0.00777777777778	0.00146986183948
-0.0355841550397	0.00666666666667	0.00136082763488
-0.0350614496258	0.00722222222222	0.00141639430933
-0.0345387179748	0.00527777777778	0.00121080526209
-0.0340159604761	0.00666666666667	0.00136082763488
-0.0334931775192	0.00666666666667	0.00136082763488
-0.0329703694938	0.00527777777778	0.00121080526209
-0.0324475367896	0.00611111111111	0.00130289326662
-0.0319246797965	0.00694444444444	0.00138888888889
-0.0314017989044	0.00833333333333	0.00152145154863
-0.0308788945033	0.00916666666667	0.00159571184626
-0.0303559669832	0.00888888888889	0.00157134840264
-0.0298330167345	0.00694444444444	0.00138888888889
-0.0293100441473	0.0108333333333	0.00173472166622
-0.028787049612	0.0113888888889	0.00177864562151
-0.028264033519	0.0116666666667	0.00180020574956
-0.0277409962589	0.00888888888889	0.00157134840264
-0.0272179382222	0.00722222222222	0.00141639430933
-0.0266948597997	0.00722222222222	0.00141639430933
-0.026171761382	0.00833333333333	0.00152145154863
-0.02564864336	0.00972222222222	0.00164335549531
-0.0251255061247	0.00861111111111	0.0015466012119
-0.0246023500669	0.0102777777778	0.00168965625842
-0.0240791755777	0.0105555555556	0.00171233722305
-0.0235559830482	0.0108333333333	0.00173472166622
-0.0230327728696	0.0113888888889	0.00177864562151
-0.0225095454331	0.0102777777778	0.00168965625842
-0.0219863011301	0.0111111111111	0.00175682092232
-0.0214630403519	0.0116666666667	0.00180020574956
-0.0209397634899	0.0108333333333	0.00173472166622
-0.0204164709357	0.0116666666667	0.00180020574956
-0.0198931630808	0.0125	0.00186338998125
-0.0193698403168	0.0147222222222	0.00202225274702
-0.0188465030353	0.0127777777778	0.00188398055087
-0.0183231516281	0.0141666666667	0.00198373011904
-0.017799786487	0.0136111111111	0.00194444444444
-0.0172764080037	0.0163888888889	0.00213365159663
-0.0167530165702	0.0166666666667	0.00215165741456
-0.0162296125784	0.0169444444444	0.00216951379886
-0.0157061964202	0.0169444444444	0.00216951379886
-0.0151827684877	0.0197222222222	0.00234059715922
-0.0146593291729	0.0216666666667	0.00245326690731
-0.0141358788679	0.0213888888889	0.00243749010761
-0.0136124179648	0.0255555555556	0.00266435084628
-0.0130889468559	0.0241666666667	0.00259093862586
-0.0125654659334	0.0261111111111	0.00269315547634
-0.0120419755895	0.0305555555556	0.00291335791158
-0.0115184762164	0.035	0.00311804782231
-0.0109949682066	0.0366666666667	0.00319142369252
-0.0104714519525	0.0355555555556	0.00314269680527
-0.00994792784625	0.0480555555556	0.00365359623277
-0.00942439628045	0.0605555555556	0.00410133973895
-0.0089008576475	0.0686111111111	0.00436562045708
-0.00837731233987	0.0838888888889	0.00482726311027
-0.00785376075006	0.0941666666667	0.00511443128876
-0.0073302032706	0.112222222222	0.00558326423396
-0.00680664029402	0.153333333333	0.00652630006915
-0.0062830722129	0.245	0.00824957911384
-0.00575949941981	0.538888888889	0.0122348419697
-0.00523592230736	1.65	0.0214087209644
-0.00471234126817	5.31777777778	0.038433845681
-0.00418875669487	18.2	0.0711024300257
-0.0036651689801	64.285	0.133629878562
-0.00314157851652	118.295555556	0.181272933841
-0.0026179856968	182.061666667	0.224883714807
-0.00209439091362	257.740555556	0.267571670334
-0.00157079455965	329.7925	0.30266983295
-0.0010471970276	386.614166667	0.327708443703
-0.000523598710148	419.885277778	0.341518373419
0.0	438.380555556	0.348958989773
0.000523598710148	447.509444444	0.352573650479
0.0010471970276	436.690277778	0.348285593929
0.00157079455965	402.515277778	0.334379723343
0.00209439091362	383.008055556	0.326176526659
0.0026179856968	366.208888889	0.318943084826
0.00314157851652	331.486666667	0.303446254928
0.0036651689801	259.828888889	0.268653478217
0.00418875669487	171.439722222	0.218224987253
0.00471234126817	96.9536111111	0.164108374686
0.00523592230736	38.2686111111	0.103102714577
0.00575949941981	7.12972222222	0.0445025661627
0.0062830722129	2.47527777778	0.0262216925559
0.00680664029402	0.700277777778	0.013947100234
0.0073302032706	0.271388888889	0.00868249978227
0.00785376075006	0.173055555556	0.00693332443019
0.00837731233987	0.141944444444	0.00627925253081
0.0089008576475	0.1175	0.00571304550033
0.00942439628045	0.0888888888889	0.00496903995
0.00994792784625	0.0755555555556	0.00458122847291
0.0104714519525	0.0680555555556	0.00434790995625
0.0109949682066	0.0591666666667	0.00405403319981
