#Loaded datafile ./DD205_4_KOELNPPMS_HYST_100OE_150K.DAT
#Rescaled data with factor 5.68279524355581
#B/T	M/kAm-1	sM/kAm-1
1.3701395690441101e-05	-160.1945860875591	0.002125541966265532
0.00453010025024414	-130.45147108453952	0.0015963500332047886
0.012589849853515599	-128.8726408120522	0.0017633290717727931
0.0224281257629395	-123.23719500945533	0.0015454885238971954
0.0313542053222656	-116.17077082487769	0.0014678653345338891
0.0398487167358398	-113.89927153610353	0.0013023402933903345
0.0493579162597656	-110.13119432935439	0.0012237733421856512
0.0583568115234375	-102.8425194206736	0.0015709802329070671
0.0675814025878906	-101.11450309436304	0.0014444474972288045
0.0782759735107422	-95.35393480130539	0.001298925818606481
0.0897694305419922	-89.36426342952502	0.0017561497239376716
0.10020532531738299	-84.69612563507245	0.001937700800030847
0.108902282714844	-84.33639457596325	0.0015865992850341408
0.120423492431641	-79.19218157479585	0.0017533838357673803
0.128362353515625	-76.91823343373117	0.001718194611900076
0.140071258544922	-71.51028011544498	0.0018776785095094286
0.150349114990234	-65.27113987376165	0.001952358806437948
0.161524938964844	-65.14949200539692	0.001981966768358811
0.172272827148438	-61.27218988050564	0.0022264886337697875
0.181987493896484	-58.50926036996862	0.0028293081810491735
0.185473889160156	-55.94218255233264	0.0021428768619913994
0.197431018066406	-53.85901404487298	0.0022729093183565686
0.20763636474609398	-49.42924653725578	0.001975795040201281
0.21710498046875	-48.01050372061021	0.0021349544940706725
0.22708443603515602	-45.11071112486359	0.0022780446758796516
0.23702884521484396	-38.511919418865446	0.0025969191470859767
0.246484985351562	-39.161925006340084	0.002327598547259065
0.256454333496094	-36.222935128987665	0.002347711480246426
0.266182470703125	-34.47630815612231	0.002746546916488531
0.27576240234375	-30.8333664919276	0.0025273244938658753
0.285986267089844	-26.396551388427003	0.002961145204923964
0.295190649414063	-26.237604143759278	0.0029004670882003475
0.30595389404296897	-19.918623382251383	0.0030871024698701562
0.317945288085937	-19.621819653103604	0.003269312809869438
0.329172351074219	-12.970177429219756	0.0033126112834054094
0.338427368164063	-11.280735052894764	0.003557911515145977
0.347705798339844	-8.343189026399543	0.003214774891128839
0.35699825439453103	-4.350814650085792	0.002926939098265694
0.366684387207031	-3.334232675931483	0.0038220566947421066
0.376749145507812	-1.018030057338802	0.003485342344627217
0.387242749023438	2.4242739373628894	0.0028364536216323056
0.397798266601562	6.344838141396129	0.0033627398661927326
0.407752917480469	10.160149359194593	0.004045735637438645
