#File generated by ModelExp v0.6.9
#Generated at 2019-01-18 15:28:19.997521
#Fit range: 0.02 .. 0.5

#[[Data]] p_la
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	8.34845	0.0	0.796018011881524
2.8050362799999995	8.34845	2.8050362799999995	0.796018011881524
2.8050362799999995	6.9992	2.8050362799999995	1.1626999999999998
6.1112969999999995	6.9992	6.1112969999999995	1.1626999999999998
6.1112969999999995	0.078	6.1112969999999995	0.0
7.521297	0.078	7.521297	0.0
7.521297	5.664000000000001	7.521297	0.0
17.521296999999997	5.664000000000001	17.521296999999997	0.0

#[[Data]] m_la
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	8.34845	0.0	0.796018011881524
2.8050362799999995	8.34845	2.8050362799999995	0.796018011881524
2.8050362799999995	6.9992	2.8050362799999995	1.1626999999999998
6.1112969999999995	6.9992	6.1112969999999995	1.1626999999999998
6.1112969999999995	0.078	6.1112969999999995	0.0
7.521297	0.078	7.521297	0.0
7.521297	5.664000000000001	7.521297	0.0
17.521296999999997	5.664000000000001	17.521296999999997	0.0

#[[Data]] p_sa
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	8.34845	0.0	0.796018011881524
2.8050362799999995	8.34845	2.8050362799999995	0.796018011881524
2.8050362799999995	6.9992	2.8050362799999995	1.1626999999999998
6.1112969999999995	6.9992	6.1112969999999995	1.1626999999999998
6.1112969999999995	0.078	6.1112969999999995	0.0
7.521297	0.078	7.521297	0.0
7.521297	5.664000000000001	7.521297	0.0
17.521296999999997	5.664000000000001	17.521296999999997	0.0

#[[Data]] m_sa
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	8.34845	0.0	0.796018011881524
2.8050362799999995	8.34845	2.8050362799999995	0.796018011881524
2.8050362799999995	6.9992	2.8050362799999995	1.1626999999999998
6.1112969999999995	6.9992	6.1112969999999995	1.1626999999999998
6.1112969999999995	0.078	6.1112969999999995	0.0
7.521297	0.078	7.521297	0.0
7.521297	5.664000000000001	7.521297	0.0
17.521296999999997	5.664000000000001	17.521296999999997	0.0
