[Header]
TITLE,MPMS DC Measurement
BYAPP,MPMS Measurement,2.1,Summary
FILEOPENTIME, 1418232120.354000 12/10/2014, 6:22:00 PM

INFO, APPNAME, MPMS MultiVu Application, Revision 1.60,  Build 081

INFO, NAME, PMK18
INFO, WEIGHT, 13.800
INFO, AREA, 1.000
INFO, LENGTH, 1.000
INFO, SHAPE, NP
INFO, COMMENT, Fe2O3
INFO, SEQUENCE FILE: 04062014.seq


INFO, BACKGROUND DATA FILE:, None


STARTUPAXIS,X,4,LINEAR,AUTO,0.000000,0.000000
STARTUPAXIS,Y1,5,LINEAR,AUTO,0.000000,0.000000


STARTUPGROUP,Longitudinal
FIELDGROUP,Longitudinal,1,2,3,4,5,6,7,8,9,15,16,17,18,27,28
FIELDGROUP,Transverse,1,2,3,4,10,11,12,13,14,19,20,21,22,27,28

PLOT_APPEARANCE,ALL,HORZ_GRID_ON,VERT_GRID_ON,MARKERS_AND_LINES

[Data]
Time,Comment,Field (Oe),Temperature (K),Moment (emu),Long Scan Std Dev,Long Algorithm,Long Reg Fit,Long Percent Error (%),Trans Moment (emu),Trans Scan Std Dev,Trans Algorithm,Trans Reg Fit,Trans Percent Error (%),Long Moment [w/o ABS] (emu),Long Scan Std Dev [w/o ABS],Long Reg Fit [w/o ABS],Long Percent Error [w/o ABS] (%),Trans Moment [w/o ABS] (emu),Trans Scan Std Dev [w/o ABS],Trans Reg Fit [w/o ABS],Trans Percent Error [w/o ABS] (%),Points per Scan,Scans per Measurement,Scan Length (cm),Delta Temp (K),Rot Position (deg),Error,EC Comp. Running,Using ABS,
1418232639.050,,1.000000e+002,2.927493e+001,9.771946e-003,0.000000e+000,3,9.965104e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.143406e-001,0.000000e+000,0,,0,
1418232658.550,,1.000000e+002,3.018904e+001,1.033703e-002,0.000000e+000,3,9.967849e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.080200e-001,0.000000e+000,0,,0,
1418232678.050,,1.000000e+002,3.110590e+001,1.089859e-002,0.000000e+000,3,9.966016e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.311710e-001,0.000000e+000,0,,0,
1418232696.987,,1.000000e+002,3.199493e+001,1.143439e-002,0.000000e+000,3,9.967039e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.449688e-001,0.000000e+000,0,,0,
1418232714.792,,1.000000e+002,3.284679e+001,1.192403e-002,0.000000e+000,3,9.969850e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,7.572021e-001,0.000000e+000,0,,0,
1418232733.799,,1.000000e+002,3.365385e+001,1.239998e-002,0.000000e+000,3,9.968368e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.569069e-001,0.000000e+000,0,,0,
1418232754.791,,1.000000e+002,3.459438e+001,1.291259e-002,0.000000e+000,3,9.967377e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.372482e-001,0.000000e+000,0,,0,
1418232775.486,,1.000000e+002,3.561540e+001,1.341166e-002,0.000000e+000,3,9.970018e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.028511e-001,0.000000e+000,0,,0,
1418232795.064,,1.000000e+002,3.656400e+001,1.391212e-002,0.000000e+000,3,9.969690e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,7.952690e-001,0.000000e+000,0,,0,
1418232813.595,,1.000000e+002,3.739318e+001,1.436863e-002,0.000000e+000,3,9.970249e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.630791e-001,0.000000e+000,0,,0,
1418232833.126,,1.000000e+002,3.836901e+001,1.480713e-002,0.000000e+000,3,9.968992e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.935471e-001,0.000000e+000,0,,0,
1418232852.454,,1.000000e+002,3.926992e+001,1.527607e-002,0.000000e+000,3,9.968792e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.138809e-001,0.000000e+000,0,,0,
1418232872.899,,1.000000e+002,4.016339e+001,1.574064e-002,0.000000e+000,3,9.969617e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.907089e-001,0.000000e+000,0,,0,
1418232892.985,,1.000000e+002,4.111670e+001,1.620257e-002,0.000000e+000,3,9.969631e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.178314e-001,0.000000e+000,0,,0,
1418232914.047,,1.000000e+002,4.216100e+001,1.669481e-002,0.000000e+000,3,9.969813e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.746399e-001,0.000000e+000,0,,0,
1418232934.195,,1.000000e+002,4.310682e+001,1.720488e-002,0.000000e+000,3,9.970834e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.169922e-001,0.000000e+000,0,,0,
1418232955.328,,1.000000e+002,4.407798e+001,1.770430e-002,0.000000e+000,3,9.969958e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.466782e-001,0.000000e+000,0,,0,
1418232976.577,,1.000000e+002,4.514624e+001,1.823792e-002,0.000000e+000,3,9.968603e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.292221e-001,0.000000e+000,0,,0,
1418233018.124,,1.000000e+002,4.719461e+001,1.932940e-002,0.000000e+000,3,9.970769e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.442596e-001,0.000000e+000,0,,0,
1418233039.334,,1.000000e+002,4.822186e+001,1.990798e-002,0.000000e+000,3,9.971395e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.926491e-001,0.000000e+000,0,,0,
1418233060.193,,1.000000e+002,4.931635e+001,2.050318e-002,0.000000e+000,3,9.969866e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.833107e-001,0.000000e+000,0,,0,
1418233079.639,,1.000000e+002,5.029648e+001,2.109283e-002,0.000000e+000,3,9.969788e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.709984e-001,0.000000e+000,0,,0,
1418233100.357,,1.000000e+002,5.132960e+001,2.170642e-002,0.000000e+000,3,9.969259e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.761391e-001,0.000000e+000,0,,0,
1418233119.997,,1.000000e+002,5.227571e+001,2.235150e-002,0.000000e+000,3,9.970007e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.160919e-001,0.000000e+000,0,,0,
1418233140.396,,1.000000e+002,5.331947e+001,2.300838e-002,0.000000e+000,3,9.970046e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.183884e-001,0.000000e+000,0,,0,
1418233166.083,,1.000000e+002,5.461050e+001,2.386614e-002,0.000000e+000,3,9.969487e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.396973e-001,0.000000e+000,0,,0,
1418233185.989,,1.000000e+002,5.557180e+001,2.455466e-002,0.000000e+000,3,9.970161e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.843918e-001,0.000000e+000,0,,0,
1418233205.645,,1.000000e+002,5.653084e+001,2.525174e-002,0.000000e+000,3,9.970055e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.118309e-001,0.000000e+000,0,,0,
1418233226.996,,1.000000e+002,5.749152e+001,2.599887e-002,0.000000e+000,3,9.969229e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,1.009537e+000,0.000000e+000,0,,0,
1418233245.722,,1.000000e+002,5.843235e+001,2.672883e-002,0.000000e+000,3,9.969811e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.721313e-001,0.000000e+000,0,,0,
1418233265.402,,1.000000e+002,5.937344e+001,2.745141e-002,0.000000e+000,3,9.968607e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.990784e-001,0.000000e+000,0,,0,
1418233284.183,,1.000000e+002,6.029428e+001,2.818560e-002,0.000000e+000,3,9.969463e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.250885e-001,0.000000e+000,0,,0,
1418233302.784,,1.000000e+002,6.119114e+001,2.892641e-002,0.000000e+000,3,9.970258e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.445892e-001,0.000000e+000,0,,0,
1418233320.776,,1.000000e+002,6.207104e+001,2.963739e-002,0.000000e+000,3,9.970144e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,7.947502e-001,0.000000e+000,0,,0,
1418233340.338,,1.000000e+002,6.300966e+001,3.041607e-002,0.000000e+000,3,9.969393e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.634605e-001,0.000000e+000,0,,0,
1418233359.901,,1.000000e+002,6.393832e+001,3.120565e-002,0.000000e+000,3,9.971201e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.740425e-001,0.000000e+000,0,,0,
1418233379.408,,1.000000e+002,6.484265e+001,3.200243e-002,0.000000e+000,3,9.971435e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.346085e-001,0.000000e+000,0,,0,
1418233398.627,,1.000000e+002,6.582239e+001,3.277684e-002,0.000000e+000,3,9.970354e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.908386e-001,0.000000e+000,0,,0,
1418233417.900,,1.000000e+002,6.674266e+001,3.359550e-002,0.000000e+000,3,9.969411e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.496994e-001,0.000000e+000,0,,0,
1418233436.267,,1.000000e+002,6.764197e+001,3.439730e-002,0.000000e+000,3,9.969694e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.489227e-001,0.000000e+000,0,,0,
1418233455.524,,1.000000e+002,6.855623e+001,3.518147e-002,0.000000e+000,3,9.969184e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.638840e-001,0.000000e+000,0,,0,
1418233474.774,,1.000000e+002,6.949298e+001,3.599349e-002,0.000000e+000,3,9.969398e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.909988e-001,0.000000e+000,0,,0,
1418233494.516,,1.000000e+002,7.046524e+001,3.679369e-002,0.000000e+000,3,9.969844e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.363251e-001,0.000000e+000,0,,0,
1418233514.524,,1.000000e+002,7.144411e+001,3.796135e-002,0.000000e+000,3,9.874530e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.056473e-001,0.000000e+000,0,,0,
1418233533.391,,1.000000e+002,7.239101e+001,3.844852e-002,0.000000e+000,3,9.970517e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.649979e-001,0.000000e+000,0,,0,
1418233553.531,,1.000000e+002,7.335962e+001,3.923908e-002,0.000000e+000,3,9.969890e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.527985e-001,0.000000e+000,0,,0,
1418233573.749,,1.000000e+002,7.430383e+001,4.004502e-002,0.000000e+000,3,9.970060e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.209518e-001,0.000000e+000,0,,0,
1418233594.148,,1.000000e+002,7.530086e+001,4.087371e-002,0.000000e+000,3,9.969844e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.556885e-001,0.000000e+000,0,,0,
1418233612.608,,1.000000e+002,7.624413e+001,4.159201e-002,0.000000e+000,3,9.968563e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.456879e-001,0.000000e+000,0,,0,
1418233631.085,,1.000000e+002,7.713710e+001,4.229577e-002,0.000000e+000,3,9.969531e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.481064e-001,0.000000e+000,0,,0,
1418233650.202,,1.000000e+002,7.804794e+001,4.292601e-002,0.000000e+000,3,9.962115e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.586197e-001,0.000000e+000,0,,0,
1418233670.201,,1.000000e+002,7.903926e+001,4.365443e-002,0.000000e+000,3,9.968616e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.157333e-001,0.000000e+000,0,,0,
1418233689.006,,1.000000e+002,8.001508e+001,4.432534e-002,0.000000e+000,3,9.968394e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.062973e-001,0.000000e+000,0,,0,
1418233708.771,,1.000000e+002,8.097847e+001,4.495379e-002,0.000000e+000,3,9.968250e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.196625e-001,0.000000e+000,0,,0,
1418233728.122,,1.000000e+002,8.192596e+001,4.558352e-002,0.000000e+000,3,9.968449e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.555298e-001,0.000000e+000,0,,0,
1418233747.755,,1.000000e+002,8.291327e+001,4.615124e-002,0.000000e+000,3,9.968759e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.153442e-001,0.000000e+000,0,,0,
1418233786.958,,1.000000e+002,8.492480e+001,4.724816e-002,0.000000e+000,3,9.969095e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.511963e-001,0.000000e+000,0,,0,
1418233807.075,,1.000000e+002,8.590765e+001,4.775504e-002,0.000000e+000,3,9.969178e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.909912e-001,0.000000e+000,0,,0,
1418233826.574,,1.000000e+002,8.688359e+001,4.821275e-002,0.000000e+000,3,9.969108e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.452835e-001,0.000000e+000,0,,0,
1418233845.410,,1.000000e+002,8.775575e+001,4.863002e-002,0.000000e+000,3,9.968590e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.085251e-001,0.000000e+000,0,,0,
1418233864.816,,1.000000e+002,8.862737e+001,4.900093e-002,0.000000e+000,3,9.968917e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.426437e-001,0.000000e+000,0,,0,
1418233884.488,,1.000000e+002,8.955396e+001,4.935474e-002,0.000000e+000,3,9.968737e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.965912e-001,0.000000e+000,0,,0,
1418233904.737,,1.000000e+002,9.052449e+001,4.968246e-002,0.000000e+000,3,9.968383e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.283066e-001,0.000000e+000,0,,0,
1418233924.503,,1.000000e+002,9.152641e+001,4.997028e-002,0.000000e+000,3,9.968200e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.733292e-001,0.000000e+000,0,,0,
1418233943.049,,1.000000e+002,9.246623e+001,5.022034e-002,0.000000e+000,3,9.968150e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,7.857895e-001,0.000000e+000,0,,0,
1418233962.057,,1.000000e+002,9.339368e+001,5.044455e-002,0.000000e+000,3,9.968262e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.953781e-001,0.000000e+000,0,,0,
1418233982.455,,1.000000e+002,9.439948e+001,5.064210e-002,0.000000e+000,3,9.968020e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.169312e-001,0.000000e+000,0,,0,
1418234039.611,,1.000000e+002,9.716324e+001,5.107583e-002,0.000000e+000,3,9.968004e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.513168e-001,0.000000e+000,0,,0,
1418234060.915,,1.000000e+002,9.819090e+001,5.117955e-002,0.000000e+000,3,9.967518e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.657684e-001,0.000000e+000,0,,0,
1418234079.040,,1.000000e+002,9.910825e+001,5.124684e-002,0.000000e+000,3,9.967985e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,7.829056e-001,0.000000e+000,0,,0,
1418234097.610,,1.000000e+002,1.000088e+002,5.128846e-002,0.000000e+000,3,9.968237e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.537827e-001,0.000000e+000,0,,0,
1418234116.813,,1.000000e+002,1.009389e+002,5.131294e-002,0.000000e+000,3,9.968093e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.147034e-001,0.000000e+000,0,,0,
1418234136.250,,1.000000e+002,1.018846e+002,5.131868e-002,0.000000e+000,3,9.967904e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.831024e-001,0.000000e+000,0,,0,
1418234155.914,,1.000000e+002,1.028225e+002,5.130620e-002,0.000000e+000,3,9.967430e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.978043e-001,0.000000e+000,0,,0,
1418234175.601,,1.000000e+002,1.037897e+002,5.127377e-002,0.000000e+000,3,9.967865e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.663010e-001,0.000000e+000,0,,0,
1418234194.780,,1.000000e+002,1.047731e+002,5.122437e-002,0.000000e+000,3,9.966954e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.198990e-001,0.000000e+000,0,,0,
1418234215.702,,1.000000e+002,1.057508e+002,5.116434e-002,0.000000e+000,3,9.967316e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.263992e-001,0.000000e+000,0,,0,
1418234235.217,,1.000000e+002,1.067312e+002,5.108253e-002,0.000000e+000,3,9.967428e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.420013e-001,0.000000e+000,0,,0,
1418234254.702,,1.000000e+002,1.076830e+002,5.099629e-002,0.000000e+000,3,9.966893e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.051971e-001,0.000000e+000,0,,0,
1418234275.397,,1.000000e+002,1.086820e+002,5.089344e-002,0.000000e+000,3,9.967442e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.494019e-001,0.000000e+000,0,,0,
1418234295.623,,1.000000e+002,1.096975e+002,5.076913e-002,0.000000e+000,3,9.967331e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.774033e-001,0.000000e+000,0,,0,
1418234317.099,,1.000000e+002,1.107236e+002,5.063830e-002,0.000000e+000,3,9.967234e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.870987e-001,0.000000e+000,0,,0,
1418234337.419,,1.000000e+002,1.117718e+002,5.048933e-002,0.000000e+000,3,9.967070e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.281998e-001,0.000000e+000,0,,0,
1418234399.145,,1.000000e+002,1.148566e+002,4.999213e-002,0.000000e+000,3,9.966925e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.963013e-001,0.000000e+000,0,,0,
1418234419.200,,1.000000e+002,1.158383e+002,4.982176e-002,0.000000e+000,3,9.966087e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.918976e-001,0.000000e+000,0,,0,
1418234440.645,,1.000000e+002,1.168740e+002,4.963409e-002,0.000000e+000,3,9.966561e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.920044e-001,0.000000e+000,0,,0,
1418234460.230,,1.000000e+002,1.179127e+002,4.943655e-002,0.000000e+000,3,9.966143e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.852997e-001,0.000000e+000,0,,0,
1418234479.949,,1.000000e+002,1.189177e+002,4.925503e-002,0.000000e+000,3,9.966571e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.423996e-001,0.000000e+000,0,,0,
1418234501.948,,1.000000e+002,1.199163e+002,4.905540e-002,0.000000e+000,3,9.967196e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.482040e-001,0.000000e+000,0,,0,
1418234521.768,,1.000000e+002,1.209127e+002,4.885570e-002,0.000000e+000,3,9.967182e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.748001e-001,0.000000e+000,0,,0,
1418234584.190,,1.000000e+002,1.239225e+002,4.824652e-002,0.000000e+000,3,9.966981e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.731003e-001,0.000000e+000,0,,0,
1418234605.338,,1.000000e+002,1.248609e+002,4.805135e-002,0.000000e+000,3,9.966618e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.416046e-001,0.000000e+000,0,,0,
1418234625.595,,1.000000e+002,1.258595e+002,4.784993e-002,0.000000e+000,3,9.967310e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,8.671951e-001,0.000000e+000,0,,0,
1418234645.814,,1.000000e+002,1.267866e+002,4.765335e-002,0.000000e+000,3,9.967063e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,7.957993e-001,0.000000e+000,0,,0,
1418234666.868,,1.000000e+002,1.277531e+002,4.743209e-002,0.000000e+000,3,9.967233e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,1.027496e+000,0.000000e+000,0,,0,
