#Scaled file ./dd67_rfm_la.dat
#Using factor: 0.75
#q / A-1 	 I / cm-1 	 sI / cm-1 	 dI / cm-1
0.0167323	3.15153	0.06903435	0.00276504
0.0183245	2.9915175	0.0625569	0.00278494
0.0188237	2.74056	0.10193325	0.00279153
0.0203989	2.4784574999999998	0.050725725	0.00280825
0.0209157	2.2247325	0.09195225	0.00281271
0.0224677	1.9616025000000001	0.04072155	0.00283436
0.0230022	1.80993	0.0815505	0.00284292
0.024532	1.6271175000000002	0.035919975	0.00286336
0.0250566	1.389945	0.08747475	0.00286925
0.0265953	1.2029625	0.028865250000000002	0.00289244
0.0271495	1.0551825000000001	0.07764525	0.00290281
0.028656	0.90987	0.024014399999999998	0.00292691
0.029242	0.87426	0.0728241	0.00293496
0.0307151	0.6776917499999999	0.020937075	0.00295871
0.0313369	0.55780725	0.059726625	0.00297187
0.0327739	0.4388265	0.01695345	0.00299836
0.0341878	0.30856125	0.032013375	0.00302013
0.0349263	0.283665	0.0156564	0.00303497
0.0362745	0.2304255	0.026882549999999998	0.003065
0.0370067	0.16731675000000001	0.014234025	0.0030794
0.0383836	0.12876300000000002	0.02105055	0.00310346
0.0391096	0.11788574999999998	0.013500374999999998	0.0031181
0.0404498	0.12613875	0.0197907	0.00315067
0.0411821	0.06919155	0.01219275	0.00316657
0.0425997	0.07276785	0.018162525	0.00319416
0.0432543	0.09638025	0.012290475	0.00320704
0.0446508	0.0901845	0.0179532	0.00324361
0.045328	0.1308255	0.012740025	0.00325959
0.0467237	0.1380495	0.017141475	0.00328949
0.047389	0.15156975	0.013296224999999998	0.00330246
0.0487543	0.14312249999999999	0.017283675	0.00334017
0.0494357	0.1679655	0.012937575	0.00335755
0.0508291	0.15761775	0.016248675	0.00339001
0.0515174	0.1991055	0.013469324999999999	0.00340469
0.052882	0.2270865	0.01680135	0.00344274
0.0535548	0.23054249999999998	0.014320275	0.00346105
0.0549339	0.24582075000000003	0.016455825	0.00349556
0.0556159	0.27640125	0.014644874999999998	0.00351129
0.0570296	0.28104450000000003	0.015704625	0.00355084
0.0577005	0.28229325	0.014874975000000002	0.00357012
0.0591419	0.25416675	0.013568625	0.00360832
0.0598004	0.276855	0.017043675	0.00362445
0.0612131	0.270096	0.01288605	0.00366462
0.0618988	0.2970555	0.0181824	0.00368521
0.063281	0.27180224999999997	0.012251999999999999	0.00372373
0.0639993	0.25741274999999997	0.017276175	0.00374232
0.0653341	0.25215	0.011580825	0.00378064
0.066094	0.2432325	0.018302099999999998	0.00380442
0.0673857	0.21234225	0.0108828	0.00374193
0.0681403	0.22391099999999997	0.01858845	0.00378383
0.0694502	0.18854624999999997	0.010107825	0.00385657
0.0703076	0.158172	0.017601449999999998	0.00390418
0.0715135	0.15996525	0.009767025	0.00397115
0.0726119	0.1474695	0.014907299999999998	0.00403214
0.0736501	0.13172774999999998	0.00972075	0.00408979
0.0747595	0.09851775	0.01337745	0.00401852
0.075728	0.10435125	0.009250575	0.00407058
0.0768578	0.11583075	0.0133539	0.00413131
0.0778055	0.09765525	0.009208649999999999	0.00418225
0.0789485	0.06266175	0.011796975000000001	0.00411961
0.0798677	0.07714875	0.009060450000000001	0.00416757
0.0810331	0.0595905	0.0111888	0.00420678
0.0819554	0.049586624999999995	0.008600475	0.00425466
0.083146	0.055509525000000004	0.0109659	0.00431647
0.084026	0.04751662499999999	0.00854025	0.00436216
0.0852029	0.0642621	0.0108459	0.00442325
0.0860807	0.046231049999999996	0.008428575	0.00446883
0.0872574	0.041636175	0.010355099999999999	0.00438776
0.0881232	0.03521745	0.00841965	0.0044313
0.089334	0.0428775	0.010112175000000001	0.00449219
0.0901864	0.05588219999999999	0.0084558	0.00453505
0.0914374	0.06369255	0.0097137	0.00459795
0.0922852	0.041225025	0.008477325	0.00464059
0.0935789	0.054078825000000004	0.008820075	0.00470564
0.0943991	0.04787129999999999	0.009321075	0.00461482
0.0956463	0.0477249	0.008363849999999999	0.00467579
0.096479	0.06562425	0.00987645	0.00471649
0.0977136	0.062879775	0.008160975000000001	0.00477685
0.0985745	0.0662835	0.0101589	0.00481893
0.0997775	0.04827674999999999	0.0077006999999999996	0.00487775
0.100664	0.0782145	0.0109953	0.00492109
0.101829	0.077007	0.0076977	0.00497806
0.102845	0.08774475	0.01047885	0.00502769
0.103929	0.07485892499999999	0.007863450000000001	0.00493102
0.105009	0.065378925	0.009432525	0.00498225
0.106025	0.0672717	0.008012775	0.00503044
0.107108	0.0559722	0.008954400000000001	0.00508184
0.10812	0.072557925	0.007982625	0.00512984
0.109232	0.07602	0.009113399999999999	0.00518263
0.110201	0.078705	0.0080718	0.00522862
0.111318	0.069081825	0.008956800000000001	0.00528159
0.112269	0.07331009999999999	0.008089424999999999	0.0053267
0.113384	0.05547637500000001	0.008477849999999999	0.00537962
0.114347	0.054555	0.007706925	0.0054253
0.115485	0.08063175	0.008819625000000001	0.00547929
0.116398	0.064464375	0.007835175	0.00552263
0.117534	0.047162024999999996	0.008442149999999999	0.00543728
0.11846	0.06274679999999999	0.0076587750000000005	0.00548014
0.119606	0.039553649999999996	0.00804885	0.00553314
0.120521	0.045998625	0.0074794875	0.00557546
0.121756	0.028031624999999998	0.007281487499999999	0.00563263
0.122662	0.033063300000000004	0.007860825	0.00567452
0.12385	0.043552875	0.00715554	0.00572948
0.12476	0.045569925	0.008453325	0.00577156
0.125903	0.042055125	0.00689337	0.00578656
0.12687	0.04244745	0.0084516	0.00583102
0.12798	0.031495275	0.0065653725000000005	0.00588201
0.128947	0.03103665	0.008767725	0.0059265
0.130167	0.0471732	0.009765525	0.00582327
0.131047	0.028865175	0.0115191	0.00586263
0.131885	0.025348500000000003	0.0204168	0.00590012
