#Superball Data generated at 2018-12-08 11:03:15.219520
#[[Parameters]]
#particleSize	57.6590717
#dShell	5.97351175
#dSurfactant	19
#pVal	1.49983
#sldCore	7.082e-06
#sldShell	5.938e-06
#sldSurfactant	7.8e-08
#sldSolvent	5.664e-06
#sigParticleSize	0.08318968
#i0	0.15
#bg	0.01
#orderHermite	2
#orderLegendre	2
#
#[[Data]] sa
#q	I
0.00411025	7.357990694217096
0.00430646	7.329760868179107
0.00449054	7.302818941332516
0.00469448	7.271627185028003
0.00488613	7.241672362930216
0.00508608	7.209079153173698
0.00527913	7.176008055847255
0.00547765	7.1418851431753225
0.00566902	7.107429276232806
0.00586638	7.070308907376974
0.00605982	7.033328913718859
0.00626055	6.993878320231132
0.00645406	6.954756579092468
0.00665683	6.912710354415504
0.00685157	6.871284038382844
0.00704432	6.829328095489025
0.00724007	6.785764128047249
0.00743381	6.741722241849692
0.00762117	6.698232198506829
0.00781722	6.651828963114415
0.00801227	6.604671276129454
0.00821392	6.554991580727483
0.00841139	6.505449973630599
0.00860583	6.455850737905636
0.00879981	6.405601946142723
0.00899474	6.354326192068303
0.00918643	6.3030852192608275
0.00938304	6.249746308994375
0.00957847	6.195923185091434
0.00977786	6.140265881400041
0.0099766	6.084078110364199
0.0101678	6.029361269123656
0.0103612	5.973403676208755
0.0105568	5.916164696599711
0.010753	5.858124156322394
0.0109451	5.800687103706128
0.0111414	5.741404866914349
0.0113417	5.680312431387588
0.0115384	5.619774832837509
0.0117319	5.559703554993167
0.0119304	5.497675206959283
0.0121213	5.4375384790759105
0.0123128	5.376820618458886
0.0125059	5.315116251239743
0.0127062	5.250706731982939
0.012902	5.187312184146102
0.0131003	5.122825923086333
0.0132934	5.059645881854572
0.0134896	4.99527708600321
0.0136816	4.93193562657908
0.01388	4.866280652309597
0.0140735	4.801905885497869
0.0142716	4.735888235732787
0.0144665	4.670339102465091
0.0146676	4.602882929132897
0.0148583	4.538760380151474
0.0150574	4.471725599140303
0.0152506	4.406595481974252
0.0154466	4.340458695692868
0.0156353	4.276720620091828
0.0158331	4.209870115036456
0.0160273	4.144196885774448
0.0162276	4.076470538453178
