#Generated data by combining files:
#ES_S17_300K_4mT_refl_uu_corrected.xy
#ES_S17_300K_4mT_refl_du_corrected.xy
#q/A-1	I/a.u.	sI /a.u.
0.00537789865894	0.999248518145	0.00603484347152
0.00576203359027	0.999270631168	0.00586220601281
0.00614616837943	0.99726778582	0.0056697743356
0.00653030301693	0.994636333195	0.00546980922133
0.00691443749331	0.992088751597	0.00528284209484
0.00729857179908	0.988509680448	0.00510867269269
0.00768270592476	0.980832342238	0.00494261869432
0.00806683986089	0.967580341954	0.00478000924272
0.00845097359797	0.951248933448	0.00462139355789
0.00883510712653	0.934528278836	0.00446871812143
0.00921924043709	0.908273014798	0.0043049084653
0.00960337352018	0.851095291582	0.00407523149518
0.00998750636631	0.737291713723	0.00371613631543
0.010371638966	0.569785505447	0.00320720589865
0.0107557713098	0.39440768401	0.00262192077575
0.0111399033882	0.257800089252	0.00208752160462
0.0115240351917	0.169351990027	0.00167209775978
0.0119081667109	0.113596084945	0.00135844853206
0.0122922979363	0.0771984414335	0.00111249553437
0.0126764288584	0.0512163538212	0.000905769854917
0.0130605594677	0.0317041038413	0.00071570127808
0.0134446897547	0.0181404866715	0.000546040946614
0.01382881971	0.0103688116004	0.00042008456702
0.0142129493241	0.0065059718821	0.000341672317302
0.0145970785875	0.00531227790198	0.000306755235014
0.0149812074907	0.00623621974061	0.000308796903399
0.0153653360243	0.00848711364826	0.000334503320215
0.0157494641788	0.0113741022356	0.000372439032538
0.0161335919446	0.0139344049718	0.000401111244196
0.0165177193124	0.016084295646	0.00042164731409
0.0169018462726	0.0177867755748	0.000436500958898
0.0172859728158	0.0187905000394	0.000441992698501
0.0176700989325	0.0190743970944	0.000438193686595
0.0180542246132	0.0187702221811	0.000426433951767
0.0184383498484	0.0175939334656	0.00040519468562
0.0188224746286	0.0156099820344	0.000375393400653
0.0192065989445	0.0135852892335	0.00034507823704
0.0195907227864	0.0116042486918	0.000314829021461
0.0199748461449	0.00963015985957	0.000284606643296
0.0203589690106	0.00736791124549	0.000247243632309
0.020743091374	0.00555889523532	0.000212735122756
0.0211272132255	0.00419687303398	0.000185740952535
0.0215113345557	0.00294121044186	0.000156721482764
0.0218954553552	0.00220682395927	0.000135235783885
0.0222795756144	0.00185605252117	0.000123233298341
0.0226636953239	0.00187543404297	0.000121616177649
0.0230478144742	0.00208543467324	0.000126372691816
0.0234319330558	0.00261025733816	0.000137768438445
0.0238160510593	0.00330352849014	0.000151356607807
0.0242001684751	0.00375227473289	0.000159082958403
0.0245842852938	0.00421737594056	0.000166117227184
0.0249684015059	0.00476602815776	0.00017423778936
0.0253525171019	0.00508430849444	0.000178246700831
0.0257366320724	0.00524978284816	0.000179557497113
0.0261207464079	0.00530512582974	0.000178887850706
0.0265048600988	0.00513725500062	0.0001742422614
0.0268889731358	0.00491771841303	0.000169325216576
0.0272730855093	0.00464010407528	0.000163670770147
0.0276571972099	0.00426332408424	0.000155554044142
0.028041308228	0.00381311307219	0.000145702204781
0.0284254185543	0.00325776322433	0.000133557494706
0.0288095281792	0.00268098024392	0.000120611043078
0.0291936370933	0.00216446795188	0.000108734465118
0.029577745287	0.00172826489454	9.73057801754e-05
0.0299618527509	0.00141626091658	8.73320927159e-05
0.0303459594756	0.00121579893548	8.03791555227e-05
