#Scaled file ./YF45_nuclear_LA.dat
#Using factor: 0.8596564519696263
#q / A-1 	 I / cm-1 	 sI / cm-1 	 dI / cm-1
0.0291233	0.14065956764062615	0.002110688696827464	0.00385319
0.0324133	0.09895247521686777	0.0025850643201533433	0.00386074
0.0326731	0.09785899220996241	0.00223674871894429	0.00386119
0.0358377	0.0719198043938761	0.002038176675103826	0.00386567
0.0360974	0.07134847671589709	0.002293417272258128	0.00386596
0.0392643	0.0491333206497432	0.0016494744137812401	0.00386899
0.0395818	0.04482076809279237	0.0020524297790774824	0.00386924
0.0426907	0.03370128381785565	0.0013978013909026123	0.00387136
0.0430718	0.033749510544811144	0.001983983932371661	0.00387158
0.0461178	0.026453520271299734	0.001259491264345219	0.0038731
0.0465592	0.02153628536603347	0.0018797591841348636	0.00387329
0.0495438	0.023388845020028016	0.0011443660722974469	0.00387442
0.0499801	0.022971309881306367	0.0023620178571253044	0.00387456
0.0529698	0.025828807927653404	0.0011001109581500505	0.0038799
0.053468	0.02263183154842356	0.00233015039245079	0.00388215
0.056394	0.027170129889661616	0.0010526493254368072	0.00389352
0.056955	0.026204993591035314	0.0023686286152409504	0.00389539
0.0598175	0.03348224335389379	0.0010307194893470623	0.00390376
0.0603672	0.02958928911114934	0.003454684190401298	0.00390517
0.063239	0.03708059333054825	0.0009832578566338192	0.00391172
0.0638573	0.032128456373332025	0.003429341518197233	0.00391298
0.0666591	0.03629985334086944	0.0009500923107168309	0.00391807
0.0673338	0.03545025486938786	0.003431611011230433	0.00391917
0.0700769	0.037015689268424544	0.0009137374393630355	0.00392322
0.0734931	0.03490824147642101	0.0008986246789374093	0.00392746
0.0769066	0.03271826666502839	0.0008551243431548424	0.003931
0.080318	0.029779617049615414	0.0008026182463814416	0.00394414
0.083677	0.023562237726390288	0.000783502065858993	0.00395874
0.0870821	0.02054312426707296	0.0007623717102695796	0.00397106
0.0904848	0.01608890032683754	0.0007250858309783009	0.00398144
0.0934087	0.016510131988302656	0.0013917923923033445	0.00398913
0.0939874	0.015408654176393977	0.000844666622416632	0.00399054
0.0968201	0.013088957206399136	0.0010977297097780946	0.00399693
0.0975047	0.013380982503133217	0.0008961230786621779	0.00399837
0.100221	0.014302190357063867	0.0009741111119848622	0.00400368
0.10099	0.013227018032585457	0.000930930568402428	0.00400507
0.103626	0.011707575253729143	0.0008853687764480378	0.00400957
0.104478	0.01099414636423955	0.0009749621718723122	0.00401372
0.107033	0.013263295534858575	0.0008248171549406532	0.004028
0.107905	0.01207559418081734	0.0010836055542722337	0.00403252
0.110408	0.011387181294080064	0.0007963143856191483	0.0040446
0.11134	0.012342517509153909	0.0010972397056004718	0.00404879
0.113814	0.01246536241614037	0.0007421560291450618	0.00405919
0.11483	0.012475936190499595	0.0011589028629002533	0.00406318
0.117203	0.012897683645835894	0.000716027630943897	0.00407193
0.118222	0.013341782168923403	0.0013100390637210333	0.00407545
0.120588	0.013018379411692428	0.0006866798193301059	0.00408316
0.121682	0.0161891362691372	0.001381536690831347	0.00408652
0.123992	0.011774972319563563	0.0006493586941242966	0.0040932
0.125169	0.013292695785515937	0.0015221936795026172	0.00409642
0.127352	0.01238661788513995	0.0006312302588651611	0.00410205
0.12852	0.013042879620573563	0.0017957363625193522	0.00410491
0.130752	0.011161005681566853	0.0006089350687833289	0.00411468
0.133131	0.00976329025630944	0.0010961823281645492	0.00412933
0.134256	0.01076831461430713	0.0006729682989211905	0.00413583
0.136651	0.009950007637677243	0.0009032324375199666	0.00414889
0.137802	0.008569812010910968	0.0007000001960533754	0.0041548
0.140189	0.010694384159437742	0.0007986260018184947	0.00416638
0.141295	0.00871665852603642	0.0007447143667461234	0.00417145
0.143652	0.006940419171847737	0.0007602105339493279	0.0041817
0.144751	0.00715349362003293	0.0007922361754110044	0.00418623
0.147018	0.006000780283586858	0.0007140383859140393	0.00419512
0.148211	0.006815708810360505	0.0008280881477403977	0.00419957
0.150386	0.006663068210748778	0.0006548286881281793	0.0042073
0.15161	0.008225149949622786	0.0009128863794755855	0.00421144
0.153738	0.007474016528149804	0.0006208069243850294	0.00421833
0.155042	0.005592993649030546	0.0009518116236207703	0.00422235
0.157106	0.0064420161506893074	0.0005946828244661244	0.00423537
0.158505	0.007101811074140515	0.001053818458211486	0.00424479
0.160455	0.007506545928292335	0.0005717282778856315	0.00425729
0.162217	0.007171778512766324	0.000976836222937606	0.00426799
0.163846	0.006010116152655248	0.0005641168796598924	0.00427742
0.166154	0.006086625576880545	0.000741812166564274	0.00429006
0.167445	0.007723187950753201	0.0006436608911606419	0.00429679
0.169643	0.006295289987467132	0.000685772881773278	0.00430774
0.170948	0.005919259062246578	0.000677421319342393	0.00431395
0.173091	0.005992561967906028	0.0006364870580689553	0.0043237
0.174473	0.004760820413830389	0.0007274026051163591	0.00432971
0.176527	0.00547516913572359	0.0006200160404492174	0.00433828
0.177965	0.004718843389280712	0.0007448106482687441	0.00434402
0.179909	0.006263955509792839	0.000591213251025975	0.00435148
0.181401	0.004533381106332784	0.0008041260837981963	0.00435834
0.183244	0.006184729571179318	0.0005617270347234169	0.00437217
0.184776	0.0024441924173690807	0.0009024673432777137	0.00438316
0.186563	0.00618950066448775	0.0005370970177180351	0.00439545
0.188705	0.005521788305113902	0.0007149126565256924	0.00440947
0.190073	0.005789665852112157	0.0005903441383530337	0.00441805
0.192259	0.004913701717248667	0.0006267505890939474	0.00443117
0.193613	0.0053744088029882295	0.0006523098947239082	0.00443896
0.195705	0.004545055240950532	0.0005772300791782371	0.00445053
0.197142	0.005502635159364018	0.0006887421351583811	0.00445815
0.199115	0.004819758460177426	0.0005654983475782076	0.00446823
0.200179	0.005635649802177279	0.0010579362126164206	0.00447347
