#Scaled file ./YF45_minus_1.2T_LA.dat
#Using factor: 0.8596564519696263
#q / A-1 	 I / cm-1 	 sI / cm-1 	 dI / cm-1
0.0286063	0.09143563920084535	0.003412552427690266	0.0038516
0.0304932	0.07943268599021945	0.00279489786351461	0.0038568
0.032183	0.07260185582286881	0.0027769998161846017	0.00386032
0.0338738	0.05983157326321481	0.002642420598628757	0.0038631
0.0355654	0.052555956847615076	0.0025512110490747797	0.00386534
0.0372577	0.039702287612120024	0.0024863413732091515	0.00386719
0.0391524	0.03617838388420613	0.0021455047831322343	0.0038689
0.0410656	0.032480743587349176	0.0024085424643059	0.00387033
0.0427593	0.02990512689160298	0.0023520802285405353	0.0038714
0.0444531	0.030770199179220015	0.0023851254225542478	0.00387232
0.046147	0.02994793778291107	0.002363522255916251	0.00387311
0.047841	0.031149307674538617	0.002299890485341459	0.00387381
0.0495637	0.028345882019020475	0.002099470180129261	0.00387442
0.0511369	0.03277199519327649	0.0019352672012385424	0.00387492
0.0529786	0.033934938441501	0.001804315733910009	0.00387994
0.0547917	0.034785740432015336	0.0019622776069594277	0.00388765
0.0564798	0.037759979824539845	0.0019988044096036174	0.00389381
0.0581679	0.0430427406531836	0.0020175363236920353	0.00389916
0.0599982	0.04180354587766938	0.0018515452593812203	0.00390423
0.0618265	0.04449762323249699	0.0020258234118890224	0.00390866
0.0635144	0.04494576214090876	0.0020367582419580765	0.00391229
0.0653317	0.045891728100656136	0.0018869888948959282	0.00391577
0.0671711	0.046983491794657564	0.002066106913228319	0.00391891
0.0689133	0.04473824107340329	0.001743125387658811	0.00392158
0.0705955	0.04115321577175436	0.0017446985589659155	0.00392391
0.0722776	0.03921881682353231	0.0017300672061533924	0.00392604
0.0739596	0.039025909915710325	0.0017296545710564473	0.00392798
0.075741	0.035835209028579854	0.0016081679212640995	0.00392986
0.0775329	0.03504234788292827	0.0017054466453689824	0.00393159
0.0792142	0.034545294522399426	0.0016868522763128794	0.00393869
0.0808951	0.031114147725653064	0.0016657133241589463	0.00394685
0.0825757	0.030149441255252745	0.0016445399857469346	0.00395425
0.0842559	0.026355863298355986	0.0016344562155653306	0.00396099
0.0860549	0.024307301973312365	0.0015293976005701225	0.00396757
0.0879771	0.023961977976556165	0.0014357208369989926	0.00397396
0.089696	0.01981293207676996	0.001423677050106898	0.00397918
