#File generated by ModelExp v0.7.3
#Generated at 2019-01-30 15:58:53.822108
#Fit range: 0.03 .. 0.5

#[[Data]] p_la
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	7.0	0.0	0.4406137399700236
3.488004817571305	7.0	3.488004817571305	0.4406137399700236
3.488004817571305	0.078	3.488004817571305	0.0
4.958004817571305	0.078	4.958004817571305	0.0
4.958004817571305	5.66	4.958004817571305	0.0
14.958004817571304	5.66	14.958004817571304	0.0
14.958004817571304	5.66	14.958004817571304	0.0
4.958004817571305	5.66	4.958004817571305	0.0
4.958004817571305	0.078	4.958004817571305	0.0
3.488004817571305	0.078	3.488004817571305	0.0
3.488004817571305	7.0	3.488004817571305	0.4406137399700236
0.0	7.0	0.0	0.4406137399700236
0.0	0.078	0.0	0.0
2.1	0.078	2.1	0.0
2.1	5.66	2.1	0.0
12.1	5.66	12.1	0.0

#[[Data]] m_la
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	7.0	0.0	0.4406137399700236
3.488004817571305	7.0	3.488004817571305	0.4406137399700236
3.488004817571305	0.078	3.488004817571305	0.0
4.958004817571305	0.078	4.958004817571305	0.0
4.958004817571305	5.66	4.958004817571305	0.0
14.958004817571304	5.66	14.958004817571304	0.0
14.958004817571304	5.66	14.958004817571304	0.0
4.958004817571305	5.66	4.958004817571305	0.0
4.958004817571305	0.078	4.958004817571305	0.0
3.488004817571305	0.078	3.488004817571305	0.0
3.488004817571305	7.0	3.488004817571305	0.4406137399700236
0.0	7.0	0.0	0.4406137399700236
0.0	0.078	0.0	0.0
2.1	0.078	2.1	0.0
2.1	5.66	2.1	0.0
12.1	5.66	12.1	0.0

#[[Data]] p_sa
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	7.0	0.0	0.4406137399700236
3.488004817571305	7.0	3.488004817571305	0.4406137399700236
3.488004817571305	0.078	3.488004817571305	0.0
4.958004817571305	0.078	4.958004817571305	0.0
4.958004817571305	5.66	4.958004817571305	0.0
14.958004817571304	5.66	14.958004817571304	0.0
14.958004817571304	5.66	14.958004817571304	0.0
4.958004817571305	5.66	4.958004817571305	0.0
4.958004817571305	0.078	4.958004817571305	0.0
3.488004817571305	0.078	3.488004817571305	0.0
3.488004817571305	7.0	3.488004817571305	0.4406137399700236
0.0	7.0	0.0	0.4406137399700236
0.0	0.078	0.0	0.0
2.1	0.078	2.1	0.0
2.1	5.66	2.1	0.0
12.1	5.66	12.1	0.0

#[[Data]] m_sa
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	7.0	0.0	0.4406137399700236
3.488004817571305	7.0	3.488004817571305	0.4406137399700236
3.488004817571305	0.078	3.488004817571305	0.0
4.958004817571305	0.078	4.958004817571305	0.0
4.958004817571305	5.66	4.958004817571305	0.0
14.958004817571304	5.66	14.958004817571304	0.0
14.958004817571304	5.66	14.958004817571304	0.0
4.958004817571305	5.66	4.958004817571305	0.0
4.958004817571305	0.078	4.958004817571305	0.0
3.488004817571305	0.078	3.488004817571305	0.0
3.488004817571305	7.0	3.488004817571305	0.4406137399700236
0.0	7.0	0.0	0.4406137399700236
0.0	0.078	0.0	0.0
2.1	0.078	2.1	0.0
2.1	5.66	2.1	0.0
12.1	5.66	12.1	0.0
