#File generated by ModelExp v0.5.0
#Generated at 2018-11-19 17:19:20.776413

#[[Data]] 0
#r / nm	SLD / 1e-6 A-2
-4.628209170195029	20.06100000000203
-4.545946901498072	20.06100000000308
-4.463684632801115	20.06100000000467
-4.381422364104159	20.061000000007063
-4.299160095407202	20.06100000001064
-4.216897826710245	20.061000000015984
-4.134635558013288	20.06100000002393
-4.052373289316331	20.06100000003572
-3.970111020619375	20.06100000005315
-3.887848751922418	20.061000000078828
-3.8055864832254613	20.061000000116557
-3.7233242145285046	20.06100000017179
-3.641061945831548	20.06100000025241
-3.5587996771345916	20.06100000036969
-3.476537408437635	20.061000000539778
-3.394275139740678	20.061000000785633
-3.3120128710437213	20.061000001139885
-3.2297506023467646	20.061000001648676
-3.1474883336498074	20.06100000237709
-3.0652260649528507	20.061000003416567
-2.982963796255894	20.061000004895206
-2.9007015275589376	20.0610000069918
-2.818439258861981	20.061000009955066
-2.736176990165024	20.061000014129824
-2.6539147214680674	20.06100001999253
-2.5716524527711107	20.061000028199242
-2.489390184074154	20.061000039650295
-2.407127915377197	20.061000055577033
-2.3248656466802404	20.061000077657752
-2.2426033779832837	20.061000108172138
-2.160341109286327	20.061000150206173
-2.07807884058937	20.061000207923016
-1.9958165718924135	20.06100028691973
-1.913554303195457	20.061000394695355
-1.8312920344985002	20.061000541262654
-1.7490297658015432	20.061000739944582
-1.6667674971045865	20.061001008406
-1.58450522840763	20.06100136996968
-1.5022429597106732	20.061001855130954
-1.4199806910137163	20.06100250185946
-1.3377184223167595	20.06100334290624
-1.255456153619803	20.061004298997947
-1.1731938849228463	20.061004498789266
-1.0909316162258897	20.060998595378415
-1.008669347528933	20.06095955718741
-0.9264070788319764	20.06076942540245
-0.8441448101350197	20.05998078022606
-0.761882541438063	20.057119839490344
-0.6796202727411064	20.047985817445173
-0.5973580040441491	20.0222770640373
-0.5150957353471923	19.95845189011103
-0.4328334666502357	19.8186627242576
-0.35057119795327907	19.548542563796417
-0.26830892925632244	19.088013304068763
-0.18604666055936575	18.39525432464048
-0.1037843918624091	17.475786783792447
-0.021522123165452454	16.399018234342456
0.0607401455315042	15.286414500560157
0.14300241422846086	14.272062012828416
0.2252646829254182	13.456115909044716
0.30752695162237487	12.87702944090324
0.3897892203193315	12.514454743586347
0.4720514890162882	12.314228343279948
0.5543137577132449	12.216773792490796
0.6365760264102015	12.175070160563601
0.7188382951071581	12.159526414786175
0.8011005638041148	12.15468776010097
0.8833628325010714	12.15372544505889
0.9656251011980281	12.154065023023954
1.0478873698949847	12.15488304756432
1.130149638591942	12.155969420186635
1.2124119072888988	12.157300997489141
1.2946741759858553	12.158907368940833
1.376936444682812	12.160835285320854
1.4591987133797688	12.163141082855143
1.5414609820767253	12.165889897816259
1.623723250773682	12.169156328368157
1.7059855194706386	12.173025395344133
1.788247788167596	12.177593584568772
1.8705100568645527	12.182969927356131
1.9527723255615093	12.189277101789848
2.035034594258466	12.196652538363251
2.1172968629554227	12.205249509207452
2.1995591316523795	12.215238165076567
2.281821400349336	12.226806415396105
2.3640836690462925	12.24016023176073
2.4463459377432493	12.255521668283736
2.528608206440206	12.273118333816058
2.6108704751371627	12.293144307642683
2.693132743834119	12.315638056620655
2.775395012531076	12.340154397087343
2.8576572812280325	12.36501111116
2.9399195499249893	12.38583923800351
3.022181818621946	12.393340615848953
3.1044440873189023	12.370781695732585
3.186706356015859	12.292815753059655
3.268968624712816	12.128088564402312
3.351230893409774	11.847503489535676
3.4334931621067306	11.437125334950169
3.5157554308036874	10.91049306256682
3.5980176995006437	10.312791985213083
3.6802799681976004	9.712008597688156
3.762542236894557	9.17936867003266
3.844804505591514	8.768179972562093
3.9270667742884706	8.50126123114447
4.009329042985427	8.37156200901769
4.091591311682384	8.352872385508913
4.17385358037934	8.4132649311182
4.256115849076297	8.524996616232759
4.338378117773254	8.668649671017922
4.42064038647021	8.832785409769794
4.502902655167167	9.01160553204169
4.585164923864124	9.202533130424717
4.66742719256108	9.40452084306118
4.749689461258037	9.617118045112308
4.8319517299549934	9.840043083421227
4.914213998651951	10.07301574377963
4.996476267348907	10.315700431499511
5.078738536045865	10.567689686988153
5.161000804742821	10.828500858976279
5.2432630734397785	11.097577070620632
5.325525342136735	11.374289990086817
5.407787610833692	11.65794378413918
5.490049879530648	11.947780091176835
5.572312148227605	12.2429839351372
5.654574416924562	12.542690502360575
5.736836685621518	12.845992688579802
5.819098954318475	13.151949307077178
5.9013612230154315	13.45959383466571
5.983623491712388	13.767943560291403
6.065885760409345	14.07600899210644
6.148148029106301	14.382803373091393
6.2304102978032585	14.687352152874258
6.312672566500215	14.98870226437484
6.394934835197171	15.285931058267018
6.477197103894127	15.57815475587284
6.559459372591084	15.86453629176351
6.641721641288041	16.144292430739846
6.723983909984997	16.416700059620943
6.806246178681957	16.681101571945028
6.888508447378913	16.936909282795188
6.9707707160758705	17.18360883098838
7.053032984772827	17.42076154627837
7.135295253469783	17.648005779497613
7.21755752216674	17.86505721319181
7.299819790863697	18.071708188814664
7.382082059560654	18.267826103526932
7.46434432825761	18.453350944721826
7.546606596954566	18.62829204328505
7.628868865651524	18.792724137075364
7.71113113434848	18.94678284403995
7.793393403045437	19.090659649697677
7.875655671742393	19.22459651644715
7.95791794043935	19.348880222371452
8.040180209136306	19.463836535068495
8.122442477833264	19.569824321740615
8.20470474653022	19.667229690581184
8.286967015227177	19.75646025068553
8.369229283924133	19.837939568597733
8.45149155262109	19.912101889504658
8.533753821318047	19.97938718032663
8.616016090015004	20.04023654084336
8.69827835871196	20.09508801782988
8.780540627408916	20.144372846230755
8.862802896105872	20.188512130910386
8.94506516480283	20.227913972687226
9.027327433499787	20.262971033354706
9.109589702196743	20.294058526338276
9.1918519708937	20.321532612623074
9.274114239590656	20.345729175659777
9.356376508287614	20.36696294413305
9.43863877698457	20.385526927741562
9.520901045681526	20.401692128449184
9.603163314378483	20.415707487960574
9.685425583075439	20.42780003137084
9.767687851772397	20.438175166947524
9.849950120469353	20.447017102726846
9.93221238916631	20.454489341945003
10.014474657863266	20.46073522118393
10.096736926560222	20.465878457397242
10.17899919525718	20.470023672614726
10.261261463954137	20.47325686803116
10.343523732651093	20.47564582230827
10.42578600134805	20.477240392210835
10.508048270045006	20.478072697125956
10.590310538741964	20.47815717255641
10.67257280743892	20.47749048132389
10.754835076135876	20.47605127496322
10.837097344832832	20.47379980163838
10.919359613529789	20.47067736087281
11.001621882226747	20.46660560946774
11.083884150923703	20.46148572718924
11.16614641962066	20.455197455136503
11.24840868831762	20.447598024152136
11.330670957014576	20.438520995178695
11.412933225711532	20.427775038070546
11.495195494408488	20.415142679984502
11.577457763105446	20.40037905902888
11.659720031802403	20.383210723261847
11.741982300499359	20.363334519290333
11.824244569196315	20.340416618509515
11.906506837893271	20.31409173230081
11.98876910659023	20.283962570124427
12.071031375287186	20.249599596241342
12.153293643984142	20.210541141617398
12.235555912681098	20.16629392723805
12.317818181378055	20.116334053444472
12.400080450075013	20.060108506854096
12.482342718771969	19.997037231837417
12.564604987468925	19.926515807304956
12.646867256165882	19.84791876166892
12.729129524862838	19.760603549281946
12.811391793559796	19.663915200470285
12.893654062256752	19.557191644575852
12.975916330953709	19.439769691363583
13.058178599650665	19.31099164096037
13.140440868347621	19.170212476451248
13.22270313704458	19.01680757670468
13.304965405741536	18.850180870319207
13.387227674438492	18.66977333520886
13.469489943135448	18.475071732736037
13.551752211832405	18.265617450939875
13.634014480529363	18.04101531878233
13.716276749226319	17.800942242919206
13.798539017923275	17.54515551074876
13.880801286620231	17.27350059880027
13.963063555317188	16.985918324243343
14.045325824014146	16.68245117969136
14.127588092711102	16.363248697715708
14.209850361408058	16.028571701653377
14.292112630105015	15.678795313340018
14.374374898801971	15.31441060617822
14.45663716749893	14.93602481318192
14.538899436195885	14.544360023933146
14.621161704892842	14.140250331248843
14.703423973589802	13.724637417188687
14.785686242286758	13.298564598163127
14.867948510983714	12.863169379585468
14.95021077968067	12.419674600973108
15.032473048377629	11.969378281843909
15.114735317074585	11.513642306386071
15.196997585771541	11.053880109950068
15.279259854468497	10.5915435522236
15.361522123165454	10.1281091798937
15.443784391862412	9.665064095165313
15.526046660559368	9.203891655305693
15.608308929256324	8.746057232166692
15.69057119795328	8.292994259293392
15.772833466650237	7.846090787796448
15.855095735347195	7.406676760831306
15.937358004044151	6.976012200615029
16.019620272741108	6.555276481872432
16.101882541438066	6.145558842003724
16.18414481013502	5.747850251763154
16.26640707883198	5.363036741561461
16.348669347528933	4.991894248429633
16.43093161622589	4.63508501800266
16.51319388492285	4.29315556539113
16.595456153619804	3.9665361692664853
16.67771842231676	3.655541845601365
16.759980691013716	3.3603747219147273
16.842242959710674	3.0811277101188983
16.924505228407632	2.8177893565929617
17.006767497104587	2.5702497322449758
17.089029765801545	2.338307213285282
17.1712920344985	2.1216759953091566
17.253554303195457	1.9199941790581323
17.335816571892416	1.7328322657675705
17.41807884058937	1.5597019030875015
17.500341109286328	1.4000647288755768
17.582603377983283	1.2533411693261747
17.66486564668024	1.1189190594878378
17.7471279153772	0.9961619677655227
17.829390184074153	0.8844171210195454
17.91165245277111	0.7830228428732999
17.993914721468066	0.6913154343509964
18.076176990165024	0.608635442538813
18.158439258861982	0.5343332791860638
18.24070152755894	0.4677741666750892
18.322963796255898	0.40834240327951044
18.405226064952853	0.355444952847966
18.48748833364981	0.3085143758034165
18.569750602346765	0.26701112850331704
18.652012871043723	0.23042526648903905
18.73427513974068	0.19827759394230957
18.816537408437636	0.17012030678903664
18.898799677134594	0.14553718041610528
18.98106194583155	0.12414335499794091
19.063324214528507	0.10558477210004955
19.145586483225465	0.08953731568785227
19.22784875192242	0.07570570908765883
19.310111020619377	0.06382221699511743
19.392373289316332	0.053645198478432646
19.47463555801329	0.04495755324823578
19.556897826710248	0.03756509942307262
19.639160095407203	0.03129491675681102
19.72142236410416	0.02599368494444153
19.803684632801115	0.021526042301090512
19.885946901498073	0.017772985913938184
19.96820917019503	0.014630330377574623
