#[[Fit Statistics]]
#    # fitting method   = leastsq
#    # function evals   = 16
#    # data points      = 13
#    # variables        = 2
#    chi-square         = 11.0590908
#    reduced chi-square = 1.00537189
#    Akaike info crit   = 1.89794455
#    Bayesian info crit = 3.02784327
#[[Variables]]
#    N:       1 (fixed)
#    logmu:   10.7765577 +/- 0.10889572 (1.01%) (init = 11)
#    logstd:  0.09850588 +/- 0.00807233 (8.19%) (init = 0.1)

#bin_center	count	error
8.482166666666666	0.039358715331531575	0.027830814509716913
9.0345	0.05903807299729737	0.03408564733742641
9.586833333333333	0.3345490803180184	0.08114007030026096
10.139166666666666	0.21647293432342368	0.06526904549254939
10.6915	0.3345490803180184	0.08114007030026096
11.243833333333333	0.3935871533153158	0.08800876298836778
11.796166666666666	0.1967935766576579	0.062231593112914506
12.3485	0.11807614599459473	0.0482043847468548
12.900833333333333	0.039358715331531575	0.027830814509716913
13.453166666666666	0.019679357665765788	0.019679357665765788
14.0055	0.0	0.0
14.557833333333333	0.0	0.0
15.110166666666666	0.019679357665765788	0.019679357665765788
15.6625	0.019679357665765788	0.019679357665765788
16.21483333333333	0.019679357665765788	0.019679357665765788
