#Data reduced with Dominiques SARed v. 1.0
#wavelength: 5.1836
#q/A-1 	 Icorr/a.u. 	 sIcorr /a.u. 	Ispec/a.u. 	 sIspec/a.u. 	 Ibg/a.u. 	 sIbg/a.u. 	 2th/°
0.0	0.00012132729131803882	7.627747042515188e-05	0.00020862756792009232	6.746751570217729e-05	8.73002766020535e-05	3.5586329108751584e-05	0.0
0.0007616023025496381	0.0008073631165034095	0.00016300794072188543	0.0009933642605680062	0.00014722905870521508	0.0001860011440645967	6.996565594036864e-05	0.03599999999999959
0.0015232045299321424	0.0014188126332131653	0.00018805982767583124	0.0015326283254206733	0.00018288490948593065	0.000113815692207508	4.381333892533525e-05	0.07199999999999918
0.0022848066069803864	0.0008725944632595555	0.000142075051029063	0.0009129219444345291	0.0001411522854097028	4.032748117497357e-05	1.616639874952521e-05	0.10799999999999876
0.0030464084585272596	0.0002418790741012267	7.968494700320892e-05	0.00027657626520761027	7.769600692185366e-05	3.469719110638357e-05	1.769240761749182e-05	0.14399999999999835
0.0038080100094056712	0.00022591319342944475	7.49052138624061e-05	0.00025402188801062044	7.410789538502972e-05	2.810869458117569e-05	1.0900041530851402e-05	0.17999999999999794
0.004569611184448563	0.0005431773609587554	0.00011162122159037685	0.0005784118229102768	0.00011094229525139395	3.5234461951521376e-05	1.2292446204093834e-05	0.21599999999999753
0.0053312119084889115	0.0011260534832467056	0.00015765401268620147	0.0011778271756855	0.00015671668961574292	5.177369243879447e-05	1.7165864730443242e-05	0.2519999999999971
0.006092812106359739	0.0015813849844220269	0.0001861361414044543	0.0016690796905448068	0.0001843978005781813	8.769470612278002e-05	2.5379406590152753e-05	0.2879999999999967
0.006854411702894121	0.001878336501192167	0.00020148592250349048	0.0020030476909031953	0.00019892697331024443	0.00012471118971102828	3.2009939967264565e-05	0.3239999999999963
0.007616010622925187	0.0022007407269713838	0.00021440303973826395	0.0023487939861772	0.00021102654973157554	0.00014805325920581603	3.790064323193552e-05	0.3599999999999959
0.00837760879128614	0.002358863834086166	0.00021717658482249482	0.0025081446396192754	0.00021367494534042382	0.00014928080553310935	3.884181675628956e-05	0.39599999999999547
0.009139206132810255	0.0023402731534171843	0.00021464923106931413	0.0025115699725027814	0.00021003320321701316	0.00017129681908559732	4.427579412103923e-05	0.43199999999999505
0.009900802572330888	0.0025120466313794357	0.00021823713286934932	0.0026855777910466815	0.00021345055135963518	0.0001735311596672456	4.54566638382292e-05	0.46799999999999464
0.010662398034681482	0.0029946758894953476	0.00023282484326081815	0.0031862875265529994	0.00022755022440873183	0.00019161163705765165	4.9277814591967504e-05	0.5039999999999942
0.011423992444695578	0.0032762000164357746	0.00023905092080645413	0.003484747785492382	0.0002323018676161323	0.00020854776905660714	5.640199500434844e-05	0.5399999999999938
0.012185585727206821	0.003032454241057025	0.00022687930508709326	0.0032421195465331103	0.00021918484573883794	0.00020966530547608523	5.858517282763756e-05	0.5759999999999934
0.012947177807048968	0.0025772569140118332	0.00020717999581491777	0.002784464044367289	0.0001984475441527749	0.00020720713035545573	5.9515736453494395e-05	0.611999999999993
0.013708768609055899	0.0020523893035422113	0.0001789048541133642	0.002222745795194385	0.00017322025624942494	0.0001703564916521736	4.474024642542421e-05	0.6479999999999926
0.01447035805806161	0.0019288088244802065	0.0001689352204502227	0.0020818603927215	0.00016361100910983645	0.00015305156824129342	4.207786124111288e-05	0.6839999999999922
0.015231946078900232	0.002641582559897784	0.00019166119632235863	0.0028078967273132112	0.00018587550648430627	0.0001663141674154274	4.6736605192507546e-05	0.7199999999999918
0.01599353259640605	0.0029975964862493506	0.00020012376249260174	0.003169620864266704	0.00019361070495430425	0.00017202437801735318	5.0640055699935905e-05	0.7559999999999913
0.016755117535413484	0.0022166909207114367	0.00017092795922350772	0.0023699900878728555	0.00016457683589331628	0.00015329916716141874	4.6160939458134595e-05	0.7919999999999909
0.017516700820757115	0.0011158812612153655	0.00012271831073577824	0.0012381773142091717	0.00011694345326812762	0.00012229605299380627	3.7202318846656306e-05	0.8279999999999905
0.018278282377271683	0.0004320380756587436	7.563304192728971e-05	0.000497472134094983	7.244429264494063e-05	6.543405843623946e-05	2.1729737558225674e-05	0.8639999999999901
0.019039862129792105	0.0002507449369356211	5.3266853584444224e-05	0.0002788884565562784	5.257299062083367e-05	2.8143519620657247e-05	8.569617725917116e-06	0.8999999999999897
