#Extracted Yoneda between qz = 0.024 .. 0.029 A-1
#q/A-1	I/a.u.
0.0769487666428	1.07873035518e-06
0.0774133346225	1.07873035518e-06
0.0778779003172	1.00413239552e-06
0.0783424637131	9.94650521887e-07
0.0788070247964	9.01481636653e-07
0.0792715835535	1.0949897356e-06
0.0797361399707	7.36183465593e-07
0.0802006940343	8.76054639952e-07
0.0806652457306	9.08730529471e-07
0.0811297950459	8.80520601584e-07
0.0815943419665	7.94364916152e-07
0.0820588864787	9.83171360452e-07
0.0825234285688	7.4550821055e-07
0.0829879682232	8.22339151024e-07
0.083452505428	9.64443306199e-07
0.0839170401697	8.22496279701e-07
0.0843815724346	8.87455237048e-07
0.0848461022088	8.83067839754e-07
0.0853106294789	8.69041440149e-07
0.085775154231	1.080963336e-06
0.0862396764514	9.34157526173e-07
0.0867041961266	1.15795140515e-06
0.0871687132427	1.21382131055e-06
0.0876332277861	1.06470395557e-06
0.0880977397431	1.3116132861e-06
0.0885622491001	1.05298910112e-06
0.0890267558432	1.22314605551e-06
0.0894912599589	1.20672954641e-06
0.0899557614335	1.36286010119e-06
0.0904202602531	1.34644359209e-06
0.0908847564043	1.55389952631e-06
0.0913492498732	1.59582159645e-06
0.0918137406463	1.66579646579e-06
0.0922782287097	1.87540681649e-06
0.0927427140499	2.12486338518e-06
0.093207196653	2.32283744576e-06
0.0936716765056	2.0778468387e-06
0.0941361535938	2.24577081227e-06
0.0946006279039	2.2736664828e-06
0.0950650994224	2.35065455195e-06
0.0955295681355	2.30888961049e-06
0.0959940340295	2.50200488775e-06
0.0964584970907	2.34371991649e-06
0.0969229573055	2.53252636079e-06
0.0973874146601	2.85603093877e-06
0.097851869141	2.78891756494e-06
0.0983163207344	2.61390182723e-06
0.0987807694265	2.67208327779e-06
0.0992452152039	2.47418778155e-06
0.0997096580527	2.22712132235e-06
0.100174097959	2.38109746066e-06
0.10063853491	2.46031851062e-06
0.101102968891	2.47426634589e-06
0.101567399889	2.31319844345e-06
0.10203182789	2.13634254661e-06
0.10249625288	2.26226588571e-06
0.102960674846	2.00125159124e-06
0.103425093774	2.12932934681e-06
0.103889509651	2.30156215333e-06
0.104353922462	2.03145880693e-06
0.104818332194	2.13642111095e-06
0.105282738834	1.82894022038e-06
0.105747142367	1.68197728188e-06
0.10621154278	1.74956204173e-06
0.10667594006	1.91278436065e-06
0.107140334192	1.78678245722e-06
0.107604725163	1.47483560502e-06
0.108069112959	1.52815827225e-06
0.108533497567	1.27200276111e-06
0.108997878973	1.36317435855e-06
0.109462257163	1.37210628181e-06
0.109926632124	1.0879765358e-06
0.110391003842	1.29758688649e-06
0.110855372303	1.09506829994e-06
0.111319737494	1.15571842433e-06
0.1117840994	1.1298200416e-06
0.112248458009	1.15332831484e-06
0.112712813307	1.09491117126e-06
0.113177165279	9.34157526173e-07
0.113641513913	1.13228871543e-06
0.114105859194	9.7153507034e-07
0.114570201109	8.06001206264e-07
0.115034539645	7.80495645224e-07
0.115498874787	7.64157700464e-07
0.115963206522	6.68598705737e-07
0.116427534836	7.29091701451e-07
0.116891859716	6.15118909825e-07
0.117356181148	8.43300186093e-07
0.117820499118	7.38495010747e-07
0.118284813612	6.80313560188e-07
0.118749124618	5.07766496309e-07
0.119213432121	5.70806730194e-07
0.119677736108	6.89638305145e-07
0.120142036564	6.01249638897e-07
0.120606333477	5.91846329601e-07
0.121070626833	3.28520489982e-07
0.121534916618	4.00728340147e-07
0.121999202818	5.42832495322e-07
0.122463485419	4.50267923559e-07
0.122927764409	4.40417429469e-07
0.123392039773	3.30753470798e-07
0.123856311498	3.86623376203e-07
0.12432057957	2.95844600462e-07
0.124784843975	3.58649141331e-07
0.1252491047	2.07377369876e-07
0.125713361732	4.28702575019e-07
0.126177615055	4.51975155242e-07
0.126641864658	3.26208944827e-07
0.127106110525	3.49402960712e-07
0.127570352644	3.58806270008e-07
0.128034591001	2.72650584577e-07
0.128498825583	3.07559454913e-07
0.128963056374	3.61117815163e-07
0.129427283363	3.65740905472e-07
0.129891506535	2.98234709955e-07
0.130355725876	3.47091415558e-07
0.130819941374	2.1431200534e-07
0.131284153014	3.5410461536e-07
0.131748360782	1.7709158985e-07
0.132212564666	1.74780044695e-07
0.13267676465	2.86519855505e-07
0.133140960723	2.6787036559e-07
0.13360515287	2.74883565393e-07
0.134069341077	3.40078215755e-07
0.134533525331	1.86337770468e-07
0.134997705618	2.00364170073e-07
0.135461881925	2.32961495255e-07
0.135926054237	2.32961495255e-07
0.136390222542	2.56312639817e-07
0.136854386825	1.88727879961e-07
0.137318547074	2.306499501e-07
0.137782703273	2.42286240212e-07
0.138246855411	2.07377369876e-07
0.138711003472	2.63247275281e-07
0.139175147444	2.86519855505e-07
0.139639287312	3.49481525051e-07
0.140103423064	2.07377369876e-07
0.140567554685	3.65662341134e-07
0.141031682162	1.93350970271e-07
0.141495805482	1.70078390047e-07
0.14195992463	2.37584585564e-07
0.142424039593	1.88727879961e-07
0.142888150357	2.63247275281e-07
0.143352256909	2.49299440014e-07
0.143816359235	2.77273674886e-07
0.144280457322	2.63247275281e-07
0.144744551155	2.74883565393e-07
0.145208640721	2.39896130719e-07
0.145672726008	2.1431200534e-07
0.146136807	1.53740445287e-07
0.146600883684	2.07377369876e-07
0.147064956047	2.00364170073e-07
0.147529024075	1.42104155175e-07
0.147993087755	2.16544986156e-07
0.148457147072	1.49117354978e-07
0.148921202014	2.00364170073e-07
0.149385252566	2.49220875676e-07
0.149849298715	2.21325205143e-07
0.150313340447	2.60935730126e-07
0.150777377749	1.98052624919e-07
0.151241410607	1.51428900132e-07
0.151705439008	2.07298805537e-07
0.152169462937	3.96105249837e-07
0.152633482382	2.72650584577e-07
0.153097497328	3.42468325248e-07
0.153561507763	1.95662515425e-07
0.154025513671	2.02675715228e-07
0.154489515041	2.18935095649e-07
0.154953511857	1.63143754583e-07
0.155417504107	1.7709158985e-07
0.155881491777	1.6075364509e-07
0.156345474854	2.42207675873e-07
0.156809453323	2.09610350692e-07
0.157273427171	1.67766844892e-07
0.157737396384	1.77013025511e-07
0.15820136095	1.86416334807e-07
0.158665320853	1.67766844892e-07
0.159129276082	1.00182085037e-07
0.159593226621	1.63065190244e-07
0.160057172458	1.72389935202e-07
0.160521113578	1.46805809823e-07
0.160985049969	1.91039425116e-07
0.161448981616	2.306499501e-07
0.161912908507	1.53740445287e-07
0.162376830626	1.5613055478e-07
0.162840747962	4.8935269941e-08
0.1633046605	9.08573400794e-08
0.163768568226	1.07195284839e-07
0.164232471127	9.16236085807e-08
0.16469636919	1.4441570033e-07
0.1651602624	1.25766210415e-07
0.165624150745	1.30467865063e-07
0.16608803421	1.9797406058e-07
0.166551912782	1.70078390047e-07
0.167015786448	1.81714680159e-07
0.167479655193	1.46727245484e-07
0.167943519005	1.23454665261e-07
0.168407377869	5.82600148983e-08
0.168871231773	1.11818375149e-07
0.169335080701	5.12468150957e-08
0.169798924642	2.07298805537e-07
0.17026276358	1.25766210415e-07
0.170726597504	1.02493630191e-07
0.171190426398	8.62342497701e-08
0.17165425025	4.8935269941e-08
