#Extracted Yoneda between qz = 0.024 .. 0.029 A-1
#q/A-1	I/a.u.
-0.194291718687	7.22078501649e-08
-0.193828157522	6.51946503623e-08
-0.193364590652	1.02493630191e-07
-0.192901018091	8.15325951222e-08
-0.192437439852	4.8935269941e-08
-0.191973855948	8.85457949248e-08
-0.191510266394	6.75847598555e-08
-0.191046671202	5.82600148983e-08
-0.190583070387	9.08573400794e-08
-0.190119463962	4.19220701384e-08
-0.189655851939	2.79742348718e-08
-0.189192234334	2.79742348718e-08
-0.18872861116	7.91424856289e-08
-0.188264982429	2.09610350692e-08
-0.187801348156	6.75847598555e-08
-0.187337708354	9.08573400794e-08
-0.186874063037	8.61556854315e-08
-0.186410412219	6.98963050102e-08
-0.185946755912	6.98963050102e-08
-0.18548309413	5.5869905405e-08
-0.185019426888	9.31688852341e-08
-0.184555754198	1.86337770468e-07
-0.184092076074	1.86494899145e-08
-0.18362839253	4.66237247863e-08
-0.18316470358	9.77919755434e-08
-0.182701009236	1.16441465458e-07
-0.182237309512	6.28831052076e-08
-0.181773604423	9.31688852341e-08
-0.181309893981	7.92210499675e-08
-0.1808461782	1.09506829994e-07
-0.180382457094	7.68309404742e-08
-0.179918730676	7.92210499675e-08
-0.179454998961	1.14208484642e-07
-0.17899126196	1.46727245484e-07
-0.178527519688	2.25948295452e-07
-0.17806377216	1.21143120106e-07
-0.177600019387	5.82600148983e-08
-0.177136261384	3.02857800265e-08
-0.176672498164	5.35583602503e-08
-0.176208729741	1.28156319908e-07
-0.175744956129	7.92210499675e-08
-0.17528117734	5.12468150957e-08
-0.17481739339	8.84672305862e-08
-0.17435360429	1.30389300725e-07
-0.173889810055	9.08573400794e-08
-0.173426010699	1.09506829994e-07
-0.172962206235	1.00182085037e-07
-0.172498396676	7.22078501649e-08
-0.172034582036	7.69095048128e-08
-0.17157076233	6.28831052076e-08
-0.171106937569	6.28831052076e-08
-0.170643107768	7.91424856289e-08
-0.170179272941	5.35583602503e-08
-0.169715433101	6.28831052076e-08
-0.169251588262	1.09506829994e-07
-0.168787738437	1.00182085037e-07
-0.16832388364	1.51428900132e-07
-0.167860023884	1.04805175346e-07
-0.167396159183	1.63065190244e-07
-0.166932289551	1.62986625906e-07
-0.166468415001	6.75847598555e-08
-0.166004535547	1.6075364509e-07
-0.165540651203	9.31688852341e-08
-0.165076761981	1.7709158985e-07
-0.164612867896	1.04805175346e-07
-0.164148968962	8.38441402768e-08
-0.163685065191	1.65376735399e-07
-0.163221156597	1.4441570033e-07
-0.162757243195	1.5613055478e-07
-0.162293324997	8.61556854315e-08
-0.161829402018	1.46727245484e-07
-0.16136547427	1.77013025511e-07
-0.160901541768	9.08573400794e-08
-0.160437604525	1.23533229599e-07
-0.159973662555	1.11818375149e-07
-0.15950971587	2.00285605735e-07
-0.159045764486	2.32882930916e-07
-0.158581808415	1.49117354978e-07
-0.158117847672	1.81714680159e-07
-0.157653882268	1.42104155175e-07
-0.15718991222	2.00364170073e-07
-0.156725937539	2.12000460185e-07
-0.15626195824	1.95662515425e-07
-0.155797974335	2.23636750297e-07
-0.15533398584	2.37663149902e-07
-0.154869992767	2.5153242083e-07
-0.15440599513	2.39896130719e-07
-0.153941992942	1.4441570033e-07
-0.153477986218	2.37584585564e-07
-0.153013974971	2.11921895847e-07
-0.152549959214	1.42104155175e-07
-0.152085938961	2.56234075478e-07
-0.151621914225	2.12000460185e-07
-0.151157885021	2.32961495255e-07
-0.150693851362	2.35194476071e-07
-0.150229813262	2.53922530324e-07
-0.149765770733	1.6075364509e-07
-0.149301723791	1.51428900132e-07
-0.148837672448	2.19013659988e-07
-0.148373616717	2.23715314636e-07
-0.147909556614	2.79506655702e-07
-0.147445492151	2.4698789486e-07
-0.146981423341	2.56234075478e-07
-0.146517350199	1.39714045682e-07
-0.146053272739	1.37481064866e-07
-0.145589190973	3.21507290179e-07
-0.145125104915	2.16544986156e-07
-0.144661014579	2.91221510153e-07
-0.144196919979	1.6075364509e-07
-0.143732821129	1.81793244497e-07
-0.143268718041	2.16702114833e-07
-0.14280461073	2.04987260383e-07
-0.142340499209	2.98077581278e-07
-0.141876383492	2.12000460185e-07
-0.141412263592	1.7709158985e-07
-0.140948139523	1.91039425116e-07
-0.140484011299	2.95923164801e-07
-0.140019878933	2.63247275281e-07
-0.139555742439	1.93350970271e-07
-0.139091601831	3.0054625511e-07
-0.138627457122	1.51428900132e-07
-0.138163308326	2.1431200534e-07
-0.137699155457	2.04987260383e-07
-0.137234998527	1.53740445287e-07
-0.136770837552	1.35090955372e-07
-0.136306672543	2.60857165788e-07
-0.135842503516	2.42207675873e-07
-0.135378330484	1.88727879961e-07
-0.13491415346	1.51428900132e-07
-0.134449972457	2.6787036559e-07
-0.133985787491	2.18935095649e-07
-0.133521598574	2.23558185959e-07
-0.133057405719	2.02675715228e-07
-0.132593208942	2.65637384774e-07
-0.132129008254	2.21325205143e-07
-0.13166480367	2.58624184972e-07
-0.131200595204	2.724934559e-07
-0.130736382869	2.81896765196e-07
-0.130272166678	2.72572020238e-07
-0.129807946646	2.5615551114e-07
-0.129343722786	3.47169979896e-07
-0.128879495112	3.56494724854e-07
-0.128415263637	3.26130380489e-07
-0.127951028375	4.19142137045e-07
-0.12748678934	3.79767305078e-07
-0.127022546545	3.30832035137e-07
-0.126558300004	3.05247909758e-07
-0.126094049731	3.56416160515e-07
-0.125629795739	3.49324396374e-07
-0.125165538042	3.98338230653e-07
-0.124701276654	3.49402960712e-07
-0.124237011587	4.63690009693e-07
-0.123772742857	4.68234535664e-07
-0.123308470476	5.07766496309e-07
-0.122844194458	4.00728340147e-07
-0.122379914817	4.84493916085e-07
-0.121915631567	5.26415986223e-07
-0.121451344721	4.75247735466e-07
-0.120987054292	5.82443020306e-07
-0.120522760295	5.05612079831e-07
-0.120058462743	6.28988180753e-07
-0.11959416165	6.2659807126e-07
-0.11912985703	6.19584871457e-07
-0.118665548895	6.63975615428e-07
-0.11820123726	7.85118735534e-07
-0.117736922139	5.79974346474e-07
-0.117272603545	6.10338690839e-07
-0.116808281491	6.89559740806e-07
-0.116343955992	7.52207152998e-07
-0.115879627061	6.8732675999e-07
-0.115415294712	8.78287620768e-07
-0.114950958958	8.15325951222e-07
-0.114486619813	9.01403072314e-07
-0.114022277291	9.5264988741e-07
-0.113557931406	1.04581877264e-06
-0.11309358217	1.11802662281e-06
-0.112629229598	1.14137776737e-06
-0.112164873704	1.14607942202e-06
-0.1117005145	1.28802644852e-06
-0.111236152001	1.26483243263e-06
-0.110771786221	1.41148111378e-06
-0.110307417173	1.22769058148e-06
-0.10984304487	1.56051990442e-06
-0.109378669327	1.52106650811e-06
-0.108914290557	1.60028755808e-06
-0.108449908574	1.51636485346e-06
-0.107985523391	1.90768988431e-06
-0.107521135022	1.74948347739e-06
-0.107056743481	1.7561038555e-06
-0.106592348781	1.92203054127e-06
-0.106127950937	1.97296309901e-06
-0.105663549961	2.16392395979e-06
-0.105199145868	2.08493860284e-06
-0.10473473867	1.97766475366e-06
-0.104270328383	1.81698967291e-06
-0.103805915019	2.06597485557e-06
-0.103341498592	1.92394926473e-06
-0.102877079116	2.28490995122e-06
-0.102412656605	2.16862561444e-06
-0.101948231072	2.06397756777e-06
-0.10148380253	2.3155099886e-06
-0.101019370994	2.44111907034e-06
-0.100554936478	2.2342130865e-06
-0.100090498994	2.55803192183e-06
-0.0996260585566	2.58584902802e-06
-0.0991616151797	2.52519890363e-06
-0.0986971688767	2.26641758998e-06
-0.0982327196613	2.73943234463e-06
-0.0977682675471	2.44127619902e-06
-0.097303812548	2.3667568037e-06
-0.0968393546775	2.4993005209e-06
-0.0963748939493	2.26657471866e-06
-0.0959104303772	2.43195145406e-06
-0.0954459639748	2.48319826916e-06
-0.0949814947557	2.24091202894e-06
-0.0945170227337	2.21771801306e-06
-0.0940525479225	2.23860048379e-06
-0.0935880703357	1.72382078768e-06
-0.0931235899871	1.72143067818e-06
-0.0926591068902	1.67034099177e-06
-0.0921946210589	1.56306714259e-06
-0.0917301325067	1.42797618721e-06
-0.0912656412474	1.28363905122e-06
-0.0908011472946	1.4093266973e-06
-0.0903366506621	1.36979473666e-06
-0.0898721513636	1.32779410218e-06
-0.0894076494126	9.41249290314e-07
-0.088943144823	1.16002725729e-06
-0.0884786376083	1.12519695129e-06
-0.0880141277824	9.64443306199e-07
-0.0875496153588	1.11101342301e-06
-0.0870851003513	8.06001206264e-07
-0.0866205827735	1.006286812e-06
-0.0861560626392	9.6898783217e-07
-0.085691539962	9.1997399789e-07
-0.0852270147557	8.52546366712e-07
-0.0847624870339	6.68598705737e-07
-0.0842979568103	7.73403881083e-07
-0.0838334240986	8.61949676008e-07
-0.0833688889125	8.20027605869e-07
-0.0829043512657	8.59638130853e-07
-0.0824398111719	9.1080638161e-07
-0.0819752686448	8.52624931051e-07
-0.0815107236981	8.92156891696e-07
-0.0810461763455	9.22442671722e-07
-0.0805816266006	1.00174228603e-06
-0.0801170744772	9.78469705804e-07
-0.0796525199889	9.43403706791e-07
-0.0791879631495	9.36547635666e-07
-0.0787234039727	9.83014231775e-07
-0.0782588424721	1.03202806605e-06
-0.0777942786614	1.06470395557e-06
-0.0773297125544	1.11587220633e-06
-0.0768651441648	1.33026277601e-06
-0.0764005735062	1.15548273132e-06
-0.0759360005923	1.22537903633e-06
-0.0754714254369	1.38860135525e-06
-0.0750068480536	1.39067720739e-06
-0.0745422684562	1.47699002149e-06
-0.0740776866583	1.67719706289e-06
-0.0736131026737	1.55389952631e-06
-0.073148516516	1.70763997159e-06
-0.0726839281989	1.90569259651e-06
-0.0722193377362	2.09195180264e-06
-0.0717547451415	1.92641793857e-06
-0.0712901504286	2.30395226283e-06
-0.0708255536112	2.76764227252e-06
-0.0703609547028	3.06332974431e-06
-0.0698963537174	3.19356191635e-06
-0.0694317506685	3.51984942552e-06
-0.0689671455699	3.73416143086e-06
-0.0685025384352	4.07678688478e-06
-0.0680379292783	4.83393138545e-06
-0.0675733181126	4.14883760627e-06
-0.0671087049521	4.11392873594e-06
-0.0666440898104	4.47273500594e-06
-0.0661794727012	4.4097733364e-06
-0.0657148536381	4.51896590904e-06
-0.065250232635	4.71478555314e-06
-0.0647856097055	4.66122719289e-06
-0.0643209848633	4.42372117167e-06
-0.0638563581221	4.37486446606e-06
-0.0633917294956	4.59395669039e-06
-0.0629270989976	5.04099449797e-06
-0.0624624666417	4.74068393587e-06
-0.0619978324417	4.77982307483e-06
-0.0615331964113	4.91562110925e-06
-0.0610685585641	5.29037250232e-06
-0.0606039189139	5.94702066059e-06
-0.0601392774744	6.27793126007e-06
-0.0596746342593	6.59027093397e-06
-0.0592099892823	6.66032436765e-06
-0.0587453425571	6.98382894563e-06
-0.0582806940975	7.945803578e-06
-0.0578160439171	9.44630187273e-06
-0.0540987821717	1.80554525515e-05
-0.0536341171214	1.9592542747e-05
-0.0531694504875	2.12789074261e-05
-0.0527047822837	2.56865263461e-05
-0.0522401125236	2.85276666775e-05
-0.0517754412211	3.24484801362e-05
-0.0513107683897	3.67764066201e-05
-0.0508460940433	4.06929112458e-05
-0.0503814181955	4.6942396885e-05
-0.0499167408601	5.21803894921e-05
-0.0494520620507	5.92848901719e-05
-0.0489873817811	6.36051417619e-05
-0.048522700065	6.71292214561e-05
-0.0480580169161	6.9619714003e-05
-0.0475933323481	6.45856541405e-05
-0.0471286463748	5.7533769049e-05
-0.0466639590099	4.64377729622e-05
-0.046199270267	3.75390052395e-05
-0.0457345801599	3.0035223557e-05
-0.0452698887023	2.36292145414e-05
-0.0448051959079	1.9363542648e-05
-0.0443405017905	1.61702164246e-05
-0.0438758063638	1.34836353612e-05
-0.0434111096414	1.17228298511e-05
-0.0429464116371	1.15197613141e-05
-0.0424817123646	1.03782264181e-05
-0.0420170118376	9.58872028526e-06
-0.0415523100699	8.77308007669e-06
-0.0410876070752	7.92699695941e-06
-0.0406229028671	8.09061210002e-06
-0.0401581974594	8.06686813377e-06
-0.0396934908659	7.96739312778e-06
-0.0392287831002	8.21645687478e-06
-0.038764074176	7.44822603437e-06
-0.0382993641072	7.91113040068e-06
-0.0378346529073	8.01139105006e-06
-0.0373699405901	7.22603662151e-06
-0.0369052271694	7.44520741017e-06
-0.0364405126588	7.26803725598e-06
-0.0359757970721	6.70702665678e-06
-0.035511080423	6.45087114564e-06
-0.0350463627253	7.03539001808e-06
-0.0345816439925	6.72790912751e-06
-0.0341169242385	6.82107801274e-06
-0.033652203477	6.4832327778e-06
-0.0331874817217	6.74162126976e-06
-0.0327227589863	6.67889529323e-06
-0.0322580352846	6.86476167767e-06
-0.0317933106302	6.59505115295e-06
-0.0313285850369	6.14084301689e-06
-0.0308638585184	6.49702348439e-06
-0.0303991310885	6.42728430806e-06
-0.0299344027608	6.83486871933e-06
-0.029469673549	6.21281517404e-06
-0.029004943467	6.88595840575e-06
-0.0285402125284	6.86930620364e-06
-0.0280754807469	6.42273978209e-06
-0.0276107481363	5.96136131755e-06
-0.0271460147102	6.46912781386e-06
-0.0266812804825	7.06551866943e-06
-0.0262165454668	6.94668709448e-06
-0.0257518096769	6.52969937391e-06
-0.0252870731264	6.60167153106e-06
-0.0248223358292	7.2029997343e-06
-0.0243575977988	7.11868420799e-06
-0.0238928590491	7.2448432401e-06
-0.0234281195938	7.62437485216e-06
-0.0229633794466	7.30349607669e-06
-0.0224986386212	7.13956667872e-06
-0.0220338971313	7.82944067688e-06
-0.0215691549907	7.8735171635e-06
-0.0211044122131	8.19972610832e-06
-0.0206396688123	8.36588848711e-06
-0.0201749248018	8.88912872045e-06
-0.0197101801955	9.50240747116e-06
-0.0192454350071	8.90570235823e-06
-0.0187806892504	1.04921206454e-05
-0.0183159429389	1.07064326507e-05
-0.0178511960866	1.15685394554e-05
-0.017386448707	1.17778355487e-05
-0.0169217008139	1.31702743509e-05
-0.0164569524211	1.36458363437e-05
-0.0159922035422	1.44469787667e-05
-0.015527454191	1.65083305319e-05
-0.0150627043812	1.73053212506e-05
-0.0145979541266	1.89922358801e-05
-0.0141332034408	2.00069832294e-05
-0.0136684523377	2.30211420107e-05
-0.0132037008308	2.6119302061e-05
-0.012738948934	2.96783691898e-05
-0.0122741966609	3.25803953387e-05
-0.0118094440254	3.71698860674e-05
-0.011344691041	4.41115572499e-05
-0.0108799377216	5.04683167383e-05
-0.0104151840809	5.94425798077e-05
-0.00995043013256	6.98275837326e-05
-0.00948567589035	8.54979774271e-05
-0.00902092136798	0.000103257539993
-0.00855616657918	0.000127043232526
-0.00809141153769	0.000159966129369
-0.00762665625722	0.000203518582538
-0.0071619007515	0.000263494905789
-0.00669714503426	0.000346007629236
-0.00623238911922	0.000461774800846
-0.00576763302011	0.000622855599545
-0.00530287675066	0.000470155234049
-0.00483812032459	3.56285900146e-05
-0.00437336375562	2.59810685321e-05
-0.0039086070575	3.65329750941e-05
-0.00344385024393	5.18824900132e-05
-0.00297909332865	7.97532938131e-05
-0.00251433632539	0.000219166913751
-0.00204957924787	0.00849439137282
-0.00158482210981	0.0270146646708
-0.00112006492494	0.0374378741199
-0.000655307706999	0.0436002026021
-0.0001905504697	0.0441279481687
0.000274206773227	0.0284519034557
0.000738964008056	0.00928572070843
0.00120372122106	0.000295322469245
0.00166847839851	8.1141861989e-05
0.00213323552669	6.11589038039e-05
0.00259799259186	4.11504400578e-05
0.0030627495803	0.0009842952232
0.00352750647828	0.00115889292779
0.00399226327208	0.000843128168354
0.00445701994797	0.000618538986326
0.00492177649222	0.000460748148334
0.00538653289111	0.000342699961811
0.00585128913092	0.000263278261265
0.00631604519791	0.000205679950491
0.00678080107836	0.000160721491301
0.00724555675854	0.000129288970159
0.00771031222472	0.000105123353192
0.00817506746319	8.55346147129e-05
0.00863982246021	6.98596764924e-05
0.00910457720207	6.01697196064e-05
0.00956933167502	5.11978012614e-05
0.0100340858653	4.48463719424e-05
0.0104988397593	3.76290315512e-05
0.0109635933432	3.26890833459e-05
0.0114283466033	2.94630812331e-05
0.0118930995259	2.67281934144e-05
0.0123578520972	2.27193055469e-05
0.0128226043036	2.04573539185e-05
0.0132873561312	1.98330673924e-05
0.0137521075664	1.69762176309e-05
0.0142168585955	1.59175055387e-05
0.0146816092047	1.51301538224e-05
0.0151463593802	1.32895773119e-05
0.0156111091085	1.24437298876e-05
0.0160758583756	1.14121732076e-05
0.016540607168	1.12075002046e-05
0.0170053554719	1.09204303987e-05
0.0174701032736	1.05667971694e-05
0.0179348505593	1.00302707948e-05
0.0183995973153	9.40422267392e-06
0.0188643435279	8.82887141775e-06
0.0193290891834	8.51230147524e-06
0.019793834268	8.11372755157e-06
0.0202585787681	7.83429946021e-06
0.0207233226698	8.1928700372e-06
0.0211880659595	7.84840442415e-06
0.0216528086235	7.92076940299e-06
0.0221175506479	7.44074144854e-06
0.0225822920192	7.75962293621e-06
0.0230470327235	7.31975545711e-06
0.0235117727472	6.95855907761e-06
0.0239765120765	6.61131053337e-06
0.0244412506978	6.78322908254e-06
0.0249059885972	6.99092070977e-06
0.025370725761	6.19487276318e-06
0.0258354621756	6.53208948341e-06
0.0263001978272	6.68590849303e-06
0.0267649327021	6.53208948341e-06
0.0272296667865	6.28310430075e-06
0.0276944000668	6.9977767809e-06
0.0281591325291	6.12235065566e-06
0.0286238641599	6.63705178743e-06
0.0290885949454	6.62549406166e-06
0.0295533248718	6.52068888631e-06
0.0300180539254	6.39037814992e-06
0.0304827820925	6.61162479073e-06
0.0309475093594	6.66040293199e-06
0.0314122357124	6.57209283008e-06
0.0318769611377	5.97562341017e-06
0.0323416856216	6.54874168552e-06
0.0328064091504	6.5977555198e-06
0.0332711317104	6.83055988638e-06
0.0337358532878	6.73923116027e-06
0.034200573869	6.42266121775e-06
0.0346652934402	7.16162761453e-06
0.0351300119876	7.12656161552e-06
0.0355947294977	7.447676084e-06
0.0360594459565	6.97274260589e-06
0.0365241613505	7.60165222231e-06
0.036988875666	7.37523254082e-06
0.0374535888891	7.3335461637e-06
0.0379183010061	7.73690030636e-06
0.0383830120034	7.7275755614e-06
0.0388477218673	7.96316285916e-06
0.0393124305839	8.24682121914e-06
0.0397771381396	8.19867159259e-06
0.0402418445207	9.54472236299e-06
0.0407065497135	1.00413239552e-05
0.0411712537042	1.02389837584e-05
0.0416359564791	1.11329022449e-05
0.0421006580244	1.16969314683e-05
0.0425653583266	1.36470148088e-05
0.0430300573718	1.54107603788e-05
0.0434947551464	1.76244838163e-05
0.0439594516366	2.28121269954e-05
0.0444241468287	2.82237211822e-05
0.044888840709	3.55370133898e-05
0.0453535332637	4.60362257994e-05
0.0458182244792	5.5395788857e-05
0.0462829143418	6.23847454583e-05
0.0467476028377	6.64082550608e-05
0.0472122899531	6.94663332001e-05
0.0476769756745	6.48137236731e-05
0.048141659988	6.17870643939e-05
0.04860634288	5.47016392052e-05
0.0490710243368	4.75637555569e-05
0.0495357043445	4.30319748927e-05
0.0500003828896	3.91670313394e-05
0.0504650599583	3.39868727461e-05
0.0509297355368	2.99812723751e-05
0.0513944096116	2.59538135819e-05
0.0518590821687	2.29767180874e-05
0.0523237531947	2.00116517047e-05
0.0527884226756	1.76622087971e-05
0.0532530905979	1.66100839037e-05
0.0537177569477	1.42390968314e-05
0.0541824217115	1.30438464465e-05
0.0546470848754	1.16439230584e-05
0.0551117464258	1.05763576073e-05
0.0555764063489	1.0038541024e-05
0.0560410646311	1.02206485259e-05
0.0565057212586	9.10924228118e-06
0.0569703762177	8.18170513312e-06
0.0574350294947	7.75531410325e-06
0.0578996810759	7.22666513622e-06
0.0583643309476	7.10082036146e-06
0.0588289790961	6.69307882151e-06
0.0592936255076	6.30390820714e-06
0.0597582701685	5.40513093733e-06
0.060222913065	5.45159753344e-06
0.0606875541834	5.24429872791e-06
0.0611521935101	4.75486746416e-06
0.0616168310312	4.7595691188e-06
0.0620814667332	4.56606101986e-06
0.0625461006023	4.573152784e-06
0.0630107326248	4.48723279158e-06
0.0634753627869	4.70130910391e-06
0.063939991075	5.09294839211e-06
0.0644046174754	4.55466042276e-06
0.0648692419743	4.27499663838e-06
0.0653338645581	5.08824673746e-06
0.065798485213	4.84596049725e-06
0.0662631039254	4.13974855433e-06
0.0667277206815	3.94432173192e-06
0.0671923354676	3.95858382454e-06
0.0676569482701	3.72060641729e-06
0.0681215590751	3.45257892302e-06
0.0685861678691	3.42444755947e-06
0.0690507746383	2.82088637542e-06
0.069515379369	2.52304448715e-06
0.0699799820475	2.36229084206e-06
0.07044458266	2.23413452216e-06
0.070909181193	1.99184828194e-06
0.0713737776327	2.0081862267e-06
0.0718383719653	1.81945834674e-06
0.0723029641772	1.4605735124e-06
0.0727675542547	1.7146531714e-06
0.0732321421841	1.47452134766e-06
0.0736967279517	1.39314588122e-06
0.0741613115437	1.17421078557e-06
0.0746258929465	1.22314605551e-06
0.0750904721464	1.18839431385e-06
0.0755550491297	1.05992373659e-06
0.0760196238826	9.71613634679e-07
0.0764841963916	1.13228871543e-06
