#File generated by ModelExp v0.6.9
#Read datafile: ../../rawdata/dd144_dry_BGLinSub.xy
#Started Fit at 2019-01-06 12:36:45.889191
#Finished Fit at 2019-01-06 12:36:45.905283
#[[Fit Statistics]]
#    # fitting method   = leastsq
#    # function evals   = 0
#    # data points      = 352
#    # variables        = 0
#    chi-square         = 66526944.3
#    reduced chi-square = 188997.001
#    Akaike info crit   = 4276.61922
#    Bayesian info crit = 4276.61922
#[[Variables]]
#    Ms:            22.05 (fixed)
#    mu:            17730.41 (fixed)
#    chi:           3.92 (fixed)
#    sigMu:         0 (fixed)
#    orderHermite:  50 (fixed)
#    T:             296 (fixed)

#[[Data]] 0
#B / T	M / kAm-1	sM / kAm-1	Mmodel / kAm-1
-1.8998	-29.0815299088	0.005	-29.208753592392668
-1.8002	-28.7918031402	0.005	-28.802361779150978
-1.7998	-28.7934735014	0.005	-28.800726122251135
-1.7002	-28.4953159017	0.005	-28.39245669616962
-1.6999	-28.4916399747	0.005	-28.39122381153455
-1.6001	-28.179216983	0.005	-27.979900354495086
-1.5997	-28.173966676	0.005	-27.978246715526403
-1.5001	-27.8483644973	0.005	-27.565069100211712
-1.4998	-27.8475886	0.005	-27.563820025888507
-1.4001	-27.5168657	0.005	-27.14697647112891
-1.3998	-27.4989086	0.005	-27.145716584388904
-1.3001	-27.1373057	0.005	-26.724869900182746
-1.2999	-27.1230043	0.005	-26.724021045640114
-1.2001	-26.7320957	0.005	-26.297745985524195
-1.1998	-26.7134686	0.005	-26.296455804990487
-1.1	-26.27869	0.005	-25.863799198206898
-1.0998	-26.2686086	0.005	-25.862924599770494
-1.0	-25.79206	0.005	-25.421979118027586
-0.9998	-25.7724786	0.005	-25.42108549192597
-0.95	-25.53256	0.005	-25.19713591371325
-0.9498	-25.5035286	0.005	-25.196230443069688
-0.9	-25.25099	0.005	-24.96908790891954
-0.8998	-25.2275486	0.005	-24.968168565045104
-0.8499	-24.9534543	0.005	-24.736801691054932
-0.8498	-24.9389386	0.005	-24.736333813635664
-0.7999	-24.6427343	0.005	-24.500496258566805
-0.7997	-24.6196329	0.005	-24.499540916378123
-0.7499	-24.3080943	0.005	-24.258816051777018
-0.7498	-24.2851586	0.005	-24.258326586859944
-0.7	-23.95288	0.005	-24.011113025753694
-0.6998	-23.9270186	0.005	-24.010105279833645
-0.6499	-23.5732243	0.005	-23.754369221768865
-0.6498	-23.5442986	0.005	-23.753847452797146
-0.5999	-23.1631243	0.005	-23.488087609980973
-0.5998	-23.1176986	0.005	-23.487543305814583
-0.5499	-22.7101843	0.005	-23.209025199540985
-0.5497	-22.6621729	0.005	-23.20787860801817
-0.4999	-22.2122943	0.005	-22.913346983851945
-0.4998	-22.1647586	0.005	-22.91273564391274
-0.4499	-21.6585943	0.005	-22.595513130090225
-0.4498	-21.6047386	0.005	-22.594850321982193
-0.3998	-21.0373386	0.005	-22.246478426282575
-0.3997	-20.9841829	0.005	-22.245743484682954
-0.3499	-20.3239943	0.005	-21.85538655969336
-0.3497	-20.2689529	0.005	-21.853706808226622
-0.2999	-19.4925443	0.005	-21.398262613086132
-0.2997	-19.4389229	0.005	-21.396259163401147
-0.2499	-18.4890643	0.005	-20.836647369270338
-0.2497	-18.4396529	0.005	-20.834106894250386
-0.1998	-17.2445686	0.005	-20.09037333245613
-0.1996	-17.1958772	0.005	-20.08684106297463
-0.1499	-15.6067343	0.005	-18.981952683993043
-0.1497	-15.5538429	0.005	-18.97628849815286
-0.0999	-13.2637143	0.005	-16.97014482101086
-0.0998	-13.2133386	0.005	-16.964371154077813
-0.0973	-13.1098061	0.005	-16.816680222699556
-0.0973	-13.0648461	0.005	-16.816680222699556
-0.0948	-12.9570736	0.005	-16.662261217860173
-0.0948	-12.9142236	0.005	-16.662261217860173
-0.0923	-12.7608111	0.005	-16.50066874954367
-0.0923	-12.8029511	0.005	-16.50066874954367
-0.0898	-12.6432086	0.005	-16.33142574143283
-0.0898	-12.6000286	0.005	-16.33142574143283
-0.0873	-12.4792461	0.005	-16.154021810573187
-0.0873	-12.4364261	0.005	-16.154021810573187
-0.085	-12.324675	0.005	-15.983134412748306
-0.0848	-12.2672236	0.005	-15.967911767295714
-0.0823	-12.0959011	0.005	-15.772514298676862
-0.0823	-12.1334211	0.005	-15.772514298676862
-0.0798	-11.9157786	0.005	-15.567210912389553
-0.0798	-11.9554386	0.005	-15.567210912389553
-0.0773	-11.7328661	0.005	-15.351345233010242
-0.0773	-11.7742861	0.005	-15.351345233010242
-0.075	-11.600405	0.005	-15.142823816852834
-0.0748	-11.5436436	0.005	-15.124222759569655
-0.0723	-11.3894911	0.005	-14.885111211093362
-0.0723	-11.3480411	0.005	-14.885111211093362
-0.0698	-11.1458586	0.005	-14.633241605606397
-0.0698	-11.1847886	0.005	-14.633241605606397
-0.0673	-10.9397661	0.005	-14.367810236858524
-0.0673	-10.9762861	0.005	-14.367810236858524
-0.065	-10.780245	0.005	-14.110917990201761
-0.0648	-10.7259236	0.005	-14.087981730843328
-0.0625	-10.5597925	0.005	-13.817082724018382
-0.0623	-10.5002011	0.005	-13.7928933796528
-0.06	-10.32877	0.005	-13.507174754845632
-0.0597	-10.2694029	0.005	-13.468863193262967
-0.0573	-10.0704551	0.005	-13.15338626094936
-0.0572	-10.0278574	0.005	-13.139888017713636
-0.055	-9.842844	0.005	-12.835545648296911
-0.0547	-9.7834879	0.005	-12.792931729629965
-0.0523	-9.5641751	0.005	-12.442105862859187
-0.0522	-9.5285754	0.005	-12.427099068411941
-0.0499	-9.3160913	0.005	-12.073109585647659
-0.0497	-9.2578979	0.005	-12.041516140440168
-0.0475	-9.0399205	0.005	-11.685200427339508
-0.0472	-8.9791634	0.005	-11.635346688260773
-0.045	-8.751312	0.005	-11.260267315645214
-0.0447	-8.6902009	0.005	-11.207810772601933
-0.0425	-8.4472695	0.005	-10.813344627961127
-0.0422	-8.3840384	0.005	-10.758205802904584
-0.04	-8.127747	0.005	-10.34381695914953
-0.0397	-8.0652339	0.005	-10.28592972738016
-0.0372	-7.7344834	0.005	-9.790506043696832
-0.0372	-7.7699574	0.005	-9.790506043696832
-0.0349	-7.4489663	0.005	-9.31399024365914
-0.0347	-7.3865559	0.005	-9.271610119631275
-0.0324	-7.0848268	0.005	-8.773366389226947
-0.0322	-7.0182334	0.005	-8.729096126109274
-0.0299	-6.6996693	0.005	-8.2091711553472
-0.0297	-6.6355389	0.005	-8.16302369349407
-0.0275	-6.2974365	0.005	-7.645617090814575
-0.0272	-6.2324614	0.005	-7.573683220201964
-0.0249	-5.8686323	0.005	-7.011402591787818
-0.0247	-5.8048279	0.005	-6.9616186087230405
-0.0224	-5.4178158	0.005	-6.3791460056652936
-0.0222	-5.3505004	0.005	-6.327646098403697
-0.0199	-4.9431263	0.005	-5.725984756558132
-0.0197	-4.8737039	0.005	-5.672867828116818
-0.0174	-4.4371838	0.005	-5.053290350001062
-0.0172	-4.3716234	0.005	-4.9986788145961745
-0.0149	-3.8985893	0.005	-4.362726774391573
-0.0147	-3.8316249	0.005	-4.306766188269781
-0.0124	-3.3276778	0.005	-3.656241817576078
-0.0122	-3.2628194	0.005	-3.599099794355721
-0.0099	-2.7272863	0.005	-2.9360492536343203
-0.0097	-2.6547049	0.005	-2.8779136383993347
-0.0074	-2.0858168	0.005	-2.2046017995120253
-0.0072	-2.0192044	0.005	-2.1456781153251288
-0.0049	-1.4116853	0.005	-1.4645552564335127
-0.0047	-1.3475299	0.005	-1.4050634796836015
-0.0037	-1.0699419	0.005	-1.1071003544917843
-0.0037	-1.0804749	0.005	-1.1071003544917843
-0.0028	-0.797747	0.005	-0.8383267534797159
-0.0027	-0.7902485	0.005	-0.8084337995889338
-0.0017	-0.509152	0.005	-0.509252243400224
-0.0017	-0.5147699	0.005	-0.509252243400224
-0.0007	-0.2308624	0.005	-0.2097456938993316
-0.0007	-0.2252445	0.005	-0.2097456938993316
-0.0007	-0.2187374	0.005	-0.2097456938993316
0.0	0.05688125	0.005	0.0
0.0	0.03290911	0.005	0.0
0.0	0.02668498	0.005	0.0
0.001	0.3128248	0.005	0.29962043132176985
0.001	0.3095388	0.005	0.29962043132176985
0.0011	0.3398605	0.005	0.32957510399466583
0.0021	0.6115559	0.005	0.6289745341855689
0.0021	0.629035	0.005	0.6289745341855689
0.0021	0.6258752	0.005	0.6289745341855689
0.003	0.8815634	0.005	0.8980964503474458
0.0031	0.9097821	0.005	0.9279728152585365
0.0031	0.8823065	0.005	0.9279728152585365
0.0041	1.1943917	0.005	1.2263805019637528
