#Loading data from DD205_10_HYST_300K.DAT
#
#Found columns:
#Comment
#Time Stamp (sec)
#Temperature (K)
#Magnetic Field (Oe)
#Moment (emu)
#M. Std. Err. (emu)
#Transport Action
#Averaging Time (sec)
#Frequency (Hz)
#Peak Amplitude (mm)
#Center Position (mm)
#Coil Signal' (mV)
#Coil Signal" (mV)
#Range (mV)
#M. Quad. Signal (emu)
#M. Raw' (emu)
#M. Raw" (emu)
#Min. Temperature (K)
#Max. Temperature (K)
#Min. Field (Oe)
#Max. Field (Oe)
#Mass (grams)
#Motor Lag (deg)
#Pressure (Torr)
#VSM Status (code)
#Motor Status (code)
#Measure Status (code)
#PPMS Status (code)
#System Temp. (K)
#System Field (Oe)
#Sample Position (deg)
#Bridge 1 Resistance (ohms)
#Bridge 1 Excitation (A)
#Bridge 2 Resistance (ohms)
#Bridge 2 Excitation (A)
#Bridge 3 Resistance (ohms)
#Bridge 3 Excitation (A)
#Bridge 4 Resistance (ohms)
#Bridge 4 Excitation (A)
#Signal 1 Vin (V)
#Signal 2 Vin (V)
#Digital Inputs (code)
#Drive 1 Iout (mA)
#Drive 1 Ipower (W)
#Drive 2 Iout (mA)
#Drive 2 Ipower (W)
#Pressure ()
#Map 20 ()
#Map 21 ()
#Map 22 ()
#Map 23 ()
#Map 24 ()
#Map 25 ()
#Map 26 ()
#Map 27 ()
#Map 28 ()
#Map 29 ()
#
#Transformed data from column 'Moment (emu)' from emu to memu by multiplication with 1000.
#Transformed data from column 'Magnetic Field (Oe)' from Oe to Tesla by division with 10000.
#Loaded 1407 datapoints.
#Loading Magnetic Field (Oe) and Moment (emu)
#Running linear fit between B=(6.005159375 .. 8.999977734375) with LM algorithm.
#[[Fit Statistics]]
#    # function evals   = 9
#    # data points      = 236
#    # variables        = 2
#    chi-square         = 0.000
#    reduced chi-square = 0.000
#    Akaike info crit   = -3494.206
#    Bayesian info crit = -3487.279
#[[Variables]]
#    m:  -0.02985149 +/- 4.51e-05 (0.15%) (init= 3.533664)
#    b:   0.08983836 +/- 0.000341 (0.38%) (init=-31.98182)
#[[Correlations]] (unreported correlations are <  0.100)
#    C(m, b)                      = -0.993 
#Running linear fit between B=(-8.99996328125 .. -6.002492578125) with LM algorithm.
#[[Fit Statistics]]
#    # function evals   = 8
#    # data points      = 237
#    # variables        = 2
#    chi-square         = 0.000
#    reduced chi-square = 0.000
#    Akaike info crit   = -3552.065
#    Bayesian info crit = -3545.129
#[[Variables]]
#    m:  -0.02988845 +/- 4.12e-05 (0.14%) (init=-0.0298515)
#    b:  -0.08936093 +/- 0.000311 (0.35%) (init=-0.08983837)
#[[Correlations]] (unreported correlations are <  0.100)
#    C(m, b)                      =  0.993 
#Mean diamagnetic slope: -0.029870014616176853 +/- 3.053389528000393e-05
#Exporting data to DD205_8_extracted.dat
#
#B / T	M / memu	T / K
8.999977734375	-0.178922569387208	300.09140015
8.988698046875	-0.179300707215782	300.0863342
8.978120703125	-0.178307963813727	300.0866699
8.939501171875	-0.176659859752086	300.085968
8.92612890625	-0.176334678599098	300.08618165
8.883685546875	-0.17625396809826302	300.0878601
8.872018359375	-0.17603082179734	300.0862274
8.848627734375	-0.173787393209277	300.08486935
8.82519921875	-0.173569796140995	300.0849304
8.80083046875	-0.173747057314348	300.08444215
8.776457421875	-0.172102535089803	300.0837555
8.754978515625	-0.171940913242396	300.0829315
8.71495546875	-0.171005016545692	300.0817871
8.686633984375	-0.168926620272265	300.0823364
8.6573546875	-0.169420032935339	300.0815125
8.642708203125	-0.16807250842236202	300.0817566
8.61830703125	-0.167541811678802	300.08187865
8.593890625	-0.166693971778269	300.08073425
8.569490625	-0.16606568716914602	300.07991025
8.527516015625	-0.16459662896129199	300.0801697
8.494285546875	-0.163550950600466	300.0802307
8.464005859375	-0.163600560665774	300.0792236
8.42886328125	-0.161141326478924	300.0778198
8.414218359375	-0.161011625850063	300.0778656
8.39078671875	-0.160930607107444	300.0774689
8.3683265625	-0.160116487721605	300.0767212
8.344901171875	-0.158580165354465	300.0762787
8.302919140625	-0.15776980568067	300.075592
8.2931484375	-0.158427415150774	300.07568355
8.273620703125	-0.157302062042189	300.07539365
8.250184375	-0.157138700588232	300.07391355
8.208218359375	-0.154765089812367	300.0719604
8.197475	-0.154935896552708	300.0720825
8.176971484375	-0.155083152876645	300.0726013
8.132036328125	-0.15314234957895	300.0702515
8.1027453125	-0.151858217682066	300.0682373
8.06956953125	-0.15069081892372302	300.0686951
8.057822265625	-0.150585192613556	300.06840515
8.034332421875	-0.15039488626956202	300.06776425
8.0089328125	-0.149230394948634	300.06744385
7.984545703125	-0.14897271903539	300.06710815
7.96112265625	-0.14717360702583698	300.06617735
7.9406125	-0.14702304668886498	300.0656128
7.919119921875	-0.147102573156318	300.06529235
7.893737890625	-0.145537215471543	300.0646515
7.8703125	-0.14485658731256001	300.0636139
7.8488375	-0.144536378610584	300.06321715
7.81073671875	-0.144177501347229	300.061554
7.779523828125	-0.14266744251830402	300.059906
7.76585234375	-0.14197810761274898	300.060318
7.74241875	-0.14212354421915502	300.06089785
7.7180046875	-0.141019237876311	300.0606079
7.67405703125	-0.13993518219374998	300.0587769
7.64574453125	-0.137991541087655	300.0580444
7.63208984375	-0.138335769403136	300.05729675
7.610575390625	-0.137125984757528	300.0569458
7.589061328125	-0.135971766108104	300.05693055
7.5441453125	-0.135707466797366	300.0548096
7.5314515625	-0.135344035223265	300.05505375
7.48944609375	-0.13372645168122801	300.0534363
7.478705859375	-0.13322771314185702	300.05381775
7.45625390625	-0.132168207053208	300.0532837
7.4152734375	-0.13161038835352798	300.0526123
7.3849734375	-0.13068394687691498	300.0519409
7.371312109375	-0.130465863880638	300.0519104
7.348858984375	-0.128917290694904	300.05038455
7.3059	-0.128987055766388	300.0489197
7.29615390625	-0.128055592421085	300.04867555
7.256078515625	-0.127047903587051	300.0479126
7.241444140625	-0.12590492636391198	300.04725645
7.21508515625	-0.125336979560654	300.046051
7.1887265625	-0.124632417376718	300.0450897
7.164328515625	-0.12334516975813999	300.04496765
7.1409	-0.123922769795009	300.04444885
7.116503125	-0.12222607600788798	300.04370115
7.091103125	-0.121015093742931	300.04325865
