#File generated by ModelExp v0.2.5
#Generated at 2018-07-12 17:59:09.173896

#[[Data]] sa
#r / nm	SLD / 1e-6 A-2
0.0	6.941000000000001
3.496	6.941000000000001
3.496	3.3751693454419205
5.392	3.3751693454419205
5.392	5.664000000000001
15.392000000000001	5.664000000000001
15.392000000000001	5.664000000000001
5.392	5.664000000000001
5.392	3.3751693454419205
3.496	3.3751693454419205
3.496	6.941000000000001
0.0	6.941000000000001
0.0	6.941000000000001
1.16	6.941000000000001
1.16	3.3751693454419205
3.056	3.3751693454419205
3.056	5.664000000000001
13.056000000000001	5.664000000000001

#[[Data]] la
#r / nm	SLD / 1e-6 A-2
0.0	6.941000000000001
3.496	6.941000000000001
3.496	3.3751693454419205
5.392	3.3751693454419205
5.392	5.664000000000001
15.392000000000001	5.664000000000001
15.392000000000001	5.664000000000001
5.392	5.664000000000001
5.392	3.3751693454419205
3.496	3.3751693454419205
3.496	6.941000000000001
0.0	6.941000000000001
0.0	6.941000000000001
1.16	6.941000000000001
1.16	3.3751693454419205
3.056	3.3751693454419205
3.056	5.664000000000001
13.056000000000001	5.664000000000001
