#Data reduced with Dominiques SARed v. 1.0
#wavelength: 5.1386
#q/A-1 	 Icorr/a.u. 	 sIcorr /a.u. 	Ispec/a.u. 	 sIspec/a.u. 	 Ibg/a.u. 	 sIbg/a.u. 	 2th/°
0.0	0.0015212505167766421	0.00047843532841549546	0.0030247821073811467	0.0001384249888231756	0.0015035315906045045	0.00045797258208908826	0.0
0.00034145415721603483	0.006265363651932654	0.0012465552948262362	0.011140629934318826	0.00026567050814240155	0.004875266282386172	0.0012179159594005995	0.016000000000000014
0.000682908307775245	0.010315793293860679	0.0016704244129801568	0.01704089432139717	0.0003284548205109696	0.006725101027536491	0.0016378141379177335	0.03200000000000003
0.0010243624450208065	0.007445920373202787	0.0014731311644342214	0.013756241040913556	0.0002948393406947249	0.006310320667710769	0.0014433243539849333	0.04800000000000004
0.0013658165622958943	0.0032754982569974736	0.0011232543410902393	0.008197697857193167	0.00022722294697568115	0.004922199600195694	0.0011000318391509196	0.06400000000000006
0.0017072706529436851	0.0046921758193207135	0.0007551268570742184	0.00789757960307588	0.00022250197331067194	0.003205403783755166	0.0007216019970507593	0.08000000000000007
0.002048724710307356	0.010103847077581975	0.0006430397245246325	0.012367705703217541	0.0002780144783552723	0.0022638586256355673	0.0005798344911624015	0.09600000000000009
0.002390178727730083	0.017784918828406694	0.0007271777219110946	0.01995460284633915	0.0003528125033742451	0.002169684017932456	0.0006358543675297098	0.1120000000000001
0.002731632698555046	0.025001854395475673	0.000823820927709529	0.027478635725617456	0.00041360060691162114	0.0024767813301417837	0.0007124713740877789	0.1280000000000001
0.003073086616125423	0.030563603996535026	0.0009655439036416914	0.0336172912695029	0.0004570393892153014	0.0030536872729678734	0.0008505233839027239	0.14400000000000013
0.0034145404737843947	0.03509648722819467	0.0011001310117419157	0.038837735477181834	0.0004907976205262315	0.0037412482489871646	0.0009845841450491066	0.16000000000000014
0.0037559942648751404	0.03849095188753614	0.0012141630268272079	0.042911032098303624	0.0005153542153482672	0.00442008021076749	0.0010993643110620696	0.17600000000000016
0.004097447982740846	0.04118430630367207	0.0013246810929648594	0.04621225971201356	0.0005341525274841607	0.005027953408341487	0.0012122132961821766	0.19200000000000017
0.0044389016207246924	0.04376844761228573	0.001437626250282141	0.049414859373302755	0.0005515716676539776	0.005646411761017027	0.0013276060902774206	0.20800000000000018
0.004780355172169867	0.04697950832302941	0.0015830046005568983	0.053263057973400016	0.000571807832344035	0.006283549650370605	0.001476123087094813	0.2240000000000002
0.005121808630419555	0.050596718134991815	0.0016719553232152464	0.05729347329533495	0.0005922349258538801	0.006696755160343135	0.0015635512129209739	0.2400000000000002
0.005463261988816949	0.05356967480003126	0.0017396052781296666	0.06073787909968785	0.0006089971654825295	0.007168204299656591	0.0016295241563508162	0.2560000000000002
0.005804715240705238	0.05683657510458679	0.0018348445897754851	0.06452299320406721	0.000626967733157067	0.007686418099480419	0.0017244031228828881	0.27200000000000024
0.006146168379427613	0.05987874266835633	0.0019262435463117125	0.06808069364753817	0.0006432434187226146	0.008201950979181843	0.0018156685005742555	0.28800000000000026
0.006487621398327273	0.062291724127888026	0.002067105086644916	0.07114983926816873	0.0006566854937531081	0.008858115140280703	0.0019600223472010523	0.30400000000000027
0.006829074290747414	0.06569625791140075	0.0021750469261669243	0.07511049845395712	0.000673684545527829	0.009414240542556369	0.002068085652033094	0.3200000000000003
0.007170527050031234	0.06932596324724885	0.0022283713276948754	0.07913213294362004	0.0006904659792940905	0.009806169696371183	0.0021187013724284207	0.3360000000000003
0.007511979669521937	0.07215024201491221	0.0023097423637812716	0.08243298619914186	0.0007038742477564397	0.010282744184229649	0.0021998797308923966	0.3520000000000003
0.00785343214256273	0.0740189172284334	0.0023899980356317445	0.08477141182210259	0.0007131614327952123	0.010752494593669183	0.0022811162576898787	0.3680000000000003
